x,y
-15964.9419,153471.924
-15833.7215,154167.1561
-15574.2538,153226.7665
-14893.3802,153171.8584
-15826.6533,153886.1845
-15317.0881,153654.3452
-15394.8142,153159.0479
-15868.3954,153448.1215
-15020.0205,153851.4291
-15563.6948,153790.0833
-14827.044,153622.2421
-14859.6827,153833.9666
-14810.47,153810.154
-15537.5858,153743.8994
-15365.5403,153195.1014
-14893.0202,153846.6666
-15874.8289,153738.6004
-15496.1236,153391.8784
-15474.0197,153602.5606
-15853.6975,153611.821
-15823.9319,153602.296
-15822.3444,153822.8795
-15874.9021,153738.6598
-15311.6202,153168.5682
-14807.9939,153660.3422
-15184.4956,153258.4097
-15824.7256,153851.4546
-15852.3747,153655.4773
-15655.194,153299.3856
-16002.699,153945.8773
-15592.5578,153524.9956
-15177.1833,153679.9787
-15916.0205,153453.4132
-15689.6527,153362.8787
-15892.0622,153578.748
-14961.2829,153857.7791
-15218.1767,153189.2343
-15458.6944,153967.5681
-14987.7059,153254.0163
-15689.8072,153363.2072
-15336.7395,153603.3896
-15907.8049,154156.5727
-15984.3342,153915.8477
-15794.5631,153630.0773
-15481.4178,153579.0507
-15756.9922,154167.156
-14917.0477,153273.208
-15926.4072,153893.1248
-15884.257,153827.6421
-15819.4474,153475.9028
-15599.207,153232.9704
-15336.7808,153846.0206
-14924.7703,153846.6665
-15666.3425,153489.3586
-15970.7799,153910.3117
-15627.4784,153588.8022
-15661.6523,153256.1585
-15162.8958,153721.2538
-15366.3836,153175.4069
-15405.5133,154063.9478
-15719.8377,153816.4139
-15537.2623,153551.445
-15517.4672,153846.5175
-15352.5625,154035.5599
-15038.9116,154120.3247
-15874.9747,153738.943
-15723.7219,153435.3573
-15331.717,153496.2662
-15535.9467,153423.595
-15869.4326,153900.9525
-15696.2702,153545.1458
-14760.5766,153230.2031
-14827.044,153615.8921
-14817.3037,153290.8893
-15972.628,154108.9476
-14820.2971,153320.6165
-15183.0358,153148.2668
-15870.8955,153594.623
-15584.3096,153306.6401
-15626.2878,153726.1212
-14857.6848,153208.0215
-15911.3903,153768.4532
-15321.8121,153713.6783
-15323.5097,153797.1195
-15214.9807,153387.1768
-15495.4613,153454.1827
-15369.8011,153991.4079
-15493.6145,153916.3438
-15256.395,153619.6137
-15571.9158,153259.9245
-15285.2298,153399.5916
-15951.978,153552.4452
-14991.0536,153138.6888
-14811.362,153603.4611
-15378.1861,153541.8483
-14829.1606,153683.6255
-14986.6829,153849.8416
-15989.9582,153541.7063
-15306.3761,154084.0605
-15199.8377,153085.9196
-15181.0371,153580.0351
-15421.7152,153908.4409
-15061.4012,154104.4497
-14775.3178,153458.2001
-15026.4486,154137.7644
-15140.4192,153292.3948
-15772.9521,153482.2139
-15775.2899,153285.1274
-14937.3977,153180.6719
-15475.3427,153660.769
-15627.346,154193.6144
-15311.8155,154108.7395
-15113.6831,153886.3542
-15848.5382,153834.7858
-15925.5042,153781.783
-15429.9053,153430.533
-15723.8783,153435.6899
-15544.0022,154189.6457
-15170.8333,153618.0662
-15225.4135,154095.173
-15364.2031,154101.1989
-15398.4662,153950.9034
-15259.8235,153513.4529
-15771.4448,153866.0574
-14813.5136,153221.8263
-15856.4757,153583.2459
-15359.6734,153418.0979
-15054.9455,153865.7166
-15364.2696,154100.3014
-15773.1452,153482.5175
-15107.9269,153119.7337
-15062.9514,153279.7052
-14831.1076,153818.0916
-15126.3832,153818.0915
-15265.6167,153213.0566
-15493.8635,153660.2398
-15209.3138,153521.2847
-15427.1819,154015.4425
-15172.2776,153336.7898
-15763.8848,153467.9654
-15054.2101,153114.6661
-15120.3759,154088.8164
-15740.588,153668.9711
-15999.5285,154014.0432
-16000.4093,154054.7079
-15863.4056,153694.0268
-15921.5633,153807.0045
-15558.3184,153790.5166
-15115.2707,153876.8291
-15226.2018,153447.3103
-15638.989,153784.0147
-15971.0767,153910.4266
-14866.4992,153289.0834
-15689.7984,153363.2212
-15438.7876,153559.7081
-15024.645,154137.6056
-15391.9987,153233.4661
-15518.2663,153342.5992
-15354.9263,153888.8681
-15719.4244,153315.256
-15454.1759,153266.539
-15943.5238,154132.7601
-15132.7332,153759.3539
-14791.1929,153393.377
-15970.9257,153910.6542
-15815.9649,153882.2879
-15581.8377,153755.4901
-14835.5107,153736.5423
-14789.8699,153523.0231
-15565.3012,153631.1356
-15507.0927,153717.6545
-15681.8504,153707.8649
