"Node1(x,y)","Node2(x,y)",edgelength,slope
"(-19114.4864, 151619.3846)","(-19122.0269, 151625.3377)",9.607212908026261,36.1338
"(-19122.0269, 151625.3377)","(-19135.1238, 151632.8784)",15.11260884492676,36.1338
"(-19135.1238, 151632.8784)","(-19146.2364, 151638.8315)",12.606715605984283,36.1338
"(-19146.2364, 151638.8315)","(-19154.8397, 151642.5724)",9.381423330178245,36.1338
"(-19154.8397, 151642.5724)","(-19158.1938, 151643.1957)",3.411523076282989,36.1338
"(-19158.1938, 151643.1957)","(-19162.2321, 151644.5293)",4.252805644507808,36.1338
"(-19162.2321, 151644.5293)","(-19166.1905, 151646.1566)",4.27984063371207,36.1338
"(-19166.1905, 151646.1566)","(-19168.7902, 151647.2513)",2.8207814839205607,36.1338
"(-19168.7902, 151647.2513)","(-19173.0565, 151647.9159)",4.317755070633322,36.1338
"(-19173.0565, 151647.9159)","(-19174.3823, 151648.1437)",1.3452280401490169,36.1338
"(-19174.3823, 151648.1437)","(-19177.5613, 151648.7634)",3.2388376140234625,36.1338
"(-19177.5613, 151648.7634)","(-19179.185, 151649.127)",1.6639130536204967,36.1338
"(-19179.185, 151649.127)","(-19180.298, 151649.4317)",1.1539545441574457,36.1338
"(-19180.298, 151649.4317)","(-19183.4786, 151650.3687)",3.315748084521506,36.1338
"(-19183.4786, 151650.3687)","(-19188.9212, 151652.5615)",5.867730958394914,36.1338
"(-19188.9212, 151652.5615)","(-19195.1386, 151655.0665)",6.703065549422087,36.1338
"(-19195.1386, 151655.0665)","(-19201.4734, 151657.3628)",6.738151432706298,36.1338
"(-19201.4734, 151657.3628)","(-19207.3553, 151656.6909)",5.920151790285858,36.1338
"(-19207.3553, 151656.6909)","(-19213.2291, 151655.7649)",5.946343619399473,36.1338
"(-19213.2291, 151655.7649)","(-19208.0517, 151659.7475)",6.53196551735487,36.1338
"(-19208.0517, 151659.7475)","(-19203.3264, 151664.3488)",6.5954849541235046,36.1338
"(-19203.3264, 151664.3488)","(-19184.3435, 151659.9321)",19.489939232848226,36.1338
"(-19184.3435, 151659.9321)","(-19177.5542, 151654.7264)",8.555343767489113,36.1338
"(-19177.5542, 151654.7264)","(-19166.7507, 151653.9047)",10.83470364799892,36.1338
"(-19166.7507, 151653.9047)","(-19162.3838, 151654.8228)",4.462367445647267,36.1338
"(-19162.3838, 151654.8228)","(-19161.053, 151654.5132)",1.366338464658039,36.1338
"(-19161.053, 151654.5132)","(-19155.3295, 151653.1817)",5.876337677499591,36.1338
"(-19155.3295, 151653.1817)","(-19136.3145, 151651.1347)",19.12486428709868,36.1338
"(-19136.3145, 151651.1347)","(-19122.027, 151640.419)",17.859420000102922,36.1338
"(-19122.027, 151640.419)","(-19102.9769, 151627.719)",22.89533380428057,36.1338
"(-19102.9769, 151627.719)","(-19095.8332, 151621.369)",9.557978326512442,36.1338
"(-19095.8332, 151621.369)","(-19092.6582, 151612.6378)",9.290558564486702,36.1338
"(-19092.6582, 151612.6378)","(-19088.491, 151576.522)",36.35542002893061,36.1338
"(-19088.491, 151576.522)","(-19099.0743, 151544.1105)",34.09562392945979,36.1338
"(-19099.0743, 151544.1105)","(-19110.3191, 151511.699)",34.30671740768972,36.1338
"(-19110.3191, 151511.699)","(-19128.84, 151489.2093)",29.134349879484727,36.1338
"(-19128.84, 151489.2093)","(-19152.6525, 151467.3812)",32.30326772726426,36.1338
"(-19152.6525, 151467.3812)","(-19169.2186, 151449.5836)",24.31440385799479,36.1338
"(-19169.2186, 151449.5836)","(-19168.4114, 151466.5375)",16.973105109253485,36.1338
"(-19168.4114, 151466.5375)","(-19157.2828, 151489.2093)",25.255816225162448,36.1338
"(-19157.2828, 151489.2093)","(-19140.7463, 151503.7615)",22.027763324727882,36.1338
"(-19140.7463, 151503.7615)","(-19134.1317, 151515.0063)",13.046013191787694,36.1338
"(-19134.1317, 151515.0063)","(-19126.8556, 151537.4959)",23.63733782324219,36.1338
"(-19126.8556, 151537.4959)","(-19114.9494, 151553.3709)",19.84372000003889,36.1338
"(-19114.9494, 151553.3709)","(-19109.6577, 151579.1679)",26.334146993771647,36.1338
"(-19109.6577, 151579.1679)","(-19106.9457, 151607.8752)",28.83511777833622,36.1338
"(-19106.9457, 151607.8752)","(-19114.4864, 151619.3846)",13.75966732336139,36.1338
"(-19329.1227, 151761.3053)","(-19310.0919, 151768.7774)",20.44513700247043,25.0566
"(-19310.0919, 151768.7774)","(-19299.1391, 151736.0685)",34.49399900054845,25.0566
"(-19299.1391, 151736.0685)","(-19278.5469, 151700.0335)",41.5037338782936,25.0566
"(-19278.5469, 151700.0335)","(-19267.443, 151680.6021)",22.380256950493052,25.0566
"(-19267.443, 151680.6021)","(-19249.6093, 151674.2858)",18.919209850828306,25.0566
"(-19249.6093, 151674.2858)","(-19225.1353, 151667.0097)",25.53269095121333,25.0566
"(-19225.1353, 151667.0097)","(-19204.6301, 151665.0254)",20.60098719794906,25.0566
"(-19204.6301, 151665.0254)","(-19204.6301, 151662.3795)",2.6459000000031665,25.0566
"(-19204.6301, 151662.3795)","(-19213.2291, 151655.7649)",10.848766481035737,25.0566
"(-19213.2291, 151655.7649)","(-19226.4582, 151652.4576)",13.636250221380925,25.0566
"(-19226.4582, 151652.4576)","(-19246.302, 151663.7024)",22.808374020966202,25.0566
"(-19246.302, 151663.7024)","(-19252.4043, 151662.9351)",6.150350768858143,25.0566
"(-19252.4043, 151662.9351)","(-19261.5156, 151668.994)",10.941940271270576,25.0566
"(-19261.5156, 151668.994)","(-19275.3254, 151673.4341)",14.506035435298582,25.0566
"(-19275.3254, 151673.4341)","(-19277.2466, 151676.6006)",3.7037456297562477,25.0566
"(-19277.2466, 151676.6006)","(-19277.5721, 151677.1504)",0.638929017974986,25.0566
"(-19277.5721, 151677.1504)","(-19278.3361, 151678.4725)",1.526972301639158,25.0566
"(-19278.3361, 151678.4725)","(-19279.0385, 151679.5147)",1.256800143216796,25.0566
"(-19279.0385, 151679.5147)","(-19280.5433, 151681.9998)",2.905192773287428,25.0566
"(-19280.5433, 151681.9998)","(-19281.2391, 151683.4296)",1.5901149895629783,25.0566
"(-19281.2391, 151683.4296)","(-19281.6585, 151684.0337)",0.735413604713884,25.0566
"(-19281.6585, 151684.0337)","(-19282.8807, 151685.417)",1.8458850803784608,25.0566
"(-19282.8807, 151685.417)","(-19284.3488, 151687.185)",2.2980734561874865,25.0566
