"Node1(x,y)","Node2(x,y)"
"(-9382.9459, 150082.3987)","(-9433.0122, 150041.7879)"
"(-9433.0122, 150041.7879)","(-9460.6721, 149982.2877)"
"(-9460.6721, 149982.2877)","(-9415.372, 149953.5828)"
"(-9415.372, 149953.5828)","(-9354.2783, 149892.5656)"
"(-9354.2783, 149892.5656)","(-9290.7424, 149791.1479)"
"(-9290.7424, 149791.1479)","(-9345.5936, 149745.5524)"
"(-9345.5936, 149745.5524)","(-9374.8523, 149695.0714)"
"(-9374.8523, 149695.0714)","(-9387.8528, 149642.572)"
"(-9387.8528, 149642.572)","(-9417.3817, 149599.8593)"
"(-9417.3817, 149599.8593)","(-9414.9658, 149555.4341)"
"(-9414.9658, 149555.4341)","(-9500.5877, 149672.8994)"
"(-9500.5877, 149672.8994)","(-9531.288, 149727.7933)"
"(-9531.288, 149727.7933)","(-9567.3642, 149754.1196)"
"(-9567.3642, 149754.1196)","(-9577.9945, 149808.5032)"
"(-9577.9945, 149808.5032)","(-9527.9583, 149839.9337)"
"(-9527.9583, 149839.9337)","(-9574.1511, 149882.1768)"
"(-9574.1511, 149882.1768)","(-9622.5196, 149905.8311)"
"(-9622.5196, 149905.8311)","(-9581.7309, 149955.3015)"
"(-9581.7309, 149955.3015)","(-9578.0425, 150004.5317)"
"(-9578.0425, 150004.5317)","(-9530.6621, 150009.0696)"
"(-9530.6621, 150009.0696)","(-9509.2548, 150059.1351)"
"(-9509.2548, 150059.1351)","(-9510.6114, 150116.2603)"
"(-9510.6114, 150116.2603)","(-9475.9897, 150177.1918)"
"(-9475.9897, 150177.1918)","(-9415.2054, 150217.9054)"
"(-9415.2054, 150217.9054)","(-9422.1057, 150136.467)"
"(-9422.1057, 150136.467)","(-9382.9459, 150082.3987)"
"(-8630.1713, 150363.2636)","(-8594.4217, 150332.561)"
"(-8594.4217, 150332.561)","(-8612.671, 150280.9072)"
"(-8612.671, 150280.9072)","(-8670.6383, 150200.1068)"
"(-8670.6383, 150200.1068)","(-8716.2378, 150107.3757)"
"(-8716.2378, 150107.3757)","(-8726.6343, 150063.3535)"
"(-8726.6343, 150063.3535)","(-8779.6233, 150073.6142)"
"(-8779.6233, 150073.6142)","(-8839.8357, 150073.689)"
"(-8839.8357, 150073.689)","(-8912.0555, 150048.2263)"
"(-8912.0555, 150048.2263)","(-8987.7244, 150001.3717)"
"(-8987.7244, 150001.3717)","(-9048.6233, 149969.356)"
