OBJECTID,TARGET_FID,LandUse_1,Ocupacao,ID_UG,NOME,YY_correct,XX_Correct,Altitude,Declive,Litologia,Relevo,Uso,Espessura,Apt_flor,Solo,Classifica,Perimetro,Area,Hectares,UsoSolo20,Shape_Leng,Shape_Area,HBC,CH,CBD,CC,geometry
141,1107,1,EcEc_3_4_1_Pv,1199,Castelo de Paiva,146072.096062,-11706.5012603,405.0,23.5624,x,m,i,4,Marginal,Lu3.1,Leptossolos,2563.22097156,138791.195815,13.8791195815,Eucalipto,2563.22112825,138791.184861,2.9,0.0,0.0,0.0,"POLYGON ((-11296.832600000314 146138.36920000054, -11342.91029999964 146065.2276000008, -11411.172899999656 145925.5273000002, -11436.572900000028 145863.6146000009, -11314.335199999623 145866.78969999962, -11255.59759999998 145990.6149000004, -11173.047399999574 145993.7899999991, -11234.960099999793 145873.13969999924, -11227.022499999963 145847.73970000073, -11158.715800000355 145848.81750000082, -11169.899299999699 145839.9221999999, -11143.884300000034 145802.78240000084, -11228.705500000156 145790.64699999988, -11276.894600000232 145787.69439999945, -11332.92659999989 145782.9846999999, -11390.579900000244 145786.03979999945, -11461.356499999762 145790.17239999957, -11506.569099999964 145787.88880000077, -11549.51090000011 145793.80289999954, -11602.939299999736 145781.2689999994, -11676.738099999726 145790.26539999992, -11743.572399999946 145796.51549999975, -11828.264299999923 145805.58080000058, -11924.71750000026 145826.70289999992, -11855.964499999769 145852.00329999998, -11784.313299999572 145899.30939999968, -11715.291100000031 145913.7525999993, -11667.387600000016 145950.33589999937, -11620.071800000034 145963.5446000006, -11564.472199999727 146050.12639999948, -11500.919700000435 146137.72360000014, -11467.053000000305 146189.5820000004, -11460.650100000203 146208.63199999928, -11430.2229000004 146212.60080000013, -11412.79879999999 146177.96759999916, -11328.825899999589 146175.34119999968, -11296.832600000314 146138.36920000054))"
143,1109,1,EcEc_3_4_1_Pv,1201,Castelo de Paiva,146521.878267,-11551.7634179,405.0,23.5624,x,o,f,4,Marginal,Lu1.2,Leptossolos,3399.13118864,338481.684672,33.8481684672,Eucalipto,3399.13119007,338481.698354,2.9,0.0,0.0,0.0,"POLYGON ((-11090.932500000112 146565.44329999946, -11035.866399999708 146571.86209999956, -10995.020999999717 146536.32469999976, -10960.5979000004 146487.36009999923, -10911.431300000288 146442.72670000046, -10866.627299999818 146410.00769999996, -10828.470800000243 146373.57249999978, -10777.789599999785 146347.66809999943, -10737.373100000434 146311.0521000009, -10772.518299999647 146261.25520000048, -10810.979700000025 146227.60319999978, -10832.370400000364 146185.4802000001, -10817.711299999617 146154.3923000004, -10869.305200000294 146154.39240000024, -10902.562900000252 146152.67200000025, -10946.034500000067 146150.4235999994, -10958.775899999775 146168.7218999993, -10992.336600000039 146175.55900000036, -11045.253399999812 146183.49650000036, -11110.076500000432 146182.1735999994, -11169.607800000347 146161.00689999945, -11210.618400000036 146172.9132000003, -11283.361899999902 146143.7664999999, -11296.832600000314 146138.36920000054, -11328.825899999589 146175.34119999968, -11412.79879999999 146177.96759999916, -11430.2229000004 146212.60080000013, -11460.650100000203 146208.63199999928, -11579.816399999894 146229.31980000064, -11598.31269999966 146242.44189999998, -11646.828499999829 146277.65110000037, -11666.037499999627 146291.59149999917, -11699.60580000002 146328.3150999993, -11702.098600000143 146340.85689999908, -11716.927000000142 146415.46240000054, -11784.290099999867 146428.9824000001, -11820.772699999623 146466.4338000007, -11876.517900000326 146464.33000000007, -11926.64950000029 146476.64059999958, -11980.153300000355 146497.67129999958, -11981.392900000326 146557.69910000078, -11922.971199999563 146587.70009999909, -11878.4104000004 146629.31799999997, -11819.169599999674 146646.52779999934, -11772.0083999997 146621.7781000007, -11721.436900000088 146609.27339999937, -11640.118499999866 146586.13859999925, -11577.263299999759 146583.69150000066, -11535.121500000358 146609.7357999999, -11484.578399999999 146670.5616999995, -11455.463899999857 146707.87490000017, -11447.282800000161 146574.60239999928, -11438.00810000021 146515.7617000006, -11415.492800000124 146471.3953000009, -11361.937800000422 146455.99709999934, -11323.317099999636 146409.8270999994, -11265.188799999654 146400.4589000009, -11205.610000000335 146427.87539999932, -11213.481399999931 146494.96089999937, -11187.203599999659 146538.1498000007, -11125.51900000032 146526.10190000013, -11090.932500000112 146565.44329999946))"
163,1339,1,Solo Nu_3,1515,Castelo de Paiva,146145.262656,-11244.9076131,370.0,21.8146,x,m,i,4,Marginal,Lu3.1,Leptossolos,775.010839786,17610.9247381,1.76109247381,Eucalipto,775.010826473,17610.9187406,2.9,0.0,0.0,0.0,"POLYGON ((-10946.034500000067 146150.4235999994, -11013.503399999812 145963.89189999923, -11061.128499999642 145840.86050000042, -11111.640499999747 145866.78170000017, -11099.823800000362 145893.15990000032, -11080.254599999636 145943.11280000024, -11059.25270000007 145996.01999999955, -11059.248200000264 145996.03130000085, -11043.015999999829 146036.36989999935, -11015.582399999723 146097.9098000005, -10992.336600000039 146175.55900000036, -10958.775899999775 146168.7218999993, -10946.034500000067 146150.4235999994))"
164,1340,1,EcEc_2_5_1_Pv,1518,Castelo de Paiva,146326.075568,-12009.8872274,370.0,21.8146,x,m,i,4,Marginal,Lu3.1,Leptossolos,920.298019279,31482.3889386,3.14823889386,Eucalipto,920.298084048,31482.3957272,2.9,0.0,0.0,0.0,"POLYGON ((-11598.31269999966 146242.44189999998, -11579.816399999894 146229.31980000064, -11603.146200000308 146206.9871999994, -11769.172500000335 146150.10160000063, -11849.870600000024 146114.38289999962, -11912.047799999826 146107.76820000075, -11977.970999999903 146124.14499999955, -11976.474399999715 146132.3691000007, -11973.625300000422 146194.9673999995, -11903.845700000413 146194.26070000045, -11806.478900000453 146224.9525000006, -11679.478600000031 146263.05260000005, -11659.370199999772 146272.5775000006, -11647.01939999964 146277.57389999926, -11626.13069999963 146262.17760000005, -11598.31269999966 146242.44189999998))"
165,1341,1,EcEc_4_10_1_Pv,1519,Castelo de Paiva,146540.90042,-12037.4430634,345.0,34.9974,x,o,f,4,Marginal,Lu1.2,Leptossolos,673.83465064,19264.2228455,1.92642228455,Eucalipto,673.834559667,19264.225765,2.9,0.0,0.0,0.0,"POLYGON ((-11702.098600000143 146340.85689999908, -11722.870400000364 146339.2525999993, -11772.612099999562 146349.8359999992, -11825.528900000267 146354.06929999962, -11880.56230000034 146350.89430000074, -11884.05140000023 146336.71969999932, -11906.921799999662 146360.96550000086, -11885.277900000103 146373.24670000002, -11901.89140000008 146416.7949000001, -11927.61129999999 146444.15520000085, -11926.64950000029 146476.64059999958, -11876.517900000326 146464.33000000007, -11820.772699999623 146466.4338000007, -11784.290099999867 146428.9824000001, -11716.927000000142 146415.46240000054, -11702.098600000143 146340.85689999908))"
199,1342,1,EcEc_4_5_2_Pv,1520,Castelo de Paiva,146417.846981,-12047.4490007,323.0,30.4504,x,m,i,4,Marginal,Lu3.1,Leptossolos,822.614286908,33432.5149816,3.34325149816,Eucalipto,822.614153833,33432.5073196,2.9,0.0,0.0,0.0,"POLYGON ((-11702.098600000143 146340.85689999908, -11699.60580000002 146328.3150999993, -11666.037499999627 146291.59149999917, -11647.01939999964 146277.57389999926, -11659.370199999772 146272.5775000006, -11679.478600000031 146263.05260000005, -11806.478900000453 146224.9525000006, -11903.845700000413 146194.26070000045, -11973.625300000422 146194.9673999995, -11955.592199999839 146243.45710000023, -11957.694099999964 146290.25119999982, -11940.887500000186 146327.61099999957, -11911.254099999554 146320.20260000043, -11884.05140000023 146336.71969999932, -11880.56230000034 146350.89430000074, -11825.528900000267 146354.06929999962, -11772.612099999562 146349.8359999992, -11722.870400000364 146339.2525999993, -11702.098600000143 146340.85689999908))"
891,804,1,EcEc_3_5_2_Pv,1109,Castelo de Paiva,146705.563451,-11146.8157756,292.0,31.0237,x,o,a,1,Moderada,Tc1.1,Antrossolos,984.375253626,45053.7654915,4.50537654915,Eucalipto,984.375427592,45053.7686847,2.9,0.0,0.0,0.0,"POLYGON ((-10738.436900000088 146505.5197999999, -10795.138299999759 146481.19079999998, -10865.87519999966 146461.02830000035, -10911.431300000288 146442.72670000046, -10960.5979000004 146487.36009999923, -10995.020999999717 146536.32469999976, -11035.866399999708 146571.86209999956, -11090.932500000112 146565.44329999946, -11104.273000000045 146611.98249999993, -11077.531399999745 146645.6389000006, -11065.881099999882 146696.16379999928, -11014.112399999984 146687.07200000063, -10983.646499999799 146637.60319999978, -10924.248499999754 146654.8657000009, -10889.695299999788 146629.46429999918, -10834.76910000015 146619.47399999946, -10790.328300000168 146557.4955000002, -10738.436900000088 146505.5197999999))"
1096,1021,1,EcEc_3_10_2_Pv,1097,Castelo de Paiva,146702.071788,-12246.072752,361.0,21.6492,x,o,f,4,Marginal,Lu1.2,Leptossolos,1370.67362644,62284.8302571,6.22848302571,Eucalipto,1370.67366076,62284.8289335,2.9,0.0,0.0,0.0,"POLYGON ((-11878.4104000004 146629.31799999997, -11922.971199999563 146587.70009999909, -11981.392900000326 146557.69910000078, -11980.153300000355 146497.67129999958, -12054.721599999815 146450.05929999985, -12030.007799999788 146413.04050000012, -12067.24739999976 146365.00569999963, -12034.375599999912 146330.1439999994, -12171.962700000033 146379.0273000002, -12223.63030000031 146443.36020000093, -12149.91280000005 146490.56829999946, -12125.142099999823 146530.38910000026, -12126.60329999961 146577.81460000016, -12090.117899999954 146601.9890999999, -12029.912600000389 146628.26080000028, -12013.498999999836 146677.95629999973, -12001.983900000341 146739.83359999955, -11931.087899999693 146791.8080000002, -11875.07610000018 146774.32760000043, -11855.028900000267 146727.4583999999, -11886.332899999805 146688.13599999994, -11878.4104000004 146629.31799999997))"
1101,1026,1,EcEc_1_10_2_Pv,1103,Castelo de Paiva,146363.451912,-12436.0746637,304.0,10.4611,x,m,i,4,Marginal,Lu3.1,Leptossolos,1800.36381621,132978.096426,13.2978096426,Eucalipto,1800.36391218,132978.103273,2.9,0.0,0.0,0.0,"POLYGON ((-12061.544900000095 146001.5689000003, -12123.243999999948 146014.7583000008, -12198.110100000165 145980.93989999965, -12259.174899999984 145967.9991999995, -12268.901999999769 146027.87519999966, -12275.972299999557 146046.7291000001, -12289.936400000006 146083.96690000035, -12338.789699999616 146147.9411999993, -12378.836600000039 146200.38389999978, -12408.46999999974 146234.25060000084, -12379.98359999992 146276.27669999935, -12364.10850000009 146309.61419999972, -12376.014800000004 146339.77669999935, -12437.715699999593 146381.05189999938, -12439.468799999915 146398.67769999988, -12422.156000000425 146446.0410999991, -12379.051099999808 146479.0912999995, -12325.574099999852 146477.6157000009, -12260.704300000332 146470.68979999982, -12250.134600000456 146462.89829999954, -12223.63030000031 146443.36020000093, -12171.962700000033 146379.0273000002, -12034.375599999912 146330.1439999994, -12058.167500000447 146263.72509999946, -12102.159799999557 146226.34610000066, -12121.341599999927 146178.29529999942, -12081.572900000028 146132.6054999996, -12025.133500000462 146104.12370000035, -11988.460199999623 146066.5061000008, -11976.012799999677 146019.28749999963, -11948.681300000288 145978.27009999938, -12001.001000000164 145982.11920000054, -12061.544900000095 146001.5689000003))"
1423,1423,1,Solo Nu_3,1622,Castelo de Paiva,146231.041597,-11070.4216333,418.0,41.4573,x,m,i,4,Marginal,Lu3.1,Leptossolos,351.093247545,5444.18024847,0.544418024847,Clareira,351.09316715,5444.17735379,0.0,0.0,0.0,0.0,"POLYGON ((-10817.711299999617 146154.3923000004, -10807.145100000314 146149.9389999993, -10811.51070000045 146132.4763999991, -10864.692099999636 146019.76369999908, -10896.838999999687 146032.86060000025, -10849.610799999908 146154.3923000004, -10817.711299999617 146154.3923000004))"
