variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node8_timber_t0,0.0,0.0,B,C,timber,node1node8,0,879.0
C_node1node8_timber_t1,0.0,1.0,B,C,timber,node1node8,1,740.09
C_node1node8_timber_t2,0.0,1.0,B,C,timber,node1node8,2,524.67
C_node1node8_timber_t3,0.0,1.0,B,C,timber,node1node8,3,371.95
C_node1node8_timber_t4,0.0,1.0,B,C,timber,node1node8,4,263.68
C_node1node8_timber_t5,0.0,1.0,B,C,timber,node1node8,5,186.93
C_node1node8_wide_t0,0.0,0.0,B,C,wide,node1node8,0,1319.0
C_node1node8_wide_t1,0.0,1.0,B,C,wide,node1node8,1,1110.56
C_node1node8_wide_t2,0.0,1.0,B,C,wide,node1node8,2,787.3
C_node1node8_wide_t3,0.0,1.0,B,C,wide,node1node8,3,558.13
C_node1node8_wide_t4,0.0,1.0,B,C,wide,node1node8,4,395.67
C_node1node8_wide_t5,0.0,1.0,B,C,wide,node1node8,5,280.5
C_node1node29_timber_t0,0.0,0.0,B,C,timber,node1node29,0,987.0
C_node1node29_timber_t1,0.0,1.0,B,C,timber,node1node29,1,831.03
C_node1node29_timber_t2,0.0,1.0,B,C,timber,node1node29,2,589.13
C_node1node29_timber_t3,0.0,1.0,B,C,timber,node1node29,3,417.65
C_node1node29_timber_t4,0.0,1.0,B,C,timber,node1node29,4,296.08
C_node1node29_timber_t5,0.0,1.0,B,C,timber,node1node29,5,209.89
C_node1node29_wide_t0,0.0,0.0,B,C,wide,node1node29,0,1482.0
C_node1node29_wide_t1,0.0,1.0,B,C,wide,node1node29,1,1247.8
C_node1node29_wide_t2,0.0,1.0,B,C,wide,node1node29,2,884.59
C_node1node29_wide_t3,0.0,1.0,B,C,wide,node1node29,3,627.1
C_node1node29_wide_t4,0.0,1.0,B,C,wide,node1node29,4,444.57
C_node1node29_wide_t5,0.0,1.0,B,C,wide,node1node29,5,315.16
C_node1node24_timber_t0,0.0,0.0,B,C,timber,node1node24,0,1264.0
C_node1node24_timber_t1,0.0,1.0,B,C,timber,node1node24,1,1064.25
C_node1node24_timber_t2,0.0,1.0,B,C,timber,node1node24,2,754.47
C_node1node24_timber_t3,0.0,1.0,B,C,timber,node1node24,3,534.86
C_node1node24_timber_t4,0.0,1.0,B,C,timber,node1node24,4,379.17
C_node1node24_timber_t5,0.0,1.0,B,C,timber,node1node24,5,268.8
C_node1node24_wide_t0,0.0,0.0,B,C,wide,node1node24,0,1896.0
C_node1node24_wide_t1,0.0,1.0,B,C,wide,node1node24,1,1596.38
C_node1node24_wide_t2,0.0,1.0,B,C,wide,node1node24,2,1131.7
C_node1node24_wide_t3,0.0,1.0,B,C,wide,node1node24,3,802.29
C_node1node24_wide_t4,0.0,1.0,B,C,wide,node1node24,4,568.76
C_node1node24_wide_t5,0.0,1.0,B,C,wide,node1node24,5,403.2
C_node1node113_timber_t0,0.0,0.0,B,C,timber,node1node113,0,0.0
C_node1node113_timber_t1,0.0,1.0,B,C,timber,node1node113,1,0.0
C_node1node113_timber_t2,0.0,1.0,B,C,timber,node1node113,2,0.0
C_node1node113_timber_t3,0.0,1.0,B,C,timber,node1node113,3,0.0
C_node1node113_timber_t4,0.0,1.0,B,C,timber,node1node113,4,0.0
C_node1node113_timber_t5,0.0,1.0,B,C,timber,node1node113,5,0.0
C_node1node113_wide_t0,0.0,0.0,B,C,wide,node1node113,0,0.0
C_node1node113_wide_t1,0.0,1.0,B,C,wide,node1node113,1,0.0
C_node1node113_wide_t2,0.0,1.0,B,C,wide,node1node113,2,0.0
C_node1node113_wide_t3,0.0,1.0,B,C,wide,node1node113,3,0.0
C_node1node113_wide_t4,0.0,1.0,B,C,wide,node1node113,4,0.0
C_node1node113_wide_t5,0.0,1.0,B,C,wide,node1node113,5,0.0
C_node1node114_timber_t0,0.0,0.0,B,C,timber,node1node114,0,0.0
C_node1node114_timber_t1,0.0,1.0,B,C,timber,node1node114,1,0.0
C_node1node114_timber_t2,0.0,1.0,B,C,timber,node1node114,2,0.0
C_node1node114_timber_t3,0.0,1.0,B,C,timber,node1node114,3,0.0
C_node1node114_timber_t4,0.0,1.0,B,C,timber,node1node114,4,0.0
C_node1node114_timber_t5,0.0,1.0,B,C,timber,node1node114,5,0.0
C_node1node114_wide_t0,0.0,0.0,B,C,wide,node1node114,0,0.0
C_node1node114_wide_t1,0.0,1.0,B,C,wide,node1node114,1,0.0
C_node1node114_wide_t2,0.0,1.0,B,C,wide,node1node114,2,0.0
C_node1node114_wide_t3,0.0,1.0,B,C,wide,node1node114,3,0.0
C_node1node114_wide_t4,0.0,1.0,B,C,wide,node1node114,4,0.0
C_node1node114_wide_t5,0.0,1.0,B,C,wide,node1node114,5,0.0
C_node1node115_timber_t0,0.0,0.0,B,C,timber,node1node115,0,0.0
C_node1node115_timber_t1,0.0,1.0,B,C,timber,node1node115,1,0.0
C_node1node115_timber_t2,0.0,1.0,B,C,timber,node1node115,2,0.0
C_node1node115_timber_t3,0.0,1.0,B,C,timber,node1node115,3,0.0
C_node1node115_timber_t4,0.0,1.0,B,C,timber,node1node115,4,0.0
C_node1node115_timber_t5,0.0,1.0,B,C,timber,node1node115,5,0.0
C_node1node115_wide_t0,0.0,0.0,B,C,wide,node1node115,0,0.0
C_node1node115_wide_t1,0.0,1.0,B,C,wide,node1node115,1,0.0
C_node1node115_wide_t2,0.0,1.0,B,C,wide,node1node115,2,0.0
C_node1node115_wide_t3,0.0,1.0,B,C,wide,node1node115,3,0.0
C_node1node115_wide_t4,0.0,1.0,B,C,wide,node1node115,4,0.0
C_node1node115_wide_t5,0.0,1.0,B,C,wide,node1node115,5,0.0
C_node2node38_timber_t0,0.0,0.0,B,C,timber,node2node38,0,269.0
C_node2node38_timber_t1,0.0,1.0,B,C,timber,node2node38,1,226.49
C_node2node38_timber_t2,0.0,1.0,B,C,timber,node2node38,2,160.56
C_node2node38_timber_t3,0.0,1.0,B,C,timber,node2node38,3,113.83
C_node2node38_timber_t4,0.0,1.0,B,C,timber,node2node38,4,80.69
C_node2node38_timber_t5,0.0,1.0,B,C,timber,node2node38,5,57.21
C_node2node38_wide_t0,0.0,0.0,B,C,wide,node2node38,0,403.0
C_node2node38_wide_t1,0.0,1.0,B,C,wide,node2node38,1,339.32
C_node2node38_wide_t2,0.0,1.0,B,C,wide,node2node38,2,240.55
C_node2node38_wide_t3,0.0,1.0,B,C,wide,node2node38,3,170.53
C_node2node38_wide_t4,0.0,1.0,B,C,wide,node2node38,4,120.89
C_node2node38_wide_t5,0.0,1.0,B,C,wide,node2node38,5,85.7
C_node2node17_timber_t0,0.0,0.0,B,C,timber,node2node17,0,1136.0
C_node2node17_timber_t1,0.0,1.0,B,C,timber,node2node17,1,956.48
C_node2node17_timber_t2,0.0,1.0,B,C,timber,node2node17,2,678.07
C_node2node17_timber_t3,0.0,1.0,B,C,timber,node2node17,3,480.69
C_node2node17_timber_t4,0.0,1.0,B,C,timber,node2node17,4,340.77
C_node2node17_timber_t5,0.0,1.0,B,C,timber,node2node17,5,241.58
C_node2node17_wide_t0,0.0,0.0,B,C,wide,node2node17,0,1705.0
C_node2node17_wide_t1,0.0,1.0,B,C,wide,node2node17,1,1435.56
C_node2node17_wide_t2,0.0,1.0,B,C,wide,node2node17,2,1017.7
C_node2node17_wide_t3,0.0,1.0,B,C,wide,node2node17,3,721.47
C_node2node17_wide_t4,0.0,1.0,B,C,wide,node2node17,4,511.46
C_node2node17_wide_t5,0.0,1.0,B,C,wide,node2node17,5,362.58
C_node2node53_timber_t0,0.0,0.0,B,C,timber,node2node53,0,1143.0
C_node2node53_timber_t1,0.0,1.0,B,C,timber,node2node53,1,962.38
C_node2node53_timber_t2,0.0,1.0,B,C,timber,node2node53,2,682.25
C_node2node53_timber_t3,0.0,1.0,B,C,timber,node2node53,3,483.66
C_node2node53_timber_t4,0.0,1.0,B,C,timber,node2node53,4,342.87
C_node2node53_timber_t5,0.0,1.0,B,C,timber,node2node53,5,243.07
C_node2node53_wide_t0,0.0,0.0,B,C,wide,node2node53,0,1713.0
C_node2node53_wide_t1,0.0,1.0,B,C,wide,node2node53,1,1442.3
C_node2node53_wide_t2,0.0,1.0,B,C,wide,node2node53,2,1022.47
C_node2node53_wide_t3,0.0,1.0,B,C,wide,node2node53,3,724.85
C_node2node53_wide_t4,0.0,1.0,B,C,wide,node2node53,4,513.86
C_node2node53_wide_t5,0.0,1.0,B,C,wide,node2node53,5,364.29
C_node2node111_timber_t0,0.0,0.0,B,C,timber,node2node111,0,0.0
C_node2node111_timber_t1,0.0,1.0,B,C,timber,node2node111,1,0.0
C_node2node111_timber_t2,0.0,1.0,B,C,timber,node2node111,2,0.0
C_node2node111_timber_t3,0.0,1.0,B,C,timber,node2node111,3,0.0
C_node2node111_timber_t4,0.0,1.0,B,C,timber,node2node111,4,0.0
C_node2node111_timber_t5,0.0,1.0,B,C,timber,node2node111,5,0.0
C_node2node111_wide_t0,0.0,0.0,B,C,wide,node2node111,0,0.0
C_node2node111_wide_t1,0.0,1.0,B,C,wide,node2node111,1,0.0
C_node2node111_wide_t2,0.0,1.0,B,C,wide,node2node111,2,0.0
C_node2node111_wide_t3,0.0,1.0,B,C,wide,node2node111,3,0.0
C_node2node111_wide_t4,0.0,1.0,B,C,wide,node2node111,4,0.0
C_node2node111_wide_t5,0.0,1.0,B,C,wide,node2node111,5,0.0
C_node2node112_timber_t0,0.0,0.0,B,C,timber,node2node112,0,0.0
