variable,value
C_timber_node1node8_t1,1.0
C_timber_node1node8_t2,1.0
C_timber_node1node8_t3,1.0
C_timber_node1node8_t4,1.0
C_timber_node1node8_t5,1.0
C_wide_node1node8_t1,1.0
C_wide_node1node8_t2,1.0
C_wide_node1node8_t3,1.0
C_wide_node1node8_t4,1.0
C_wide_node1node8_t5,1.0
C_timber_node1node29_t1,1.0
C_timber_node1node29_t2,1.0
C_timber_node1node29_t3,1.0
C_timber_node1node29_t4,1.0
C_timber_node1node29_t5,1.0
C_wide_node1node29_t1,1.0
C_wide_node1node29_t2,1.0
C_wide_node1node29_t3,1.0
C_wide_node1node29_t4,1.0
C_wide_node1node29_t5,1.0
C_timber_node1node24_t1,1.0
C_timber_node1node24_t2,1.0
C_timber_node1node24_t3,1.0
C_timber_node1node24_t4,1.0
C_timber_node1node24_t5,1.0
C_wide_node1node24_t1,1.0
C_wide_node1node24_t2,1.0
C_wide_node1node24_t3,1.0
C_wide_node1node24_t4,1.0
C_wide_node1node24_t5,1.0
C_timber_node1node113_t1,1.0
C_timber_node1node113_t2,1.0
C_timber_node1node113_t3,1.0
C_timber_node1node113_t4,1.0
C_timber_node1node113_t5,1.0
C_wide_node1node113_t1,1.0
C_wide_node1node113_t2,1.0
C_wide_node1node113_t3,1.0
C_wide_node1node113_t4,1.0
C_wide_node1node113_t5,1.0
C_timber_node1node114_t1,1.0
C_timber_node1node114_t2,1.0
C_timber_node1node114_t3,1.0
C_timber_node1node114_t4,1.0
C_timber_node1node114_t5,1.0
C_wide_node1node114_t1,1.0
C_wide_node1node114_t2,1.0
C_wide_node1node114_t3,1.0
C_wide_node1node114_t4,1.0
C_wide_node1node114_t5,1.0
C_timber_node1node115_t1,1.0
C_timber_node1node115_t2,1.0
C_timber_node1node115_t3,1.0
C_timber_node1node115_t4,1.0
C_timber_node1node115_t5,1.0
C_wide_node1node115_t1,1.0
C_wide_node1node115_t2,1.0
C_wide_node1node115_t3,1.0
C_wide_node1node115_t4,1.0
C_wide_node1node115_t5,1.0
C_timber_node2node38_t1,1.0
C_timber_node2node38_t2,1.0
C_timber_node2node38_t3,1.0
C_timber_node2node38_t4,1.0
C_timber_node2node38_t5,1.0
C_wide_node2node38_t1,1.0
C_wide_node2node38_t2,1.0
C_wide_node2node38_t3,1.0
C_wide_node2node38_t4,1.0
C_wide_node2node38_t5,1.0
C_timber_node2node17_t1,1.0
C_timber_node2node17_t2,1.0
C_timber_node2node17_t3,1.0
C_timber_node2node17_t4,1.0
C_timber_node2node17_t5,1.0
C_wide_node2node17_t1,1.0
C_wide_node2node17_t2,1.0
C_wide_node2node17_t3,1.0
C_wide_node2node17_t4,1.0
C_wide_node2node17_t5,1.0
C_timber_node2node53_t1,1.0
C_timber_node2node53_t2,1.0
C_timber_node2node53_t3,1.0
C_timber_node2node53_t4,1.0
C_timber_node2node53_t5,1.0
C_wide_node2node53_t1,1.0
C_wide_node2node53_t2,1.0
C_wide_node2node53_t3,1.0
C_wide_node2node53_t4,1.0
C_wide_node2node53_t5,1.0
C_timber_node2node111_t1,1.0
C_timber_node2node111_t2,1.0
C_timber_node2node111_t3,1.0
C_timber_node2node111_t4,1.0
C_timber_node2node111_t5,1.0
C_wide_node2node111_t1,1.0
C_wide_node2node111_t2,1.0
C_wide_node2node111_t3,1.0
C_wide_node2node111_t4,1.0
C_wide_node2node111_t5,1.0
C_timber_node2node112_t1,1.0
C_timber_node2node112_t2,1.0
C_timber_node2node112_t3,1.0
C_timber_node2node112_t4,1.0
C_timber_node2node112_t5,1.0
C_wide_node2node112_t1,1.0
C_wide_node2node112_t2,1.0
C_wide_node2node112_t3,1.0
C_wide_node2node112_t4,1.0
C_wide_node2node112_t5,1.0
C_timber_node3node34_t1,1.0
C_timber_node3node34_t2,1.0
C_timber_node3node34_t3,1.0
C_timber_node3node34_t4,1.0
C_timber_node3node34_t5,1.0
C_wide_node3node34_t1,1.0
C_wide_node3node34_t2,1.0
C_wide_node3node34_t3,1.0
C_wide_node3node34_t4,1.0
C_wide_node3node34_t5,1.0
C_timber_node3node63_t1,1.0
C_timber_node3node63_t2,1.0
C_timber_node3node63_t3,1.0
C_timber_node3node63_t4,1.0
C_timber_node3node63_t5,1.0
C_wide_node3node63_t1,1.0
C_wide_node3node63_t2,1.0
C_wide_node3node63_t3,1.0
C_wide_node3node63_t4,1.0
C_wide_node3node63_t5,1.0
C_timber_node3node43_t1,1.0
C_timber_node3node43_t2,1.0
C_timber_node3node43_t3,1.0
C_timber_node3node43_t4,1.0
C_timber_node3node43_t5,1.0
C_wide_node3node43_t1,1.0
C_wide_node3node43_t2,1.0
C_wide_node3node43_t3,1.0
C_wide_node3node43_t4,1.0
C_wide_node3node43_t5,1.0
C_timber_node3node100_t1,1.0
C_timber_node3node100_t2,1.0
C_timber_node3node100_t3,1.0
C_timber_node3node100_t4,1.0
C_timber_node3node100_t5,1.0
C_wide_node3node100_t1,1.0
C_wide_node3node100_t2,1.0
C_wide_node3node100_t3,1.0
C_wide_node3node100_t4,1.0
C_wide_node3node100_t5,1.0
