"Node1(x,y)","Node2(x,y)",edgelength,slope,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,removed_nodes
"(-14540.70728, 149022.29541)","(-14541.00578, 149023.08711)",0.000846103504307771,21.8462,True,False,4,2,6,2,3,
"(-14540.70728, 149022.29541)","(-14508.68698, 148862.21821)",0.1866650605967497,False,True,False,1402,501,2104,501,1053,"[(-14512.60828, 148983.78971), (-14506.26058, 148929.23441), (-14531.79348, 148882.16561)]"
"(-14540.70728, 149022.29541)","(-14602.20849, 149018.09088)",0.06165083614274366,False,True,False,297,116,446,116,224,"[(-14542.82398, 149022.29541), (-14551.91548, 149021.52911), (-14577.80198, 149019.75931)]"
"(-14540.70728, 149022.29541)","(-14259.36327, 148751.24827)",0.0,False,False,True,0,0,0,0,0,
"(-14540.70728, 149022.29541)","(-14512.32767, 149509.9299)",0.0,False,False,True,0,0,0,0,0,
"(-14261.58618, 148060.00501)","(-14148.02998, 148195.04921)",0.17650612557155076,False,True,False,1327,473,1990,473,994,"[(-14202.62408, 148133.79761)]"
"(-14261.58618, 148060.00501)","(-14451.34568, 148138.03471)",0.2077408763954504,False,False,False,1561,558,2341,558,1171,"[(-14263.29688, 148060.51301), (-14314.61748, 148075.75451)]"
"(-14261.58618, 148060.00501)","(-14008.98295, 147819.37167)",0.3611885155881226,False,True,False,2714,970,4071,970,2035,"[(-14250.07178, 148008.90811), (-14191.98608, 147952.21901), (-14109.24148, 147899.02361), (-14041.91648, 147856.58241)]"
"(-14261.58618, 148060.00501)","(-14083.29341, 148038.77795)",0.0,False,False,True,0,0,0,0,0,
"(-14261.58618, 148060.00501)","(-14564.73205, 148466.21055)",0.0,False,False,True,0,0,0,0,0,
"(-14364.68728, 149048.66971)","(-14194.49678, 148898.97241)",0.23473788168213808,False,True,False,1134,440,1701,440,851,"[(-14345.29548, 149041.81091), (-14344.72378, 149042.35731), (-14340.81358, 149046.09471), (-14259.45408, 148954.48251), (-14256.42698, 148951.89581)]"
"(-14364.68728, 149048.66971)","(-14541.00578, 149023.08711)",0.18471636539351602,False,True,False,894,347,1338,347,669,"[(-14388.44788, 149057.07371), (-14395.42388, 149059.52131), (-14395.80148, 149059.67471), (-14430.18658, 149056.64101), (-14437.11028, 149056.03011), (-14457.24108, 149054.25421), (-14472.52728, 149052.90561), (-14518.99098, 149032.67321)]"
"(-14364.68728, 149048.66971)","(-14259.36327, 148751.24827)",0.0,False,False,True,0,0,0,0,0,
"(-14364.68728, 149048.66971)","(-14512.32767, 149509.9299)",0.0,False,False,True,0,0,0,0,0,
"(-15013.85998, 148870.09431)","(-15028.03215, 148863.75522)",0.01552528468456921,32.1137,True,False,117,42,175,42,87,
"(-15013.85998, 148870.09431)","(-15109.69738, 149003.07561)",0.1649449382714128,False,False,False,1240,443,1860,443,930,"[(-15056.78058, 148914.44001)]"
"(-15013.85998, 148870.09431)","(-14908.31698, 148833.23941)",0.11677110166823071,False,False,False,877,313,1316,313,658,"[(-15001.54428, 148875.60301), (-14948.68878, 148858.94651)]"
"(-15013.85998, 148870.09431)","(-14564.73205, 148466.21055)",0.0,False,False,True,0,0,0,0,0,
"(-15013.85998, 148870.09431)","(-14955.64841, 148962.5414)",0.0,False,False,True,0,0,0,0,0,
"(-14394.34948, 149595.88141)","(-14323.89035, 149625.56992)",0.07645846340580997,21.8462,False,False,369,144,554,144,277,
"(-14394.34948, 149595.88141)","(-14246.31599, 149213.27983)",0.5397035203498408,False,True,False,4056,1447,6084,1447,3041,"[(-14196.98408, 149393.73981), (-14200.12708, 149332.05391), (-14224.73838, 149292.35061), (-14257.65228, 149219.33071), (-14196.98868, 149393.74131)]"
