Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-16805.902, 145738.1524)","(-16801.0775, 145809.0219)",44.457,12.8,214761.82,83508.38,322142.72,161071.36,83508.38
"(-16805.902, 145738.1524)","(-16737.1768, 145666.3835)",99.368,9.9,480020.83,186652.18,720031.24,360015.62,186652.18
"(-16805.902, 145738.1524)","(-16794.9278, 145726.6921)",88.6,12.8,428003.23,166425.56,642004.85,321002.43,166425.56
"(-16694.3735, 145668.7608)","(-16714.232, 145666.5204)",19.984,9.9,96540.14,37538.85,144810.22,72405.11,37538.85
"(-16694.3735, 145668.7608)","(-16672.5068, 145670.2806)",21.919,9.9,105887.52,41173.5,158831.28,79415.64,41173.5
"(-16641.051, 145712.3475)","(-16672.0073, 145705.2037)",50.985,12.8,246295.12,95769.85,369442.68,184721.34,95769.85
"(-16641.051, 145712.3475)","(-16602.6726, 145776.6051)",72.406,12.8,349776.83,136007.86,524665.24,262332.62,136007.86
"(-16778.3149, 145845.525)","(-16833.2977, 145890.1479)",80.808,12.8,390363.74,151789.75,585545.61,292772.8,151789.75
"(-16778.3149, 145845.525)","(-16763.4699, 145731.9016)",117.628,12.8,568233.96,220953.13,852350.95,426175.47,220953.13
"(-16671.0463, 145614.3246)","(-16696.4463, 145565.112)",55.381,9.9,267531.44,104027.41,401297.16,200648.58,104027.41
"(-16671.0463, 145614.3246)","(-16649.8929, 145666.9935)",56.925,9.9,274990.92,106927.97,412486.38,206243.19,106927.97
"(-17140.4795, 145768.7039)","(-17076.0737, 145904.5042)",68.607,12.8,331424.92,128871.87,497137.38,248568.69,128871.87
"(-17140.4795, 145768.7039)","(-17109.5232, 145680.5974)",79.419,12.8,383655.51,149181.31,575483.27,287741.63,149181.31
"(-16763.4699, 145731.9016)","(-16672.0073, 145705.2037)",108.76,12.8,525395.05,204295.57,788092.57,394046.29,204295.57
"(-16748.765, 145798.5462)","(-16693.5443, 145833.9273)",65.583,12.8,316816.14,123191.37,475224.2,237612.1,123191.37
"(-16748.765, 145798.5462)","(-16672.0073, 145705.2037)",152.944,12.8,738836.1,287290.38,1108254.16,554127.08,287290.38
"(-16759.9464, 145561.937)","(-16731.3714, 145504.7869)",64.043,9.9,309378.22,120299.19,464067.32,232033.66,120299.19
"(-16759.9464, 145561.937)","(-16793.284, 145601.6246)",54.738,9.9,264427.22,102820.37,396640.84,198320.42,102820.37
