"Node1(x,y)","Node2(x,y)"
"(-16542.9249, 145837.745)","(-16571.4686, 145818.4397)"
"(-16571.4686, 145818.4397)","(-16580.7259, 145799.6602)"
"(-16580.7259, 145799.6602)","(-16602.6726, 145776.6051)"
"(-16602.6726, 145776.6051)","(-16613.2697, 145726.635)"
"(-16613.2697, 145726.635)","(-16641.051, 145712.3475)"
"(-16641.051, 145712.3475)","(-16672.0073, 145705.2037)"
"(-16672.0073, 145705.2037)","(-16701.1015, 145693.566)"
"(-16701.1015, 145693.566)","(-16715.8267, 145700.7002)"
"(-16715.8267, 145700.7002)","(-16746.044, 145759.5397)"
"(-16746.044, 145759.5397)","(-16748.765, 145798.5462)"
"(-16748.765, 145798.5462)","(-16693.5443, 145833.9273)"
"(-16693.5443, 145833.9273)","(-16632.1608, 145858.269)"
"(-16632.1608, 145858.269)","(-16602.3604, 145879.1502)"
"(-16602.3604, 145879.1502)","(-16588.888, 145848.9942)"
"(-16588.888, 145848.9942)","(-16531.4917, 145870.6029)"
"(-16531.4917, 145870.6029)","(-16463.76, 145876.3184)"
"(-16463.76, 145876.3184)","(-16496.2865, 145837.9032)"
"(-16496.2865, 145837.9032)","(-16495.8897, 145813.3066)"
"(-16495.8897, 145813.3066)","(-16511.2355, 145799.5482)"
"(-16511.2355, 145799.5482)","(-16532.9314, 145774.1482)"
"(-16532.9314, 145774.1482)","(-16558.8606, 145745.5731)"
"(-16558.8606, 145745.5731)","(-16576.0526, 145716.4086)"
"(-16576.0526, 145716.4086)","(-16574.3759, 145732.985)"
"(-16574.3759, 145732.985)","(-16534.6313, 145815.7551)"
"(-16534.6313, 145815.7551)","(-16522.8626, 145827.1788)"
"(-16522.8626, 145827.1788)","(-16542.9249, 145837.745)"
"(-16737.1768, 145666.3835)","(-16714.232, 145666.5204)"
"(-16714.232, 145666.5204)","(-16694.3735, 145668.7608)"
"(-16694.3735, 145668.7608)","(-16672.5068, 145670.2806)"
"(-16672.5068, 145670.2806)","(-16666.2891, 145669.3545)"
"(-16666.2891, 145669.3545)","(-16657.8496, 145670.8111)"
"(-16657.8496, 145670.8111)","(-16649.8929, 145666.9935)"
"(-16649.8929, 145666.9935)","(-16659.14, 145638.1372)"
"(-16659.14, 145638.1372)","(-16671.0463, 145614.3246)"
"(-16671.0463, 145614.3246)","(-16696.4463, 145565.112)"
"(-16696.4463, 145565.112)","(-16731.3714, 145504.7869)"
"(-16731.3714, 145504.7869)","(-16740.8964, 145528.5994)"
"(-16740.8964, 145528.5994)","(-16759.9464, 145561.937)"
"(-16759.9464, 145561.937)","(-16789.3152, 145584.1621)"
"(-16789.3152, 145584.1621)","(-16793.284, 145601.6246)"
"(-16793.284, 145601.6246)","(-16781.3777, 145634.9622)"
"(-16781.3777, 145634.9622)","(-16805.693, 145661.9074)"
"(-16805.693, 145661.9074)","(-16829.9024, 145705.1668)"
