x,y
-16524.9371,150142.1588
-16602.9893,150180.5234
-16517.2085,150298.5847
-16423.8452,150125.6377
-16478.6348,150129.5911
-16789.7392,150314.5233
-16449.476,149916.7559
-16790.2931,150265.3452
-16732.09,150362.7668
-16733.9583,150221.534
-16558.01,150150.7578
-16572.9984,150400.2641
-16624.561,150191.0585
-16714.7693,150424.3599
-16604.2436,150181.136
-16489.525,150265.9092
-16553.0326,150057.3299
-16675.7498,150204.336
-16726.6822,150209.6277
-16573.885,150165.3099
-16631.432,150194.4141
-16786.1988,150225.5555
-16556.96,149913.1954
-16613.3379,150185.5774
-16587.8727,150403.6205
-16569.1113,150393.7047
-16811.5677,150227.5085
-16586.281,150171.7896
-16381.7014,150072.5006
-16400.2373,149947.2088
-16516.4126,149913.6241
-16431.6225,150203.8758
-16363.0597,150016.994
-16533.6828,150362.5104
-16558.3242,149989.861
