"Node1(x,y)","Node2(x,y)"
"(-16587.8727, 150403.6205)","(-16572.9984, 150400.2641)"
"(-16572.9984, 150400.2641)","(-16569.1113, 150393.7047)"
"(-16569.1113, 150393.7047)","(-16533.6828, 150362.5104)"
"(-16533.6828, 150362.5104)","(-16517.2085, 150298.5847)"
"(-16517.2085, 150298.5847)","(-16489.525, 150265.9092)"
"(-16489.525, 150265.9092)","(-16431.6225, 150203.8758)"
"(-16431.6225, 150203.8758)","(-16423.8452, 150125.6377)"
"(-16423.8452, 150125.6377)","(-16478.6348, 150129.5911)"
"(-16478.6348, 150129.5911)","(-16524.9371, 150142.1588)"
"(-16524.9371, 150142.1588)","(-16558.01, 150150.7578)"
"(-16558.01, 150150.7578)","(-16573.885, 150165.3099)"
"(-16573.885, 150165.3099)","(-16586.281, 150171.7896)"
"(-16586.281, 150171.7896)","(-16602.9893, 150180.5234)"
"(-16602.9893, 150180.5234)","(-16604.2436, 150181.136)"
"(-16604.2436, 150181.136)","(-16613.3379, 150185.5774)"
"(-16613.3379, 150185.5774)","(-16624.561, 150191.0585)"
"(-16624.561, 150191.0585)","(-16631.432, 150194.4141)"
"(-16631.432, 150194.4141)","(-16675.7498, 150204.336)"
"(-16675.7498, 150204.336)","(-16726.6822, 150209.6277)"
"(-16726.6822, 150209.6277)","(-16733.9583, 150221.534)"
"(-16733.9583, 150221.534)","(-16786.1988, 150225.5555)"
"(-16786.1988, 150225.5555)","(-16811.5677, 150227.5085)"
"(-16811.5677, 150227.5085)","(-16790.2931, 150265.3452)"
"(-16790.2931, 150265.3452)","(-16789.7392, 150314.5233)"
"(-16789.7392, 150314.5233)","(-16732.09, 150362.7668)"
"(-16732.09, 150362.7668)","(-16714.7693, 150424.3599)"
"(-16714.7693, 150424.3599)","(-16587.8727, 150403.6205)"
"(-16478.6348, 150129.5911)","(-16423.8452, 150125.6377)"
"(-16423.8452, 150125.6377)","(-16381.7014, 150072.5006)"
"(-16381.7014, 150072.5006)","(-16363.0597, 150016.994)"
"(-16363.0597, 150016.994)","(-16400.2373, 149947.2088)"
"(-16400.2373, 149947.2088)","(-16449.476, 149916.7559)"
"(-16449.476, 149916.7559)","(-16516.4126, 149913.6241)"
"(-16516.4126, 149913.6241)","(-16556.96, 149913.1954)"
"(-16556.96, 149913.1954)","(-16558.3242, 149989.861)"
"(-16558.3242, 149989.861)","(-16553.0326, 150057.3299)"
"(-16553.0326, 150057.3299)","(-16558.01, 150150.7578)"
"(-16558.01, 150150.7578)","(-16478.6348, 150129.5911)"
