variable,coefficient,type,prefix,width,edge,period
C_node1node8_timber_t0,879.0,B,C,timber,,0
C_node1node8_timber_t1,740.09,B,C,timber,,1
C_node1node8_timber_t2,524.67,B,C,timber,,2
C_node1node8_timber_t3,371.95,B,C,timber,,3
C_node1node8_timber_t4,263.68,B,C,timber,,4
C_node1node8_timber_t5,186.93,B,C,timber,,5
C_node1node8_wide_t0,1319.0,B,C,wide,,0
C_node1node8_wide_t1,1110.56,B,C,wide,,1
C_node1node8_wide_t2,787.3,B,C,wide,,2
C_node1node8_wide_t3,558.13,B,C,wide,,3
C_node1node8_wide_t4,395.67,B,C,wide,,4
C_node1node8_wide_t5,280.5,B,C,wide,,5
C_node1node29_timber_t0,987.0,B,C,timber,,0
C_node1node29_timber_t1,831.03,B,C,timber,,1
C_node1node29_timber_t2,589.13,B,C,timber,,2
C_node1node29_timber_t3,417.65,B,C,timber,,3
C_node1node29_timber_t4,296.08,B,C,timber,,4
C_node1node29_timber_t5,209.89,B,C,timber,,5
C_node1node29_wide_t0,1482.0,B,C,wide,,0
C_node1node29_wide_t1,1247.8,B,C,wide,,1
C_node1node29_wide_t2,884.59,B,C,wide,,2
C_node1node29_wide_t3,627.1,B,C,wide,,3
C_node1node29_wide_t4,444.57,B,C,wide,,4
C_node1node29_wide_t5,315.16,B,C,wide,,5
C_node1node24_timber_t0,1264.0,B,C,timber,,0
C_node1node24_timber_t1,1064.25,B,C,timber,,1
C_node1node24_timber_t2,754.47,B,C,timber,,2
C_node1node24_timber_t3,534.86,B,C,timber,,3
C_node1node24_timber_t4,379.17,B,C,timber,,4
C_node1node24_timber_t5,268.8,B,C,timber,,5
C_node1node24_wide_t0,1896.0,B,C,wide,,0
C_node1node24_wide_t1,1596.38,B,C,wide,,1
C_node1node24_wide_t2,1131.7,B,C,wide,,2
C_node1node24_wide_t3,802.29,B,C,wide,,3
C_node1node24_wide_t4,568.76,B,C,wide,,4
C_node1node24_wide_t5,403.2,B,C,wide,,5
C_node1node113_timber_t0,0.0,B,C,timber,,0
C_node1node113_timber_t1,0.0,B,C,timber,,1
C_node1node113_timber_t2,0.0,B,C,timber,,2
C_node1node113_timber_t3,0.0,B,C,timber,,3
C_node1node113_timber_t4,0.0,B,C,timber,,4
C_node1node113_timber_t5,0.0,B,C,timber,,5
C_node1node113_wide_t0,0.0,B,C,wide,,0
C_node1node113_wide_t1,0.0,B,C,wide,,1
C_node1node113_wide_t2,0.0,B,C,wide,,2
C_node1node113_wide_t3,0.0,B,C,wide,,3
C_node1node113_wide_t4,0.0,B,C,wide,,4
C_node1node113_wide_t5,0.0,B,C,wide,,5
C_node1node114_timber_t0,0.0,B,C,timber,,0
C_node1node114_timber_t1,0.0,B,C,timber,,1
C_node1node114_timber_t2,0.0,B,C,timber,,2
C_node1node114_timber_t3,0.0,B,C,timber,,3
C_node1node114_timber_t4,0.0,B,C,timber,,4
C_node1node114_timber_t5,0.0,B,C,timber,,5
C_node1node114_wide_t0,0.0,B,C,wide,,0
C_node1node114_wide_t1,0.0,B,C,wide,,1
C_node1node114_wide_t2,0.0,B,C,wide,,2
C_node1node114_wide_t3,0.0,B,C,wide,,3
C_node1node114_wide_t4,0.0,B,C,wide,,4
C_node1node114_wide_t5,0.0,B,C,wide,,5
C_node1node115_timber_t0,0.0,B,C,timber,,0
C_node1node115_timber_t1,0.0,B,C,timber,,1
C_node1node115_timber_t2,0.0,B,C,timber,,2
C_node1node115_timber_t3,0.0,B,C,timber,,3
C_node1node115_timber_t4,0.0,B,C,timber,,4
C_node1node115_timber_t5,0.0,B,C,timber,,5
C_node1node115_wide_t0,0.0,B,C,wide,,0
C_node1node115_wide_t1,0.0,B,C,wide,,1
C_node1node115_wide_t2,0.0,B,C,wide,,2
C_node1node115_wide_t3,0.0,B,C,wide,,3
C_node1node115_wide_t4,0.0,B,C,wide,,4
C_node1node115_wide_t5,0.0,B,C,wide,,5
C_node2node38_timber_t0,269.0,B,C,timber,,0
C_node2node38_timber_t1,226.49,B,C,timber,,1
C_node2node38_timber_t2,160.56,B,C,timber,,2
C_node2node38_timber_t3,113.83,B,C,timber,,3
C_node2node38_timber_t4,80.69,B,C,timber,,4
C_node2node38_timber_t5,57.21,B,C,timber,,5
C_node2node38_wide_t0,403.0,B,C,wide,,0
C_node2node38_wide_t1,339.32,B,C,wide,,1
C_node2node38_wide_t2,240.55,B,C,wide,,2
C_node2node38_wide_t3,170.53,B,C,wide,,3
C_node2node38_wide_t4,120.89,B,C,wide,,4
C_node2node38_wide_t5,85.7,B,C,wide,,5
C_node2node17_timber_t0,1136.0,B,C,timber,,0
C_node2node17_timber_t1,956.48,B,C,timber,,1
C_node2node17_timber_t2,678.07,B,C,timber,,2
C_node2node17_timber_t3,480.69,B,C,timber,,3
C_node2node17_timber_t4,340.77,B,C,timber,,4
C_node2node17_timber_t5,241.58,B,C,timber,,5
C_node2node17_wide_t0,1705.0,B,C,wide,,0
C_node2node17_wide_t1,1435.56,B,C,wide,,1
C_node2node17_wide_t2,1017.7,B,C,wide,,2
C_node2node17_wide_t3,721.47,B,C,wide,,3
C_node2node17_wide_t4,511.46,B,C,wide,,4
C_node2node17_wide_t5,362.58,B,C,wide,,5
C_node2node53_timber_t0,1143.0,B,C,timber,,0
C_node2node53_timber_t1,962.38,B,C,timber,,1
C_node2node53_timber_t2,682.25,B,C,timber,,2
C_node2node53_timber_t3,483.66,B,C,timber,,3
C_node2node53_timber_t4,342.87,B,C,timber,,4
C_node2node53_timber_t5,243.07,B,C,timber,,5
C_node2node53_wide_t0,1713.0,B,C,wide,,0
C_node2node53_wide_t1,1442.3,B,C,wide,,1
C_node2node53_wide_t2,1022.47,B,C,wide,,2
C_node2node53_wide_t3,724.85,B,C,wide,,3
C_node2node53_wide_t4,513.86,B,C,wide,,4
C_node2node53_wide_t5,364.29,B,C,wide,,5
C_node2node111_timber_t0,0.0,B,C,timber,,0
C_node2node111_timber_t1,0.0,B,C,timber,,1
C_node2node111_timber_t2,0.0,B,C,timber,,2
C_node2node111_timber_t3,0.0,B,C,timber,,3
C_node2node111_timber_t4,0.0,B,C,timber,,4
C_node2node111_timber_t5,0.0,B,C,timber,,5
C_node2node111_wide_t0,0.0,B,C,wide,,0
C_node2node111_wide_t1,0.0,B,C,wide,,1
C_node2node111_wide_t2,0.0,B,C,wide,,2
C_node2node111_wide_t3,0.0,B,C,wide,,3
C_node2node111_wide_t4,0.0,B,C,wide,,4
C_node2node111_wide_t5,0.0,B,C,wide,,5
C_node2node112_timber_t0,0.0,B,C,timber,,0
C_node2node112_timber_t1,0.0,B,C,timber,,1
C_node2node112_timber_t2,0.0,B,C,timber,,2
C_node2node112_timber_t3,0.0,B,C,timber,,3
C_node2node112_timber_t4,0.0,B,C,timber,,4
C_node2node112_timber_t5,0.0,B,C,timber,,5
C_node2node112_wide_t0,0.0,B,C,wide,,0
C_node2node112_wide_t1,0.0,B,C,wide,,1
C_node2node112_wide_t2,0.0,B,C,wide,,2
C_node2node112_wide_t3,0.0,B,C,wide,,3
C_node2node112_wide_t4,0.0,B,C,wide,,4
C_node2node112_wide_t5,0.0,B,C,wide,,5
C_node3node34_timber_t0,360.0,B,C,timber,,0
C_node3node34_timber_t1,303.11,B,C,timber,,1
C_node3node34_timber_t2,214.88,B,C,timber,,2
C_node3node34_timber_t3,152.33,B,C,timber,,3
C_node3node34_timber_t4,107.99,B,C,timber,,4
C_node3node34_timber_t5,76.56,B,C,timber,,5
C_node3node34_wide_t0,540.0,B,C,wide,,0
C_node3node34_wide_t1,454.67,B,C,wide,,1
C_node3node34_wide_t2,322.32,B,C,wide,,2
C_node3node34_wide_t3,228.5,B,C,wide,,3
C_node3node34_wide_t4,161.99,B,C,wide,,4
C_node3node34_wide_t5,114.84,B,C,wide,,5
C_node3node63_timber_t0,2810.0,B,C,timber,,0
C_node3node63_timber_t1,2365.94,B,C,timber,,1
C_node3node63_timber_t2,1677.26,B,C,timber,,2
C_node3node63_timber_t3,1189.04,B,C,timber,,3
C_node3node63_timber_t4,842.93,B,C,timber,,4
C_node3node63_timber_t5,597.57,B,C,timber,,5
C_node3node63_wide_t0,4213.0,B,C,wide,,0
C_node3node63_wide_t1,3547.23,B,C,wide,,1
C_node3node63_wide_t2,2514.7,B,C,wide,,2
C_node3node63_wide_t3,1782.72,B,C,wide,,3
C_node3node63_wide_t4,1263.8,B,C,wide,,4
C_node3node63_wide_t5,895.93,B,C,wide,,5
C_node3node43_timber_t0,1207.0,B,C,timber,,0
C_node3node43_timber_t1,1016.26,B,C,timber,,1
C_node3node43_timber_t2,720.45,B,C,timber,,2
C_node3node43_timber_t3,510.74,B,C,timber,,3
C_node3node43_timber_t4,362.07,B,C,timber,,4
C_node3node43_timber_t5,256.68,B,C,timber,,5
C_node3node43_wide_t0,1809.0,B,C,wide,,0
C_node3node43_wide_t1,1523.13,B,C,wide,,1
C_node3node43_wide_t2,1079.78,B,C,wide,,2
C_node3node43_wide_t3,765.47,B,C,wide,,3
C_node3node43_wide_t4,542.66,B,C,wide,,4
C_node3node43_wide_t5,384.7,B,C,wide,,5
C_node3node100_timber_t0,0.0,B,C,timber,,0
C_node3node100_timber_t1,0.0,B,C,timber,,1
C_node3node100_timber_t2,0.0,B,C,timber,,2
C_node3node100_timber_t3,0.0,B,C,timber,,3
C_node3node100_timber_t4,0.0,B,C,timber,,4
C_node3node100_timber_t5,0.0,B,C,timber,,5
C_node3node100_wide_t0,0.0,B,C,wide,,0
C_node3node100_wide_t1,0.0,B,C,wide,,1
C_node3node100_wide_t2,0.0,B,C,wide,,2
C_node3node100_wide_t3,0.0,B,C,wide,,3
C_node3node100_wide_t4,0.0,B,C,wide,,4
C_node3node100_wide_t5,0.0,B,C,wide,,5
C_node3node101_timber_t0,0.0,B,C,timber,,0
C_node3node101_timber_t1,0.0,B,C,timber,,1
C_node3node101_timber_t2,0.0,B,C,timber,,2
C_node3node101_timber_t3,0.0,B,C,timber,,3
C_node3node101_timber_t4,0.0,B,C,timber,,4
C_node3node101_timber_t5,0.0,B,C,timber,,5
C_node3node101_wide_t0,0.0,B,C,wide,,0
C_node3node101_wide_t1,0.0,B,C,wide,,1
C_node3node101_wide_t2,0.0,B,C,wide,,2
C_node3node101_wide_t3,0.0,B,C,wide,,3
C_node3node101_wide_t4,0.0,B,C,wide,,4
C_node3node101_wide_t5,0.0,B,C,wide,,5
C_node4node62_timber_t0,80.0,B,C,timber,,0
C_node4node62_timber_t1,67.36,B,C,timber,,1
C_node4node62_timber_t2,47.75,B,C,timber,,2
C_node4node62_timber_t3,33.85,B,C,timber,,3
C_node4node62_timber_t4,24.0,B,C,timber,,4
C_node4node62_timber_t5,17.01,B,C,timber,,5
C_node4node62_wide_t0,120.0,B,C,wide,,0
C_node4node62_wide_t1,101.04,B,C,wide,,1
C_node4node62_wide_t2,71.63,B,C,wide,,2
C_node4node62_wide_t3,50.78,B,C,wide,,3
C_node4node62_wide_t4,36.0,B,C,wide,,4
C_node4node62_wide_t5,25.52,B,C,wide,,5
C_node4node58_timber_t0,2986.0,B,C,timber,,0
C_node4node58_timber_t1,2514.13,B,C,timber,,1
C_node4node58_timber_t2,1782.32,B,C,timber,,2
C_node4node58_timber_t3,1263.52,B,C,timber,,3
C_node4node58_timber_t4,895.73,B,C,timber,,4
C_node4node58_timber_t5,635.0,B,C,timber,,5
C_node4node58_wide_t0,4483.0,B,C,wide,,0
C_node4node58_wide_t1,3774.57,B,C,wide,,1
C_node4node58_wide_t2,2675.86,B,C,wide,,2
C_node4node58_wide_t3,1896.97,B,C,wide,,3
C_node4node58_wide_t4,1344.8,B,C,wide,,4
C_node4node58_wide_t5,953.35,B,C,wide,,5
C_node4node78_timber_t0,4570.0,B,C,timber,,0
C_node4node78_timber_t1,3847.82,B,C,timber,,1
C_node4node78_timber_t2,2727.79,B,C,timber,,2
C_node4node78_timber_t3,1933.78,B,C,timber,,3
C_node4node78_timber_t4,1370.89,B,C,timber,,4
C_node4node78_timber_t5,971.85,B,C,timber,,5
C_node4node78_wide_t0,6852.0,B,C,wide,,0
C_node4node78_wide_t1,5769.2,B,C,wide,,1
C_node4node78_wide_t2,4089.89,B,C,wide,,2
C_node4node78_wide_t3,2899.4,B,C,wide,,3
C_node4node78_wide_t4,2055.44,B,C,wide,,4
C_node4node78_wide_t5,1457.14,B,C,wide,,5
C_node4node100_timber_t0,0.0,B,C,timber,,0
C_node4node100_timber_t1,0.0,B,C,timber,,1
C_node4node100_timber_t2,0.0,B,C,timber,,2
C_node4node100_timber_t3,0.0,B,C,timber,,3
C_node4node100_timber_t4,0.0,B,C,timber,,4
C_node4node100_timber_t5,0.0,B,C,timber,,5
C_node4node100_wide_t0,0.0,B,C,wide,,0
C_node4node100_wide_t1,0.0,B,C,wide,,1
C_node4node100_wide_t2,0.0,B,C,wide,,2
C_node4node100_wide_t3,0.0,B,C,wide,,3
C_node4node100_wide_t4,0.0,B,C,wide,,4
C_node4node100_wide_t5,0.0,B,C,wide,,5
C_node4node105_timber_t0,0.0,B,C,timber,,0
C_node4node105_timber_t1,0.0,B,C,timber,,1
C_node4node105_timber_t2,0.0,B,C,timber,,2
C_node4node105_timber_t3,0.0,B,C,timber,,3
C_node4node105_timber_t4,0.0,B,C,timber,,4
C_node4node105_timber_t5,0.0,B,C,timber,,5
C_node4node105_wide_t0,0.0,B,C,wide,,0
C_node4node105_wide_t1,0.0,B,C,wide,,1
C_node4node105_wide_t2,0.0,B,C,wide,,2
C_node4node105_wide_t3,0.0,B,C,wide,,3
C_node4node105_wide_t4,0.0,B,C,wide,,4
C_node4node105_wide_t5,0.0,B,C,wide,,5
C_node5node55_timber_t0,555.0,B,C,timber,,0
C_node5node55_timber_t1,467.3,B,C,timber,,1
C_node5node55_timber_t2,331.27,B,C,timber,,2
C_node5node55_timber_t3,234.85,B,C,timber,,3
C_node5node55_timber_t4,166.49,B,C,timber,,4
C_node5node55_timber_t5,118.03,B,C,timber,,5
C_node5node55_wide_t0,832.0,B,C,wide,,0
C_node5node55_wide_t1,700.52,B,C,wide,,1
C_node5node55_wide_t2,496.61,B,C,wide,,2
C_node5node55_wide_t3,352.06,B,C,wide,,3
C_node5node55_wide_t4,249.58,B,C,wide,,4
C_node5node55_wide_t5,176.93,B,C,wide,,5
C_node5node83_timber_t0,1085.0,B,C,timber,,0
C_node5node83_timber_t1,913.54,B,C,timber,,1
C_node5node83_timber_t2,647.63,B,C,timber,,2
C_node5node83_timber_t3,459.11,B,C,timber,,3
C_node5node83_timber_t4,325.47,B,C,timber,,4
C_node5node83_timber_t5,230.74,B,C,timber,,5
C_node5node83_wide_t0,1626.0,B,C,wide,,0
C_node5node83_wide_t1,1369.05,B,C,wide,,1
C_node5node83_wide_t2,970.54,B,C,wide,,2
C_node5node83_wide_t3,688.04,B,C,wide,,3
C_node5node83_wide_t4,487.76,B,C,wide,,4
C_node5node83_wide_t5,345.78,B,C,wide,,5
C_node5node21_timber_t0,770.0,B,C,timber,,0
C_node5node21_timber_t1,648.32,B,C,timber,,1
C_node5node21_timber_t2,459.61,B,C,timber,,2
C_node5node21_timber_t3,325.82,B,C,timber,,3
C_node5node21_timber_t4,230.98,B,C,timber,,4
C_node5node21_timber_t5,163.75,B,C,timber,,5
C_node5node21_wide_t0,1155.0,B,C,wide,,0
C_node5node21_wide_t1,972.48,B,C,wide,,1
C_node5node21_wide_t2,689.41,B,C,wide,,2
C_node5node21_wide_t3,488.73,B,C,wide,,3
C_node5node21_wide_t4,346.47,B,C,wide,,4
C_node5node21_wide_t5,245.62,B,C,wide,,5
C_node5node106_timber_t0,0.0,B,C,timber,,0
C_node5node106_timber_t1,0.0,B,C,timber,,1
C_node5node106_timber_t2,0.0,B,C,timber,,2
C_node5node106_timber_t3,0.0,B,C,timber,,3
C_node5node106_timber_t4,0.0,B,C,timber,,4
C_node5node106_timber_t5,0.0,B,C,timber,,5
C_node5node106_wide_t0,0.0,B,C,wide,,0
C_node5node106_wide_t1,0.0,B,C,wide,,1
C_node5node106_wide_t2,0.0,B,C,wide,,2
C_node5node106_wide_t3,0.0,B,C,wide,,3
C_node5node106_wide_t4,0.0,B,C,wide,,4
C_node5node106_wide_t5,0.0,B,C,wide,,5
C_node5node108_timber_t0,0.0,B,C,timber,,0
C_node5node108_timber_t1,0.0,B,C,timber,,1
C_node5node108_timber_t2,0.0,B,C,timber,,2
C_node5node108_timber_t3,0.0,B,C,timber,,3
C_node5node108_timber_t4,0.0,B,C,timber,,4
C_node5node108_timber_t5,0.0,B,C,timber,,5
C_node5node108_wide_t0,0.0,B,C,wide,,0
C_node5node108_wide_t1,0.0,B,C,wide,,1
C_node5node108_wide_t2,0.0,B,C,wide,,2
C_node5node108_wide_t3,0.0,B,C,wide,,3
C_node5node108_wide_t4,0.0,B,C,wide,,4
C_node5node108_wide_t5,0.0,B,C,wide,,5
C_node6node71_timber_t0,68.0,B,C,timber,,0
C_node6node71_timber_t1,57.25,B,C,timber,,1
C_node6node71_timber_t2,40.59,B,C,timber,,2
C_node6node71_timber_t3,28.77,B,C,timber,,3
C_node6node71_timber_t4,20.4,B,C,timber,,4
C_node6node71_timber_t5,14.46,B,C,timber,,5
C_node6node71_wide_t0,102.0,B,C,wide,,0
C_node6node71_wide_t1,85.88,B,C,wide,,1
C_node6node71_wide_t2,60.88,B,C,wide,,2
C_node6node71_wide_t3,43.16,B,C,wide,,3
C_node6node71_wide_t4,30.6,B,C,wide,,4
C_node6node71_wide_t5,21.69,B,C,wide,,5
C_node6node14_timber_t0,1172.0,B,C,timber,,0
C_node6node14_timber_t1,986.79,B,C,timber,,1
C_node6node14_timber_t2,699.56,B,C,timber,,2
C_node6node14_timber_t3,495.93,B,C,timber,,3
C_node6node14_timber_t4,351.57,B,C,timber,,4
C_node6node14_timber_t5,249.24,B,C,timber,,5
C_node6node14_wide_t0,1757.0,B,C,wide,,0
C_node6node14_wide_t1,1479.35,B,C,wide,,1
C_node6node14_wide_t2,1048.74,B,C,wide,,2
C_node6node14_wide_t3,743.47,B,C,wide,,3
C_node6node14_wide_t4,527.06,B,C,wide,,4
C_node6node14_wide_t5,373.64,B,C,wide,,5
C_node6node47_timber_t0,6308.0,B,C,timber,,0
C_node6node47_timber_t1,5311.17,B,C,timber,,1
C_node6node47_timber_t2,3765.19,B,C,timber,,2
C_node6node47_timber_t3,2669.21,B,C,timber,,3
C_node6node47_timber_t4,1892.25,B,C,timber,,4
C_node6node47_timber_t5,1341.45,B,C,timber,,5
C_node6node47_wide_t0,9465.0,B,C,wide,,0
C_node6node47_wide_t1,7969.28,B,C,wide,,1
C_node6node47_wide_t2,5649.57,B,C,wide,,2
