variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node14_timber_t0,0.0,0.0,B,C,timber,node1node14,0,906.0
C_node1node14_timber_t1,0.0,1.0,B,C,timber,node1node14,1,762.83
C_node1node14_timber_t2,0.0,1.0,B,C,timber,node1node14,2,540.78
C_node1node14_timber_t3,0.0,1.0,B,C,timber,node1node14,3,383.37
C_node1node14_timber_t4,0.0,1.0,B,C,timber,node1node14,4,271.78
C_node1node14_timber_t5,0.0,1.0,B,C,timber,node1node14,5,192.67
C_node1node14_wide_t0,0.0,0.0,B,C,wide,node1node14,0,1359.0
C_node1node14_wide_t1,0.0,1.0,B,C,wide,node1node14,1,1144.24
C_node1node14_wide_t2,0.0,1.0,B,C,wide,node1node14,2,811.17
C_node1node14_wide_t3,0.0,1.0,B,C,wide,node1node14,3,575.06
C_node1node14_wide_t4,0.0,1.0,B,C,wide,node1node14,4,407.67
C_node1node14_wide_t5,0.0,1.0,B,C,wide,node1node14,5,289.0
C_node1node12_timber_t0,0.0,0.0,B,C,timber,node1node12,0,1568.0
C_node1node12_timber_t1,0.0,1.0,B,C,timber,node1node12,1,1320.21
C_node1node12_timber_t2,0.0,1.0,B,C,timber,node1node12,2,935.92
C_node1node12_timber_t3,0.0,1.0,B,C,timber,node1node12,3,663.49
C_node1node12_timber_t4,0.0,1.0,B,C,timber,node1node12,4,470.36
C_node1node12_timber_t5,0.0,1.0,B,C,timber,node1node12,5,333.45
C_node1node12_wide_t0,0.0,0.0,B,C,wide,node1node12,0,2352.0
C_node1node12_wide_t1,0.0,1.0,B,C,wide,node1node12,1,1980.32
C_node1node12_wide_t2,0.0,1.0,B,C,wide,node1node12,2,1403.89
C_node1node12_wide_t3,0.0,1.0,B,C,wide,node1node12,3,995.24
C_node1node12_wide_t4,0.0,1.0,B,C,wide,node1node12,4,705.55
C_node1node12_wide_t5,0.0,1.0,B,C,wide,node1node12,5,500.17
C_node1node2_timber_t0,0.0,0.0,B,C,timber,node1node2,0,4709.0
C_node1node2_timber_t1,0.0,1.0,B,C,timber,node1node2,1,3964.85
C_node1node2_timber_t2,0.0,1.0,B,C,timber,node1node2,2,2810.76
C_node1node2_timber_t3,0.0,1.0,B,C,timber,node1node2,3,1992.6
C_node1node2_timber_t4,0.0,1.0,B,C,timber,node1node2,4,1412.59
C_node1node2_timber_t5,0.0,1.0,B,C,timber,node1node2,5,1001.41
C_node1node2_wide_t0,0.0,0.0,B,C,wide,node1node2,0,7065.0
C_node1node2_wide_t1,0.0,1.0,B,C,wide,node1node2,1,5948.54
C_node1node2_wide_t2,0.0,1.0,B,C,wide,node1node2,2,4217.03
