variable,coefficient,type,prefix,width,edge,period
C_node1node391_timber_t0,208.0,B,C,timber,,0
C_node1node391_timber_t1,175.13,B,C,timber,,1
C_node1node391_timber_t2,124.15,B,C,timber,,2
C_node1node391_timber_t3,88.01,B,C,timber,,3
C_node1node391_timber_t4,62.4,B,C,timber,,4
C_node1node391_timber_t5,44.23,B,C,timber,,5
C_node1node391_wide_t0,312.0,B,C,wide,,0
C_node1node391_wide_t1,262.7,B,C,wide,,1
C_node1node391_wide_t2,186.23,B,C,wide,,2
C_node1node391_wide_t3,132.02,B,C,wide,,3
C_node1node391_wide_t4,93.59,B,C,wide,,4
C_node1node391_wide_t5,66.35,B,C,wide,,5
C_node1node389_timber_t0,880.0,B,C,timber,,0
C_node1node389_timber_t1,740.94,B,C,timber,,1
C_node1node389_timber_t2,525.26,B,C,timber,,2
C_node1node389_timber_t3,372.37,B,C,timber,,3
C_node1node389_timber_t4,263.98,B,C,timber,,4
C_node1node389_timber_t5,187.14,B,C,timber,,5
C_node1node389_wide_t0,1319.0,B,C,wide,,0
C_node1node389_wide_t1,1110.56,B,C,wide,,1
C_node1node389_wide_t2,787.3,B,C,wide,,2
C_node1node389_wide_t3,558.13,B,C,wide,,3
C_node1node389_wide_t4,395.67,B,C,wide,,4
C_node1node389_wide_t5,280.5,B,C,wide,,5
C_node1node29_timber_t0,691.0,B,C,timber,,0
C_node1node29_timber_t1,581.8,B,C,timber,,1
C_node1node29_timber_t2,412.45,B,C,timber,,2
C_node1node29_timber_t3,292.39,B,C,timber,,3
C_node1node29_timber_t4,207.28,B,C,timber,,4
C_node1node29_timber_t5,146.95,B,C,timber,,5
C_node1node29_wide_t0,1037.0,B,C,wide,,0
C_node1node29_wide_t1,873.13,B,C,wide,,1
C_node1node29_wide_t2,618.98,B,C,wide,,2
C_node1node29_wide_t3,438.8,B,C,wide,,3
C_node1node29_wide_t4,311.08,B,C,wide,,4
C_node1node29_wide_t5,220.53,B,C,wide,,5
C_node1node544_timber_t0,0.0,B,C,timber,,0
C_node1node544_timber_t1,0.0,B,C,timber,,1
C_node1node544_timber_t2,0.0,B,C,timber,,2
C_node1node544_timber_t3,0.0,B,C,timber,,3
C_node1node544_timber_t4,0.0,B,C,timber,,4
C_node1node544_timber_t5,0.0,B,C,timber,,5
C_node1node544_wide_t0,0.0,B,C,wide,,0
C_node1node544_wide_t1,0.0,B,C,wide,,1
C_node1node544_wide_t2,0.0,B,C,wide,,2
C_node1node544_wide_t3,0.0,B,C,wide,,3
C_node1node544_wide_t4,0.0,B,C,wide,,4
C_node1node544_wide_t5,0.0,B,C,wide,,5
C_node1node545_timber_t0,0.0,B,C,timber,,0
C_node1node545_timber_t1,0.0,B,C,timber,,1
C_node1node545_timber_t2,0.0,B,C,timber,,2
C_node1node545_timber_t3,0.0,B,C,timber,,3
C_node1node545_timber_t4,0.0,B,C,timber,,4
C_node1node545_timber_t5,0.0,B,C,timber,,5
C_node1node545_wide_t0,0.0,B,C,wide,,0
C_node1node545_wide_t1,0.0,B,C,wide,,1
C_node1node545_wide_t2,0.0,B,C,wide,,2
C_node1node545_wide_t3,0.0,B,C,wide,,3
C_node1node545_wide_t4,0.0,B,C,wide,,4
C_node1node545_wide_t5,0.0,B,C,wide,,5
C_node1node553_timber_t0,0.0,B,C,timber,,0
C_node1node553_timber_t1,0.0,B,C,timber,,1
C_node1node553_timber_t2,0.0,B,C,timber,,2
C_node1node553_timber_t3,0.0,B,C,timber,,3
C_node1node553_timber_t4,0.0,B,C,timber,,4
C_node1node553_timber_t5,0.0,B,C,timber,,5
C_node1node553_wide_t0,0.0,B,C,wide,,0
C_node1node553_wide_t1,0.0,B,C,wide,,1
C_node1node553_wide_t2,0.0,B,C,wide,,2
C_node1node553_wide_t3,0.0,B,C,wide,,3
C_node1node553_wide_t4,0.0,B,C,wide,,4
C_node1node553_wide_t5,0.0,B,C,wide,,5
C_node2node499_timber_t0,83.0,B,C,timber,,0
C_node2node499_timber_t1,69.88,B,C,timber,,1
C_node2node499_timber_t2,49.54,B,C,timber,,2
C_node2node499_timber_t3,35.12,B,C,timber,,3
C_node2node499_timber_t4,24.9,B,C,timber,,4
C_node2node499_timber_t5,17.65,B,C,timber,,5
C_node2node499_wide_t0,124.0,B,C,wide,,0
C_node2node499_wide_t1,104.4,B,C,wide,,1
C_node2node499_wide_t2,74.01,B,C,wide,,2
C_node2node499_wide_t3,52.47,B,C,wide,,3
C_node2node499_wide_t4,37.2,B,C,wide,,4
C_node2node499_wide_t5,26.37,B,C,wide,,5
C_node2node362_timber_t0,1010.0,B,C,timber,,0
C_node2node362_timber_t1,850.39,B,C,timber,,1
C_node2node362_timber_t2,602.86,B,C,timber,,2
C_node2node362_timber_t3,427.38,B,C,timber,,3
C_node2node362_timber_t4,302.98,B,C,timber,,4
C_node2node362_timber_t5,214.79,B,C,timber,,5
C_node2node362_wide_t0,1515.0,B,C,wide,,0
C_node2node362_wide_t1,1275.59,B,C,wide,,1
C_node2node362_wide_t2,904.29,B,C,wide,,2
C_node2node362_wide_t3,641.07,B,C,wide,,3
C_node2node362_wide_t4,454.46,B,C,wide,,4
C_node2node362_wide_t5,322.18,B,C,wide,,5
C_node2node622_timber_t0,0.0,B,C,timber,,0
C_node2node622_timber_t1,0.0,B,C,timber,,1
C_node2node622_timber_t2,0.0,B,C,timber,,2
C_node2node622_timber_t3,0.0,B,C,timber,,3
C_node2node622_timber_t4,0.0,B,C,timber,,4
C_node2node622_timber_t5,0.0,B,C,timber,,5
C_node2node622_wide_t0,0.0,B,C,wide,,0
C_node2node622_wide_t1,0.0,B,C,wide,,1
C_node2node622_wide_t2,0.0,B,C,wide,,2
C_node2node622_wide_t3,0.0,B,C,wide,,3
C_node2node622_wide_t4,0.0,B,C,wide,,4
C_node2node622_wide_t5,0.0,B,C,wide,,5
C_node2node623_timber_t0,0.0,B,C,timber,,0
C_node2node623_timber_t1,0.0,B,C,timber,,1
C_node2node623_timber_t2,0.0,B,C,timber,,2
C_node2node623_timber_t3,0.0,B,C,timber,,3
C_node2node623_timber_t4,0.0,B,C,timber,,4
C_node2node623_timber_t5,0.0,B,C,timber,,5
C_node2node623_wide_t0,0.0,B,C,wide,,0
C_node2node623_wide_t1,0.0,B,C,wide,,1
C_node2node623_wide_t2,0.0,B,C,wide,,2
C_node2node623_wide_t3,0.0,B,C,wide,,3
C_node2node623_wide_t4,0.0,B,C,wide,,4
C_node2node623_wide_t5,0.0,B,C,wide,,5
C_node3node333_timber_t0,302.0,B,C,timber,,0
C_node3node333_timber_t1,254.28,B,C,timber,,1
C_node3node333_timber_t2,180.26,B,C,timber,,2
C_node3node333_timber_t3,127.79,B,C,timber,,3
C_node3node333_timber_t4,90.59,B,C,timber,,4
C_node3node333_timber_t5,64.22,B,C,timber,,5
C_node3node333_wide_t0,453.0,B,C,wide,,0
C_node3node333_wide_t1,381.41,B,C,wide,,1
C_node3node333_wide_t2,270.39,B,C,wide,,2
C_node3node333_wide_t3,191.69,B,C,wide,,3
C_node3node333_wide_t4,135.89,B,C,wide,,4
C_node3node333_wide_t5,96.33,B,C,wide,,5
