variable,lb,ub,type,edge,period,road_type
flow_timber_node1node130_t1,0.0,9.0,I,node1node130,1,timber
flow_timber_node1node130_t2,0.0,9.0,I,node1node130,2,timber
flow_timber_node1node130_t3,0.0,9.0,I,node1node130,3,timber
flow_timber_node1node130_t4,0.0,9.0,I,node1node130,4,timber
flow_timber_node1node130_t5,0.0,9.0,I,node1node130,5,timber
flow_wide_node1node130_t1,0.0,9.0,I,node1node130,1,wide
flow_wide_node1node130_t2,0.0,9.0,I,node1node130,2,wide
flow_wide_node1node130_t3,0.0,9.0,I,node1node130,3,wide
flow_wide_node1node130_t4,0.0,9.0,I,node1node130,4,wide
flow_wide_node1node130_t5,0.0,9.0,I,node1node130,5,wide
flow_timber_node1node143_t1,0.0,9.0,I,node1node143,1,timber
flow_timber_node1node143_t2,0.0,9.0,I,node1node143,2,timber
flow_timber_node1node143_t3,0.0,9.0,I,node1node143,3,timber
flow_timber_node1node143_t4,0.0,9.0,I,node1node143,4,timber
flow_timber_node1node143_t5,0.0,9.0,I,node1node143,5,timber
flow_wide_node1node143_t1,0.0,9.0,I,node1node143,1,wide
flow_wide_node1node143_t2,0.0,9.0,I,node1node143,2,wide
flow_wide_node1node143_t3,0.0,9.0,I,node1node143,3,wide
flow_wide_node1node143_t4,0.0,9.0,I,node1node143,4,wide
flow_wide_node1node143_t5,0.0,9.0,I,node1node143,5,wide
flow_timber_node1node76_t1,0.0,9.0,I,node1node76,1,timber
flow_timber_node1node76_t2,0.0,9.0,I,node1node76,2,timber
flow_timber_node1node76_t3,0.0,9.0,I,node1node76,3,timber
flow_timber_node1node76_t4,0.0,9.0,I,node1node76,4,timber
flow_timber_node1node76_t5,0.0,9.0,I,node1node76,5,timber
flow_wide_node1node76_t1,0.0,9.0,I,node1node76,1,wide
flow_wide_node1node76_t2,0.0,9.0,I,node1node76,2,wide
flow_wide_node1node76_t3,0.0,9.0,I,node1node76,3,wide
flow_wide_node1node76_t4,0.0,9.0,I,node1node76,4,wide
flow_wide_node1node76_t5,0.0,9.0,I,node1node76,5,wide
flow_timber_node1node257_t1,0.0,9.0,I,node1node257,1,timber
flow_timber_node1node257_t2,0.0,9.0,I,node1node257,2,timber
flow_timber_node1node257_t3,0.0,9.0,I,node1node257,3,timber
flow_timber_node1node257_t4,0.0,9.0,I,node1node257,4,timber
flow_timber_node1node257_t5,0.0,9.0,I,node1node257,5,timber
flow_wide_node1node257_t1,0.0,9.0,I,node1node257,1,wide
flow_wide_node1node257_t2,0.0,9.0,I,node1node257,2,wide
flow_wide_node1node257_t3,0.0,9.0,I,node1node257,3,wide
flow_wide_node1node257_t4,0.0,9.0,I,node1node257,4,wide
flow_wide_node1node257_t5,0.0,9.0,I,node1node257,5,wide
flow_timber_node1node259_t1,0.0,9.0,I,node1node259,1,timber
flow_timber_node1node259_t2,0.0,9.0,I,node1node259,2,timber
flow_timber_node1node259_t3,0.0,9.0,I,node1node259,3,timber
flow_timber_node1node259_t4,0.0,9.0,I,node1node259,4,timber
flow_timber_node1node259_t5,0.0,9.0,I,node1node259,5,timber
flow_wide_node1node259_t1,0.0,9.0,I,node1node259,1,wide
flow_wide_node1node259_t2,0.0,9.0,I,node1node259,2,wide
flow_wide_node1node259_t3,0.0,9.0,I,node1node259,3,wide
flow_wide_node1node259_t4,0.0,9.0,I,node1node259,4,wide
flow_wide_node1node259_t5,0.0,9.0,I,node1node259,5,wide
flow_timber_node1node271_t1,0.0,9.0,I,node1node271,1,timber
flow_timber_node1node271_t2,0.0,9.0,I,node1node271,2,timber
flow_timber_node1node271_t3,0.0,9.0,I,node1node271,3,timber
flow_timber_node1node271_t4,0.0,9.0,I,node1node271,4,timber
flow_timber_node1node271_t5,0.0,9.0,I,node1node271,5,timber
flow_wide_node1node271_t1,0.0,9.0,I,node1node271,1,wide
flow_wide_node1node271_t2,0.0,9.0,I,node1node271,2,wide
flow_wide_node1node271_t3,0.0,9.0,I,node1node271,3,wide
flow_wide_node1node271_t4,0.0,9.0,I,node1node271,4,wide
flow_wide_node1node271_t5,0.0,9.0,I,node1node271,5,wide
flow_timber_node130node1_t1,0.0,9.0,I,node130node1,1,timber
flow_timber_node130node1_t2,0.0,9.0,I,node130node1,2,timber
flow_timber_node130node1_t3,0.0,9.0,I,node130node1,3,timber
flow_timber_node130node1_t4,0.0,9.0,I,node130node1,4,timber
flow_timber_node130node1_t5,0.0,9.0,I,node130node1,5,timber
flow_wide_node130node1_t1,0.0,9.0,I,node130node1,1,wide
flow_wide_node130node1_t2,0.0,9.0,I,node130node1,2,wide
flow_wide_node130node1_t3,0.0,9.0,I,node130node1,3,wide
flow_wide_node130node1_t4,0.0,9.0,I,node130node1,4,wide
flow_wide_node130node1_t5,0.0,9.0,I,node130node1,5,wide
flow_timber_node130node120_t1,0.0,9.0,I,node130node120,1,timber
flow_timber_node130node120_t2,0.0,9.0,I,node130node120,2,timber
flow_timber_node130node120_t3,0.0,9.0,I,node130node120,3,timber
flow_timber_node130node120_t4,0.0,9.0,I,node130node120,4,timber
flow_timber_node130node120_t5,0.0,9.0,I,node130node120,5,timber
flow_wide_node130node120_t1,0.0,9.0,I,node130node120,1,wide
flow_wide_node130node120_t2,0.0,9.0,I,node130node120,2,wide
flow_wide_node130node120_t3,0.0,9.0,I,node130node120,3,wide
flow_wide_node130node120_t4,0.0,9.0,I,node130node120,4,wide
flow_wide_node130node120_t5,0.0,9.0,I,node130node120,5,wide
flow_timber_node130node163_t1,0.0,9.0,I,node130node163,1,timber
flow_timber_node130node163_t2,0.0,9.0,I,node130node163,2,timber
flow_timber_node130node163_t3,0.0,9.0,I,node130node163,3,timber
flow_timber_node130node163_t4,0.0,9.0,I,node130node163,4,timber
flow_timber_node130node163_t5,0.0,9.0,I,node130node163,5,timber
flow_wide_node130node163_t1,0.0,9.0,I,node130node163,1,wide
flow_wide_node130node163_t2,0.0,9.0,I,node130node163,2,wide
flow_wide_node130node163_t3,0.0,9.0,I,node130node163,3,wide
flow_wide_node130node163_t4,0.0,9.0,I,node130node163,4,wide
flow_wide_node130node163_t5,0.0,9.0,I,node130node163,5,wide
flow_timber_node130node257_t1,0.0,9.0,I,node130node257,1,timber
flow_timber_node130node257_t2,0.0,9.0,I,node130node257,2,timber
flow_timber_node130node257_t3,0.0,9.0,I,node130node257,3,timber
flow_timber_node130node257_t4,0.0,9.0,I,node130node257,4,timber
flow_timber_node130node257_t5,0.0,9.0,I,node130node257,5,timber
flow_wide_node130node257_t1,0.0,9.0,I,node130node257,1,wide
flow_wide_node130node257_t2,0.0,9.0,I,node130node257,2,wide
flow_wide_node130node257_t3,0.0,9.0,I,node130node257,3,wide
flow_wide_node130node257_t4,0.0,9.0,I,node130node257,4,wide
flow_wide_node130node257_t5,0.0,9.0,I,node130node257,5,wide
flow_timber_node130node271_t1,0.0,9.0,I,node130node271,1,timber
flow_timber_node130node271_t2,0.0,9.0,I,node130node271,2,timber
flow_timber_node130node271_t3,0.0,9.0,I,node130node271,3,timber
flow_timber_node130node271_t4,0.0,9.0,I,node130node271,4,timber
flow_timber_node130node271_t5,0.0,9.0,I,node130node271,5,timber
flow_wide_node130node271_t1,0.0,9.0,I,node130node271,1,wide
flow_wide_node130node271_t2,0.0,9.0,I,node130node271,2,wide
flow_wide_node130node271_t3,0.0,9.0,I,node130node271,3,wide
flow_wide_node130node271_t4,0.0,9.0,I,node130node271,4,wide
flow_wide_node130node271_t5,0.0,9.0,I,node130node271,5,wide
flow_timber_node143node1_t1,0.0,9.0,I,node143node1,1,timber
flow_timber_node143node1_t2,0.0,9.0,I,node143node1,2,timber
flow_timber_node143node1_t3,0.0,9.0,I,node143node1,3,timber
flow_timber_node143node1_t4,0.0,9.0,I,node143node1,4,timber
flow_timber_node143node1_t5,0.0,9.0,I,node143node1,5,timber
flow_wide_node143node1_t1,0.0,9.0,I,node143node1,1,wide
flow_wide_node143node1_t2,0.0,9.0,I,node143node1,2,wide
flow_wide_node143node1_t3,0.0,9.0,I,node143node1,3,wide
flow_wide_node143node1_t4,0.0,9.0,I,node143node1,4,wide
flow_wide_node143node1_t5,0.0,9.0,I,node143node1,5,wide
flow_timber_node143node18_t1,0.0,9.0,I,node143node18,1,timber
flow_timber_node143node18_t2,0.0,9.0,I,node143node18,2,timber
flow_timber_node143node18_t3,0.0,9.0,I,node143node18,3,timber
flow_timber_node143node18_t4,0.0,9.0,I,node143node18,4,timber
flow_timber_node143node18_t5,0.0,9.0,I,node143node18,5,timber
flow_wide_node143node18_t1,0.0,9.0,I,node143node18,1,wide
flow_wide_node143node18_t2,0.0,9.0,I,node143node18,2,wide
flow_wide_node143node18_t3,0.0,9.0,I,node143node18,3,wide
flow_wide_node143node18_t4,0.0,9.0,I,node143node18,4,wide
flow_wide_node143node18_t5,0.0,9.0,I,node143node18,5,wide
flow_timber_node143node132_t1,0.0,9.0,I,node143node132,1,timber
flow_timber_node143node132_t2,0.0,9.0,I,node143node132,2,timber
flow_timber_node143node132_t3,0.0,9.0,I,node143node132,3,timber
flow_timber_node143node132_t4,0.0,9.0,I,node143node132,4,timber
flow_timber_node143node132_t5,0.0,9.0,I,node143node132,5,timber
flow_wide_node143node132_t1,0.0,9.0,I,node143node132,1,wide
flow_wide_node143node132_t2,0.0,9.0,I,node143node132,2,wide
flow_wide_node143node132_t3,0.0,9.0,I,node143node132,3,wide
flow_wide_node143node132_t4,0.0,9.0,I,node143node132,4,wide
flow_wide_node143node132_t5,0.0,9.0,I,node143node132,5,wide
flow_timber_node143node259_t1,0.0,9.0,I,node143node259,1,timber
flow_timber_node143node259_t2,0.0,9.0,I,node143node259,2,timber
flow_timber_node143node259_t3,0.0,9.0,I,node143node259,3,timber
flow_timber_node143node259_t4,0.0,9.0,I,node143node259,4,timber
flow_timber_node143node259_t5,0.0,9.0,I,node143node259,5,timber
flow_wide_node143node259_t1,0.0,9.0,I,node143node259,1,wide
flow_wide_node143node259_t2,0.0,9.0,I,node143node259,2,wide
flow_wide_node143node259_t3,0.0,9.0,I,node143node259,3,wide
flow_wide_node143node259_t4,0.0,9.0,I,node143node259,4,wide
flow_wide_node143node259_t5,0.0,9.0,I,node143node259,5,wide
flow_timber_node143node260_t1,0.0,9.0,I,node143node260,1,timber
flow_timber_node143node260_t2,0.0,9.0,I,node143node260,2,timber
flow_timber_node143node260_t3,0.0,9.0,I,node143node260,3,timber
flow_timber_node143node260_t4,0.0,9.0,I,node143node260,4,timber
flow_timber_node143node260_t5,0.0,9.0,I,node143node260,5,timber
flow_wide_node143node260_t1,0.0,9.0,I,node143node260,1,wide
flow_wide_node143node260_t2,0.0,9.0,I,node143node260,2,wide
flow_wide_node143node260_t3,0.0,9.0,I,node143node260,3,wide
flow_wide_node143node260_t4,0.0,9.0,I,node143node260,4,wide
flow_wide_node143node260_t5,0.0,9.0,I,node143node260,5,wide
flow_timber_node143node271_t1,0.0,9.0,I,node143node271,1,timber
flow_timber_node143node271_t2,0.0,9.0,I,node143node271,2,timber
flow_timber_node143node271_t3,0.0,9.0,I,node143node271,3,timber
flow_timber_node143node271_t4,0.0,9.0,I,node143node271,4,timber
flow_timber_node143node271_t5,0.0,9.0,I,node143node271,5,timber
flow_wide_node143node271_t1,0.0,9.0,I,node143node271,1,wide
flow_wide_node143node271_t2,0.0,9.0,I,node143node271,2,wide
flow_wide_node143node271_t3,0.0,9.0,I,node143node271,3,wide
flow_wide_node143node271_t4,0.0,9.0,I,node143node271,4,wide
flow_wide_node143node271_t5,0.0,9.0,I,node143node271,5,wide
flow_timber_node76node1_t1,0.0,9.0,I,node76node1,1,timber
flow_timber_node76node1_t2,0.0,9.0,I,node76node1,2,timber
flow_timber_node76node1_t3,0.0,9.0,I,node76node1,3,timber
flow_timber_node76node1_t4,0.0,9.0,I,node76node1,4,timber
flow_timber_node76node1_t5,0.0,9.0,I,node76node1,5,timber
flow_wide_node76node1_t1,0.0,9.0,I,node76node1,1,wide
flow_wide_node76node1_t2,0.0,9.0,I,node76node1,2,wide
flow_wide_node76node1_t3,0.0,9.0,I,node76node1,3,wide
flow_wide_node76node1_t4,0.0,9.0,I,node76node1,4,wide
flow_wide_node76node1_t5,0.0,9.0,I,node76node1,5,wide
flow_timber_node76node197_t1,0.0,9.0,I,node76node197,1,timber
flow_timber_node76node197_t2,0.0,9.0,I,node76node197,2,timber
flow_timber_node76node197_t3,0.0,9.0,I,node76node197,3,timber
flow_timber_node76node197_t4,0.0,9.0,I,node76node197,4,timber
flow_timber_node76node197_t5,0.0,9.0,I,node76node197,5,timber
flow_wide_node76node197_t1,0.0,9.0,I,node76node197,1,wide
flow_wide_node76node197_t2,0.0,9.0,I,node76node197,2,wide
flow_wide_node76node197_t3,0.0,9.0,I,node76node197,3,wide
flow_wide_node76node197_t4,0.0,9.0,I,node76node197,4,wide
flow_wide_node76node197_t5,0.0,9.0,I,node76node197,5,wide
flow_timber_node76node101_t1,0.0,9.0,I,node76node101,1,timber
flow_timber_node76node101_t2,0.0,9.0,I,node76node101,2,timber
flow_timber_node76node101_t3,0.0,9.0,I,node76node101,3,timber
flow_timber_node76node101_t4,0.0,9.0,I,node76node101,4,timber
flow_timber_node76node101_t5,0.0,9.0,I,node76node101,5,timber
flow_wide_node76node101_t1,0.0,9.0,I,node76node101,1,wide
flow_wide_node76node101_t2,0.0,9.0,I,node76node101,2,wide
flow_wide_node76node101_t3,0.0,9.0,I,node76node101,3,wide
flow_wide_node76node101_t4,0.0,9.0,I,node76node101,4,wide
flow_wide_node76node101_t5,0.0,9.0,I,node76node101,5,wide
flow_timber_node76node256_t1,0.0,9.0,I,node76node256,1,timber
flow_timber_node76node256_t2,0.0,9.0,I,node76node256,2,timber
flow_timber_node76node256_t3,0.0,9.0,I,node76node256,3,timber
flow_timber_node76node256_t4,0.0,9.0,I,node76node256,4,timber
flow_timber_node76node256_t5,0.0,9.0,I,node76node256,5,timber
flow_wide_node76node256_t1,0.0,9.0,I,node76node256,1,wide
flow_wide_node76node256_t2,0.0,9.0,I,node76node256,2,wide
flow_wide_node76node256_t3,0.0,9.0,I,node76node256,3,wide
flow_wide_node76node256_t4,0.0,9.0,I,node76node256,4,wide
flow_wide_node76node256_t5,0.0,9.0,I,node76node256,5,wide
flow_timber_node76node257_t1,0.0,9.0,I,node76node257,1,timber
flow_timber_node76node257_t2,0.0,9.0,I,node76node257,2,timber
flow_timber_node76node257_t3,0.0,9.0,I,node76node257,3,timber
flow_timber_node76node257_t4,0.0,9.0,I,node76node257,4,timber
flow_timber_node76node257_t5,0.0,9.0,I,node76node257,5,timber
flow_wide_node76node257_t1,0.0,9.0,I,node76node257,1,wide
flow_wide_node76node257_t2,0.0,9.0,I,node76node257,2,wide
flow_wide_node76node257_t3,0.0,9.0,I,node76node257,3,wide
flow_wide_node76node257_t4,0.0,9.0,I,node76node257,4,wide
flow_wide_node76node257_t5,0.0,9.0,I,node76node257,5,wide
flow_timber_node76node259_t1,0.0,9.0,I,node76node259,1,timber
flow_timber_node76node259_t2,0.0,9.0,I,node76node259,2,timber
flow_timber_node76node259_t3,0.0,9.0,I,node76node259,3,timber
flow_timber_node76node259_t4,0.0,9.0,I,node76node259,4,timber
flow_timber_node76node259_t5,0.0,9.0,I,node76node259,5,timber
flow_wide_node76node259_t1,0.0,9.0,I,node76node259,1,wide
flow_wide_node76node259_t2,0.0,9.0,I,node76node259,2,wide
flow_wide_node76node259_t3,0.0,9.0,I,node76node259,3,wide
flow_wide_node76node259_t4,0.0,9.0,I,node76node259,4,wide
flow_wide_node76node259_t5,0.0,9.0,I,node76node259,5,wide
flow_timber_node257node1_t1,0.0,9.0,I,node257node1,1,timber
flow_timber_node257node1_t2,0.0,9.0,I,node257node1,2,timber
flow_timber_node257node1_t3,0.0,9.0,I,node257node1,3,timber
flow_timber_node257node1_t4,0.0,9.0,I,node257node1,4,timber
flow_timber_node257node1_t5,0.0,9.0,I,node257node1,5,timber
flow_wide_node257node1_t1,0.0,9.0,I,node257node1,1,wide
flow_wide_node257node1_t2,0.0,9.0,I,node257node1,2,wide
flow_wide_node257node1_t3,0.0,9.0,I,node257node1,3,wide
flow_wide_node257node1_t4,0.0,9.0,I,node257node1,4,wide
flow_wide_node257node1_t5,0.0,9.0,I,node257node1,5,wide
flow_timber_node257node76_t1,0.0,9.0,I,node257node76,1,timber
flow_timber_node257node76_t2,0.0,9.0,I,node257node76,2,timber
flow_timber_node257node76_t3,0.0,9.0,I,node257node76,3,timber
flow_timber_node257node76_t4,0.0,9.0,I,node257node76,4,timber
flow_timber_node257node76_t5,0.0,9.0,I,node257node76,5,timber
flow_wide_node257node76_t1,0.0,9.0,I,node257node76,1,wide
flow_wide_node257node76_t2,0.0,9.0,I,node257node76,2,wide
flow_wide_node257node76_t3,0.0,9.0,I,node257node76,3,wide
flow_wide_node257node76_t4,0.0,9.0,I,node257node76,4,wide
flow_wide_node257node76_t5,0.0,9.0,I,node257node76,5,wide
flow_timber_node257node120_t1,0.0,9.0,I,node257node120,1,timber
flow_timber_node257node120_t2,0.0,9.0,I,node257node120,2,timber
flow_timber_node257node120_t3,0.0,9.0,I,node257node120,3,timber
flow_timber_node257node120_t4,0.0,9.0,I,node257node120,4,timber
flow_timber_node257node120_t5,0.0,9.0,I,node257node120,5,timber
flow_wide_node257node120_t1,0.0,9.0,I,node257node120,1,wide
flow_wide_node257node120_t2,0.0,9.0,I,node257node120,2,wide
