variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node10_timber_t0,0.0,0.0,B,C,timber,node1node10,0,2063.0
C_node1node10_timber_t1,0.0,1.0,B,C,timber,node1node10,1,1736.99
C_node1node10_timber_t2,0.0,1.0,B,C,timber,node1node10,2,1231.39
C_node1node10_timber_t3,0.0,1.0,B,C,timber,node1node10,3,872.95
C_node1node10_timber_t4,0.0,1.0,B,C,timber,node1node10,4,618.85
C_node1node10_timber_t5,0.0,1.0,B,C,timber,node1node10,5,438.72
C_node1node10_wide_t0,0.0,0.0,B,C,wide,node1node10,0,3097.0
C_node1node10_wide_t1,0.0,1.0,B,C,wide,node1node10,1,2607.59
C_node1node10_wide_t2,0.0,1.0,B,C,wide,node1node10,2,1848.57
C_node1node10_wide_t3,0.0,1.0,B,C,wide,node1node10,3,1310.49
C_node1node10_wide_t4,0.0,1.0,B,C,wide,node1node10,4,929.03
C_node1node10_wide_t5,0.0,1.0,B,C,wide,node1node10,5,658.61
C_node1node9_timber_t0,0.0,0.0,B,C,timber,node1node9,0,2100.0
C_node1node9_timber_t1,0.0,1.0,B,C,timber,node1node9,1,1768.14
C_node1node9_timber_t2,0.0,1.0,B,C,timber,node1node9,2,1253.47
C_node1node9_timber_t3,0.0,1.0,B,C,timber,node1node9,3,888.61
C_node1node9_timber_t4,0.0,1.0,B,C,timber,node1node9,4,629.95
C_node1node9_timber_t5,0.0,1.0,B,C,timber,node1node9,5,446.58
C_node1node9_wide_t0,0.0,0.0,B,C,wide,node1node9,0,3150.0
C_node1node9_wide_t1,0.0,1.0,B,C,wide,node1node9,1,2652.22
C_node1node9_wide_t2,0.0,1.0,B,C,wide,node1node9,2,1880.21
C_node1node9_wide_t3,0.0,1.0,B,C,wide,node1node9,3,1332.91
C_node1node9_wide_t4,0.0,1.0,B,C,wide,node1node9,4,944.93
C_node1node9_wide_t5,0.0,1.0,B,C,wide,node1node9,5,669.88
C_node1node4_timber_t0,0.0,0.0,B,C,timber,node1node4,0,1848.0
C_node1node4_timber_t1,0.0,1.0,B,C,timber,node1node4,1,1555.97
C_node1node4_timber_t2,0.0,1.0,B,C,timber,node1node4,2,1103.05
C_node1node4_timber_t3,0.0,1.0,B,C,timber,node1node4,3,781.98
C_node1node4_timber_t4,0.0,1.0,B,C,timber,node1node4,4,554.36
