"Node1(x,y)","Node2(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-16791.40498, 149933.36191)","(-16659.49288, 149900.12391)",0.18190436243696473,True,False,879,342,1319,342,659,False,"[(-16778.70888, 149874.74821)]"
"(-16791.40498, 149933.36191)","(-16718.05148, 150042.28891)",0.13146149986306438,False,False,987,353,1482,353,741,False,"[(-16751.65348, 149997.72251)]"
"(-16791.40498, 149933.36191)","(-16864.50628, 149700.05771)",0.2616468879392178,False,False,1264,492,1896,492,948,False,"[(-16844.75718, 149869.67781), (-16863.20878, 149807.34671), (-16845.25718, 149753.55711)]"
"(-16791.40498, 149933.36191)","(-16292.8521, 149684.2472)",0.0,False,True,0,0,0,0,0,False,
"(-16791.40498, 149933.36191)","(-17157.83597, 149889.99859)",0.0,False,True,0,0,0,0,0,False,
"(-16791.40498, 149933.36191)","(-16721.6544, 149755.09882)",0.0,False,True,0,0,0,0,0,False,
"(-16621.79008, 149517.97981)","(-16662.33718, 149556.03021)",0.055604858228130945,False,False,269,104,403,104,201,23.5684,
"(-16621.79008, 149517.97981)","(-16473.25068, 149342.17171)",0.2352843954565864,False,False,1136,442,1705,442,853,False,"[(-16596.34888, 149473.36491), (-16567.75798, 149455.07211)]"
"(-16621.79008, 149517.97981)","(-16449.97398, 149676.56181)",0.23650646297648925,True,False,1143,444,1713,444,857,False,"[(-16592.84928, 149531.04071), (-16541.25548, 149590.57211), (-16492.30738, 149644.81181)]"
"(-16621.79008, 149517.97981)","(-16462.34046, 149506.2213)",0.0,False,True,0,0,0,0,0,False,
"(-16621.79008, 149517.97981)","(-16559.44949, 149626.45824)",0.0,False,True,0,0,0,0,0,False,
"(-15376.47608, 148782.64951)","(-15412.13218, 148814.67231)",0.04792512062635212,True,False,360,129,540,129,270,46.1107,
"(-15376.47608, 148782.64951)","(-15011.11447, 148538.93237)",0.5812948171621617,True,False,2810,1092,4213,1092,2108,False,"[(-15347.11938, 148756.28441), (-15281.78448, 148703.17411)]"
"(-15376.47608, 148782.64951)","(-15477.80048, 149007.82631)",0.24982139844590573,False,False,1207,470,1809,470,906,False,"[(-15397.92178, 148825.33261), (-15412.20938, 148871.37021), (-15437.60938, 148911.05781), (-15472.53448, 148969.79541)]"
"(-15376.47608, 148782.64951)","(-15684.28178, 148934.79575)",0.0,False,True,0,0,0,0,0,False,
