Node,Stand
"(-15793.61828, 149365.17751)","[1009, 1339, 1341]"
"(-15771.41578, 149315.21621)","[1009, 1341]"
"(-15743.15828, 149248.49351)","[1009, 1341]"
"(-15722.90198, 149281.49771)","[1009, 1341]"
"(-15696.74278, 149245.13241)","[1009, 1341]"
"(-15662.61158, 149227.66991)","[1009, 1341]"
"(-15623.71768, 149215.76361)","[1009, 1341]"
"(-15603.08018, 149206.23851)","[1009, 1341]"
"(-15602.47048, 149206.14551)","[1009, 1341]"
"(-15602.46768, 149206.14501)","[1009, 1341]"
"(-15601.53718, 149206.00371)","[1009, 1341]"
"(-15600.30248, 149205.81571)","[1009, 1341]"
"(-15599.20308, 149205.64821)","[1009, 1341]"
"(-15598.50088, 149205.54141)","[1009, 1341]"
"(-15597.41768, 149205.37651)","[1009, 1341]"
"(-15595.23928, 149205.04481)","[1009, 1341]"
"(-15592.41768, 149204.61521)","[1009, 1341]"
"(-15589.74798, 149204.20871)","[1009, 1341]"
"(-15583.32148, 149203.23021)","[1009, 1341]"
"(-15579.62388, 149202.66721)","[1009, 1341]"
"(-15570.61278, 149201.29521)","[1009, 1341]"
"(-15560.74678, 149199.79321)","[1009, 1341]"
"(-15552.36778, 149198.51741)","[1009, 1341]"
"(-15543.06928, 149197.10171)","[1009, 1341]"
"(-15529.46438, 149195.03031)","[1009, 1341]"
"(-15514.97368, 149192.82421)","[1009, 1341]"
"(-15517.35498, 149170.59911)","[1009, 1341]"
"(-15529.26128, 149139.64281)","[1009, 1341]"
"(-15550.69258, 149094.39891)","[1009, 1341]"
"(-15560.14318, 149065.65971)","[1009, 1341]"
"(-15571.32638, 149055.52541)","[1009, 1341]"
"(-15581.61788, 149046.19921)","[1009, 1341]"
"(-15600.37048, 149023.25441)","[1009, 1341]"
"(-15619.97148, 148999.27151)","[1009, 1341]"
"(-15663.86318, 148962.19151)",[1009]
"(-15729.26088, 148976.31351)",[1009]
"(-15751.24328, 149016.49391)",[1009]
"(-15823.90448, 149033.44451)",[1009]
"(-15877.87558, 149064.23291)",[1009]
