"Source(x,y)","Target(x,y)"
"(-15619.97148, 148999.27151)","(-15500.88077, 149002.84667)"
"(-15619.97148, 148999.27151)","(-15788.7415, 149025.24159)"
"(-15619.97148, 148999.27151)","(-15793.61828, 149365.17751)"
"(-15500.88077, 149002.84667)","(-15619.97148, 148999.27151)"
"(-15500.88077, 149002.84667)","(-15610.6063, 149500.43285)"
"(-15788.7415, 149025.24159)","(-15619.97148, 148999.27151)"
"(-15788.7415, 149025.24159)","(-15942.25358, 149158.39901)"
"(-15793.61828, 149365.17751)","(-15619.97148, 148999.27151)"
"(-15793.61828, 149365.17751)","(-15811.95098, 149403.67461)"
"(-15793.61828, 149365.17751)","(-15670.99908, 149537.82541)"
"(-15793.61828, 149365.17751)","(-16032.55339, 149773.62856)"
"(-15811.95098, 149403.67461)","(-15793.61828, 149365.17751)"
"(-15811.95098, 149403.67461)","(-16017.06138, 149231.68971)"
"(-15811.95098, 149403.67461)","(-16492.11498, 150128.50021)"
"(-15811.95098, 149403.67461)","(-16032.55339, 149773.62856)"
"(-15670.99908, 149537.82541)","(-15793.61828, 149365.17751)"
"(-15670.99908, 149537.82541)","(-15634.59598, 149548.87011)"
"(-15670.99908, 149537.82541)","(-15674.55638, 149714.29631)"
"(-15670.99908, 149537.82541)","(-16032.55339, 149773.62856)"
"(-16032.55339, 149773.62856)","(-15793.61828, 149365.17751)"
"(-16032.55339, 149773.62856)","(-15811.95098, 149403.67461)"
"(-16032.55339, 149773.62856)","(-15670.99908, 149537.82541)"
"(-16032.55339, 149773.62856)","(-15674.55638, 149714.29631)"
"(-16032.55339, 149773.62856)","(-16492.11498, 150128.50021)"
"(-16017.06138, 149231.68971)","(-15811.95098, 149403.67461)"
"(-16017.06138, 149231.68971)","(-16193.90588, 149396.15961)"
"(-16017.06138, 149231.68971)","(-15942.25358, 149158.39901)"
"(-16492.11498, 150128.50021)","(-15811.95098, 149403.67461)"
"(-16492.11498, 150128.50021)","(-16193.90588, 149396.15961)"
"(-16492.11498, 150128.50021)","(-15674.55638, 149714.29631)"
"(-16492.11498, 150128.50021)","(-16032.55339, 149773.62856)"
"(-15634.59598, 149548.87011)","(-15670.99908, 149537.82541)"
"(-15634.59598, 149548.87011)","(-15594.54804, 149561.0209)"
"(-15634.59598, 149548.87011)","(-15610.6063, 149500.43285)"
"(-15674.55638, 149714.29631)","(-15670.99908, 149537.82541)"
"(-15674.55638, 149714.29631)","(-15624.13075, 149940.34083)"
"(-15674.55638, 149714.29631)","(-16492.11498, 150128.50021)"
"(-15674.55638, 149714.29631)","(-16032.55339, 149773.62856)"
"(-15624.13075, 149940.34083)","(-15674.55638, 149714.29631)"
"(-15624.13075, 149940.34083)","(-15594.54804, 149561.0209)"
"(-15594.54804, 149561.0209)","(-15624.13075, 149940.34083)"
"(-15594.54804, 149561.0209)","(-15634.59598, 149548.87011)"
"(-16193.90588, 149396.15961)","(-16017.06138, 149231.68971)"
"(-16193.90588, 149396.15961)","(-16492.11498, 150128.50021)"
"(-15610.6063, 149500.43285)","(-15634.59598, 149548.87011)"
"(-15610.6063, 149500.43285)","(-15500.88077, 149002.84667)"
"(-15942.25358, 149158.39901)","(-16017.06138, 149231.68971)"
"(-15942.25358, 149158.39901)","(-15788.7415, 149025.24159)"
