"Node1(x,y)","Node2(x,y)"
"(-16791.40498, 149933.36191)","(-16659.49288, 149900.12391)"
"(-16791.40498, 149933.36191)","(-16718.05148, 150042.28891)"
"(-16791.40498, 149933.36191)","(-16864.50628, 149700.05771)"
"(-16621.79008, 149517.97981)","(-16662.33718, 149556.03021)"
"(-16621.79008, 149517.97981)","(-16473.25068, 149342.17171)"
"(-16621.79008, 149517.97981)","(-16449.97398, 149676.56181)"
"(-15376.47608, 148782.64951)","(-15412.13218, 148814.67231)"
"(-15376.47608, 148782.64951)","(-15011.11447, 148538.93237)"
"(-15376.47608, 148782.64951)","(-15477.80048, 149007.82631)"
"(-16003.82208, 148961.44581)","(-16009.83117, 148970.18546)"
"(-16003.82208, 148961.44581)","(-15641.03461, 148879.14287)"
"(-16003.82208, 148961.44581)","(-16512.74376, 148760.74466)"
"(-16168.18698, 149085.77671)","(-16117.07368, 149032.53151)"
"(-16168.18698, 149085.77671)","(-16048.51648, 149164.73519)"
"(-16168.18698, 149085.77671)","(-16245.86728, 149152.28741)"
"(-15771.70978, 150101.53671)","(-15759.21287, 150095.10028)"
"(-15771.70978, 150101.53671)","(-15624.13075, 149940.34083)"
"(-15771.70978, 150101.53671)","(-15082.78238, 150019.21581)"
"(-16564.69858, 150145.65881)","(-16492.11498, 150128.50021)"
"(-16564.69858, 150145.65881)","(-16574.49956, 150174.84172)"
"(-16564.69858, 150145.65881)","(-16681.90172, 150043.98027)"
"(-16659.49288, 149900.12391)","(-16601.72959, 149811.74573)"
"(-16776.74348, 149006.34991)","(-16776.26926, 149021.65721)"
"(-16776.74348, 149006.34991)","(-16683.429, 148898.24976)"
"(-15279.23408, 149386.44861)","(-15239.2155, 149383.64563)"
"(-15279.23408, 149386.44861)","(-15383.42364, 149405.95416)"
"(-15877.87558, 149064.23291)","(-15849.01234, 149047.76756)"
"(-15877.87558, 149064.23291)","(-16022.10956, 149015.14463)"
"(-15877.87558, 149064.23291)","(-15918.87544, 149122.0505)"
"(-15619.97148, 148999.27151)","(-15793.61828, 149365.17751)"
"(-15619.97148, 148999.27151)","(-15500.88077, 149002.84667)"
"(-15619.97148, 148999.27151)","(-15788.74149, 149025.24159)"
"(-16356.06658, 149547.23811)","(-16331.59883, 149514.2108)"
"(-16356.06658, 149547.23811)","(-16433.69168, 149651.7506)"
"(-15624.13075, 149940.34083)","(-15674.55638, 149714.29631)"
"(-16499.45678, 149737.91531)","(-16449.97398, 149676.56181)"
"(-16499.45678, 149737.91531)","(-16553.56148, 149769.65901)"
"(-16499.45678, 149737.91531)","(-16628.56808, 149630.25971)"
"(-15050.65908, 149725.68891)","(-15078.50408, 149746.25911)"
"(-15050.65908, 149725.68891)","(-15025.81858, 149541.44301)"
"(-16473.25068, 149342.17171)","(-16316.34628, 149259.96351)"
"(-16473.25068, 149342.17171)","(-16315.87153, 149475.02299)"
"(-15674.55638, 149714.29631)","(-15670.99908, 149537.82541)"
"(-15674.55638, 149714.29631)","(-16492.11498, 150128.50021)"
"(-16316.34628, 149259.96351)","(-16303.38155, 149197.15631)"
"(-16316.34628, 149259.96351)","(-16209.73468, 149375.92036)"
"(-15593.82428, 149372.17921)","(-15610.6063, 149500.43285)"
"(-15593.82428, 149372.17921)","(-15572.53398, 149327.77301)"
"(-16245.86728, 149152.28741)","(-16285.35536, 149161.40208)"
"(-16245.86728, 149152.28741)","(-16121.89008, 149268.83801)"
"(-16121.89008, 149268.83801)","(-16097.64202, 149294.01046)"
"(-15572.53398, 149327.77301)","(-15501.71524, 149289.82714)"
"(-16864.50628, 149700.05771)","(-16662.33718, 149556.03021)"
"(-16864.50628, 149700.05771)","(-17289.9082, 149690.33503)"
"(-15025.81858, 149541.44301)","(-15239.2155, 149383.64563)"
"(-15432.42958, 149560.20351)","(-15383.42364, 149405.95416)"
"(-15432.42958, 149560.20351)","(-15594.54804, 149561.0209)"
"(-15432.42958, 149560.20351)","(-15633.27607, 149960.79597)"
"(-15443.63188, 149202.19701)","(-15417.75238, 149244.42911)"
"(-15443.63188, 149202.19701)","(-15471.91978, 149052.76171)"
"(-16492.11498, 150128.50021)","(-15811.95098, 149403.67461)"
"(-16718.05148, 150042.28891)","(-16758.59888, 150041.86021)"
"(-16718.05148, 150042.28891)","(-16681.90172, 150043.98027)"
"(-16017.06138, 149231.68971)","(-15995.85048, 149206.55341)"
"(-16017.06138, 149231.68971)","(-16086.40418, 149305.67671)"
"(-16017.06138, 149231.68971)","(-15811.95098, 149403.67461)"
"(-15811.95098, 149403.67461)","(-15793.61828, 149365.17751)"
"(-15670.99908, 149537.82541)","(-15634.59598, 149548.87011)"
"(-15670.99908, 149537.82541)","(-15793.61828, 149365.17751)"
"(-16086.40418, 149305.67671)","(-16097.64202, 149294.01046)"
"(-16086.40418, 149305.67671)","(-16193.90588, 149396.15961)"
"(-15412.13218, 148814.67231)","(-15450.38611, 148808.33277)"
"(-15068.22688, 149890.74231)","(-15082.78238, 150019.21581)"
"(-15068.22688, 149890.74231)","(-15078.50408, 149746.25911)"
"(-16193.90588, 149396.15961)","(-16209.73468, 149375.92036)"
"(-16193.90588, 149396.15961)","(-16268.40903, 149459.63785)"
"(-16662.33718, 149556.03021)","(-16628.56808, 149630.25971)"
"(-16758.59888, 150041.86021)","(-16758.81272, 150053.87764)"
"(-16758.59888, 150041.86021)","(-16905.11617, 149968.61218)"
"(-16308.30998, 149482.77481)","(-16268.40903, 149459.63785)"
"(-16308.30998, 149482.77481)","(-16315.87153, 149475.02299)"
"(-16308.30998, 149482.77481)","(-16331.59883, 149514.2108)"
"(-15471.91978, 149052.76171)","(-15477.80048, 149007.82631)"
"(-15471.91978, 149052.76171)","(-15419.87893, 149065.40362)"
"(-17064.65368, 149924.49661)","(-17338.35242, 150043.75704)"
"(-17064.65368, 149924.49661)","(-16965.48659, 149930.30321)"
"(-15477.80048, 149007.82631)","(-15500.88077, 149002.84667)"
"(-16636.54468, 148817.15481)","(-16641.31994, 148826.02313)"
"(-16636.54468, 148817.15481)","(-16512.74376, 148760.74466)"
"(-15942.25358, 149158.39901)","(-15918.87544, 149122.0505)"
"(-15942.25358, 149158.39901)","(-15995.85048, 149206.55341)"
"(-15942.25358, 149158.39901)","(-16007.6823, 149102.63771)"
"(-15417.75238, 149244.42911)","(-15446.14765, 149278.21116)"
