"Source(x,y)","Target(x,y)"
"(-16659.49288, 149900.12391)","(-16791.40498, 149933.36191)"
"(-16718.05148, 150042.28891)","(-16791.40498, 149933.36191)"
"(-16864.50628, 149700.05771)","(-16791.40498, 149933.36191)"
"(-16292.8521, 149684.2472)","(-16791.40498, 149933.36191)"
"(-17157.83597, 149889.99859)","(-16791.40498, 149933.36191)"
"(-16721.6544, 149755.09882)","(-16791.40498, 149933.36191)"
"(-16662.33718, 149556.03021)","(-16621.79008, 149517.97981)"
"(-16473.25068, 149342.17171)","(-16621.79008, 149517.97981)"
"(-16449.97398, 149676.56181)","(-16621.79008, 149517.97981)"
"(-16462.34046, 149506.2213)","(-16621.79008, 149517.97981)"
"(-16559.44949, 149626.45824)","(-16621.79008, 149517.97981)"
"(-15412.13218, 148814.67231)","(-15376.47608, 148782.64951)"
"(-15011.11447, 148538.93237)","(-15376.47608, 148782.64951)"
"(-15477.80048, 149007.82631)","(-15376.47608, 148782.64951)"
"(-15684.28178, 148934.79575)","(-15376.47608, 148782.64951)"
"(-15219.81608, 148776.07505)","(-15376.47608, 148782.64951)"
"(-16009.83117, 148970.18546)","(-16003.82208, 148961.44581)"
"(-15641.03461, 148879.14287)","(-16003.82208, 148961.44581)"
"(-16512.74376, 148760.74466)","(-16003.82208, 148961.44581)"
"(-15684.28178, 148934.79575)","(-16003.82208, 148961.44581)"
"(-16366.64318, 148905.93287)","(-16003.82208, 148961.44581)"
"(-16117.07368, 149032.53151)","(-16168.18698, 149085.77671)"
"(-16048.51648, 149164.73519)","(-16168.18698, 149085.77671)"
"(-16245.86728, 149152.28741)","(-16168.18698, 149085.77671)"
"(-16053.31948, 149116.13761)","(-16168.18698, 149085.77671)"
"(-16116.91647, 149190.97586)","(-16168.18698, 149085.77671)"
"(-15759.21287, 150095.10028)","(-15771.70978, 150101.53671)"
"(-15624.13075, 149940.34083)","(-15771.70978, 150101.53671)"
"(-15082.78238, 150019.21581)","(-15771.70978, 150101.53671)"
"(-15337.33357, 149837.40556)","(-15771.70978, 150101.53671)"
