x,y
-15771.70978,150101.53671
-16659.49288,149900.12391
-16776.74348,149006.34991
-15279.23408,149386.44861
-15877.87558,149064.23291
-16356.06658,149547.23811
-15624.13075,149940.34083
-15050.65908,149725.68891
-15593.82428,149372.17921
-16121.89008,149268.83801
-15572.53398,149327.77301
-15025.81858,149541.44301
-15443.63188,149202.19701
-15412.13218,148814.67231
-15068.22688,149890.74231
-15078.50408,149746.25911
-16193.90588,149396.15961
-16308.30998,149482.77481
-17064.65368,149924.49661
-16636.54468,148817.15481
-15942.25358,149158.39901
-15417.75238,149244.42911
-15082.78238,150019.21581
-16759.96308,150118.52581
-16449.97398,149676.56181
-15995.85048,149206.55341
-15849.01234,149047.76756
-15788.74149,149025.24159
-15641.03461,148879.14287
-15500.88077,149002.84667
-15450.38611,148808.33277
-16022.10956,149015.14463
-16009.83117,148970.18546
-15011.11447,148538.93237
-15419.87893,149065.40362
-15501.71524,149289.82714
-15610.6063,149500.43285
-15446.14765,149278.21116
-15239.2155,149383.64563
-15383.42364,149405.95416
-15633.27607,149960.79597
-15759.21287,150095.10028
-15594.54804,149561.0209
-15918.87544,149122.0505
-16641.31994,148826.02313
-16683.429,148898.24976
-16776.26926,149021.65721
-16608.30785,148998.07357
-16512.74376,148760.74466
-16273.14073,148945.09264
-16508.08165,148975.35509
-16007.6823,149102.63771
-16139.07027,149017.76038
-16048.51648,149164.73519
-16097.64202,149294.01046
-16209.73468,149375.92036
-16285.35536,149161.40208
-16303.38155,149197.15631
-16268.40903,149459.63785
-16315.87153,149475.02299
-16331.59883,149514.2108
-16433.69168,149651.7506
-16601.72959,149811.74573
-16681.90172,150043.98027
-17338.35242,150043.75704
-16965.48659,149930.30321
-16905.11617,149968.61218
-17289.9082,149690.33503
-16758.81272,150053.87764
-16574.49956,150174.84172
