"Source(x,y)","Target(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-15793.61828, 149365.17751)","(-16032.55339, 149773.62856)",0.0,False,True,0,0,0,0,0,False,
"(-15811.95098, 149403.67461)","(-15793.61828, 149365.17751)",0.042763239294288824,False,False,207,81,310,81,155,False,"[(-15806.01598, 149394.50761)]"
"(-15811.95098, 149403.67461)","(-16017.06138, 149231.68971)",0.26806993867243933,False,False,1295,503,1944,503,971,False,"[(-15840.75558, 149381.68081), (-15875.14928, 149355.41971), (-15903.68308, 149332.64751), (-15935.27968, 149307.20231), (-15969.78678, 149279.41361)]"
"(-15811.95098, 149403.67461)","(-16492.11498, 150128.50021)",1.02259362533211,False,False,4939,1921,7410,1921,3704,False,"[(-15833.77018, 149437.37581), (-15874.80778, 149476.18471), (-15915.81828, 149497.35141), (-15952.85998, 149538.36191), (-15971.38088, 149574.08071), (-16011.06848, 149616.41411), (-16057.37058, 149648.16421), (-16073.24568, 149650.81001), (-16101.02698, 149674.62261), (-16146.00628, 149723.57051), (-16221.74348, 149794.79101), (-16284.68278, 149852.48811), (-16356.34938, 149915.21171), (-16451.92068, 149992.16531), (-16485.25828, 150068.36541)]"
"(-15811.95098, 149403.67461)","(-16032.55339, 149773.62856)",0.0,False,True,0,0,0,0,0,False,
"(-15670.99908, 149537.82541)","(-15793.61828, 149365.17751)",0.21707722908425547,False,False,1632,583,2446,583,1224,False,"[(-15746.77528, 149398.86511), (-15717.81378, 149471.49851)]"
"(-15670.99908, 149537.82541)","(-15634.59598, 149548.87011)",0.03804170195587908,False,False,286,102,429,102,214,46.1107,
"(-15670.99908, 149537.82541)","(-15674.55638, 149714.29631)",0.2315477949027352,False,False,1119,435,1678,435,838,False,"[(-15731.65198, 149556.07351)]"
"(-15670.99908, 149537.82541)","(-16032.55339, 149773.62856)",0.0,False,True,0,0,0,0,0,False,
"(-16032.55339, 149773.62856)","(-15793.61828, 149365.17751)",0.0,False,True,0,0,0,0,0,False,
"(-16032.55339, 149773.62856)","(-15811.95098, 149403.67461)",0.0,False,True,0,0,0,0,0,False,
"(-16032.55339, 149773.62856)","(-15670.99908, 149537.82541)",0.0,False,True,0,0,0,0,0,False,
"(-16032.55339, 149773.62856)","(-15674.55638, 149714.29631)",0.0,False,True,0,0,0,0,0,False,
"(-16032.55339, 149773.62856)","(-16492.11498, 150128.50021)",0.0,False,True,0,0,0,0,0,False,
"(-16017.06138, 149231.68971)","(-15811.95098, 149403.67461)",0.26806993867243933,False,False,1295,503,1944,503,971,False,"[(-15840.75558, 149381.68081), (-15875.14928, 149355.41971), (-15903.68308, 149332.64751), (-15935.27968, 149307.20231), (-15969.78678, 149279.41361)]"
"(-16017.06138, 149231.68971)","(-16193.90588, 149396.15961)",0.24332958526623563,True,False,1175,457,1765,457,881,False,"[(-16140.55138, 149363.93091), (-16102.60028, 149324.25061)]"
"(-16017.06138, 149231.68971)","(-15942.25358, 149158.39901)",0.12545768458805964,True,False,942,336,1414,336,706,False,"[(-15930.49768, 149170.60251), (-15987.49978, 149196.65731)]"
"(-16492.11498, 150128.50021)","(-15811.95098, 149403.67461)",1.02259362533211,False,False,4939,1921,7410,1921,3704,False,"[(-15833.77018, 149437.37581), (-15874.80778, 149476.18471), (-15915.81828, 149497.35141), (-15952.85998, 149538.36191), (-15971.38088, 149574.08071), (-16011.06848, 149616.41411), (-16057.37058, 149648.16421), (-16073.24568, 149650.81001), (-16101.02698, 149674.62261), (-16146.00628, 149723.57051), (-16221.74348, 149794.79101), (-16284.68278, 149852.48811), (-16356.34938, 149915.21171), (-16451.92068, 149992.16531), (-16485.25828, 150068.36541)]"
"(-16492.11498, 150128.50021)","(-16193.90588, 149396.15961)",1.3158391691283498,True,False,6357,2472,9534,2472,4768,False,"[(-16206.37378, 149403.69101), (-16237.83588, 149441.90971), (-16268.40902, 149459.63785), (-16308.30998, 149482.77481), (-16331.59884, 149514.21081), (-16433.69169, 149651.75062), (-16449.97398, 149676.56181), (-16537.25788, 149757.64001), (-16553.56148, 149769.65901), (-16601.72954, 149811.74568), (-16659.49288, 149900.12391), (-16751.65348, 149997.72251), (-16718.05148, 150042.28891), (-16681.90173, 150043.98027), (-16564.69858, 150145.65881)]"
"(-16492.11498, 150128.50021)","(-15674.55638, 149714.29631)",0.9395194516505594,False,False,4537,1763,6807,1763,3405,False,"[(-15873.75828, 149817.05011), (-15843.26998, 149786.28151), (-15796.81658, 149761.69821), (-15717.72428, 149733.91301), (-15924.27318, 149875.35241), (-16379.09948, 150091.50601), (-16438.51298, 150115.82881)]"
"(-16492.11498, 150128.50021)","(-16032.55339, 149773.62856)",0.0,False,True,0,0,0,0,0,False,
"(-15634.59598, 149548.87011)","(-15670.99908, 149537.82541)",0.03804170195587908,False,False,286,102,429,102,214,46.1107,
"(-15634.59598, 149548.87011)","(-15594.54804, 149561.0209)",0.04185067736450721,True,False,202,79,303,79,152,23.5684,
"(-15634.59598, 149548.87011)","(-15610.6063, 149500.43285)",0.055517846278660424,True,False,417,149,626,149,313,False,"[(-15618.78318, 149517.63841)]"
"(-15674.55638, 149714.29631)","(-15670.99908, 149537.82541)",0.2315477949027352,False,False,1119,435,1678,435,838,False,"[(-15731.65198, 149556.07351)]"
"(-15674.55638, 149714.29631)","(-15624.13075, 149940.34083)",0.24486986753068948,True,False,1182,460,1775,460,887,False,"[(-15661.15608, 149876.04051), (-15666.31808, 149831.85561), (-15648.58548, 149764.35001)]"
"(-15674.55638, 149714.29631)","(-16492.11498, 150128.50021)",0.9395194516505594,False,False,4537,1763,6807,1763,3405,False,"[(-15873.75828, 149817.05011), (-15843.26998, 149786.28151), (-15796.81658, 149761.69821), (-15717.72428, 149733.91301), (-15924.27318, 149875.35241), (-16379.09948, 150091.50601), (-16438.51298, 150115.82881)]"
"(-15674.55638, 149714.29631)","(-16032.55339, 149773.62856)",0.0,False,True,0,0,0,0,0,False,
"(-15624.13075, 149940.34083)","(-15674.55638, 149714.29631)",0.24486986753068948,True,False,1182,460,1775,460,887,False,"[(-15661.15608, 149876.04051), (-15666.31808, 149831.85561), (-15648.58548, 149764.35001)]"
"(-15624.13075, 149940.34083)","(-15594.54804, 149561.0209)",1.1978239881084332,True,False,5788,2248,8679,2248,4342,False,"[(-15624.21298, 149940.51621), (-15625.29379, 149940.73314), (-15721.09518, 149994.84921), (-15763.02918, 150031.52371), (-15771.70978, 150101.53671), (-15759.21288, 150095.10029), (-15633.27606, 149960.79595), (-15396.14008, 149566.81251), (-15407.94948, 149564.68111), (-15420.33398, 149562.44591), (-15429.10278, 149560.86331), (-15431.16208, 149560.49161), (-15432.42838, 149560.26301)]"
"(-15594.54804, 149561.0209)","(-15624.13075, 149940.34083)",1.1978239881084332,True,False,5788,2248,8679,2248,4342,False,"[(-15624.21298, 149940.51621), (-15625.29379, 149940.73314), (-15721.09518, 149994.84921), (-15763.02918, 150031.52371), (-15771.70978, 150101.53671), (-15759.21288, 150095.10029), (-15633.27606, 149960.79595), (-15396.14008, 149566.81251), (-15407.94948, 149564.68111), (-15420.33398, 149562.44591), (-15429.10278, 149560.86331), (-15431.16208, 149560.49161), (-15432.42838, 149560.26301)]"
"(-15594.54804, 149561.0209)","(-15634.59598, 149548.87011)",0.04185067736450721,True,False,202,79,303,79,152,23.5684,
"(-16193.90588, 149396.15961)","(-16017.06138, 149231.68971)",0.24332958526623563,True,False,1175,457,1765,457,881,False,"[(-16140.55138, 149363.93091), (-16102.60028, 149324.25061)]"
"(-16193.90588, 149396.15961)","(-16492.11498, 150128.50021)",1.3158391691283498,True,False,6357,2472,9534,2472,4768,False,"[(-16206.37378, 149403.69101), (-16237.83588, 149441.90971), (-16268.40902, 149459.63785), (-16308.30998, 149482.77481), (-16331.59884, 149514.21081), (-16433.69169, 149651.75062), (-16449.97398, 149676.56181), (-16537.25788, 149757.64001), (-16553.56148, 149769.65901), (-16601.72954, 149811.74568), (-16659.49288, 149900.12391), (-16751.65348, 149997.72251), (-16718.05148, 150042.28891), (-16681.90173, 150043.98027), (-16564.69858, 150145.65881)]"
"(-15610.6063, 149500.43285)","(-15634.59598, 149548.87011)",0.055517846278660424,True,False,417,149,626,149,313,False,"[(-15618.78318, 149517.63841)]"
"(-15610.6063, 149500.43285)","(-15500.88077, 149002.84667)",0.6712971254664588,True,False,5046,1797,7564,1797,3789,False,"[(-15476.93978, 149063.66541), (-15471.91978, 149052.76171), (-15417.75238, 149244.42911), (-15446.14765, 149278.21116), (-15501.71524, 149289.82714)]"
"(-15942.25358, 149158.39901)","(-16017.06138, 149231.68971)",0.12545768458805964,True,False,942,336,1414,336,706,False,"[(-15930.49768, 149170.60251), (-15987.49978, 149196.65731)]"
"(-15942.25358, 149158.39901)","(-15788.7415, 149025.24159)",0.2123683675486518,True,False,1596,571,2394,571,1197,False,"[(-15918.87544, 149122.0505), (-15877.87558, 149064.23291), (-15849.01232, 149047.76755)]"
