"Node1(x,y)","Node2(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-12090.70898, 153395.19681)","(-12074.45001, 153379.5218)",0.02258451838990328,True,False,109,42,164,42,82,False,"[(-12088.37368, 153392.93531)]"
"(-12090.70898, 153395.19681)","(-12161.29224, 153560.96726)",0.7356929323360348,True,False,3553,1384,5332,1384,2664,False,"[(-12304.48148, 153389.81791), (-12254.87718, 153369.40631), (-12234.91288, 153361.19131), (-12182.61278, 153333.52971), (-12360.51118, 153407.09491), (-12127.38668, 153510.03271)]"
"(-12090.70898, 153395.19681)","(-11982.65825, 153501.88596)",0.17512337549372875,True,False,845,329,1269,329,634,False,"[(-12061.64648, 153427.00161), (-12017.78008, 153461.05301), (-12001.85678, 153512.99471)]"
"(-11668.61128, 154227.32701)","(-11668.03908, 154075.18431)",0.1523878588454749,False,False,737,286,1104,286,552,False,"[(-11672.63108, 154150.08441)]"
"(-11668.61128, 154227.32701)","(-11852.96108, 154212.13741)",0.19442056952328413,False,False,939,365,1408,365,705,False,"[(-11729.64488, 154233.45721), (-11787.58418, 154200.47251)]"
"(-11668.61128, 154227.32701)","(-11947.22238, 154164.30621)",0.8272464135342517,False,False,3996,1555,5993,1555,2996,False,"[(-11707.40868, 154486.71001), (-11690.19268, 154479.50021), (-11712.13718, 154488.69021), (-11884.89948, 154416.19321), (-11947.82978, 154423.15281)]"
"(-11668.61128, 154227.32701)","(-11806.91572, 154325.00831)",0.0,False,True,0,0,0,0,0,False,
"(-12041.87038, 153837.88171)","(-12279.51718, 153901.73191)",0.2578707594510438,False,False,1247,484,1869,484,935,False,"[(-12122.34948, 153847.47381), (-12179.26288, 153897.39511)]"
"(-12041.87038, 153837.88171)","(-11668.03908, 154075.18431)",0.54036877986123,False,False,2610,1015,3916,1015,1958,False,"[(-11989.22288, 153985.83031), (-12023.86208, 153942.57401), (-12052.26258, 153881.66351), (-11920.32698, 154029.64551)]"
"(-12041.87038, 153837.88171)","(-11706.40128, 154010.89941)",0.3954487855234505,False,False,1910,742,2866,742,1433,False,"[(-11929.94078, 153941.92781), (-11877.97948, 153938.07801), (-11743.40298, 153985.50331)]"
"(-12041.87038, 153837.88171)","(-11835.45238, 153587.40911)",0.6899797899378486,False,False,3334,1296,4999,1296,2500,False,"[(-11980.64918, 153818.03031), (-11859.55838, 153834.72071)]"
"(-12041.87038, 153837.88171)","(-11798.12711, 153812.06549)",0.0,False,True,0,0,0,0,0,False,
"(-12041.87038, 153837.88171)","(-11860.29828, 153991.51239)",0.0,False,True,0,0,0,0,0,False,
"(-11852.96108, 154212.13741)","(-11947.22238, 154164.30621)",0.12128234157490847,False,False,586,228,880,228,440,False,"[(-11943.19228, 154163.71601)]"
"(-11852.96108, 154212.13741)","(-11806.91572, 154325.00831)",0.0,False,True,0,0,0,0,0,False,
"(-11668.03908, 154075.18431)","(-11706.40128, 154010.89941)",0.07486125003531405,False,False,362,141,542,141,271,24.7615,
"(-11668.03908, 154075.18431)","(-11835.45238, 153587.40911)",0.5843937215019305,False,False,2823,1099,4235,1099,2117,False,"[(-11790.64558, 153640.67501)]"
"(-11668.03908, 154075.18431)","(-11798.12711, 153812.06549)",0.0,False,True,0,0,0,0,0,False,
"(-11668.03908, 154075.18431)","(-11860.29828, 153991.51239)",0.0,False,True,0,0,0,0,0,False,
"(-11706.40128, 154010.89941)","(-11798.12711, 153812.06549)",0.0,False,True,0,0,0,0,0,False,
"(-11706.40128, 154010.89941)","(-11860.29828, 153991.51239)",0.0,False,True,0,0,0,0,0,False,
"(-12279.51718, 153901.73191)","(-12161.29224, 153560.96726)",0.5084873170084185,True,False,2457,955,3686,955,1841,False,"[(-12176.14828, 153583.28471), (-12196.44028, 153641.75931), (-12129.64688, 153701.96451)]"
"(-12279.51718, 153901.73191)","(-12358.1467, 153931.6372)",0.0847245311747175,True,False,409,159,614,159,307,False,"[(-12341.16828, 153920.59921)]"
"(-11947.22238, 154164.30621)","(-12367.91359, 153937.98684)",0.5928826908795772,True,False,2863,1113,4296,1113,2148,False,"[(-12386.52538, 153950.08671)]"
"(-11947.22238, 154164.30621)","(-11806.91572, 154325.00831)",0.0,False,True,0,0,0,0,0,False,
"(-11835.45238, 153587.40911)","(-11857.11854, 153308.47251)",0.3594734119385586,True,False,1736,676,2606,676,1302,False,"[(-11845.94078, 153350.30881), (-11828.19438, 153395.80601), (-11751.65958, 153553.05381)]"
"(-11835.45238, 153587.40911)","(-11982.65825, 153501.88596)",0.3406187909686702,True,False,1644,641,2467,641,1235,False,"[(-11897.31148, 153536.75521), (-11839.27398, 153467.23741)]"
"(-11835.45238, 153587.40911)","(-11798.12711, 153812.06549)",0.0,False,True,0,0,0,0,0,False,
"(-12358.1467, 153931.6372)","(-12367.91359, 153937.98684)",0.011649466442791273,True,False,56,22,84,22,42,24.7615,
"(-11857.11854, 153308.47251)","(-12074.45001, 153379.5218)",0.3282828376399331,True,False,1587,617,2380,617,1191,False,"[(-12018.75658, 153327.06481), (-12019.11398, 153327.41091), (-12021.36728, 153328.25851), (-12046.31288, 153352.41561), (-11952.53098, 153302.15281)]"
