"Node1(x,y)","Node2(x,y)"
"(-12117.43878, 154079.65491)","(-12184.63758, 154082.42321)"
"(-12117.43878, 154079.65491)","(-12050.77098, 154087.81231)"
"(-12166.06988, 153407.69891)","(-12090.70898, 153395.19681)"
"(-12166.06988, 153407.69891)","(-12182.61278, 153333.52971)"
"(-11951.15958, 153651.61201)","(-11923.59838, 153617.74741)"
"(-11951.15958, 153651.61201)","(-12009.69978, 153680.13371)"
"(-12179.26288, 153897.39511)","(-12122.34948, 153847.47381)"
"(-12179.26288, 153897.39511)","(-12232.26378, 153893.46751)"
"(-11656.51598, 154016.67151)","(-11668.03908, 154075.18431)"
"(-11656.51598, 154016.67151)","(-11636.41688, 153780.76101)"
"(-11950.77618, 154164.82671)","(-11947.22238, 154164.30621)"
"(-11950.77618, 154164.82671)","(-11964.41288, 154208.55791)"
"(-11828.19438, 153395.80601)","(-11793.86928, 153453.69651)"
"(-11828.19438, 153395.80601)","(-11845.94078, 153350.30881)"
"(-12278.18358, 153900.04741)","(-12275.25398, 153899.15081)"
"(-12278.18358, 153900.04741)","(-12279.51718, 153901.73191)"
"(-12184.63758, 154082.42321)","(-12303.31908, 154097.02801)"
"(-11978.30988, 153881.09061)","(-12041.87038, 153837.88171)"
"(-11978.30988, 153881.09061)","(-11929.94078, 153941.92781)"
"(-11953.60528, 154386.13751)","(-11961.23088, 154334.23471)"
"(-11953.60528, 154386.13751)","(-11950.42538, 154407.56901)"
"(-11952.53098, 153302.15281)","(-11950.54588, 153300.42801)"
"(-11952.53098, 153302.15281)","(-12018.75658, 153327.06481)"
"(-12018.75658, 153327.06481)","(-12019.11398, 153327.41091)"
"(-11636.78588, 154405.31201)","(-11650.97828, 154448.08451)"
"(-11636.78588, 154405.31201)","(-11668.61128, 154227.32701)"
"(-12360.51118, 153407.09491)","(-12304.48148, 153389.81791)"
"(-12360.51118, 153407.09491)","(-12397.34978, 153437.14811)"
"(-12349.56388, 153462.41591)","(-12397.34978, 153437.14811)"
"(-12349.56388, 153462.41591)","(-12276.08848, 153483.50301)"
"(-11897.31148, 153536.75521)","(-11847.84468, 153524.39331)"
"(-11897.31148, 153536.75521)","(-11835.45238, 153587.40911)"
"(-12122.34948, 153847.47381)","(-12041.87038, 153837.88171)"
"(-12088.37368, 153392.93531)","(-12090.70898, 153395.19681)"
"(-12088.37368, 153392.93531)","(-12074.45001, 153379.5218)"
"(-11866.83748, 153272.09631)","(-11903.83458, 153232.79441)"
"(-11866.83748, 153272.09631)","(-11857.11854, 153308.47251)"
"(-11920.32698, 154029.64551)","(-11862.52498, 154051.08331)"
"(-11920.32698, 154029.64551)","(-11989.22288, 153985.83031)"
"(-12046.31288, 153352.41561)","(-12021.36728, 153328.25851)"
"(-12046.31288, 153352.41561)","(-12074.45001, 153379.5218)"
"(-12196.44028, 153641.75931)","(-12176.14828, 153583.28471)"
"(-12196.44028, 153641.75931)","(-12172.32248, 153687.41821)"
"(-11923.59838, 153617.74741)","(-11880.70178, 153632.27841)"
"(-12192.77158, 153799.84761)","(-12144.19158, 153749.26061)"
"(-12192.77158, 153799.84761)","(-12229.28708, 153841.08811)"
"(-11636.41688, 153780.76101)","(-11654.02718, 153726.86541)"
"(-11852.40078, 153770.86711)","(-11927.38758, 153732.53551)"
"(-11852.40078, 153770.86711)","(-11818.25948, 153813.11131)"
"(-11877.97948, 153938.07801)","(-11929.94078, 153941.92781)"
"(-11877.97948, 153938.07801)","(-11807.18148, 153953.19991)"
"(-11767.11758, 153504.90481)","(-11751.65958, 153553.05381)"
"(-11767.11758, 153504.90481)","(-11793.86928, 153453.69651)"
"(-11712.13718, 154488.69021)","(-11731.44088, 154463.81831)"
"(-11712.13718, 154488.69021)","(-11707.40868, 154486.71001)"
"(-12019.11398, 153327.41091)","(-12021.36728, 153328.25851)"
"(-11943.19228, 154163.71601)","(-11894.71658, 154157.96891)"
"(-11943.19228, 154163.71601)","(-11947.22238, 154164.30621)"
"(-11948.26908, 153299.57151)","(-11912.43348, 153268.43471)"
"(-11948.26908, 153299.57151)","(-11950.54588, 153300.42801)"
"(-12011.14038, 154110.95691)","(-12050.77098, 154087.81231)"
"(-12011.14038, 154110.95691)","(-11946.51378, 154162.03381)"
"(-12276.08848, 153483.50301)","(-12220.85248, 153492.58451)"
"(-11839.92018, 154450.58921)","(-11884.89948, 154416.19321)"
"(-11839.92018, 154450.58921)","(-11784.35758, 154447.94331)"
"(-12232.26378, 153893.46751)","(-12279.51718, 153901.73191)"
"(-12090.70898, 153395.19681)","(-12061.64648, 153427.00161)"
"(-11731.44088, 154463.81831)","(-11784.35758, 154447.94331)"
"(-11709.50388, 154112.28011)","(-11668.03908, 154075.18431)"
"(-11709.50388, 154112.28011)","(-11757.33918, 154102.37501)"
"(-12359.08248, 154069.95171)","(-12366.10568, 154002.79501)"
"(-12359.08248, 154069.95171)","(-12303.31908, 154097.02801)"
"(-11912.43348, 153268.43471)","(-11903.83458, 153232.79441)"
"(-11847.84468, 153524.39331)","(-11839.27398, 153467.23741)"
"(-12176.14828, 153583.28471)","(-12161.29224, 153560.96726)"
"(-12386.52538, 153950.08671)","(-12366.10568, 154002.79501)"
"(-12386.52538, 153950.08671)","(-12367.91359, 153937.98684)"
"(-12061.64648, 153427.00161)","(-12017.78008, 153461.05301)"
"(-12009.69978, 153680.13371)","(-11927.38758, 153732.53551)"
"(-12023.86208, 153942.57401)","(-11989.22288, 153985.83031)"
"(-12023.86208, 153942.57401)","(-12052.26258, 153881.66351)"
"(-12220.85248, 153492.58451)","(-12127.38668, 153510.03271)"
"(-11961.23088, 154334.23471)","(-11964.41288, 154208.55791)"
"(-12254.87718, 153369.40631)","(-12234.91288, 153361.19131)"
"(-12254.87718, 153369.40631)","(-12304.48148, 153389.81791)"
"(-11818.25948, 153813.11131)","(-11859.55838, 153834.72071)"
"(-11830.63738, 153585.48541)","(-11835.45238, 153587.40911)"
