"Node1(x,y)","Node2(x,y)"
"(-12543.9397, 151907.2471)","(-12549.1788, 151861.1437)"
"(-12549.1788, 151861.1437)","(-12576.6956, 151780.7102)"
"(-12576.6956, 151780.7102)","(-12602.4108, 151780.6372)"
"(-12602.4108, 151780.6372)","(-12610.0336, 151781.7666)"
"(-12610.0336, 151781.7666)","(-12621.2624, 151767.3552)"
"(-12621.2624, 151767.3552)","(-12640.3125, 151757.8302)"
"(-12640.3125, 151757.8302)","(-12660.5599, 151744.433)"
"(-12660.5599, 151744.433)","(-12664.588, 151736.9809)"
"(-12664.588, 151736.9809)","(-12670.5831, 151684.331)"
"(-12670.5831, 151684.331)","(-12684.462, 151666.0589)"
"(-12684.462, 151666.0589)","(-12686.5022, 151687.5037)"
"(-12686.5022, 151687.5037)","(-12716.1356, 151718.1955)"
"(-12716.1356, 151718.1955)","(-12730.7408, 151731.5576)"
"(-12730.7408, 151731.5576)","(-12765.8774, 151763.7038)"
"(-12765.8774, 151763.7038)","(-12772.5647, 151764.577)"
"(-12772.5647, 151764.577)","(-12779.8407, 151759.9468)"
"(-12779.8407, 151759.9468)","(-12784.1403, 151753.9936)"
"(-12784.1403, 151753.9936)","(-12784.3585, 151749.4113)"
"(-12784.3585, 151749.4113)","(-12784.4709, 151747.0484)"
"(-12784.4709, 151747.0484)","(-12783.0694, 151740.6091)"
"(-12783.0694, 151740.6091)","(-12783.6564, 151739.8396)"
"(-12783.6564, 151739.8396)","(-12786.2854, 151736.3931)"
"(-12786.2854, 151736.3931)","(-12787.3521, 151734.9948)"
"(-12787.3521, 151734.9948)","(-12788.269, 151733.7928)"
"(-12788.269, 151733.7928)","(-12790.045, 151731.4645)"
"(-12790.045, 151731.4645)","(-12792.7578, 151728.1521)"
"(-12792.7578, 151728.1521)","(-12799.1599, 151724.5363)"
"(-12799.1599, 151724.5363)","(-12804.9762, 151721.2514)"
"(-12804.9762, 151721.2514)","(-12812.2523, 151717.9441)"
"(-12812.2523, 151717.9441)","(-12820.5205, 151717.9441)"
"(-12820.5205, 151717.9441)","(-12830.4424, 151725.2202)"
"(-12830.4424, 151725.2202)","(-12841.3565, 151727.866)"
"(-12841.3565, 151727.866)","(-12841.3565, 151722.2435)"
"(-12841.3565, 151722.2435)","(-12843.6716, 151713.6446)"
"(-12843.6716, 151713.6446)","(-12836.7263, 151702.7306)"
"(-12836.7263, 151702.7306)","(-12833.7497, 151696.4467)"
"(-12833.7497, 151696.4467)","(-12831.046, 151692.3813)"
"(-12831.046, 151692.3813)","(-12827.0159, 151686.3216)"
"(-12827.0159, 151686.3216)","(-12882.2239, 151652.4013)"
"(-12882.2239, 151652.4013)","(-12904.73, 151697.2915)"
"(-12904.73, 151697.2915)","(-12887.6999, 151780.5225)"
"(-12887.6999, 151780.5225)","(-12874.9874, 151807.1951)"
"(-12874.9874, 151807.1951)","(-12860.1863, 151810.8954)"
"(-12860.1863, 151810.8954)","(-12860.0256, 151810.9355)"
"(-12860.0256, 151810.9355)","(-12851.9013, 151812.9666)"
"(-12851.9013, 151812.9666)","(-12845.2805, 151814.6218)"
"(-12845.2805, 151814.6218)","(-12833.7123, 151817.5139)"
"(-12833.7123, 151817.5139)","(-12821.8697, 151808.7142)"
"(-12821.8697, 151808.7142)","(-12808.2751, 151798.6126)"
"(-12808.2751, 151798.6126)","(-12779.5512, 151809.9515)"
"(-12779.5512, 151809.9515)","(-12757.8074, 151831.604)"
"(-12757.8074, 151831.604)","(-12734.4934, 151854.8202)"
"(-12734.4934, 151854.8202)","(-12709.8871, 151877.0452)"
"(-12709.8871, 151877.0452)","(-12670.1995, 151888.1577)"
"(-12670.1995, 151888.1577)","(-12638.2197, 151901.3478)"
"(-12638.2197, 151901.3478)","(-12596.3806, 151885.7765)"
"(-12596.3806, 151885.7765)","(-12563.8135, 151916.81)"
"(-12563.8135, 151916.81)","(-12558.5152, 151915.2154)"
"(-12558.5152, 151915.2154)","(-12543.9397, 151907.2471)"
"(-12793.61, 152138.9448)","(-12793.6544, 152069.6358)"
"(-12793.6544, 152069.6358)","(-12791.0385, 152002.9327)"
"(-12791.0385, 152002.9327)","(-12786.8635, 152002.6221)"
"(-12786.8635, 152002.6221)","(-12786.7744, 152000.3521)"
"(-12786.7744, 152000.3521)","(-12745.1294, 151997.2538)"
"(-12745.1294, 151997.2538)","(-12718.2281, 152007.8728)"
"(-12718.2281, 152007.8728)","(-12713.6747, 151990.3095)"
"(-12713.6747, 151990.3095)","(-12733.0438, 151963.7754)"
"(-12733.0438, 151963.7754)","(-12719.3583, 151950.9415)"
"(-12719.3583, 151950.9415)","(-12675.1959, 151919.6825)"
"(-12675.1959, 151919.6825)","(-12674.8127, 151919.8484)"
"(-12674.8127, 151919.8484)","(-12670.9322, 151917.1018)"
"(-12670.9322, 151917.1018)","(-12627.401, 151935.9472)"
"(-12627.401, 151935.9472)","(-12563.8135, 151916.81)"
"(-12563.8135, 151916.81)","(-12596.3806, 151885.7765)"
"(-12596.3806, 151885.7765)","(-12638.2197, 151901.3478)"
"(-12638.2197, 151901.3478)","(-12670.1995, 151888.1577)"
"(-12670.1995, 151888.1577)","(-12709.8871, 151877.0452)"
"(-12709.8871, 151877.0452)","(-12734.4934, 151854.8202)"
"(-12734.4934, 151854.8202)","(-12757.8074, 151831.604)"
"(-12757.8074, 151831.604)","(-12779.5512, 151809.9515)"
"(-12779.5512, 151809.9515)","(-12808.2751, 151798.6126)"
"(-12808.2751, 151798.6126)","(-12821.8697, 151808.7142)"
"(-12821.8697, 151808.7142)","(-12833.7123, 151817.5139)"
"(-12833.7123, 151817.5139)","(-12845.2805, 151814.6218)"
"(-12845.2805, 151814.6218)","(-12851.9013, 151812.9666)"
"(-12851.9013, 151812.9666)","(-12860.0256, 151810.9355)"
"(-12860.0256, 151810.9355)","(-12860.1863, 151810.8954)"
"(-12860.1863, 151810.8954)","(-12874.9874, 151807.1951)"
"(-12874.9874, 151807.1951)","(-12887.6999, 151780.5225)"
"(-12887.6999, 151780.5225)","(-12904.73, 151697.2915)"
"(-12904.73, 151697.2915)","(-12882.2239, 151652.4013)"
"(-12882.2239, 151652.4013)","(-12935.5333, 151645.0374)"
"(-12935.5333, 151645.0374)","(-12995.7964, 151630.4266)"
"(-12995.7964, 151630.4266)","(-13004.2631, 151662.1767)"
"(-13004.2631, 151662.1767)","(-13036.0131, 151676.9934)"
"(-13036.0131, 151676.9934)","(-13050.8299, 151680.1684)"
"(-13050.8299, 151680.1684)","(-13070.1243, 151683.9149)"
"(-13070.1243, 151683.9149)","(-13085.7549, 151678.0517)"
"(-13085.7549, 151678.0517)","(-13101.3835, 151691.7858)"
"(-13101.3835, 151691.7858)","(-13120.68, 151708.7434)"
"(-13120.68, 151708.7434)","(-13146.08, 151745.7852)"
"(-13146.08, 151745.7852)","(-13149.7782, 151768.059)"
"(-13149.7782, 151768.059)","(-13249.5599, 151730.234)"
"(-13249.5599, 151730.234)","(-13236.0993, 151778.579)"
"(-13236.0993, 151778.579)","(-13217.8047, 151841.6484)"
"(-13217.8047, 151841.6484)","(-13189.8862, 151882.845)"
"(-13189.8862, 151882.845)","(-13096.5275, 151949.0344)"
"(-13096.5275, 151949.0344)","(-13046.0673, 152007.7232)"
"(-13046.0673, 152007.7232)","(-13050.8299, 152056.9358)"
"(-13050.8299, 152056.9358)","(-13025.0056, 152149.9353)"
"(-13025.0056, 152149.9353)","(-13020.4361, 152149.2409)"
"(-13020.4361, 152149.2409)","(-13020.7407, 152147.3549)"
"(-13020.7407, 152147.3549)","(-12962.4275, 152138.4929)"
"(-12962.4275, 152138.4929)","(-12925.915, 152152.7804)"
"(-12925.915, 152152.7804)","(-12864.0025, 152173.4179)"
"(-12864.0025, 152173.4179)","(-12793.61, 152138.9448)"
"(-12576.6956, 151780.7102)","(-12561.8789, 151708.7434)"
"(-12561.8789, 151708.7434)","(-12619.9838, 151612.6755)"
"(-12619.9838, 151612.6755)","(-12629.5306, 151580.9426)"
"(-12629.5306, 151580.9426)","(-12670.5412, 151567.052)"
"(-12670.5412, 151567.052)","(-12710.2287, 151567.052)"
"(-12710.2287, 151567.052)","(-12714.859, 151592.1874)"
"(-12714.859, 151592.1874)","(-12693.0308, 151613.3541)"
"(-12693.0308, 151613.3541)","(-12692.8522, 151652.5787)"
"(-12692.8522, 151652.5787)","(-12714.9516, 151635.6321)"
"(-12714.9516, 151635.6321)","(-12737.9704, 151626.504)"
"(-12737.9704, 151626.504)","(-12737.9704, 151641.1884)"
"(-12737.9704, 151641.1884)","(-12750.6704, 151653.4915)"
