OBJECTID,TARGET_FID,LandUse_1,Ocupacao,ID_UG,NOME,YY_correct,XX_Correct,Altitude,Declive,Litologia,Relevo,Uso,Espessura,Apt_flor,Solo,Classifica,Perimetro,Area,Hectares,UsoSolo20,Shape_Leng,Shape_Area,HBC,CH,CBD,CC,geometry
335,1053,1,EcEc_2_5_1_Pv,1145,Castelo de Paiva,143887.898215,-13074.297466,429.0,32.126,x,m,i,3,Marginal,Ru1.1,Regossolos,1022.15879568,49474.9671328,4.94749671328,Clareira,1022.15872451,49474.9648344,0.0,0.0,0.0,0.0,"POLYGON ((-12764.346099999733 143685.43539999984, -12841.20129999984 143667.12380000018, -12985.099600000307 143651.78969999962, -13031.299499999732 143646.8836000003, -13008.593899999745 143804.2723999992, -12964.85840000026 143787.60280000046, -12908.401800000109 143818.32499999925, -12832.882100000046 143843.67380000092, -12771.503299999982 143834.39729999937, -12705.351400000043 143820.99019999988, -12641.256699999794 143839.2137000002, -12665.087299999781 143772.80749999918, -12741.807500000112 143723.58049999923, -12764.346099999733 143685.43539999984))"
1106,1031,1,EcEc_5_4_3_Pv,1123,Castelo de Paiva,144779.054936,-15554.9409687,195.0,18.3541,x,m,i,3,Marginal,Ru1.1,Regossolos,1635.10960641,157888.746634,15.7888746634,Eucalipto,1635.10966224,157888.764874,2.9,0.0,0.0,0.0,"POLYGON ((-15459.066300000064 144424.88309999928, -15461.808299999684 144482.40340000018, -15477.683299999684 144539.5535000004, -15512.60840000026 144560.19099999964, -15579.680599999614 144562.9693, -15561.90759999957 144595.97629999928, -15572.253999999724 144652.22809999995, -15527.908200000413 144698.95790000074, -15589.373700000346 144748.61009999923, -15575.389200000092 144788.9600000009, -15527.99199999962 144811.82650000043, -15478.042000000365 144814.3635000009, -15426.643899999559 144818.91819999926, -15396.720599999651 144817.52529999986, -15316.816300000064 144870.70659999922, -15300.941300000064 144842.92530000024, -15224.21190000046 144817.78989999928, -15152.774299999699 144779.4252000004, -15098.534599999897 144723.86260000058, -15082.660500000231 144678.2480999995, -15096.600999999791 144662.22819999978, -15109.221599999815 144596.59050000086, -15135.805200000294 144533.9656000007, -15183.482900000177 144486.04849999957, -15224.479899999686 144459.6512000002, -15307.924999999814 144427.17029999942, -15355.973500000313 144407.27190000005, -15417.575299999677 144392.80509999953, -15459.066300000064 144424.88309999928))"
1107,1032,1,EcEc_2_5_1_Pv,1124,Castelo de Paiva,144465.581862,-15462.6647142,242.0,36.5256,x,m,i,3,Marginal,Ru1.1,Regossolos,2337.8520871,179783.455606,17.9783455606,Eucalipto,2337.85196786,179783.445269,2.9,0.0,0.0,0.0,"POLYGON ((-15472.390899999999 144435.18480000086, -15417.575299999677 144392.80509999953, -15355.973500000313 144407.27190000005, -15224.479899999686 144459.6512000002, -15183.482900000177 144486.04849999957, -15135.805200000294 144533.9656000007, -15109.221599999815 144596.59050000086, -15054.648699999787 144561.22049999982, -15032.412700000219 144546.80890000053, -15008.335199999623 144526.3387000002, -14941.704800000414 144485.34610000066, -14900.975200000219 144446.39350000024, -14885.1819000002 144399.3535999991, -14873.139600000344 144342.68759999983, -14922.272800000384 144351.91779999994, -14950.370600000024 144286.37319999933, -15025.706399999559 144294.48790000007, -15059.742399999872 144356.6638999991, -15104.06510000024 144342.50510000065, -15146.528800000437 144313.55299999937, -15124.378299999982 144255.79399999976, -15092.455299999565 144196.20529999956, -15073.911700000055 144137.23630000092, -15131.313199999742 144135.50430000015, -15177.927099999972 144129.51769999973, -15227.692400000058 144129.54450000077, -15278.821499999613 144147.21869999915, -15338.495299999602 144151.3900000006, -15403.787299999967 144147.37120000087, -15453.378200000152 144149.44329999946, -15509.672500000335 144164.02999999933, -15497.710900000297 144212.23619999923, -15557.856200000271 144223.72780000046, -15612.726400000043 144218.15919999965, -15669.17090000026 144225.83000000007, -15640.442499999888 144276.96969999932, -15591.875900000334 144313.19959999993, -15542.057400000282 144348.46360000037, -15519.68200000003 144388.45160000026, -15472.390899999999 144435.18480000086))"
1108,1033,1,EcEc_2_4_1_Pv,1125,Castelo de Paiva,144175.709006,-15495.0618924,242.0,36.5256,x,m,i,3,Marginal,Ru1.1,Regossolos,1944.25005133,140151.911345,14.0151911345,Eucalipto,1944.24992297,140151.906395,2.9,0.0,0.0,0.0,"POLYGON ((-15458.417200000025 143999.7137000002, -15535.22549999971 144006.14770000055, -15569.70380000025 144033.45409999974, -15617.354199999943 144111.3378999997, -15684.223899999633 144179.54480000027, -15669.17090000026 144225.83000000007, -15612.726400000043 144218.15919999965, -15557.856200000271 144223.72780000046, -15497.710900000297 144212.23619999923, -15509.672500000335 144164.02999999933, -15453.378200000152 144149.44329999946, -15403.787299999967 144147.37120000087, -15338.495299999602 144151.3900000006, -15278.821499999613 144147.21869999915, -15227.692400000058 144129.54450000077, -15177.927099999972 144129.51769999973, -15131.313199999742 144135.50430000015, -15073.911700000055 144137.23630000092, -15048.880099999718 144097.34190000035, -15025.578300000168 144041.0605999995, -14937.859500000253 143988.00760000013, -14956.741200000048 143926.24789999984, -14962.817200000398 143888.1509000007, -14967.79079999961 143856.96660000086, -15032.18460000027 143812.27380000055, -15114.409599999897 143860.84300000034, -15190.609799999744 143922.2263999991, -15370.526800000109 143941.2764999997, -15386.338999999687 143991.80110000074, -15458.417200000025 143999.7137000002))"
1110,1035,1,EcEc_3_9_1_Pv,1127,Castelo de Paiva,145113.522961,-13881.0098993,295.0,17.4848,x,m,i,3,Marginal,Ru1.1,Regossolos,1128.23311993,57165.4473688,5.71654473688,Eucalipto,1128.23302833,57165.4449403,2.9,0.0,0.0,0.0,"POLYGON ((-13584.180300000124 145186.87409999967, -13589.05420000013 145131.4615000002, -13588.142500000075 145063.91440000013, -13609.302000000142 144957.77439999953, -13626.348699999973 144918.48069999926, -13578.199400000274 144881.20820000023, -13577.713499999605 144875.11209999956, -13577.238400000148 144869.15240000002, -13576.637600000016 144861.61510000005, -13576.437199999578 144859.1015000008, -13574.283699999563 144832.08640000038, -13572.132799999788 144805.1052000001, -13590.389200000092 144790.02380000055, -13626.362399999984 144781.32059999928, -13639.601800000295 144778.11759999953, -13656.6194000002 144771.1359000001, -13668.875900000334 144766.1076999996, -13680.630099999718 144764.10089999996, -13692.506199999712 144776.52160000056, -13720.564399999566 144794.78639999963, -13743.583200000226 144824.99300000072, -13744.31549999956 144886.36360000074, -13744.59229999967 144909.5747999996, -13747.699900000356 144937.75919999927, -13737.233199999668 145007.55590000004, -13718.183199999854 145090.10610000044, -13733.258500000462 145173.63859999925, -13685.050599999726 145178.81819999963, -13657.858000000007 145171.06870000064, -13604.87480000034 145194.9813000001, -13584.180300000124 145186.87409999967))"
1111,1036,1,EcEc_5_3_2_Pv,1128,Castelo de Paiva,144924.791793,-14145.1226581,346.0,28.8826,x,m,i,3,Marginal,Ru1.1,Regossolos,3493.70648533,247649.648374,24.7649648374,Eucalipto,3493.70633242,247649.660695,2.9,0.0,0.0,0.0,"POLYGON ((-14176.707000000402 144659.4958999995, -14163.477800000459 144663.46460000053, -14127.758999999613 144691.2458999995, -14053.675499999896 144697.86050000042, -13978.26910000015 144688.59999999963, -13935.935700000264 144670.07919999957, -13925.352300000377 144701.8292999994, -13917.414800000377 144725.6417999994, -13910.800200000405 144699.1833999995, -13904.185600000434 144658.1729000006, -13905.508500000462 144615.8395000007, -13884.341900000349 144568.21440000087, -13860.529299999587 144540.43310000002, -13843.331299999729 144553.66229999997, -13855.237599999644 144584.08940000087, -13869.789699999616 144642.2979000006, -13869.789800000377 144704.47509999946, -13864.498100000434 144766.6523000002, -13862.645999999717 144802.90029999986, -13864.23350000009 144858.4628999997, -13962.658699999563 144858.4628999997, -14029.333800000139 144860.05040000007, -14064.258899999782 144879.10050000064, -14048.383799999952 144955.30059999973, -14037.271300000139 145029.9132000003, -14043.621399999596 145063.2508000005, -14059.496299999766 145104.5259000007, -14056.45370000042 145130.4550999999, -14060.506299999543 145193.2237999998, -14001.853900000453 145176.54539999925, -13926.697200000286 145180.51219999976, -13879.292500000447 145200.55089999922, -13806.125900000334 145165.80980000086, -13733.258500000462 145173.63859999925, -13718.183199999854 145090.10610000044, -13737.233199999668 145007.55590000004, -13747.699900000356 144937.75919999927, -13744.59229999967 144909.5747999996, -13744.31549999956 144886.36360000074, -13743.583200000226 144824.99300000072, -13720.564399999566 144794.78639999963, -13692.506199999712 144776.52160000056, -13680.630099999718 144764.10089999996, -13670.558100000024 144765.41750000045, -13668.875900000334 144766.1076999996, -13656.6194000002 144771.1359000001, -13660.755900000222 144736.47089999914, -13670.810100000352 144712.6582999993, -13673.985100000165 144654.44989999942, -13645.41009999998 144604.7081000004, -13637.742200000212 144594.1660999991, -13648.067099999636 144576.72949999943, -13710.949900000356 144574.14159999974, -13774.888399999589 144551.45350000076, -13816.514100000262 144482.56269999966, -13881.456000000238 144470.72220000066, -13922.348299999721 144443.39699999988, -13990.037600000389 144443.83100000024, -14057.254099999554 144434.21409999952, -14090.941100000404 144439.97629999928, -14117.466000000015 144444.51349999942, -14170.384700000286 144447.63179999962, -14171.415400000289 144481.69549999945, -14167.446600000374 144535.93510000035, -14181.998700000346 144538.58100000024, -14200.694799999706 144546.96199999936, -14216.3208999997 144547.29690000042, -14268.57620000001 144614.76579999924, -14293.711699999869 144641.88560000062, -14295.034599999897 144660.4065000005, -14300.17920000013 144684.7357999999, -14291.27180000022 144703.01989999972, -14279.792399999686 144739.50799999945, -14272.751000000164 144761.88979999907, -14258.72800000012 144745.48560000025, -14234.95370000042 144726.91190000065, -14216.394600000232 144712.41259999946, -14176.707000000402 144659.4958999995))"
1112,1037,1,EcEc_3_14_2_Pv,1129,Castelo de Paiva,144388.782637,-14552.0151046,312.0,26.6256,x,m,i,3,Marginal,Ru1.1,Regossolos,1404.50256975,72371.7181037,7.23717181037,Eucalipto,1404.50262789,72371.7063327,2.9,0.0,0.0,0.0,"POLYGON ((-14396.889000000432 144395.02710000053, -14319.550200000405 144392.24939999916, -14282.127399999648 144346.61950000003, -14280.223600000143 144271.35529999994, -14228.086699999869 144230.76469999924, -14201.298000000417 144186.98220000044, -14131.591599999927 144191.66300000064, -14082.179999999702 144140.75569999963, -14101.913200000301 144100.74090000056, -14138.648000000045 144072.28339999914, -14189.999300000258 144077.3962999992, -14234.18460000027 144052.41139999963, -14250.589399999939 144097.18260000087, -14276.695199999958 144134.15740000084, -14357.099299999885 144131.06680000015, -14373.78249999974 144177.27820000052, -14398.756000000052 144223.42569999956, -14453.705199999735 144261.54309999943, -14519.271200000308 144315.1958000008, -14578.566399999894 144321.29549999908, -14579.695100000128 144374.49770000018, -14545.75540000014 144413.47800000012, -14459.835099999793 144404.43810000084, -14396.889000000432 144395.02710000053))"
1113,1038,1,EcEc_3_10_2_Pv,1130,Castelo de Paiva,144681.166321,-13839.3186339,309.0,22.5739,x,m,i,3,Marginal,Ru1.1,Regossolos,1262.35613901,41888.6494922,4.18886494922,Eucalipto,1262.35596276,41888.6344989,2.9,0.0,0.0,0.0,"POLYGON ((-13436.530899999663 144682.53559999913, -13501.107400000095 144675.8990000002, -13546.817300000228 144649.34149999917, -13540.951500000432 144598.91479999945, -13547.32629999984 144552.06650000066, -13580.968700000085 144516.36400000006, -13547.362300000153 144478.06340000033, -13507.841199999675 144442.59779999964, -13517.194799999706 144378.94079999998, -13582.413200000301 144422.3189000003, -13633.044400000013 144442.1228, -13686.893000000156 144471.29580000043, -13744.870299999602 144480.6743999999, -13816.514100000262 144482.56269999966, -13774.888399999589 144551.45350000076, -13710.949900000356 144574.14159999974, -13648.067099999636 144576.72949999943, -13637.742200000212 144594.1660999991, -13622.226700000465 144620.36900000088, -13590.6361999996 144664.8345999997, -13567.96200000029 144701.81049999967, -13528.414900000207 144722.50310000032, -13436.530899999663 144682.53559999913))"
1114,1039,1,EcEc_2_4_1_Pv,1131,Castelo de Paiva,144396.871497,-14256.6824497,312.0,26.6256,x,m,i,3,Marginal,Ru1.1,Regossolos,2417.75999642,146913.3608,14.69133608,Eucalipto,2417.759814,146913.352785,2.9,0.0,0.0,0.0,"POLYGON ((-13760.73929999955 144376.50359999947, -13799.689799999818 144303.55289999954, -13827.337700000033 144251.28050000034, -13831.179800000042 144202.59919999912, -13902.1763000004 144214.2764999997, -13968.730200000107 144263.44189999998, -14042.079800000414 144229.2324000001, -13995.969499999657 144178.08440000005, -14005.840800000355 144097.48870000057, -13965.373100000434 144046.04959999956, -13922.78270000033 144017.42339999974, -13971.815999999642 143980.19170000032, -14042.365199999884 143958.81120000035, -14106.522099999711 143969.72250000015, -14149.346800000407 143979.20329999924, -14225.050499999896 143989.92109999992, -14234.18460000027 144052.41139999963, -14189.999300000258 144077.3962999992, -14138.648000000045 144072.28339999914, -14101.913200000301 144100.74090000056, -14082.179999999702 144140.75569999963, -14131.591599999927 144191.66300000064, -14201.298000000417 144186.98220000044, -14228.086699999869 144230.76469999924, -14280.223600000143 144271.35529999994, -14282.127399999648 144346.61950000003, -14216.316899999976 144315.33909999952, -14195.21200000029 144356.96440000087, -14245.11699999962 144365.3677999992, -14262.085799999535 144421.7525999993, -14201.525999999605 144449.46700000018, -14170.384700000286 144447.63179999962, -14117.466000000015 144444.51349999942, -14090.941100000404 144439.97629999928, -14057.254099999554 144434.21409999952, -13990.037600000389 144443.83100000024, -13922.348299999721 144443.39699999988, -13881.456000000238 144470.72220000066, -13816.514100000262 144482.56269999966, -13796.194600000046 144418.6146000009, -13760.73929999955 144376.50359999947))"
1115,1040,1,EcEc_3_4_2_Pv,1132,Castelo de Paiva,144558.821353,-13689.6601672,329.0,21.3115,x,m,i,3,Marginal,Ru1.1,Regossolos,2199.22124955,145086.130916,14.5086130916,Matos,2199.22107033,145086.137074,0.0,0.0,0.0,0.0,"POLYGON ((-13436.530899999663 144682.53559999913, -13383.2854000004 144657.07939999923, -13325.662499999627 144645.99430000037, -13298.881299999543 144545.68960000016, -13276.39159999974 144484.83540000021, -13268.977300000377 144455.74310000055, -13261.808400000446 144382.23489999957, -13296.833300000057 144355.9009000007, -13331.695199999958 144324.5044999998, -13340.916699999943 144262.7600999996, -13362.380199999548 144201.13599999994, -13360.30700000003 144140.90450000018, -13429.846499999985 144081.73340000026, -13435.256900000386 144138.98110000044, -13449.521099999547 144188.14910000004, -13504.485199999996 144231.3655999992, -13557.916600000113 144264.06900000013, -13630.528800000437 144278.76259999909, -13600.082000000402 144335.3300999999, -13637.249400000088 144359.8831999991, -13706.991399999708 144343.0438000001, -13760.73929999955 144376.50359999947, -13796.194600000046 144418.6146000009, -13816.514100000262 144482.56269999966, -13744.870299999602 144480.6743999999, -13686.893000000156 144471.29580000043, -13633.044400000013 144442.1228, -13582.413200000301 144422.3189000003, -13517.194799999706 144378.94079999998, -13507.841199999675 144442.59779999964, -13547.362300000153 144478.06340000033, -13580.968700000085 144516.36400000006, -13547.32629999984 144552.06650000066, -13540.951500000432 144598.91479999945, -13546.817300000228 144649.34149999917, -13501.107400000095 144675.8990000002, -13436.530899999663 144682.53559999913))"
