variable,value
C_timber_node1node70_t0,0.0
C_timber_node1node70_t1,1.0
C_timber_node1node70_t2,1.0
C_timber_node1node70_t3,1.0
C_timber_node1node70_t4,1.0
C_timber_node1node70_t5,1.0
C_wide_node1node70_t0,0.0
C_wide_node1node70_t1,1.0
C_wide_node1node70_t2,1.0
C_wide_node1node70_t3,1.0
C_wide_node1node70_t4,1.0
C_wide_node1node70_t5,1.0
C_timber_node1node40_t0,0.0
C_timber_node1node40_t1,1.0
C_timber_node1node40_t2,1.0
C_timber_node1node40_t3,1.0
C_timber_node1node40_t4,1.0
C_timber_node1node40_t5,1.0
C_wide_node1node40_t0,0.0
C_wide_node1node40_t1,1.0
C_wide_node1node40_t2,1.0
C_wide_node1node40_t3,1.0
C_wide_node1node40_t4,1.0
C_wide_node1node40_t5,1.0
C_timber_node1node8_t0,0.0
C_timber_node1node8_t1,1.0
C_timber_node1node8_t2,1.0
C_timber_node1node8_t3,1.0
C_timber_node1node8_t4,1.0
C_timber_node1node8_t5,1.0
C_wide_node1node8_t0,0.0
C_wide_node1node8_t1,1.0
C_wide_node1node8_t2,1.0
C_wide_node1node8_t3,1.0
C_wide_node1node8_t4,1.0
C_wide_node1node8_t5,1.0
C_timber_node1node88_t0,0.0
C_timber_node1node88_t1,1.0
C_timber_node1node88_t2,1.0
C_timber_node1node88_t3,1.0
C_timber_node1node88_t4,1.0
C_timber_node1node88_t5,1.0
C_wide_node1node88_t0,0.0
C_wide_node1node88_t1,1.0
C_wide_node1node88_t2,1.0
C_wide_node1node88_t3,1.0
C_wide_node1node88_t4,1.0
C_wide_node1node88_t5,1.0
C_timber_node1node91_t0,0.0
C_timber_node1node91_t1,1.0
C_timber_node1node91_t2,1.0
C_timber_node1node91_t3,1.0
C_timber_node1node91_t4,1.0
C_timber_node1node91_t5,1.0
C_wide_node1node91_t0,0.0
C_wide_node1node91_t1,1.0
C_wide_node1node91_t2,1.0
C_wide_node1node91_t3,1.0
C_wide_node1node91_t4,1.0
C_wide_node1node91_t5,1.0
C_timber_node1node94_t0,0.0
C_timber_node1node94_t1,1.0
C_timber_node1node94_t2,1.0
C_timber_node1node94_t3,1.0
C_timber_node1node94_t4,1.0
C_timber_node1node94_t5,1.0
C_wide_node1node94_t0,0.0
C_wide_node1node94_t1,1.0
C_wide_node1node94_t2,1.0
C_wide_node1node94_t3,1.0
C_wide_node1node94_t4,1.0
C_wide_node1node94_t5,1.0
C_timber_node2node53_t0,0.0
C_timber_node2node53_t1,1.0
C_timber_node2node53_t2,1.0
C_timber_node2node53_t3,1.0
C_timber_node2node53_t4,1.0
C_timber_node2node53_t5,1.0
C_wide_node2node53_t0,0.0
C_wide_node2node53_t1,1.0
C_wide_node2node53_t2,1.0
C_wide_node2node53_t3,1.0
C_wide_node2node53_t4,1.0
C_wide_node2node53_t5,1.0
C_timber_node2node38_t0,0.0
C_timber_node2node38_t1,1.0
C_timber_node2node38_t2,1.0
C_timber_node2node38_t3,1.0
C_timber_node2node38_t4,1.0
C_timber_node2node38_t5,1.0
C_wide_node2node38_t0,0.0
C_wide_node2node38_t1,1.0
C_wide_node2node38_t2,1.0
C_wide_node2node38_t3,1.0
C_wide_node2node38_t4,1.0
C_wide_node2node38_t5,1.0
C_timber_node2node3_t0,0.0
C_timber_node2node3_t1,1.0
C_timber_node2node3_t2,1.0
C_timber_node2node3_t3,1.0
C_timber_node2node3_t4,1.0
C_timber_node2node3_t5,1.0
C_wide_node2node3_t0,0.0
C_wide_node2node3_t1,1.0
C_wide_node2node3_t2,1.0
C_wide_node2node3_t3,1.0
C_wide_node2node3_t4,1.0
C_wide_node2node3_t5,1.0
C_timber_node2node13_t0,0.0
C_timber_node2node13_t1,1.0
C_timber_node2node13_t2,1.0
C_timber_node2node13_t3,1.0
C_timber_node2node13_t4,1.0
C_timber_node2node13_t5,1.0
C_wide_node2node13_t0,0.0
C_wide_node2node13_t1,1.0
C_wide_node2node13_t2,1.0
C_wide_node2node13_t3,1.0
C_wide_node2node13_t4,1.0
C_wide_node2node13_t5,1.0
C_timber_node2node85_t0,0.0
C_timber_node2node85_t1,1.0
C_timber_node2node85_t2,1.0
C_timber_node2node85_t3,1.0
C_timber_node2node85_t4,1.0
C_timber_node2node85_t5,1.0
C_wide_node2node85_t0,0.0
C_wide_node2node85_t1,1.0
C_wide_node2node85_t2,1.0
C_wide_node2node85_t3,1.0
C_wide_node2node85_t4,1.0
C_wide_node2node85_t5,1.0
C_timber_node2node86_t0,0.0
C_timber_node2node86_t1,1.0
C_timber_node2node86_t2,1.0
C_timber_node2node86_t3,1.0
C_timber_node2node86_t4,1.0
C_timber_node2node86_t5,1.0
C_wide_node2node86_t0,0.0
C_wide_node2node86_t1,1.0
C_wide_node2node86_t2,1.0
C_wide_node2node86_t3,1.0
C_wide_node2node86_t4,1.0
C_wide_node2node86_t5,1.0
C_timber_node2node89_t0,0.0
C_timber_node2node89_t1,1.0
C_timber_node2node89_t2,1.0
C_timber_node2node89_t3,1.0
C_timber_node2node89_t4,1.0
C_timber_node2node89_t5,1.0
C_wide_node2node89_t0,0.0
C_wide_node2node89_t1,1.0
C_wide_node2node89_t2,1.0
C_wide_node2node89_t3,1.0
C_wide_node2node89_t4,1.0
C_wide_node2node89_t5,1.0
C_timber_node2node92_t0,0.0
