variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node175_timber_t0,0.0,0.0,B,C,timber,node1node175,0,1993.0
C_node1node175_timber_t1,0.0,1.0,B,C,timber,node1node175,1,1678.05
C_node1node175_timber_t2,0.0,1.0,B,C,timber,node1node175,2,1189.6
C_node1node175_timber_t3,0.0,1.0,B,C,timber,node1node175,3,843.33
C_node1node175_timber_t4,0.0,1.0,B,C,timber,node1node175,4,597.85
C_node1node175_timber_t5,0.0,1.0,B,C,timber,node1node175,5,423.83
C_node1node175_wide_t0,0.0,0.0,B,C,wide,node1node175,0,2991.0
C_node1node175_wide_t1,0.0,1.0,B,C,wide,node1node175,1,2518.34
C_node1node175_wide_t2,0.0,1.0,B,C,wide,node1node175,2,1785.3
C_node1node175_wide_t3,0.0,1.0,B,C,wide,node1node175,3,1265.63
C_node1node175_wide_t4,0.0,1.0,B,C,wide,node1node175,4,897.23
C_node1node175_wide_t5,0.0,1.0,B,C,wide,node1node175,5,636.06
C_node1node76_timber_t0,0.0,0.0,B,C,timber,node1node76,0,1042.0
C_node1node76_timber_t1,0.0,1.0,B,C,timber,node1node76,1,877.34
C_node1node76_timber_t2,0.0,1.0,B,C,timber,node1node76,2,621.96
C_node1node76_timber_t3,0.0,1.0,B,C,timber,node1node76,3,440.92
C_node1node76_timber_t4,0.0,1.0,B,C,timber,node1node76,4,312.58
C_node1node76_timber_t5,0.0,1.0,B,C,timber,node1node76,5,221.59
C_node1node76_wide_t0,0.0,0.0,B,C,wide,node1node76,0,1564.0
C_node1node76_wide_t1,0.0,1.0,B,C,wide,node1node76,1,1316.85
C_node1node76_wide_t2,0.0,1.0,B,C,wide,node1node76,2,933.54
C_node1node76_wide_t3,0.0,1.0,B,C,wide,node1node76,3,661.8
C_node1node76_wide_t4,0.0,1.0,B,C,wide,node1node76,4,469.16
C_node1node76_wide_t5,0.0,1.0,B,C,wide,node1node76,5,332.6
C_node1node127_timber_t0,0.0,0.0,B,C,timber,node1node127,0,2965.0
C_node1node127_timber_t1,0.0,1.0,B,C,timber,node1node127,1,2496.45
