variable,coefficient,type,prefix,width,edge,period
C_node1node121_timber_t0,1042.0,B,C,timber,,0
C_node1node121_timber_t1,877.34,B,C,timber,,1
C_node1node121_timber_t2,621.96,B,C,timber,,2
C_node1node121_timber_t3,440.92,B,C,timber,,3
C_node1node121_timber_t4,312.58,B,C,timber,,4
C_node1node121_timber_t5,221.59,B,C,timber,,5
C_node1node121_wide_t0,1564.0,B,C,wide,,0
C_node1node121_wide_t1,1316.85,B,C,wide,,1
C_node1node121_wide_t2,933.54,B,C,wide,,2
C_node1node121_wide_t3,661.8,B,C,wide,,3
C_node1node121_wide_t4,469.16,B,C,wide,,4
C_node1node121_wide_t5,332.6,B,C,wide,,5
C_node1node275_timber_t0,1282.0,B,C,timber,,0
C_node1node275_timber_t1,1079.41,B,C,timber,,1
C_node1node275_timber_t2,765.21,B,C,timber,,2
C_node1node275_timber_t3,542.47,B,C,timber,,3
C_node1node275_timber_t4,384.57,B,C,timber,,4
C_node1node275_timber_t5,272.63,B,C,timber,,5
C_node1node275_wide_t0,1923.0,B,C,wide,,0
C_node1node275_wide_t1,1619.11,B,C,wide,,1
C_node1node275_wide_t2,1147.82,B,C,wide,,2
C_node1node275_wide_t3,813.71,B,C,wide,,3
C_node1node275_wide_t4,576.86,B,C,wide,,4
C_node1node275_wide_t5,408.94,B,C,wide,,5
C_node1node208_timber_t0,4612.0,B,C,timber,,0
C_node1node208_timber_t1,3883.18,B,C,timber,,1
C_node1node208_timber_t2,2752.86,B,C,timber,,2
C_node1node208_timber_t3,1951.55,B,C,timber,,3
C_node1node208_timber_t4,1383.49,B,C,timber,,4
C_node1node208_timber_t5,980.78,B,C,timber,,5
C_node1node208_wide_t0,6920.0,B,C,wide,,0
C_node1node208_wide_t1,5826.45,B,C,wide,,1
C_node1node208_wide_t2,4130.48,B,C,wide,,2
C_node1node208_wide_t3,2928.18,B,C,wide,,3
C_node1node208_wide_t4,2075.84,B,C,wide,,4
C_node1node208_wide_t5,1471.6,B,C,wide,,5
C_node1node439_timber_t0,0.0,B,C,timber,,0
C_node1node439_timber_t1,0.0,B,C,timber,,1
C_node1node439_timber_t2,0.0,B,C,timber,,2
C_node1node439_timber_t3,0.0,B,C,timber,,3
C_node1node439_timber_t4,0.0,B,C,timber,,4
C_node1node439_timber_t5,0.0,B,C,timber,,5
C_node1node439_wide_t0,0.0,B,C,wide,,0
C_node1node439_wide_t1,0.0,B,C,wide,,1
C_node1node439_wide_t2,0.0,B,C,wide,,2
C_node1node439_wide_t3,0.0,B,C,wide,,3
C_node1node439_wide_t4,0.0,B,C,wide,,4
C_node1node439_wide_t5,0.0,B,C,wide,,5
C_node1node440_timber_t0,0.0,B,C,timber,,0
C_node1node440_timber_t1,0.0,B,C,timber,,1
C_node1node440_timber_t2,0.0,B,C,timber,,2
C_node1node440_timber_t3,0.0,B,C,timber,,3
C_node1node440_timber_t4,0.0,B,C,timber,,4
C_node1node440_timber_t5,0.0,B,C,timber,,5
C_node1node440_wide_t0,0.0,B,C,wide,,0
C_node1node440_wide_t1,0.0,B,C,wide,,1
C_node1node440_wide_t2,0.0,B,C,wide,,2
C_node1node440_wide_t3,0.0,B,C,wide,,3
C_node1node440_wide_t4,0.0,B,C,wide,,4
C_node1node440_wide_t5,0.0,B,C,wide,,5
C_node1node444_timber_t0,0.0,B,C,timber,,0
C_node1node444_timber_t1,0.0,B,C,timber,,1
C_node1node444_timber_t2,0.0,B,C,timber,,2
C_node1node444_timber_t3,0.0,B,C,timber,,3
C_node1node444_timber_t4,0.0,B,C,timber,,4
C_node1node444_timber_t5,0.0,B,C,timber,,5
C_node1node444_wide_t0,0.0,B,C,wide,,0
C_node1node444_wide_t1,0.0,B,C,wide,,1
C_node1node444_wide_t2,0.0,B,C,wide,,2
C_node1node444_wide_t3,0.0,B,C,wide,,3
C_node1node444_wide_t4,0.0,B,C,wide,,4
C_node1node444_wide_t5,0.0,B,C,wide,,5
C_node2node219_timber_t0,1091.0,B,C,timber,,0
C_node2node219_timber_t1,918.59,B,C,timber,,1
C_node2node219_timber_t2,651.21,B,C,timber,,2
C_node2node219_timber_t3,461.65,B,C,timber,,3
C_node2node219_timber_t4,327.27,B,C,timber,,4
C_node2node219_timber_t5,232.01,B,C,timber,,5
C_node2node219_wide_t0,1634.0,B,C,wide,,0
C_node2node219_wide_t1,1375.78,B,C,wide,,1
C_node2node219_wide_t2,975.32,B,C,wide,,2
C_node2node219_wide_t3,691.42,B,C,wide,,3
C_node2node219_wide_t4,490.16,B,C,wide,,4
C_node2node219_wide_t5,347.49,B,C,wide,,5
C_node2node116_timber_t0,2919.0,B,C,timber,,0
C_node2node116_timber_t1,2457.72,B,C,timber,,1
C_node2node116_timber_t2,1742.32,B,C,timber,,2
C_node2node116_timber_t3,1235.17,B,C,timber,,3
C_node2node116_timber_t4,875.63,B,C,timber,,4
C_node2node116_timber_t5,620.75,B,C,timber,,5
C_node2node116_wide_t0,4378.0,B,C,wide,,0
C_node2node116_wide_t1,3686.16,B,C,wide,,1
C_node2node116_wide_t2,2613.19,B,C,wide,,2
C_node2node116_wide_t3,1852.54,B,C,wide,,3
C_node2node116_wide_t4,1313.3,B,C,wide,,4
C_node2node116_wide_t5,931.02,B,C,wide,,5
C_node2node495_timber_t0,0.0,B,C,timber,,0
C_node2node495_timber_t1,0.0,B,C,timber,,1
C_node2node495_timber_t2,0.0,B,C,timber,,2
C_node2node495_timber_t3,0.0,B,C,timber,,3
C_node2node495_timber_t4,0.0,B,C,timber,,4
C_node2node495_timber_t5,0.0,B,C,timber,,5
C_node2node495_wide_t0,0.0,B,C,wide,,0
