variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node9_timber_t0,0.0,0.0,B,C,timber,node1node9,0,132.0
C_node1node9_timber_t1,0.0,1.0,B,C,timber,node1node9,1,111.14
C_node1node9_timber_t2,0.0,1.0,B,C,timber,node1node9,2,78.79
C_node1node9_timber_t3,0.0,1.0,B,C,timber,node1node9,3,55.86
C_node1node9_timber_t4,0.0,1.0,B,C,timber,node1node9,4,39.6
C_node1node9_timber_t5,0.0,1.0,B,C,timber,node1node9,5,28.07
C_node1node9_wide_t0,0.0,0.0,B,C,wide,node1node9,0,199.0
C_node1node9_wide_t1,0.0,1.0,B,C,wide,node1node9,1,167.55
C_node1node9_wide_t2,0.0,1.0,B,C,wide,node1node9,2,118.78
C_node1node9_wide_t3,0.0,1.0,B,C,wide,node1node9,3,84.21
C_node1node9_wide_t4,0.0,1.0,B,C,wide,node1node9,4,59.7
C_node1node9_wide_t5,0.0,1.0,B,C,wide,node1node9,5,42.32
C_node1node17_timber_t0,0.0,0.0,B,C,timber,node1node17,0,13903.0
C_node1node17_timber_t1,0.0,1.0,B,C,timber,node1node17,1,11705.95
C_node1node17_timber_t2,0.0,1.0,B,C,timber,node1node17,2,8298.57
C_node1node17_timber_t3,0.0,1.0,B,C,timber,node1node17,3,5883.01
C_node1node17_timber_t4,0.0,1.0,B,C,timber,node1node17,4,4170.58
C_node1node17_timber_t5,0.0,1.0,B,C,timber,node1node17,5,2956.6
C_node1node17_wide_t0,0.0,0.0,B,C,wide,node1node17,0,20860.0
C_node1node17_wide_t1,0.0,1.0,B,C,wide,node1node17,1,17563.56
C_node1node17_wide_t2,0.0,1.0,B,C,wide,node1node17,2,12451.14
C_node1node17_wide_t3,0.0,1.0,B,C,wide,node1node17,3,8826.85
C_node1node17_wide_t4,0.0,1.0,B,C,wide,node1node17,4,6257.52
C_node1node17_wide_t5,0.0,1.0,B,C,wide,node1node17,5,4436.07
