variable,value
C_timber_node1node5_t0,0.0
C_timber_node1node5_t1,1.0
C_timber_node1node5_t2,1.0
C_timber_node1node5_t3,1.0
C_timber_node1node5_t4,1.0
C_timber_node1node5_t5,1.0
C_wide_node1node5_t0,0.0
C_wide_node1node5_t1,1.0
C_wide_node1node5_t2,1.0
C_wide_node1node5_t3,1.0
C_wide_node1node5_t4,1.0
C_wide_node1node5_t5,1.0
C_timber_node1node3_t0,0.0
C_timber_node1node3_t1,1.0
C_timber_node1node3_t2,1.0
C_timber_node1node3_t3,1.0
C_timber_node1node3_t4,1.0
C_timber_node1node3_t5,1.0
C_wide_node1node3_t0,0.0
C_wide_node1node3_t1,1.0
C_wide_node1node3_t2,1.0
C_wide_node1node3_t3,1.0
C_wide_node1node3_t4,1.0
C_wide_node1node3_t5,1.0
C_timber_node1node2_t0,0.0
C_timber_node1node2_t1,1.0
C_timber_node1node2_t2,1.0
C_timber_node1node2_t3,1.0
C_timber_node1node2_t4,1.0
C_timber_node1node2_t5,1.0
C_wide_node1node2_t0,0.0
C_wide_node1node2_t1,1.0
C_wide_node1node2_t2,1.0
C_wide_node1node2_t3,1.0
C_wide_node1node2_t4,1.0
C_wide_node1node2_t5,1.0
C_timber_node1node6_t0,0.0
C_timber_node1node6_t1,1.0
C_timber_node1node6_t2,1.0
C_timber_node1node6_t3,1.0
C_timber_node1node6_t4,1.0
C_timber_node1node6_t5,1.0
C_wide_node1node6_t0,0.0
C_wide_node1node6_t1,1.0
C_wide_node1node6_t2,1.0
C_wide_node1node6_t3,1.0
C_wide_node1node6_t4,1.0
C_wide_node1node6_t5,1.0
C_timber_node1node7_t0,0.0
C_timber_node1node7_t1,1.0
C_timber_node1node7_t2,1.0
C_timber_node1node7_t3,1.0
C_timber_node1node7_t4,1.0
C_timber_node1node7_t5,1.0
C_wide_node1node7_t0,0.0
C_wide_node1node7_t1,1.0
C_wide_node1node7_t2,1.0
C_wide_node1node7_t3,1.0
C_wide_node1node7_t4,1.0
C_wide_node1node7_t5,1.0
C_timber_node2node3_t0,0.0
C_timber_node2node3_t1,1.0
C_timber_node2node3_t2,1.0
C_timber_node2node3_t3,1.0
C_timber_node2node3_t4,1.0
C_timber_node2node3_t5,1.0
C_wide_node2node3_t0,0.0
C_wide_node2node3_t1,1.0
C_wide_node2node3_t2,1.0
C_wide_node2node3_t3,1.0
C_wide_node2node3_t4,1.0
C_wide_node2node3_t5,1.0
C_timber_node2node6_t0,0.0
C_timber_node2node6_t1,1.0
C_timber_node2node6_t2,1.0
C_timber_node2node6_t3,1.0
C_timber_node2node6_t4,1.0
C_timber_node2node6_t5,1.0
C_wide_node2node6_t0,0.0
C_wide_node2node6_t1,1.0
C_wide_node2node6_t2,1.0
C_wide_node2node6_t3,1.0
C_wide_node2node6_t4,1.0
C_wide_node2node6_t5,1.0
C_timber_node2node7_t0,0.0
C_timber_node2node7_t1,1.0
C_timber_node2node7_t2,1.0
C_timber_node2node7_t3,1.0
C_timber_node2node7_t4,1.0
C_timber_node2node7_t5,1.0
C_wide_node2node7_t0,0.0
C_wide_node2node7_t1,1.0
C_wide_node2node7_t2,1.0
C_wide_node2node7_t3,1.0
C_wide_node2node7_t4,1.0
