Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-15292.2127, 150885.5606)","(-15237.4751, 150860.8638)",0.254,18.0,1226.36,476.86,1839.54,919.77,476.86
"(-15292.2127, 150885.5606)","(-15258.4344, 150940.7746)",15.771,18.0,76187.98,29625.07,114281.97,57140.98,29625.07
"(-15541.5845, 150557.8148)","(-15572.4235, 150612.1954)",12.244,18.0,59148.49,22999.41,88722.74,44361.37,22999.41
"(-15541.5845, 150557.8148)","(-15487.164, 150537.21)",15.672,18.0,75709.77,29439.12,113564.65,56782.32,29439.12
"(-14741.5284, 150516.1104)","(-14677.8581, 150536.2398)",78.631,22.4,379846.63,147700.26,569769.95,284884.98,147700.26
"(-14741.5284, 150516.1104)","(-14793.8812, 150494.6003)",171.548,22.4,828708.25,322236.43,1243062.38,621531.19,322236.43
"(-15022.3991, 150662.4103)","(-15071.6116, 150730.6728)",14.596,19.4,70507.62,27416.31,105761.43,52880.71,27416.31
"(-15022.3991, 150662.4103)","(-15033.5115, 150583.0351)",20.001,19.4,96621.11,37570.33,144931.67,72465.83,37570.33
"(-15532.6994, 150993.7156)","(-15552.1566, 150935.0319)",46.534,18.0,224796.11,87410.13,337194.17,168597.08,87410.13
"(-15532.6994, 150993.7156)","(-15594.7966, 151018.1742)",0.04,18.0,194.66,75.69,291.98,145.99,75.69
"(-15653.2803, 151048.166)","(-15594.7966, 151018.1742)",63.842,18.0,308404.63,119920.62,462606.94,231303.47,119920.62
"(-15653.2803, 151048.166)","(-15709.7172, 151020.6005)",96.27,18.0,465057.82,180833.93,697586.74,348793.37,180833.93
"(-15241.8035, 150474.7838)","(-15150.2622, 150399.3551)",56.127,18.0,271134.39,105428.39,406701.59,203350.79,105428.39
"(-15241.8035, 150474.7838)","(-15180.1282, 150486.1186)",25.666,18.0,123984.26,48210.27,185976.39,92988.19,48210.27
"(-15241.8035, 150474.7838)","(-15297.1712, 150487.0663)",35.725,18.0,172578.4,67105.7,258867.59,129433.8,67105.7
"(-15783.9592, 150220.2971)","(-15767.5893, 150233.2019)",52.045,25.4,391093.08,139676.1,586639.61,293319.81,139676.1
"(-15783.9592, 150220.2971)","(-15807.4734, 150260.0873)",77.484,25.4,582252.24,207947.23,873378.36,436689.18,207947.23
"(-15487.164, 150537.21)","(-15488.9459, 150509.4105)",16.151,18.0,78023.76,30338.9,117035.64,58517.82,30338.9
"(-15737.9588, 150317.0225)","(-15742.3687, 150290.5148)",15.576,18.0,75244.94,29258.38,112867.41,56433.7,29258.38
"(-15737.9588, 150317.0225)","(-15734.6023, 150337.1977)",15.676,18.0,75724.62,29444.9,113586.93,56793.46,29444.9
