variable,coefficient,type,prefix,width,edge,period
C_node1node130_timber_t0,346.0,B,C,timber,,0
C_node1node130_timber_t1,291.32,B,C,timber,,1
C_node1node130_timber_t2,206.52,B,C,timber,,2
C_node1node130_timber_t3,146.41,B,C,timber,,3
C_node1node130_timber_t4,103.79,B,C,timber,,4
C_node1node130_timber_t5,73.58,B,C,timber,,5
C_node1node130_wide_t0,519.0,B,C,wide,,0
C_node1node130_wide_t1,436.98,B,C,wide,,1
C_node1node130_wide_t2,309.79,B,C,wide,,2
C_node1node130_wide_t3,219.61,B,C,wide,,3
C_node1node130_wide_t4,155.69,B,C,wide,,4
C_node1node130_wide_t5,110.37,B,C,wide,,5
C_node1node143_timber_t0,3326.0,B,C,timber,,0
C_node1node143_timber_t1,2800.4,B,C,timber,,1
C_node1node143_timber_t2,1985.26,B,C,timber,,2
C_node1node143_timber_t3,1407.39,B,C,timber,,3
C_node1node143_timber_t4,997.72,B,C,timber,,4
C_node1node143_timber_t5,707.3,B,C,timber,,5
C_node1node143_wide_t0,4987.0,B,C,wide,,0
C_node1node143_wide_t1,4198.92,B,C,wide,,1
C_node1node143_wide_t2,2976.69,B,C,wide,,2
C_node1node143_wide_t3,2110.23,B,C,wide,,3
C_node1node143_wide_t4,1495.98,B,C,wide,,4
C_node1node143_wide_t5,1060.53,B,C,wide,,5
C_node1node76_timber_t0,3084.0,B,C,timber,,0
C_node1node76_timber_t1,2596.65,B,C,timber,,1
C_node1node76_timber_t2,1840.81,B,C,timber,,2
C_node1node76_timber_t3,1304.99,B,C,timber,,3
C_node1node76_timber_t4,925.13,B,C,timber,,4
C_node1node76_timber_t5,655.84,B,C,timber,,5
C_node1node76_wide_t0,4626.0,B,C,wide,,0
C_node1node76_wide_t1,3894.97,B,C,wide,,1
C_node1node76_wide_t2,2761.22,B,C,wide,,2
C_node1node76_wide_t3,1957.48,B,C,wide,,3
C_node1node76_wide_t4,1387.69,B,C,wide,,4
C_node1node76_wide_t5,983.76,B,C,wide,,5
C_node1node257_timber_t0,0.0,B,C,timber,,0
C_node1node257_timber_t1,0.0,B,C,timber,,1
C_node1node257_timber_t2,0.0,B,C,timber,,2
C_node1node257_timber_t3,0.0,B,C,timber,,3
C_node1node257_timber_t4,0.0,B,C,timber,,4
C_node1node257_timber_t5,0.0,B,C,timber,,5
C_node1node257_wide_t0,0.0,B,C,wide,,0
C_node1node257_wide_t1,0.0,B,C,wide,,1
C_node1node257_wide_t2,0.0,B,C,wide,,2
C_node1node257_wide_t3,0.0,B,C,wide,,3
C_node1node257_wide_t4,0.0,B,C,wide,,4
C_node1node257_wide_t5,0.0,B,C,wide,,5
C_node1node259_timber_t0,0.0,B,C,timber,,0
C_node1node259_timber_t1,0.0,B,C,timber,,1
