variable,lb,ub,type,edge,period,road_type
flow_timber_node1node391_t1,0.0,9.0,I,node1node391,1,timber
flow_timber_node1node391_t2,0.0,9.0,I,node1node391,2,timber
flow_timber_node1node391_t3,0.0,9.0,I,node1node391,3,timber
flow_timber_node1node391_t4,0.0,9.0,I,node1node391,4,timber
flow_timber_node1node391_t5,0.0,9.0,I,node1node391,5,timber
flow_wide_node1node391_t1,0.0,9.0,I,node1node391,1,wide
flow_wide_node1node391_t2,0.0,9.0,I,node1node391,2,wide
flow_wide_node1node391_t3,0.0,9.0,I,node1node391,3,wide
flow_wide_node1node391_t4,0.0,9.0,I,node1node391,4,wide
flow_wide_node1node391_t5,0.0,9.0,I,node1node391,5,wide
flow_timber_node1node389_t1,0.0,9.0,I,node1node389,1,timber
flow_timber_node1node389_t2,0.0,9.0,I,node1node389,2,timber
flow_timber_node1node389_t3,0.0,9.0,I,node1node389,3,timber
flow_timber_node1node389_t4,0.0,9.0,I,node1node389,4,timber
flow_timber_node1node389_t5,0.0,9.0,I,node1node389,5,timber
flow_wide_node1node389_t1,0.0,9.0,I,node1node389,1,wide
flow_wide_node1node389_t2,0.0,9.0,I,node1node389,2,wide
flow_wide_node1node389_t3,0.0,9.0,I,node1node389,3,wide
flow_wide_node1node389_t4,0.0,9.0,I,node1node389,4,wide
flow_wide_node1node389_t5,0.0,9.0,I,node1node389,5,wide
flow_timber_node1node29_t1,0.0,9.0,I,node1node29,1,timber
flow_timber_node1node29_t2,0.0,9.0,I,node1node29,2,timber
flow_timber_node1node29_t3,0.0,9.0,I,node1node29,3,timber
flow_timber_node1node29_t4,0.0,9.0,I,node1node29,4,timber
flow_timber_node1node29_t5,0.0,9.0,I,node1node29,5,timber
flow_wide_node1node29_t1,0.0,9.0,I,node1node29,1,wide
flow_wide_node1node29_t2,0.0,9.0,I,node1node29,2,wide
flow_wide_node1node29_t3,0.0,9.0,I,node1node29,3,wide
flow_wide_node1node29_t4,0.0,9.0,I,node1node29,4,wide
flow_wide_node1node29_t5,0.0,9.0,I,node1node29,5,wide
flow_timber_node1node544_t1,0.0,9.0,I,node1node544,1,timber
flow_timber_node1node544_t2,0.0,9.0,I,node1node544,2,timber
flow_timber_node1node544_t3,0.0,9.0,I,node1node544,3,timber
flow_timber_node1node544_t4,0.0,9.0,I,node1node544,4,timber
flow_timber_node1node544_t5,0.0,9.0,I,node1node544,5,timber
flow_wide_node1node544_t1,0.0,9.0,I,node1node544,1,wide
flow_wide_node1node544_t2,0.0,9.0,I,node1node544,2,wide
flow_wide_node1node544_t3,0.0,9.0,I,node1node544,3,wide
flow_wide_node1node544_t4,0.0,9.0,I,node1node544,4,wide
flow_wide_node1node544_t5,0.0,9.0,I,node1node544,5,wide
flow_timber_node1node545_t1,0.0,9.0,I,node1node545,1,timber
flow_timber_node1node545_t2,0.0,9.0,I,node1node545,2,timber
flow_timber_node1node545_t3,0.0,9.0,I,node1node545,3,timber
flow_timber_node1node545_t4,0.0,9.0,I,node1node545,4,timber
flow_timber_node1node545_t5,0.0,9.0,I,node1node545,5,timber
flow_wide_node1node545_t1,0.0,9.0,I,node1node545,1,wide
flow_wide_node1node545_t2,0.0,9.0,I,node1node545,2,wide
flow_wide_node1node545_t3,0.0,9.0,I,node1node545,3,wide
flow_wide_node1node545_t4,0.0,9.0,I,node1node545,4,wide
flow_wide_node1node545_t5,0.0,9.0,I,node1node545,5,wide
flow_timber_node1node553_t1,0.0,9.0,I,node1node553,1,timber
flow_timber_node1node553_t2,0.0,9.0,I,node1node553,2,timber
flow_timber_node1node553_t3,0.0,9.0,I,node1node553,3,timber
flow_timber_node1node553_t4,0.0,9.0,I,node1node553,4,timber
flow_timber_node1node553_t5,0.0,9.0,I,node1node553,5,timber
flow_wide_node1node553_t1,0.0,9.0,I,node1node553,1,wide
flow_wide_node1node553_t2,0.0,9.0,I,node1node553,2,wide
flow_wide_node1node553_t3,0.0,9.0,I,node1node553,3,wide
flow_wide_node1node553_t4,0.0,9.0,I,node1node553,4,wide
flow_wide_node1node553_t5,0.0,9.0,I,node1node553,5,wide
flow_timber_node391node1_t1,0.0,9.0,I,node391node1,1,timber
flow_timber_node391node1_t2,0.0,9.0,I,node391node1,2,timber
flow_timber_node391node1_t3,0.0,9.0,I,node391node1,3,timber
flow_timber_node391node1_t4,0.0,9.0,I,node391node1,4,timber
flow_timber_node391node1_t5,0.0,9.0,I,node391node1,5,timber
flow_wide_node391node1_t1,0.0,9.0,I,node391node1,1,wide
flow_wide_node391node1_t2,0.0,9.0,I,node391node1,2,wide
flow_wide_node391node1_t3,0.0,9.0,I,node391node1,3,wide
flow_wide_node391node1_t4,0.0,9.0,I,node391node1,4,wide
flow_wide_node391node1_t5,0.0,9.0,I,node391node1,5,wide
flow_timber_node391node235_t1,0.0,9.0,I,node391node235,1,timber
flow_timber_node391node235_t2,0.0,9.0,I,node391node235,2,timber
flow_timber_node391node235_t3,0.0,9.0,I,node391node235,3,timber
flow_timber_node391node235_t4,0.0,9.0,I,node391node235,4,timber
flow_timber_node391node235_t5,0.0,9.0,I,node391node235,5,timber
flow_wide_node391node235_t1,0.0,9.0,I,node391node235,1,wide
flow_wide_node391node235_t2,0.0,9.0,I,node391node235,2,wide
flow_wide_node391node235_t3,0.0,9.0,I,node391node235,3,wide
flow_wide_node391node235_t4,0.0,9.0,I,node391node235,4,wide
flow_wide_node391node235_t5,0.0,9.0,I,node391node235,5,wide
flow_timber_node391node545_t1,0.0,9.0,I,node391node545,1,timber
flow_timber_node391node545_t2,0.0,9.0,I,node391node545,2,timber
flow_timber_node391node545_t3,0.0,9.0,I,node391node545,3,timber
flow_timber_node391node545_t4,0.0,9.0,I,node391node545,4,timber
flow_timber_node391node545_t5,0.0,9.0,I,node391node545,5,timber
flow_wide_node391node545_t1,0.0,9.0,I,node391node545,1,wide
flow_wide_node391node545_t2,0.0,9.0,I,node391node545,2,wide
flow_wide_node391node545_t3,0.0,9.0,I,node391node545,3,wide
flow_wide_node391node545_t4,0.0,9.0,I,node391node545,4,wide
flow_wide_node391node545_t5,0.0,9.0,I,node391node545,5,wide
flow_timber_node391node553_t1,0.0,9.0,I,node391node553,1,timber
flow_timber_node391node553_t2,0.0,9.0,I,node391node553,2,timber
flow_timber_node391node553_t3,0.0,9.0,I,node391node553,3,timber
flow_timber_node391node553_t4,0.0,9.0,I,node391node553,4,timber
flow_timber_node391node553_t5,0.0,9.0,I,node391node553,5,timber
flow_wide_node391node553_t1,0.0,9.0,I,node391node553,1,wide
flow_wide_node391node553_t2,0.0,9.0,I,node391node553,2,wide
flow_wide_node391node553_t3,0.0,9.0,I,node391node553,3,wide
flow_wide_node391node553_t4,0.0,9.0,I,node391node553,4,wide
flow_wide_node391node553_t5,0.0,9.0,I,node391node553,5,wide
flow_timber_node389node1_t1,0.0,9.0,I,node389node1,1,timber
flow_timber_node389node1_t2,0.0,9.0,I,node389node1,2,timber
flow_timber_node389node1_t3,0.0,9.0,I,node389node1,3,timber
flow_timber_node389node1_t4,0.0,9.0,I,node389node1,4,timber
flow_timber_node389node1_t5,0.0,9.0,I,node389node1,5,timber
flow_wide_node389node1_t1,0.0,9.0,I,node389node1,1,wide
flow_wide_node389node1_t2,0.0,9.0,I,node389node1,2,wide
flow_wide_node389node1_t3,0.0,9.0,I,node389node1,3,wide
flow_wide_node389node1_t4,0.0,9.0,I,node389node1,4,wide
flow_wide_node389node1_t5,0.0,9.0,I,node389node1,5,wide
flow_timber_node389node256_t1,0.0,9.0,I,node389node256,1,timber
flow_timber_node389node256_t2,0.0,9.0,I,node389node256,2,timber
flow_timber_node389node256_t3,0.0,9.0,I,node389node256,3,timber
flow_timber_node389node256_t4,0.0,9.0,I,node389node256,4,timber
flow_timber_node389node256_t5,0.0,9.0,I,node389node256,5,timber
flow_wide_node389node256_t1,0.0,9.0,I,node389node256,1,wide
flow_wide_node389node256_t2,0.0,9.0,I,node389node256,2,wide
flow_wide_node389node256_t3,0.0,9.0,I,node389node256,3,wide
flow_wide_node389node256_t4,0.0,9.0,I,node389node256,4,wide
flow_wide_node389node256_t5,0.0,9.0,I,node389node256,5,wide
