variable,value,node_type_info,action,road_type,edge,period
C_node1node404_timber_t1,1.0,node1transit_node404source,C,timber,node1node404,1.0
C_node1node420_timber_t1,1.0,node1transit_node420source,C,timber,node1node420,1.0
C_node2node377_timber_t1,1.0,node2transit_node377source,C,timber,node2node377,1.0
C_node2node378_timber_t1,1.0,node2transit_node378source,C,timber,node2node378,1.0
C_node2node380_timber_t1,1.0,node2transit_node380source,C,timber,node2node380,1.0
C_node4node366_timber_t1,1.0,node4transit_node366source,C,timber,node4node366,1.0
C_node4node368_timber_t1,1.0,node4transit_node368source,C,timber,node4node368,1.0
C_node5node347_timber_t3,1.0,node5transit_node347exit,C,timber,node5node347,3.0
C_node5node114_timber_t3,1.0,node5transit_node114transit,C,timber,node5node114,3.0
C_node5node438_timber_t2,1.0,node5transit_node438source,C,timber,node5node438,2.0
C_node8node366_timber_t1,1.0,node8exit_node366source,C,timber,node8node366,1.0
C_node8node368_timber_t1,1.0,node8exit_node368source,C,timber,node8node368,1.0
C_node9node366_timber_t1,1.0,node9transit_node366source,C,timber,node9node366,1.0
C_node10node387_wide_t1,1.0,node10transit_node387source,C,wide,node10node387,1.0
C_node13node404_timber_t1,1.0,node13transit_node404source,C,timber,node13node404,1.0
C_node13node431_wide_t1,1.0,node13transit_node431source,C,wide,node13node431,1.0
C_node17node378_timber_t1,1.0,node17transit_node378source,C,timber,node17node378,1.0
C_node19node389_timber_t1,1.0,node19transit_node389source,C,timber,node19node389,1.0
C_node21node400_timber_t1,1.0,node21transit_node400source,C,timber,node21node400,1.0
C_node22node363_timber_t1,1.0,node22transit_node363source,C,timber,node22node363,1.0
C_node22node363_timber_t3,1.0,node22transit_node363source,C,timber,node22node363,3.0
C_node24node408_timber_t1,1.0,node24transit_node408source,C,timber,node24node408,1.0
C_node25node366_timber_t1,1.0,node25transit_node366source,C,timber,node25node366,1.0
C_node26node363_timber_t1,1.0,node26exit_node363source,C,timber,node26node363,1.0
C_node26node363_timber_t3,1.0,node26exit_node363source,C,timber,node26node363,3.0
C_node28node408_timber_t1,1.0,node28transit_node408source,C,timber,node28node408,1.0
C_node28node409_timber_t1,1.0,node28transit_node409source,C,timber,node28node409,1.0
C_node30node404_timber_t1,1.0,node30transit_node404source,C,timber,node30node404,1.0
C_node30node433_timber_t3,1.0,node30transit_node433source,C,timber,node30node433,3.0
C_node33node423_timber_t1,1.0,node33transit_node423source,C,timber,node33node423,1.0
C_node33node435_timber_t2,1.0,node33transit_node435source,C,timber,node33node435,2.0
C_node37node366_timber_t1,1.0,node37transit_node366source,C,timber,node37node366,1.0
C_node40node400_timber_t1,1.0,node40transit_node400source,C,timber,node40node400,1.0
C_node43node405_timber_t1,1.0,node43transit_node405source,C,timber,node43node405,1.0
C_node43node406_timber_t1,1.0,node43transit_node406source,C,timber,node43node406,1.0
C_node46node368_timber_t1,1.0,node46transit_node368source,C,timber,node46node368,1.0
C_node46node370_timber_t1,1.0,node46transit_node370source,C,timber,node46node370,1.0
C_node47node419_timber_t1,1.0,node47transit_node419source,C,timber,node47node419,1.0
