variable,lb,ub,type,edge,period,road_type
flow_timber_node1node21_t1,0.0,9.0,I,node1node21,1,timber
flow_timber_node1node21_t2,0.0,9.0,I,node1node21,2,timber
flow_timber_node1node21_t3,0.0,9.0,I,node1node21,3,timber
flow_timber_node1node21_t4,0.0,9.0,I,node1node21,4,timber
flow_timber_node1node21_t5,0.0,9.0,I,node1node21,5,timber
flow_wide_node1node21_t1,0.0,9.0,I,node1node21,1,wide
flow_wide_node1node21_t2,0.0,9.0,I,node1node21,2,wide
flow_wide_node1node21_t3,0.0,9.0,I,node1node21,3,wide
flow_wide_node1node21_t4,0.0,9.0,I,node1node21,4,wide
flow_wide_node1node21_t5,0.0,9.0,I,node1node21,5,wide
flow_timber_node1node8_t1,0.0,9.0,I,node1node8,1,timber
flow_timber_node1node8_t2,0.0,9.0,I,node1node8,2,timber
flow_timber_node1node8_t3,0.0,9.0,I,node1node8,3,timber
flow_timber_node1node8_t4,0.0,9.0,I,node1node8,4,timber
flow_timber_node1node8_t5,0.0,9.0,I,node1node8,5,timber
flow_wide_node1node8_t1,0.0,9.0,I,node1node8,1,wide
flow_wide_node1node8_t2,0.0,9.0,I,node1node8,2,wide
flow_wide_node1node8_t3,0.0,9.0,I,node1node8,3,wide
flow_wide_node1node8_t4,0.0,9.0,I,node1node8,4,wide
flow_wide_node1node8_t5,0.0,9.0,I,node1node8,5,wide
flow_timber_node1node10_t1,0.0,9.0,I,node1node10,1,timber
flow_timber_node1node10_t2,0.0,9.0,I,node1node10,2,timber
flow_timber_node1node10_t3,0.0,9.0,I,node1node10,3,timber
flow_timber_node1node10_t4,0.0,9.0,I,node1node10,4,timber
flow_timber_node1node10_t5,0.0,9.0,I,node1node10,5,timber
flow_wide_node1node10_t1,0.0,9.0,I,node1node10,1,wide
flow_wide_node1node10_t2,0.0,9.0,I,node1node10,2,wide
flow_wide_node1node10_t3,0.0,9.0,I,node1node10,3,wide
flow_wide_node1node10_t4,0.0,9.0,I,node1node10,4,wide
flow_wide_node1node10_t5,0.0,9.0,I,node1node10,5,wide
flow_timber_node1node30_t1,0.0,9.0,I,node1node30,1,timber
flow_timber_node1node30_t2,0.0,9.0,I,node1node30,2,timber
flow_timber_node1node30_t3,0.0,9.0,I,node1node30,3,timber
flow_timber_node1node30_t4,0.0,9.0,I,node1node30,4,timber
flow_timber_node1node30_t5,0.0,9.0,I,node1node30,5,timber
flow_wide_node1node30_t1,0.0,9.0,I,node1node30,1,wide
flow_wide_node1node30_t2,0.0,9.0,I,node1node30,2,wide
flow_wide_node1node30_t3,0.0,9.0,I,node1node30,3,wide
flow_wide_node1node30_t4,0.0,9.0,I,node1node30,4,wide
flow_wide_node1node30_t5,0.0,9.0,I,node1node30,5,wide
flow_timber_node21node1_t1,0.0,9.0,I,node21node1,1,timber
flow_timber_node21node1_t2,0.0,9.0,I,node21node1,2,timber
flow_timber_node21node1_t3,0.0,9.0,I,node21node1,3,timber
flow_timber_node21node1_t4,0.0,9.0,I,node21node1,4,timber
flow_timber_node21node1_t5,0.0,9.0,I,node21node1,5,timber
flow_wide_node21node1_t1,0.0,9.0,I,node21node1,1,wide
flow_wide_node21node1_t2,0.0,9.0,I,node21node1,2,wide
flow_wide_node21node1_t3,0.0,9.0,I,node21node1,3,wide
flow_wide_node21node1_t4,0.0,9.0,I,node21node1,4,wide
flow_wide_node21node1_t5,0.0,9.0,I,node21node1,5,wide
flow_timber_node21node4_t1,0.0,9.0,I,node21node4,1,timber
flow_timber_node21node4_t2,0.0,9.0,I,node21node4,2,timber
flow_timber_node21node4_t3,0.0,9.0,I,node21node4,3,timber
flow_timber_node21node4_t4,0.0,9.0,I,node21node4,4,timber
flow_timber_node21node4_t5,0.0,9.0,I,node21node4,5,timber
flow_wide_node21node4_t1,0.0,9.0,I,node21node4,1,wide
flow_wide_node21node4_t2,0.0,9.0,I,node21node4,2,wide
flow_wide_node21node4_t3,0.0,9.0,I,node21node4,3,wide
flow_wide_node21node4_t4,0.0,9.0,I,node21node4,4,wide
flow_wide_node21node4_t5,0.0,9.0,I,node21node4,5,wide
flow_timber_node21node25_t1,0.0,9.0,I,node21node25,1,timber
flow_timber_node21node25_t2,0.0,9.0,I,node21node25,2,timber
flow_timber_node21node25_t3,0.0,9.0,I,node21node25,3,timber
flow_timber_node21node25_t4,0.0,9.0,I,node21node25,4,timber
flow_timber_node21node25_t5,0.0,9.0,I,node21node25,5,timber
flow_wide_node21node25_t1,0.0,9.0,I,node21node25,1,wide
flow_wide_node21node25_t2,0.0,9.0,I,node21node25,2,wide
flow_wide_node21node25_t3,0.0,9.0,I,node21node25,3,wide
flow_wide_node21node25_t4,0.0,9.0,I,node21node25,4,wide
flow_wide_node21node25_t5,0.0,9.0,I,node21node25,5,wide
flow_timber_node21node30_t1,0.0,9.0,I,node21node30,1,timber
flow_timber_node21node30_t2,0.0,9.0,I,node21node30,2,timber
flow_timber_node21node30_t3,0.0,9.0,I,node21node30,3,timber
flow_timber_node21node30_t4,0.0,9.0,I,node21node30,4,timber
flow_timber_node21node30_t5,0.0,9.0,I,node21node30,5,timber
flow_wide_node21node30_t1,0.0,9.0,I,node21node30,1,wide
