variable,value,node_type_info,action,road_type,edge,period
C_node1node56_timber_t1,1.0,node1transit_node56source,C,timber,node1node56,1.0
C_node3node55_timber_t1,1.0,node3transit_node55source,C,timber,node3node55,1.0
C_node3node56_timber_t1,1.0,node3transit_node56source,C,timber,node3node56,1.0
C_node4node58_timber_t1,1.0,node4exit_node58source,C,timber,node4node58,1.0
C_node4node58_timber_t4,1.0,node4exit_node58source,C,timber,node4node58,4.0
C_node6node56_timber_t1,1.0,node6transit_node56source,C,timber,node6node56,1.0
C_node6node58_timber_t1,1.0,node6transit_node58source,C,timber,node6node58,1.0
C_node7node45_timber_t1,1.0,node7transit_node45source,C,timber,node7node45,1.0
C_node7node51_wide_t1,1.0,node7transit_node51source,C,wide,node7node51,1.0
C_node7node52_timber_t1,1.0,node7transit_node52source,C,timber,node7node52,1.0
C_node8node56_timber_t1,1.0,node8transit_node56source,C,timber,node8node56,1.0
C_node8node58_timber_t1,1.0,node8transit_node58source,C,timber,node8node58,1.0
C_node9node32_timber_t1,1.0,node9transit_node32transit,C,timber,node9node32,1.0
C_node9node44_timber_t1,1.0,node9transit_node44exit,C,timber,node9node44,1.0
C_node9node54_timber_t1,1.0,node9transit_node54source,C,timber,node9node54,1.0
C_node9node55_timber_t1,1.0,node9transit_node55source,C,timber,node9node55,1.0
C_node11node22_timber_t1,1.0,node11transit_node22transit,C,timber,node11node22,1.0
C_node11node23_timber_t1,1.0,node11transit_node23transit,C,timber,node11node23,1.0
C_node11node52_timber_t1,1.0,node11transit_node52source,C,timber,node11node52,1.0
C_node11node54_timber_t1,1.0,node11transit_node54source,C,timber,node11node54,1.0
C_node12node56_timber_t1,1.0,node12transit_node56source,C,timber,node12node56,1.0
C_node13node56_timber_t1,1.0,node13transit_node56source,C,timber,node13node56,1.0
C_node13node57_timber_t1,1.0,node13transit_node57source,C,timber,node13node57,1.0
C_node15node58_timber_t1,1.0,node15transit_node58source,C,timber,node15node58,1.0
C_node17node56_timber_t1,1.0,node17exit_node56source,C,timber,node17node56,1.0
C_node17node58_wide_t1,1.0,node17exit_node58source,C,wide,node17node58,1.0
C_node20node52_timber_t1,1.0,node20transit_node52source,C,timber,node20node52,1.0
C_node20node54_timber_t1,1.0,node20transit_node54source,C,timber,node20node54,1.0
C_node22node26_timber_t2,1.0,node22transit_node26transit,C,timber,node22node26,2.0
C_node22node45_timber_t1,1.0,node22transit_node45source,C,timber,node22node45,1.0
C_node22node52_timber_t1,1.0,node22transit_node52source,C,timber,node22node52,1.0
C_node23node42_timber_t1,1.0,node23transit_node42exit,C,timber,node23node42,1.0
C_node23node54_timber_t1,1.0,node23transit_node54source,C,timber,node23node54,1.0
C_node24node51_timber_t1,1.0,node24transit_node51source,C,timber,node24node51,1.0
C_node24node52_timber_t1,1.0,node24transit_node52source,C,timber,node24node52,1.0
C_node26node45_timber_t1,1.0,node26transit_node45source,C,timber,node26node45,1.0
C_node26node51_timber_t1,1.0,node26transit_node51source,C,timber,node26node51,1.0
C_node32node55_timber_t1,1.0,node32transit_node55source,C,timber,node32node55,1.0
C_node32node57_wide_t1,1.0,node32transit_node57source,C,wide,node32node57,1.0
C_node33node56_timber_t1,1.0,node33transit_node56source,C,timber,node33node56,1.0
C_node35node55_timber_t1,1.0,node35transit_node55source,C,timber,node35node55,1.0
C_node35node56_timber_t1,1.0,node35transit_node56source,C,timber,node35node56,1.0
C_node35node57_timber_t1,1.0,node35transit_node57source,C,timber,node35node57,1.0
C_node36node58_timber_t1,1.0,node36transit_node58source,C,timber,node36node58,1.0
C_node44node54_timber_t1,1.0,node44exit_node54source,C,timber,node44node54,1.0
M_node1node56_timber_t2,1.0,node1transit_node56source,M,timber,node1node56,2.0
M_node1node56_timber_t3,1.0,node1transit_node56source,M,timber,node1node56,3.0
M_node3node55_timber_t2,1.0,node3transit_node55source,M,timber,node3node55,2.0
M_node3node55_timber_t3,1.0,node3transit_node55source,M,timber,node3node55,3.0
M_node3node55_timber_t4,1.0,node3transit_node55source,M,timber,node3node55,4.0
M_node3node55_timber_t5,1.0,node3transit_node55source,M,timber,node3node55,5.0
M_node3node56_timber_t2,1.0,node3transit_node56source,M,timber,node3node56,2.0
M_node3node56_timber_t3,1.0,node3transit_node56source,M,timber,node3node56,3.0
M_node4node58_timber_t2,1.0,node4exit_node58source,M,timber,node4node58,2.0
M_node6node56_timber_t2,1.0,node6transit_node56source,M,timber,node6node56,2.0
M_node6node56_timber_t3,1.0,node6transit_node56source,M,timber,node6node56,3.0
M_node6node58_timber_t2,1.0,node6transit_node58source,M,timber,node6node58,2.0
M_node6node58_timber_t3,1.0,node6transit_node58source,M,timber,node6node58,3.0
M_node7node45_timber_t2,1.0,node7transit_node45source,M,timber,node7node45,2.0
M_node7node45_timber_t3,1.0,node7transit_node45source,M,timber,node7node45,3.0
M_node7node51_wide_t2,1.0,node7transit_node51source,M,wide,node7node51,2.0
M_node7node51_wide_t3,1.0,node7transit_node51source,M,wide,node7node51,3.0
M_node7node51_wide_t4,1.0,node7transit_node51source,M,wide,node7node51,4.0
M_node7node51_wide_t5,1.0,node7transit_node51source,M,wide,node7node51,5.0
M_node7node52_timber_t2,1.0,node7transit_node52source,M,timber,node7node52,2.0
M_node7node52_timber_t3,1.0,node7transit_node52source,M,timber,node7node52,3.0
M_node8node56_timber_t2,1.0,node8transit_node56source,M,timber,node8node56,2.0
M_node8node56_timber_t3,1.0,node8transit_node56source,M,timber,node8node56,3.0
M_node8node58_timber_t2,1.0,node8transit_node58source,M,timber,node8node58,2.0
M_node8node58_timber_t3,1.0,node8transit_node58source,M,timber,node8node58,3.0
M_node9node32_timber_t2,1.0,node9transit_node32transit,M,timber,node9node32,2.0
M_node9node32_timber_t3,1.0,node9transit_node32transit,M,timber,node9node32,3.0
M_node9node32_timber_t4,1.0,node9transit_node32transit,M,timber,node9node32,4.0
M_node9node32_timber_t5,1.0,node9transit_node32transit,M,timber,node9node32,5.0
M_node9node44_timber_t2,1.0,node9transit_node44exit,M,timber,node9node44,2.0
M_node9node44_timber_t3,1.0,node9transit_node44exit,M,timber,node9node44,3.0
M_node9node44_timber_t4,1.0,node9transit_node44exit,M,timber,node9node44,4.0
M_node9node44_timber_t5,1.0,node9transit_node44exit,M,timber,node9node44,5.0
M_node9node54_timber_t2,1.0,node9transit_node54source,M,timber,node9node54,2.0
M_node9node54_timber_t3,1.0,node9transit_node54source,M,timber,node9node54,3.0
M_node9node55_timber_t2,1.0,node9transit_node55source,M,timber,node9node55,2.0
M_node9node55_timber_t3,1.0,node9transit_node55source,M,timber,node9node55,3.0
M_node9node55_wide_t5,1.0,node9transit_node55source,M,wide,node9node55,5.0
M_node11node22_timber_t2,1.0,node11transit_node22transit,M,timber,node11node22,2.0
M_node11node22_timber_t3,1.0,node11transit_node22transit,M,timber,node11node22,3.0
M_node11node22_timber_t4,1.0,node11transit_node22transit,M,timber,node11node22,4.0
M_node11node22_timber_t5,1.0,node11transit_node22transit,M,timber,node11node22,5.0
M_node11node23_timber_t2,1.0,node11transit_node23transit,M,timber,node11node23,2.0
M_node11node23_timber_t3,1.0,node11transit_node23transit,M,timber,node11node23,3.0
M_node11node23_timber_t4,1.0,node11transit_node23transit,M,timber,node11node23,4.0
M_node11node23_timber_t5,1.0,node11transit_node23transit,M,timber,node11node23,5.0
M_node11node52_timber_t2,1.0,node11transit_node52source,M,timber,node11node52,2.0
M_node11node52_timber_t3,1.0,node11transit_node52source,M,timber,node11node52,3.0
M_node11node52_timber_t4,1.0,node11transit_node52source,M,timber,node11node52,4.0
M_node11node54_timber_t2,1.0,node11transit_node54source,M,timber,node11node54,2.0
M_node11node54_timber_t3,1.0,node11transit_node54source,M,timber,node11node54,3.0
M_node12node56_timber_t2,1.0,node12transit_node56source,M,timber,node12node56,2.0
M_node12node56_timber_t3,1.0,node12transit_node56source,M,timber,node12node56,3.0
M_node13node56_timber_t2,1.0,node13transit_node56source,M,timber,node13node56,2.0
M_node13node56_timber_t3,1.0,node13transit_node56source,M,timber,node13node56,3.0
M_node13node57_timber_t2,1.0,node13transit_node57source,M,timber,node13node57,2.0
M_node13node57_timber_t3,1.0,node13transit_node57source,M,timber,node13node57,3.0
M_node15node58_timber_t2,1.0,node15transit_node58source,M,timber,node15node58,2.0
M_node15node58_timber_t3,1.0,node15transit_node58source,M,timber,node15node58,3.0
M_node17node56_wide_t3,1.0,node17exit_node56source,M,wide,node17node56,3.0
M_node17node56_wide_t4,1.0,node17exit_node56source,M,wide,node17node56,4.0
M_node17node56_wide_t5,1.0,node17exit_node56source,M,wide,node17node56,5.0
M_node17node58_wide_t2,1.0,node17exit_node58source,M,wide,node17node58,2.0
M_node17node58_wide_t3,1.0,node17exit_node58source,M,wide,node17node58,3.0
M_node17node58_wide_t4,1.0,node17exit_node58source,M,wide,node17node58,4.0
M_node17node58_wide_t5,1.0,node17exit_node58source,M,wide,node17node58,5.0
M_node20node52_timber_t2,1.0,node20transit_node52source,M,timber,node20node52,2.0
M_node20node52_timber_t3,1.0,node20transit_node52source,M,timber,node20node52,3.0
M_node20node54_timber_t2,1.0,node20transit_node54source,M,timber,node20node54,2.0
M_node20node54_timber_t3,1.0,node20transit_node54source,M,timber,node20node54,3.0
M_node22node26_timber_t3,1.0,node22transit_node26transit,M,timber,node22node26,3.0
M_node22node26_timber_t4,1.0,node22transit_node26transit,M,timber,node22node26,4.0
M_node22node26_timber_t5,1.0,node22transit_node26transit,M,timber,node22node26,5.0
M_node22node45_timber_t2,1.0,node22transit_node45source,M,timber,node22node45,2.0
M_node22node45_wide_t4,1.0,node22transit_node45source,M,wide,node22node45,4.0
M_node22node45_wide_t5,1.0,node22transit_node45source,M,wide,node22node45,5.0
M_node22node52_timber_t2,1.0,node22transit_node52source,M,timber,node22node52,2.0
M_node22node52_timber_t3,1.0,node22transit_node52source,M,timber,node22node52,3.0
M_node23node42_timber_t2,1.0,node23transit_node42exit,M,timber,node23node42,2.0
M_node23node42_timber_t3,1.0,node23transit_node42exit,M,timber,node23node42,3.0
M_node23node42_timber_t4,1.0,node23transit_node42exit,M,timber,node23node42,4.0
M_node23node42_timber_t5,1.0,node23transit_node42exit,M,timber,node23node42,5.0
M_node23node54_timber_t2,1.0,node23transit_node54source,M,timber,node23node54,2.0
