flow_timber_node1node21_t1: lb=0.0, ub=9.0, type=I, edge=node1node21, period=1, road_type=timber
flow_timber_node1node21_t2: lb=0.0, ub=9.0, type=I, edge=node1node21, period=2, road_type=timber
flow_timber_node1node21_t3: lb=0.0, ub=9.0, type=I, edge=node1node21, period=3, road_type=timber
flow_timber_node1node21_t4: lb=0.0, ub=9.0, type=I, edge=node1node21, period=4, road_type=timber
flow_timber_node1node21_t5: lb=0.0, ub=9.0, type=I, edge=node1node21, period=5, road_type=timber
flow_wide_node1node21_t1: lb=0.0, ub=9.0, type=I, edge=node1node21, period=1, road_type=wide
flow_wide_node1node21_t2: lb=0.0, ub=9.0, type=I, edge=node1node21, period=2, road_type=wide
flow_wide_node1node21_t3: lb=0.0, ub=9.0, type=I, edge=node1node21, period=3, road_type=wide
flow_wide_node1node21_t4: lb=0.0, ub=9.0, type=I, edge=node1node21, period=4, road_type=wide
flow_wide_node1node21_t5: lb=0.0, ub=9.0, type=I, edge=node1node21, period=5, road_type=wide
flow_timber_node1node8_t1: lb=0.0, ub=9.0, type=I, edge=node1node8, period=1, road_type=timber
flow_timber_node1node8_t2: lb=0.0, ub=9.0, type=I, edge=node1node8, period=2, road_type=timber
flow_timber_node1node8_t3: lb=0.0, ub=9.0, type=I, edge=node1node8, period=3, road_type=timber
flow_timber_node1node8_t4: lb=0.0, ub=9.0, type=I, edge=node1node8, period=4, road_type=timber
flow_timber_node1node8_t5: lb=0.0, ub=9.0, type=I, edge=node1node8, period=5, road_type=timber
flow_wide_node1node8_t1: lb=0.0, ub=9.0, type=I, edge=node1node8, period=1, road_type=wide
flow_wide_node1node8_t2: lb=0.0, ub=9.0, type=I, edge=node1node8, period=2, road_type=wide
flow_wide_node1node8_t3: lb=0.0, ub=9.0, type=I, edge=node1node8, period=3, road_type=wide
flow_wide_node1node8_t4: lb=0.0, ub=9.0, type=I, edge=node1node8, period=4, road_type=wide
flow_wide_node1node8_t5: lb=0.0, ub=9.0, type=I, edge=node1node8, period=5, road_type=wide
