arc,type
node22node45,source_in_transit_out
node7node45,source_in_transit_out
node26node45,source_in_transit_out
node10node46,exit_out_source_in
node1node46,source_in_transit_out
node28node46,source_in_transit_out
node25node46,source_in_transit_out
node21node46,exit_out_source_in
node12node46,source_in_transit_out
node2node46,exit_out_source_in
node19node47,source_in_transit_out
node18node47,exit_out_source_in
node34node47,source_in_transit_out
node25node47,source_in_transit_out
node37node47,exit_out_source_in
node28node47,source_in_transit_out
node38node48,exit_out_source_in
node31node48,source_in_transit_out
node19node48,source_in_transit_out
node25node48,source_in_transit_out
node39node48,exit_out_source_in
node15node48,source_in_transit_out
node14node48,exit_out_source_in
node6node48,source_in_transit_out
node10node48,exit_out_source_in
node33node48,source_in_transit_out
node15node49,source_in_transit_out
node14node49,exit_out_source_in
node36node49,source_in_transit_out
node16node49,source_in_transit_out
node39node49,exit_out_source_in
node31node49,source_in_transit_out
node34node50,source_in_transit_out
node30node50,exit_out_source_in
node40node50,exit_out_source_in
node31node50,source_in_transit_out
node16node50,source_in_transit_out
node41node50,exit_out_source_in
node19node50,source_in_transit_out
node27node50,exit_out_source_in
node7node51,source_in_transit_out
node24node51,source_in_transit_out
node26node51,source_in_transit_out
node7node52,source_in_transit_out
node20node52,source_in_transit_out
node22node52,source_in_transit_out
node24node52,source_in_transit_out
node11node52,source_in_transit_out
node3node53,source_in_transit_out
node42node53,exit_out_source_in
node23node53,source_in_transit_out
node9node53,source_in_transit_out
node5node53,exit_out_source_in
node44node53,exit_out_source_in
node29node53,exit_out_source_in
node43node53,exit_out_source_in
node20node54,source_in_transit_out
node11node54,source_in_transit_out
node9node54,source_in_transit_out
node23node54,source_in_transit_out
node44node54,exit_out_source_in
node35node55,source_in_transit_out
node32node55,source_in_transit_out
node9node55,source_in_transit_out
node3node55,source_in_transit_out
node33node56,source_in_transit_out
node35node56,source_in_transit_out
node17node56,exit_out_source_in
node8node56,source_in_transit_out
node13node56,source_in_transit_out
node6node56,source_in_transit_out
node3node56,source_in_transit_out
node1node56,source_in_transit_out
node12node56,source_in_transit_out
node13node57,source_in_transit_out
node35node57,source_in_transit_out
node32node57,source_in_transit_out
node6node58,source_in_transit_out
node4node58,exit_out_source_in
node15node58,source_in_transit_out
node8node58,source_in_transit_out
node17node58,exit_out_source_in
node36node58,source_in_transit_out
node45node7,source_out_transit_in
node45node22,source_out_transit_in
node45node26,source_out_transit_in
node46node2,exit_in_source_out
node46node25,source_out_transit_in
node46node1,source_out_transit_in
node46node10,exit_in_source_out
node46node21,exit_in_source_out
node46node28,source_out_transit_in
node46node12,source_out_transit_in
node47node19,source_out_transit_in
node47node37,exit_in_source_out
node47node25,source_out_transit_in
node47node18,exit_in_source_out
node47node28,source_out_transit_in
node47node34,source_out_transit_in
node48node15,source_out_transit_in
node48node10,exit_in_source_out
node48node19,source_out_transit_in
node48node6,source_out_transit_in
node48node31,source_out_transit_in
node48node25,source_out_transit_in
node48node38,exit_in_source_out
node48node14,exit_in_source_out
node48node39,exit_in_source_out
node48node33,source_out_transit_in
node49node16,source_out_transit_in
node49node36,source_out_transit_in
node49node31,source_out_transit_in
node49node14,exit_in_source_out
node49node15,source_out_transit_in
node49node39,exit_in_source_out
node50node40,exit_in_source_out
node50node34,source_out_transit_in
node50node19,source_out_transit_in
node50node41,exit_in_source_out
node50node27,exit_in_source_out
node50node31,source_out_transit_in
node50node16,source_out_transit_in
node50node30,exit_in_source_out
node51node7,source_out_transit_in
node51node24,source_out_transit_in
node51node26,source_out_transit_in
node52node7,source_out_transit_in
node52node22,source_out_transit_in
node52node20,source_out_transit_in
node52node24,source_out_transit_in
node52node11,source_out_transit_in
node53node9,source_out_transit_in
node53node3,source_out_transit_in
node53node44,exit_in_source_out
node53node42,exit_in_source_out
node53node43,exit_in_source_out
node53node29,exit_in_source_out
node53node23,source_out_transit_in
node53node5,exit_in_source_out
node54node23,source_out_transit_in
node54node20,source_out_transit_in
node54node9,source_out_transit_in
node54node11,source_out_transit_in
node54node44,exit_in_source_out
node55node32,source_out_transit_in
node55node9,source_out_transit_in
node55node3,source_out_transit_in
node55node35,source_out_transit_in
node56node1,source_out_transit_in
node56node17,exit_in_source_out
node56node13,source_out_transit_in
node56node35,source_out_transit_in
node56node6,source_out_transit_in
node56node3,source_out_transit_in
node56node8,source_out_transit_in
node56node33,source_out_transit_in
node56node12,source_out_transit_in
node57node32,source_out_transit_in
node57node13,source_out_transit_in
node57node35,source_out_transit_in
node58node8,source_out_transit_in
node58node4,exit_in_source_out
node58node15,source_out_transit_in
node58node17,exit_in_source_out
node58node6,source_out_transit_in
node58node36,source_out_transit_in
node21node2,exit_in_exit_out
node12node2,exit_in_transit_out
node36node4,exit_in_transit_out
node8node4,exit_in_transit_out
node43node5,exit_in_exit_out
node29node5,exit_in_exit_out
node1node10,exit_in_transit_out
node38node10,exit_in_exit_out
node25node10,exit_in_transit_out
node15node14,exit_in_transit_out
node39node14,exit_in_exit_out
node6node17,exit_in_transit_out
node8node17,exit_in_transit_out
node37node18,exit_in_exit_out
node34node18,exit_in_transit_out
node2node21,exit_in_exit_out
node28node21,exit_in_transit_out
node30node27,exit_in_exit_out
node41node27,exit_in_exit_out
node3node29,exit_in_transit_out
node5node29,exit_in_exit_out
node27node30,exit_in_exit_out
node16node30,exit_in_transit_out
node28node37,exit_in_transit_out
node18node37,exit_in_exit_out
node33node38,exit_in_transit_out
node10node38,exit_in_exit_out
node31node39,exit_in_transit_out
node14node39,exit_in_exit_out
node41node40,exit_in_exit_out
node34node40,exit_in_transit_out
node40node41,exit_in_exit_out
node27node41,exit_in_exit_out
node43node42,exit_in_exit_out
node23node42,exit_in_transit_out
node42node43,exit_in_exit_out
node5node43,exit_in_exit_out
node9node44,exit_in_transit_out
node23node44,exit_in_transit_out
node2node12,exit_out_transit_in
node4node36,exit_out_transit_in
node4node8,exit_out_transit_in
node10node25,exit_out_transit_in
node10node1,exit_out_transit_in
node14node15,exit_out_transit_in
node17node6,exit_out_transit_in
node17node8,exit_out_transit_in
node18node34,exit_out_transit_in
node21node28,exit_out_transit_in
node29node3,exit_out_transit_in
node30node16,exit_out_transit_in
node37node28,exit_out_transit_in
node38node33,exit_out_transit_in
node39node31,exit_out_transit_in
node40node34,exit_out_transit_in
node42node23,exit_out_transit_in
node44node9,exit_out_transit_in
node44node23,exit_out_transit_in
node16node36,transit_in_transit_out
node15node36,transit_in_transit_out
node6node33,transit_in_transit_out
node1node33,transit_in_transit_out
node24node20,transit_in_transit_out
node9node20,transit_in_transit_out
node11node20,transit_in_transit_out
node19node31,transit_in_transit_out
node16node31,transit_in_transit_out
node11node23,transit_in_transit_out
node36node15,transit_in_transit_out
node6node15,transit_in_transit_out
node25node28,transit_in_transit_out
node12node1,transit_in_transit_out
node33node1,transit_in_transit_out
node13node32,transit_in_transit_out
node35node32,transit_in_transit_out
node9node32,transit_in_transit_out
node19node25,transit_in_transit_out
node28node25,transit_in_transit_out
node20node9,transit_in_transit_out
node3node9,transit_in_transit_out
node32node9,transit_in_transit_out
node19node34,transit_in_transit_out
node1node12,transit_in_transit_out
node3node12,transit_in_transit_out
node15node6,transit_in_transit_out
node33node6,transit_in_transit_out
node7node22,transit_in_transit_out
node11node22,transit_in_transit_out
node26node22,transit_in_transit_out
node32node35,transit_in_transit_out
node3node35,transit_in_transit_out
node13node35,transit_in_transit_out
node7node26,transit_in_transit_out
node22node26,transit_in_transit_out
node24node26,transit_in_transit_out
node34node19,transit_in_transit_out
node25node19,transit_in_transit_out
node31node19,transit_in_transit_out
node22node11,transit_in_transit_out
node23node11,transit_in_transit_out
