arc,type
node9node73,source_in_transit_out
node19node73,source_in_transit_out
node27node73,source_in_transit_out
node36node73,exit_out_source_in
node38node73,exit_out_source_in
node37node73,exit_out_source_in
node18node73,exit_out_source_in
node39node73,exit_out_source_in
node9node74,source_in_transit_out
node14node74,exit_out_source_in
node41node74,exit_out_source_in
node7node74,source_in_transit_out
node40node74,exit_out_source_in
node12node74,source_in_transit_out
node43node74,exit_out_source_in
node25node74,source_in_transit_out
node42node74,exit_out_source_in
node31node74,exit_out_source_in
node16node74,source_in_transit_out
node19node74,source_in_transit_out
node17node74,source_in_transit_out
node12node75,source_in_transit_out
node27node75,source_in_transit_out
node13node75,source_in_transit_out
node19node75,source_in_transit_out
node44node75,exit_out_source_in
node16node75,source_in_transit_out
node36node75,exit_out_source_in
node25node75,source_in_transit_out
node28node75,exit_out_source_in
node13node76,source_in_transit_out
node31node76,exit_out_source_in
node3node76,source_in_transit_out
node45node76,exit_out_source_in
node7node76,source_in_transit_out
node25node76,source_in_transit_out
node32node76,source_in_transit_out
node46node76,exit_out_source_in
node14node76,exit_out_source_in
node24node77,exit_out_source_in
node35node77,exit_out_source_in
node33node77,exit_out_source_in
node26node77,source_in_transit_out
node47node77,exit_out_source_in
node20node77,source_in_transit_out
node7node78,source_in_transit_out
node32node78,source_in_transit_out
node17node78,source_in_transit_out
node8node78,source_in_transit_out
node48node78,exit_out_source_in
node45node78,exit_out_source_in
node13node79,source_in_transit_out
node22node79,exit_out_source_in
node50node79,exit_out_source_in
node46node79,exit_out_source_in
node28node79,exit_out_source_in
node29node79,source_in_transit_out
node3node79,source_in_transit_out
node15node79,exit_out_source_in
node49node79,exit_out_source_in
node30node80,source_in_transit_out
node32node80,source_in_transit_out
node23node80,source_in_transit_out
node48node80,exit_out_source_in
node8node80,source_in_transit_out
node51node80,exit_out_source_in
node50node81,exit_out_source_in
node52node81,exit_out_source_in
node49node81,exit_out_source_in
node3node81,source_in_transit_out
node32node81,source_in_transit_out
node4node81,source_in_transit_out
node20node81,source_in_transit_out
node29node81,source_in_transit_out
node23node81,source_in_transit_out
node53node81,exit_out_source_in
node26node81,source_in_transit_out
node23node82,source_in_transit_out
node55node82,exit_out_source_in
node5node82,source_in_transit_out
node52node82,exit_out_source_in
node54node82,exit_out_source_in
node10node82,source_in_transit_out
node59node82,exit_out_source_in
node58node82,exit_out_source_in
node51node82,exit_out_source_in
node1node82,exit_out_source_in
node57node82,exit_out_source_in
node56node82,exit_out_source_in
node30node82,source_in_transit_out
node4node82,source_in_transit_out
node53node82,exit_out_source_in
node65node83,exit_out_source_in
node10node83,source_in_transit_out
node69node83,exit_out_source_in
node72node83,exit_out_source_in
node61node83,exit_out_source_in
node5node83,source_in_transit_out
node6node83,exit_out_source_in
node60node83,exit_out_source_in
node2node83,exit_out_source_in
node34node83,exit_out_source_in
node71node83,exit_out_source_in
node62node83,exit_out_source_in
node68node83,exit_out_source_in
node21node83,exit_out_source_in
node63node83,exit_out_source_in
node54node83,exit_out_source_in
node67node83,exit_out_source_in
node66node83,exit_out_source_in
node11node83,exit_out_source_in
node64node83,exit_out_source_in
node70node83,exit_out_source_in
node73node19,source_out_transit_in
node73node9,source_out_transit_in
node73node27,source_out_transit_in
node73node36,exit_in_source_out
node73node39,exit_in_source_out
node73node38,exit_in_source_out
node73node37,exit_in_source_out
node73node18,exit_in_source_out
node74node43,exit_in_source_out
node74node42,exit_in_source_out
node74node16,source_out_transit_in
node74node12,source_out_transit_in
node74node7,source_out_transit_in
node74node40,exit_in_source_out
node74node9,source_out_transit_in
node74node19,source_out_transit_in
node74node41,exit_in_source_out
node74node14,exit_in_source_out
node74node25,source_out_transit_in
node74node31,exit_in_source_out
node74node17,source_out_transit_in
node75node27,source_out_transit_in
node75node44,exit_in_source_out
node75node13,source_out_transit_in
node75node28,exit_in_source_out
node75node25,source_out_transit_in
node75node16,source_out_transit_in
node75node19,source_out_transit_in
node75node12,source_out_transit_in
node75node36,exit_in_source_out
node76node3,source_out_transit_in
node76node25,source_out_transit_in
node76node7,source_out_transit_in
node76node31,exit_in_source_out
node76node13,source_out_transit_in
node76node46,exit_in_source_out
node76node45,exit_in_source_out
node76node32,source_out_transit_in
node76node14,exit_in_source_out
node77node35,exit_in_source_out
node77node24,exit_in_source_out
node77node26,source_out_transit_in
node77node47,exit_in_source_out
node77node33,exit_in_source_out
node77node20,source_out_transit_in
node78node7,source_out_transit_in
node78node48,exit_in_source_out
node78node8,source_out_transit_in
node78node45,exit_in_source_out
node78node17,source_out_transit_in
node78node32,source_out_transit_in
node79node50,exit_in_source_out
node79node28,exit_in_source_out
node79node46,exit_in_source_out
node79node13,source_out_transit_in
node79node49,exit_in_source_out
node79node3,source_out_transit_in
node79node29,source_out_transit_in
node79node22,exit_in_source_out
node79node15,exit_in_source_out
node80node32,source_out_transit_in
node80node30,source_out_transit_in
node80node23,source_out_transit_in
node80node8,source_out_transit_in
node80node48,exit_in_source_out
node80node51,exit_in_source_out
node81node50,exit_in_source_out
node81node29,source_out_transit_in
node81node4,source_out_transit_in
node81node53,exit_in_source_out
node81node26,source_out_transit_in
node81node20,source_out_transit_in
node81node3,source_out_transit_in
node81node49,exit_in_source_out
node81node32,source_out_transit_in
node81node52,exit_in_source_out
node81node23,source_out_transit_in
node82node10,source_out_transit_in
node82node59,exit_in_source_out
node82node1,exit_in_source_out
node82node55,exit_in_source_out
node82node53,exit_in_source_out
node82node58,exit_in_source_out
node82node54,exit_in_source_out
node82node5,source_out_transit_in
node82node56,exit_in_source_out
node82node30,source_out_transit_in
node82node52,exit_in_source_out
node82node57,exit_in_source_out
node82node51,exit_in_source_out
node82node23,source_out_transit_in
node82node4,source_out_transit_in
node83node10,source_out_transit_in
node83node71,exit_in_source_out
node83node67,exit_in_source_out
node83node62,exit_in_source_out
node83node6,exit_in_source_out
node83node69,exit_in_source_out
node83node64,exit_in_source_out
node83node68,exit_in_source_out
node83node60,exit_in_source_out
node83node70,exit_in_source_out
node83node21,exit_in_source_out
node83node72,exit_in_source_out
node83node5,source_out_transit_in
node83node2,exit_in_source_out
node83node61,exit_in_source_out
node83node34,exit_in_source_out
node83node65,exit_in_source_out
node83node63,exit_in_source_out
node83node54,exit_in_source_out
node83node66,exit_in_source_out
node83node11,exit_in_source_out
node58node1,exit_in_exit_out
node59node1,exit_in_exit_out
node63node2,exit_in_exit_out
node62node2,exit_in_exit_out
node62node6,exit_in_exit_out
node67node6,exit_in_exit_out
node66node11,exit_in_exit_out
node61node11,exit_in_exit_out
node7node14,exit_in_transit_out
node31node14,exit_in_exit_out
