variable,value
C_timber_node1node58_t1,1.0
C_timber_node1node58_t2,1.0
C_timber_node1node58_t3,1.0
C_timber_node1node58_t4,1.0
C_timber_node1node58_t5,1.0
C_wide_node1node58_t1,1.0
C_wide_node1node58_t2,1.0
C_wide_node1node58_t3,1.0
C_wide_node1node58_t4,1.0
C_wide_node1node58_t5,1.0
C_timber_node1node59_t1,1.0
C_timber_node1node59_t2,1.0
C_timber_node1node59_t3,1.0
C_timber_node1node59_t4,1.0
C_timber_node1node59_t5,1.0
C_wide_node1node59_t1,1.0
C_wide_node1node59_t2,1.0
C_wide_node1node59_t3,1.0
C_wide_node1node59_t4,1.0
C_wide_node1node59_t5,1.0
C_timber_node1node82_t1,1.0
C_timber_node1node82_t2,1.0
C_timber_node1node82_t3,1.0
C_timber_node1node82_t4,1.0
C_timber_node1node82_t5,1.0
C_wide_node1node82_t1,1.0
C_wide_node1node82_t2,1.0
C_wide_node1node82_t3,1.0
C_wide_node1node82_t4,1.0
C_wide_node1node82_t5,1.0
C_timber_node2node62_t1,1.0
C_timber_node2node62_t2,1.0
C_timber_node2node62_t3,1.0
C_timber_node2node62_t4,1.0
C_timber_node2node62_t5,1.0
C_wide_node2node62_t1,1.0
C_wide_node2node62_t2,1.0
C_wide_node2node62_t3,1.0
C_wide_node2node62_t4,1.0
C_wide_node2node62_t5,1.0
C_timber_node2node63_t1,1.0
C_timber_node2node63_t2,1.0
C_timber_node2node63_t3,1.0
C_timber_node2node63_t4,1.0
C_timber_node2node63_t5,1.0
C_wide_node2node63_t1,1.0
C_wide_node2node63_t2,1.0
C_wide_node2node63_t3,1.0
C_wide_node2node63_t4,1.0
C_wide_node2node63_t5,1.0
C_timber_node2node83_t1,1.0
C_timber_node2node83_t2,1.0
C_timber_node2node83_t3,1.0
C_timber_node2node83_t4,1.0
C_timber_node2node83_t5,1.0
C_wide_node2node83_t1,1.0
C_wide_node2node83_t2,1.0
C_wide_node2node83_t3,1.0
C_wide_node2node83_t4,1.0
C_wide_node2node83_t5,1.0
C_timber_node3node32_t1,1.0
C_timber_node3node32_t2,1.0
C_timber_node3node32_t3,1.0
C_timber_node3node32_t4,1.0
C_timber_node3node32_t5,1.0
C_wide_node3node32_t1,1.0
C_wide_node3node32_t2,1.0
C_wide_node3node32_t3,1.0
C_wide_node3node32_t4,1.0
C_wide_node3node32_t5,1.0
C_timber_node3node46_t1,1.0
C_timber_node3node46_t2,1.0
C_timber_node3node46_t3,1.0
C_timber_node3node46_t4,1.0
C_timber_node3node46_t5,1.0
C_wide_node3node46_t1,1.0
C_wide_node3node46_t2,1.0
C_wide_node3node46_t3,1.0
C_wide_node3node46_t4,1.0
C_wide_node3node46_t5,1.0
C_timber_node3node49_t1,1.0
C_timber_node3node49_t2,1.0
C_timber_node3node49_t3,1.0
C_timber_node3node49_t4,1.0
C_timber_node3node49_t5,1.0
C_wide_node3node49_t1,1.0
C_wide_node3node49_t2,1.0
C_wide_node3node49_t3,1.0
