variable,value,node_type_info,action,road_type,edge,period
C_node1node14_timber_t1,1.0,node1transit_node14source,C,timber,node1node14,1.0
C_node3node11_timber_t1,1.0,node3transit_node11exit,C,timber,node3node11,1.0
C_node3node14_timber_t1,1.0,node3transit_node14source,C,timber,node3node14,1.0
C_node6node14_wide_t1,1.0,node6transit_node14source,C,wide,node6node14,1.0
C_node9node14_timber_t1,1.0,node9transit_node14source,C,timber,node9node14,1.0
M_node1node14_timber_t2,1.0,node1transit_node14source,M,timber,node1node14,2.0
M_node1node14_timber_t3,1.0,node1transit_node14source,M,timber,node1node14,3.0
M_node1node14_timber_t4,1.0,node1transit_node14source,M,timber,node1node14,4.0
M_node1node14_timber_t5,1.0,node1transit_node14source,M,timber,node1node14,5.0
M_node3node11_timber_t2,1.0,node3transit_node11exit,M,timber,node3node11,2.0
M_node3node11_timber_t3,1.0,node3transit_node11exit,M,timber,node3node11,3.0
M_node3node11_timber_t4,1.0,node3transit_node11exit,M,timber,node3node11,4.0
M_node3node11_timber_t5,1.0,node3transit_node11exit,M,timber,node3node11,5.0
M_node3node14_timber_t2,1.0,node3transit_node14source,M,timber,node3node14,2.0
M_node3node14_timber_t3,1.0,node3transit_node14source,M,timber,node3node14,3.0
M_node3node14_timber_t4,1.0,node3transit_node14source,M,timber,node3node14,4.0
M_node3node14_timber_t5,1.0,node3transit_node14source,M,timber,node3node14,5.0
M_node6node14_wide_t2,1.0,node6transit_node14source,M,wide,node6node14,2.0
M_node6node14_wide_t3,1.0,node6transit_node14source,M,wide,node6node14,3.0
M_node6node14_wide_t4,1.0,node6transit_node14source,M,wide,node6node14,4.0
M_node6node14_wide_t5,1.0,node6transit_node14source,M,wide,node6node14,5.0
M_node9node14_timber_t2,1.0,node9transit_node14source,M,timber,node9node14,2.0
M_node9node14_timber_t3,1.0,node9transit_node14source,M,timber,node9node14,3.0
M_node9node14_timber_t4,1.0,node9transit_node14source,M,timber,node9node14,4.0
U_node9node14_t5,1.0,node9transit_node14source,U,,node9node14,5.0
flow_timber_node3node11_t1,1.0,node3transit_node11exit,flow,timber,node3node11,1.0
flow_timber_node3node11_t2,1.0,node3transit_node11exit,flow,timber,node3node11,2.0
flow_timber_node3node11_t3,1.0,node3transit_node11exit,flow,timber,node3node11,3.0
flow_timber_node3node11_t4,1.0,node3transit_node11exit,flow,timber,node3node11,4.0
flow_timber_node3node11_t5,1.0,node3transit_node11exit,flow,timber,node3node11,5.0
flow_timber_node14node3_t1,1.0,node14source_node3transit,flow,timber,node14node3,1.0
flow_timber_node14node3_t2,1.0,node14source_node3transit,flow,timber,node14node3,2.0
flow_timber_node14node3_t3,1.0,node14source_node3transit,flow,timber,node14node3,3.0
flow_timber_node14node3_t4,1.0,node14source_node3transit,flow,timber,node14node3,4.0
flow_timber_node14node3_t5,1.0,node14source_node3transit,flow,timber,node14node3,5.0
