variable,coefficient,type,prefix,width,edge,period
C_node1node8_timber_t0,267.0,B,C,timber,,0
C_node1node8_timber_t1,224.81,B,C,timber,,1
C_node1node8_timber_t2,159.37,B,C,timber,,2
C_node1node8_timber_t3,112.98,B,C,timber,,3
C_node1node8_timber_t4,80.09,B,C,timber,,4
C_node1node8_timber_t5,56.78,B,C,timber,,5
C_node1node8_wide_t0,400.0,B,C,wide,,0
C_node1node8_wide_t1,336.79,B,C,wide,,1
C_node1node8_wide_t2,238.76,B,C,wide,,2
C_node1node8_wide_t3,169.26,B,C,wide,,3
C_node1node8_wide_t4,119.99,B,C,wide,,4
C_node1node8_wide_t5,85.06,B,C,wide,,5
C_node1node3_timber_t0,530.0,B,C,timber,,0
C_node1node3_timber_t1,446.25,B,C,timber,,1
C_node1node3_timber_t2,316.35,B,C,timber,,2
C_node1node3_timber_t3,224.27,B,C,timber,,3
C_node1node3_timber_t4,158.99,B,C,timber,,4
C_node1node3_timber_t5,112.71,B,C,timber,,5
C_node1node3_wide_t0,795.0,B,C,wide,,0
C_node1node3_wide_t1,669.37,B,C,wide,,1
C_node1node3_wide_t2,474.53,B,C,wide,,2
C_node1node3_wide_t3,336.4,B,C,wide,,3
C_node1node3_wide_t4,238.48,B,C,wide,,4
C_node1node3_wide_t5,169.06,B,C,wide,,5
C_node1node6_timber_t0,2137.0,B,C,timber,,0
C_node1node6_timber_t1,1799.3,B,C,timber,,1
C_node1node6_timber_t2,1275.56,B,C,timber,,2
C_node1node6_timber_t3,904.27,B,C,timber,,3
C_node1node6_timber_t4,641.05,B,C,timber,,4
C_node1node6_timber_t5,454.45,B,C,timber,,5
C_node1node6_wide_t0,3203.0,B,C,wide,,0
C_node1node6_wide_t1,2696.84,B,C,wide,,1
C_node1node6_wide_t2,1911.84,B,C,wide,,2
C_node1node6_wide_t3,1355.34,B,C,wide,,3
C_node1node6_wide_t4,960.83,B,C,wide,,4
C_node1node6_wide_t5,681.15,B,C,wide,,5
C_node1node14_timber_t0,0.0,B,C,timber,,0
C_node1node14_timber_t1,0.0,B,C,timber,,1
C_node1node14_timber_t2,0.0,B,C,timber,,2
C_node1node14_timber_t3,0.0,B,C,timber,,3
C_node1node14_timber_t4,0.0,B,C,timber,,4
C_node1node14_timber_t5,0.0,B,C,timber,,5
C_node1node14_wide_t0,0.0,B,C,wide,,0
C_node1node14_wide_t1,0.0,B,C,wide,,1
C_node1node14_wide_t2,0.0,B,C,wide,,2
C_node1node14_wide_t3,0.0,B,C,wide,,3
C_node1node14_wide_t4,0.0,B,C,wide,,4
C_node1node14_wide_t5,0.0,B,C,wide,,5
C_node2node7_timber_t0,704.0,B,C,timber,,0
C_node2node7_timber_t1,592.75,B,C,timber,,1
C_node2node7_timber_t2,420.21,B,C,timber,,2
C_node2node7_timber_t3,297.9,B,C,timber,,3
C_node2node7_timber_t4,211.18,B,C,timber,,4
C_node2node7_timber_t5,149.71,B,C,timber,,5
C_node2node7_wide_t0,1058.0,B,C,wide,,0
C_node2node7_wide_t1,890.81,B,C,wide,,1
C_node2node7_wide_t2,631.51,B,C,wide,,2
