variable,lb,ub,type,edge,period,road_type
flow_timber_node1node124_t1,0.0,9.0,I,node1node124,1,timber
flow_timber_node1node124_t2,0.0,9.0,I,node1node124,2,timber
flow_timber_node1node124_t3,0.0,9.0,I,node1node124,3,timber
flow_timber_node1node124_t4,0.0,9.0,I,node1node124,4,timber
flow_timber_node1node124_t5,0.0,9.0,I,node1node124,5,timber
flow_wide_node1node124_t1,0.0,9.0,I,node1node124,1,wide
flow_wide_node1node124_t2,0.0,9.0,I,node1node124,2,wide
flow_wide_node1node124_t3,0.0,9.0,I,node1node124,3,wide
flow_wide_node1node124_t4,0.0,9.0,I,node1node124,4,wide
flow_wide_node1node124_t5,0.0,9.0,I,node1node124,5,wide
flow_timber_node1node100_t1,0.0,9.0,I,node1node100,1,timber
flow_timber_node1node100_t2,0.0,9.0,I,node1node100,2,timber
flow_timber_node1node100_t3,0.0,9.0,I,node1node100,3,timber
flow_timber_node1node100_t4,0.0,9.0,I,node1node100,4,timber
flow_timber_node1node100_t5,0.0,9.0,I,node1node100,5,timber
flow_wide_node1node100_t1,0.0,9.0,I,node1node100,1,wide
flow_wide_node1node100_t2,0.0,9.0,I,node1node100,2,wide
flow_wide_node1node100_t3,0.0,9.0,I,node1node100,3,wide
flow_wide_node1node100_t4,0.0,9.0,I,node1node100,4,wide
flow_wide_node1node100_t5,0.0,9.0,I,node1node100,5,wide
flow_timber_node1node215_t1,0.0,9.0,I,node1node215,1,timber
flow_timber_node1node215_t2,0.0,9.0,I,node1node215,2,timber
flow_timber_node1node215_t3,0.0,9.0,I,node1node215,3,timber
flow_timber_node1node215_t4,0.0,9.0,I,node1node215,4,timber
flow_timber_node1node215_t5,0.0,9.0,I,node1node215,5,timber
flow_wide_node1node215_t1,0.0,9.0,I,node1node215,1,wide
flow_wide_node1node215_t2,0.0,9.0,I,node1node215,2,wide
flow_wide_node1node215_t3,0.0,9.0,I,node1node215,3,wide
flow_wide_node1node215_t4,0.0,9.0,I,node1node215,4,wide
flow_wide_node1node215_t5,0.0,9.0,I,node1node215,5,wide
flow_timber_node1node261_t1,0.0,9.0,I,node1node261,1,timber
flow_timber_node1node261_t2,0.0,9.0,I,node1node261,2,timber
flow_timber_node1node261_t3,0.0,9.0,I,node1node261,3,timber
flow_timber_node1node261_t4,0.0,9.0,I,node1node261,4,timber
flow_timber_node1node261_t5,0.0,9.0,I,node1node261,5,timber
flow_wide_node1node261_t1,0.0,9.0,I,node1node261,1,wide
flow_wide_node1node261_t2,0.0,9.0,I,node1node261,2,wide
flow_wide_node1node261_t3,0.0,9.0,I,node1node261,3,wide
flow_wide_node1node261_t4,0.0,9.0,I,node1node261,4,wide
flow_wide_node1node261_t5,0.0,9.0,I,node1node261,5,wide
flow_timber_node1node264_t1,0.0,9.0,I,node1node264,1,timber
flow_timber_node1node264_t2,0.0,9.0,I,node1node264,2,timber
flow_timber_node1node264_t3,0.0,9.0,I,node1node264,3,timber
flow_timber_node1node264_t4,0.0,9.0,I,node1node264,4,timber
flow_timber_node1node264_t5,0.0,9.0,I,node1node264,5,timber
flow_wide_node1node264_t1,0.0,9.0,I,node1node264,1,wide
flow_wide_node1node264_t2,0.0,9.0,I,node1node264,2,wide
flow_wide_node1node264_t3,0.0,9.0,I,node1node264,3,wide
flow_wide_node1node264_t4,0.0,9.0,I,node1node264,4,wide
flow_wide_node1node264_t5,0.0,9.0,I,node1node264,5,wide
flow_timber_node124node1_t1,0.0,9.0,I,node124node1,1,timber
flow_timber_node124node1_t2,0.0,9.0,I,node124node1,2,timber
flow_timber_node124node1_t3,0.0,9.0,I,node124node1,3,timber
flow_timber_node124node1_t4,0.0,9.0,I,node124node1,4,timber
flow_timber_node124node1_t5,0.0,9.0,I,node124node1,5,timber
flow_wide_node124node1_t1,0.0,9.0,I,node124node1,1,wide
flow_wide_node124node1_t2,0.0,9.0,I,node124node1,2,wide
flow_wide_node124node1_t3,0.0,9.0,I,node124node1,3,wide
flow_wide_node124node1_t4,0.0,9.0,I,node124node1,4,wide
flow_wide_node124node1_t5,0.0,9.0,I,node124node1,5,wide
flow_timber_node124node8_t1,0.0,9.0,I,node124node8,1,timber
flow_timber_node124node8_t2,0.0,9.0,I,node124node8,2,timber
flow_timber_node124node8_t3,0.0,9.0,I,node124node8,3,timber
flow_timber_node124node8_t4,0.0,9.0,I,node124node8,4,timber
flow_timber_node124node8_t5,0.0,9.0,I,node124node8,5,timber
flow_wide_node124node8_t1,0.0,9.0,I,node124node8,1,wide
flow_wide_node124node8_t2,0.0,9.0,I,node124node8,2,wide
flow_wide_node124node8_t3,0.0,9.0,I,node124node8,3,wide
flow_wide_node124node8_t4,0.0,9.0,I,node124node8,4,wide
flow_wide_node124node8_t5,0.0,9.0,I,node124node8,5,wide
flow_timber_node124node38_t1,0.0,9.0,I,node124node38,1,timber
flow_timber_node124node38_t2,0.0,9.0,I,node124node38,2,timber
flow_timber_node124node38_t3,0.0,9.0,I,node124node38,3,timber
flow_timber_node124node38_t4,0.0,9.0,I,node124node38,4,timber
flow_timber_node124node38_t5,0.0,9.0,I,node124node38,5,timber
flow_wide_node124node38_t1,0.0,9.0,I,node124node38,1,wide
flow_wide_node124node38_t2,0.0,9.0,I,node124node38,2,wide
flow_wide_node124node38_t3,0.0,9.0,I,node124node38,3,wide
flow_wide_node124node38_t4,0.0,9.0,I,node124node38,4,wide
flow_wide_node124node38_t5,0.0,9.0,I,node124node38,5,wide
flow_timber_node124node264_t1,0.0,9.0,I,node124node264,1,timber
flow_timber_node124node264_t2,0.0,9.0,I,node124node264,2,timber
flow_timber_node124node264_t3,0.0,9.0,I,node124node264,3,timber
flow_timber_node124node264_t4,0.0,9.0,I,node124node264,4,timber
flow_timber_node124node264_t5,0.0,9.0,I,node124node264,5,timber
flow_wide_node124node264_t1,0.0,9.0,I,node124node264,1,wide
flow_wide_node124node264_t2,0.0,9.0,I,node124node264,2,wide
flow_wide_node124node264_t3,0.0,9.0,I,node124node264,3,wide
flow_wide_node124node264_t4,0.0,9.0,I,node124node264,4,wide
flow_wide_node124node264_t5,0.0,9.0,I,node124node264,5,wide
flow_timber_node124node265_t1,0.0,9.0,I,node124node265,1,timber
flow_timber_node124node265_t2,0.0,9.0,I,node124node265,2,timber
flow_timber_node124node265_t3,0.0,9.0,I,node124node265,3,timber
flow_timber_node124node265_t4,0.0,9.0,I,node124node265,4,timber
flow_timber_node124node265_t5,0.0,9.0,I,node124node265,5,timber
flow_wide_node124node265_t1,0.0,9.0,I,node124node265,1,wide
flow_wide_node124node265_t2,0.0,9.0,I,node124node265,2,wide
flow_wide_node124node265_t3,0.0,9.0,I,node124node265,3,wide
flow_wide_node124node265_t4,0.0,9.0,I,node124node265,4,wide
flow_wide_node124node265_t5,0.0,9.0,I,node124node265,5,wide
flow_timber_node100node1_t1,0.0,9.0,I,node100node1,1,timber
flow_timber_node100node1_t2,0.0,9.0,I,node100node1,2,timber
flow_timber_node100node1_t3,0.0,9.0,I,node100node1,3,timber
flow_timber_node100node1_t4,0.0,9.0,I,node100node1,4,timber
flow_timber_node100node1_t5,0.0,9.0,I,node100node1,5,timber
flow_wide_node100node1_t1,0.0,9.0,I,node100node1,1,wide
flow_wide_node100node1_t2,0.0,9.0,I,node100node1,2,wide
flow_wide_node100node1_t3,0.0,9.0,I,node100node1,3,wide
flow_wide_node100node1_t4,0.0,9.0,I,node100node1,4,wide
flow_wide_node100node1_t5,0.0,9.0,I,node100node1,5,wide
flow_timber_node100node63_t1,0.0,9.0,I,node100node63,1,timber
flow_timber_node100node63_t2,0.0,9.0,I,node100node63,2,timber
flow_timber_node100node63_t3,0.0,9.0,I,node100node63,3,timber
flow_timber_node100node63_t4,0.0,9.0,I,node100node63,4,timber
flow_timber_node100node63_t5,0.0,9.0,I,node100node63,5,timber
flow_wide_node100node63_t1,0.0,9.0,I,node100node63,1,wide
flow_wide_node100node63_t2,0.0,9.0,I,node100node63,2,wide
flow_wide_node100node63_t3,0.0,9.0,I,node100node63,3,wide
flow_wide_node100node63_t4,0.0,9.0,I,node100node63,4,wide
flow_wide_node100node63_t5,0.0,9.0,I,node100node63,5,wide
flow_timber_node100node133_t1,0.0,9.0,I,node100node133,1,timber
flow_timber_node100node133_t2,0.0,9.0,I,node100node133,2,timber
flow_timber_node100node133_t3,0.0,9.0,I,node100node133,3,timber
flow_timber_node100node133_t4,0.0,9.0,I,node100node133,4,timber
flow_timber_node100node133_t5,0.0,9.0,I,node100node133,5,timber
flow_wide_node100node133_t1,0.0,9.0,I,node100node133,1,wide
flow_wide_node100node133_t2,0.0,9.0,I,node100node133,2,wide
flow_wide_node100node133_t3,0.0,9.0,I,node100node133,3,wide
flow_wide_node100node133_t4,0.0,9.0,I,node100node133,4,wide
flow_wide_node100node133_t5,0.0,9.0,I,node100node133,5,wide
flow_timber_node100node261_t1,0.0,9.0,I,node100node261,1,timber
flow_timber_node100node261_t2,0.0,9.0,I,node100node261,2,timber
flow_timber_node100node261_t3,0.0,9.0,I,node100node261,3,timber
flow_timber_node100node261_t4,0.0,9.0,I,node100node261,4,timber
flow_timber_node100node261_t5,0.0,9.0,I,node100node261,5,timber
flow_wide_node100node261_t1,0.0,9.0,I,node100node261,1,wide
flow_wide_node100node261_t2,0.0,9.0,I,node100node261,2,wide
flow_wide_node100node261_t3,0.0,9.0,I,node100node261,3,wide
flow_wide_node100node261_t4,0.0,9.0,I,node100node261,4,wide
flow_wide_node100node261_t5,0.0,9.0,I,node100node261,5,wide
flow_timber_node100node264_t1,0.0,9.0,I,node100node264,1,timber
flow_timber_node100node264_t2,0.0,9.0,I,node100node264,2,timber
flow_timber_node100node264_t3,0.0,9.0,I,node100node264,3,timber
flow_timber_node100node264_t4,0.0,9.0,I,node100node264,4,timber
flow_timber_node100node264_t5,0.0,9.0,I,node100node264,5,timber
flow_wide_node100node264_t1,0.0,9.0,I,node100node264,1,wide
flow_wide_node100node264_t2,0.0,9.0,I,node100node264,2,wide
flow_wide_node100node264_t3,0.0,9.0,I,node100node264,3,wide
flow_wide_node100node264_t4,0.0,9.0,I,node100node264,4,wide
flow_wide_node100node264_t5,0.0,9.0,I,node100node264,5,wide
flow_timber_node215node1_t1,0.0,9.0,I,node215node1,1,timber
flow_timber_node215node1_t2,0.0,9.0,I,node215node1,2,timber
flow_timber_node215node1_t3,0.0,9.0,I,node215node1,3,timber
flow_timber_node215node1_t4,0.0,9.0,I,node215node1,4,timber
flow_timber_node215node1_t5,0.0,9.0,I,node215node1,5,timber
flow_wide_node215node1_t1,0.0,9.0,I,node215node1,1,wide
flow_wide_node215node1_t2,0.0,9.0,I,node215node1,2,wide
flow_wide_node215node1_t3,0.0,9.0,I,node215node1,3,wide
flow_wide_node215node1_t4,0.0,9.0,I,node215node1,4,wide
flow_wide_node215node1_t5,0.0,9.0,I,node215node1,5,wide
flow_timber_node215node216_t1,0.0,9.0,I,node215node216,1,timber
flow_timber_node215node216_t2,0.0,9.0,I,node215node216,2,timber
flow_timber_node215node216_t3,0.0,9.0,I,node215node216,3,timber
flow_timber_node215node216_t4,0.0,9.0,I,node215node216,4,timber
flow_timber_node215node216_t5,0.0,9.0,I,node215node216,5,timber
flow_wide_node215node216_t1,0.0,9.0,I,node215node216,1,wide
flow_wide_node215node216_t2,0.0,9.0,I,node215node216,2,wide
flow_wide_node215node216_t3,0.0,9.0,I,node215node216,3,wide
flow_wide_node215node216_t4,0.0,9.0,I,node215node216,4,wide
flow_wide_node215node216_t5,0.0,9.0,I,node215node216,5,wide
flow_timber_node215node261_t1,0.0,9.0,I,node215node261,1,timber
flow_timber_node215node261_t2,0.0,9.0,I,node215node261,2,timber
flow_timber_node215node261_t3,0.0,9.0,I,node215node261,3,timber
flow_timber_node215node261_t4,0.0,9.0,I,node215node261,4,timber
flow_timber_node215node261_t5,0.0,9.0,I,node215node261,5,timber
