flow_timber_node1node37_t1: lb=0.0, ub=9.0, type=I, edge=node1node37, period=1, road_type=timber
flow_timber_node1node37_t2: lb=0.0, ub=9.0, type=I, edge=node1node37, period=2, road_type=timber
flow_timber_node1node37_t3: lb=0.0, ub=9.0, type=I, edge=node1node37, period=3, road_type=timber
flow_timber_node1node37_t4: lb=0.0, ub=9.0, type=I, edge=node1node37, period=4, road_type=timber
flow_timber_node1node37_t5: lb=0.0, ub=9.0, type=I, edge=node1node37, period=5, road_type=timber
flow_wide_node1node37_t1: lb=0.0, ub=9.0, type=I, edge=node1node37, period=1, road_type=wide
flow_wide_node1node37_t2: lb=0.0, ub=9.0, type=I, edge=node1node37, period=2, road_type=wide
flow_wide_node1node37_t3: lb=0.0, ub=9.0, type=I, edge=node1node37, period=3, road_type=wide
flow_wide_node1node37_t4: lb=0.0, ub=9.0, type=I, edge=node1node37, period=4, road_type=wide
flow_wide_node1node37_t5: lb=0.0, ub=9.0, type=I, edge=node1node37, period=5, road_type=wide
flow_timber_node1node53_t1: lb=0.0, ub=9.0, type=I, edge=node1node53, period=1, road_type=timber
flow_timber_node1node53_t2: lb=0.0, ub=9.0, type=I, edge=node1node53, period=2, road_type=timber
flow_timber_node1node53_t3: lb=0.0, ub=9.0, type=I, edge=node1node53, period=3, road_type=timber
flow_timber_node1node53_t4: lb=0.0, ub=9.0, type=I, edge=node1node53, period=4, road_type=timber
flow_timber_node1node53_t5: lb=0.0, ub=9.0, type=I, edge=node1node53, period=5, road_type=timber
flow_wide_node1node53_t1: lb=0.0, ub=9.0, type=I, edge=node1node53, period=1, road_type=wide
flow_wide_node1node53_t2: lb=0.0, ub=9.0, type=I, edge=node1node53, period=2, road_type=wide
flow_wide_node1node53_t3: lb=0.0, ub=9.0, type=I, edge=node1node53, period=3, road_type=wide
flow_wide_node1node53_t4: lb=0.0, ub=9.0, type=I, edge=node1node53, period=4, road_type=wide
flow_wide_node1node53_t5: lb=0.0, ub=9.0, type=I, edge=node1node53, period=5, road_type=wide
