variable,coefficient,type,prefix,width,edge,period
C_node1node37_timber_t0,236.0,B,C,timber,,0
C_node1node37_timber_t1,198.71,B,C,timber,,1
C_node1node37_timber_t2,140.87,B,C,timber,,2
C_node1node37_timber_t3,99.86,B,C,timber,,3
C_node1node37_timber_t4,70.79,B,C,timber,,4
C_node1node37_timber_t5,50.19,B,C,timber,,5
C_node1node37_wide_t0,353.0,B,C,wide,,0
C_node1node37_wide_t1,297.22,B,C,wide,,1
C_node1node37_wide_t2,210.7,B,C,wide,,2
C_node1node37_wide_t3,149.37,B,C,wide,,3
C_node1node37_wide_t4,105.89,B,C,wide,,4
C_node1node37_wide_t5,75.07,B,C,wide,,5
C_node1node53_timber_t0,952.0,B,C,timber,,0
C_node1node53_timber_t1,801.56,B,C,timber,,1
C_node1node53_timber_t2,568.24,B,C,timber,,2
C_node1node53_timber_t3,402.84,B,C,timber,,3
C_node1node53_timber_t4,285.58,B,C,timber,,4
C_node1node53_timber_t5,202.45,B,C,timber,,5
C_node1node53_wide_t0,1428.0,B,C,wide,,0
C_node1node53_wide_t1,1202.34,B,C,wide,,1
C_node1node53_wide_t2,852.36,B,C,wide,,2
C_node1node53_wide_t3,604.25,B,C,wide,,3
C_node1node53_wide_t4,428.37,B,C,wide,,4
C_node1node53_wide_t5,303.68,B,C,wide,,5
C_node1node12_timber_t0,3324.0,B,C,timber,,0
C_node1node12_timber_t1,2798.72,B,C,timber,,1
C_node1node12_timber_t2,1984.06,B,C,timber,,2
C_node1node12_timber_t3,1406.54,B,C,timber,,3
C_node1node12_timber_t4,997.12,B,C,timber,,4
C_node1node12_timber_t5,706.88,B,C,timber,,5
C_node1node12_wide_t0,4985.0,B,C,wide,,0
C_node1node12_wide_t1,4197.24,B,C,wide,,1
C_node1node12_wide_t2,2975.5,B,C,wide,,2
C_node1node12_wide_t3,2109.39,B,C,wide,,3
C_node1node12_wide_t4,1495.38,B,C,wide,,4
C_node1node12_wide_t5,1060.11,B,C,wide,,5
C_node1node67_timber_t0,0.0,B,C,timber,,0
C_node1node67_timber_t1,0.0,B,C,timber,,1
C_node1node67_timber_t2,0.0,B,C,timber,,2
C_node1node67_timber_t3,0.0,B,C,timber,,3
C_node1node67_timber_t4,0.0,B,C,timber,,4
C_node1node67_timber_t5,0.0,B,C,timber,,5
C_node1node67_wide_t0,0.0,B,C,wide,,0
C_node1node67_wide_t1,0.0,B,C,wide,,1
C_node1node67_wide_t2,0.0,B,C,wide,,2
C_node1node67_wide_t3,0.0,B,C,wide,,3
C_node1node67_wide_t4,0.0,B,C,wide,,4
C_node1node67_wide_t5,0.0,B,C,wide,,5
C_node2node9_timber_t0,2132.0,B,C,timber,,0
C_node2node9_timber_t1,1795.09,B,C,timber,,1
C_node2node9_timber_t2,1272.57,B,C,timber,,2
C_node2node9_timber_t3,902.15,B,C,timber,,3
C_node2node9_timber_t4,639.55,B,C,timber,,4
C_node2node9_timber_t5,453.39,B,C,timber,,5
C_node2node9_wide_t0,3198.0,B,C,wide,,0
C_node2node9_wide_t1,2692.63,B,C,wide,,1
C_node2node9_wide_t2,1908.86,B,C,wide,,2
C_node2node9_wide_t3,1353.22,B,C,wide,,3
