variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node37_timber_t0,0.0,0.0,B,C,timber,node1node37,0,236.0
C_node1node37_timber_t1,0.0,1.0,B,C,timber,node1node37,1,198.71
C_node1node37_timber_t2,0.0,1.0,B,C,timber,node1node37,2,140.87
C_node1node37_timber_t3,0.0,1.0,B,C,timber,node1node37,3,99.86
C_node1node37_timber_t4,0.0,1.0,B,C,timber,node1node37,4,70.79
C_node1node37_timber_t5,0.0,1.0,B,C,timber,node1node37,5,50.19
C_node1node37_wide_t0,0.0,0.0,B,C,wide,node1node37,0,353.0
C_node1node37_wide_t1,0.0,1.0,B,C,wide,node1node37,1,297.22
C_node1node37_wide_t2,0.0,1.0,B,C,wide,node1node37,2,210.7
C_node1node37_wide_t3,0.0,1.0,B,C,wide,node1node37,3,149.37
C_node1node37_wide_t4,0.0,1.0,B,C,wide,node1node37,4,105.89
C_node1node37_wide_t5,0.0,1.0,B,C,wide,node1node37,5,75.07
C_node1node53_timber_t0,0.0,0.0,B,C,timber,node1node53,0,952.0
C_node1node53_timber_t1,0.0,1.0,B,C,timber,node1node53,1,801.56
C_node1node53_timber_t2,0.0,1.0,B,C,timber,node1node53,2,568.24
C_node1node53_timber_t3,0.0,1.0,B,C,timber,node1node53,3,402.84
C_node1node53_timber_t4,0.0,1.0,B,C,timber,node1node53,4,285.58
C_node1node53_timber_t5,0.0,1.0,B,C,timber,node1node53,5,202.45
C_node1node53_wide_t0,0.0,0.0,B,C,wide,node1node53,0,1428.0
C_node1node53_wide_t1,0.0,1.0,B,C,wide,node1node53,1,1202.34
C_node1node53_wide_t2,0.0,1.0,B,C,wide,node1node53,2,852.36
C_node1node53_wide_t3,0.0,1.0,B,C,wide,node1node53,3,604.25
C_node1node53_wide_t4,0.0,1.0,B,C,wide,node1node53,4,428.37
C_node1node53_wide_t5,0.0,1.0,B,C,wide,node1node53,5,303.68
C_node1node12_timber_t0,0.0,0.0,B,C,timber,node1node12,0,3324.0
C_node1node12_timber_t1,0.0,1.0,B,C,timber,node1node12,1,2798.72
C_node1node12_timber_t2,0.0,1.0,B,C,timber,node1node12,2,1984.06
C_node1node12_timber_t3,0.0,1.0,B,C,timber,node1node12,3,1406.54
C_node1node12_timber_t4,0.0,1.0,B,C,timber,node1node12,4,997.12
C_node1node12_timber_t5,0.0,1.0,B,C,timber,node1node12,5,706.88
C_node1node12_wide_t0,0.0,0.0,B,C,wide,node1node12,0,4985.0
C_node1node12_wide_t1,0.0,1.0,B,C,wide,node1node12,1,4197.24
C_node1node12_wide_t2,0.0,1.0,B,C,wide,node1node12,2,2975.5
C_node1node12_wide_t3,0.0,1.0,B,C,wide,node1node12,3,2109.39
C_node1node12_wide_t4,0.0,1.0,B,C,wide,node1node12,4,1495.38
C_node1node12_wide_t5,0.0,1.0,B,C,wide,node1node12,5,1060.11
C_node1node67_timber_t0,0.0,0.0,B,C,timber,node1node67,0,0.0
C_node1node67_timber_t1,0.0,1.0,B,C,timber,node1node67,1,0.0
C_node1node67_timber_t2,0.0,1.0,B,C,timber,node1node67,2,0.0
C_node1node67_timber_t3,0.0,1.0,B,C,timber,node1node67,3,0.0
C_node1node67_timber_t4,0.0,1.0,B,C,timber,node1node67,4,0.0
C_node1node67_timber_t5,0.0,1.0,B,C,timber,node1node67,5,0.0
C_node1node67_wide_t0,0.0,0.0,B,C,wide,node1node67,0,0.0
C_node1node67_wide_t1,0.0,1.0,B,C,wide,node1node67,1,0.0
C_node1node67_wide_t2,0.0,1.0,B,C,wide,node1node67,2,0.0
C_node1node67_wide_t3,0.0,1.0,B,C,wide,node1node67,3,0.0
C_node1node67_wide_t4,0.0,1.0,B,C,wide,node1node67,4,0.0
C_node1node67_wide_t5,0.0,1.0,B,C,wide,node1node67,5,0.0
C_node2node9_timber_t0,0.0,0.0,B,C,timber,node2node9,0,2132.0
C_node2node9_timber_t1,0.0,1.0,B,C,timber,node2node9,1,1795.09
C_node2node9_timber_t2,0.0,1.0,B,C,timber,node2node9,2,1272.57
C_node2node9_timber_t3,0.0,1.0,B,C,timber,node2node9,3,902.15
C_node2node9_timber_t4,0.0,1.0,B,C,timber,node2node9,4,639.55
C_node2node9_timber_t5,0.0,1.0,B,C,timber,node2node9,5,453.39
C_node2node9_wide_t0,0.0,0.0,B,C,wide,node2node9,0,3198.0
C_node2node9_wide_t1,0.0,1.0,B,C,wide,node2node9,1,2692.63
C_node2node9_wide_t2,0.0,1.0,B,C,wide,node2node9,2,1908.86
C_node2node9_wide_t3,0.0,1.0,B,C,wide,node2node9,3,1353.22
C_node2node9_wide_t4,0.0,1.0,B,C,wide,node2node9,4,959.33
C_node2node9_wide_t5,0.0,1.0,B,C,wide,node2node9,5,680.08
C_node2node32_timber_t0,0.0,0.0,B,C,timber,node2node32,0,2064.0
C_node2node32_timber_t1,0.0,1.0,B,C,timber,node2node32,1,1737.83
C_node2node32_timber_t2,0.0,1.0,B,C,timber,node2node32,2,1231.98
C_node2node32_timber_t3,0.0,1.0,B,C,timber,node2node32,3,873.38
C_node2node32_timber_t4,0.0,1.0,B,C,timber,node2node32,4,619.15
C_node2node32_timber_t5,0.0,1.0,B,C,timber,node2node32,5,438.93
C_node2node32_wide_t0,0.0,0.0,B,C,wide,node2node32,0,3095.0
C_node2node32_wide_t1,0.0,1.0,B,C,wide,node2node32,1,2605.91
C_node2node32_wide_t2,0.0,1.0,B,C,wide,node2node32,2,1847.38
C_node2node32_wide_t3,0.0,1.0,B,C,wide,node2node32,3,1309.64
C_node2node32_wide_t4,0.0,1.0,B,C,wide,node2node32,4,928.43
