x,y
-19856.7454,150586.7134
-19850.876,150579.7317
-19675.4777,150409.7597
-19397.2015,150348.0531
-19492.4245,150486.8466
-19357.2024,150253.4485
-19683.9084,150409.7594
-19726.884,150230.5887
-19351.8819,150302.6275
-19544.8122,150451.5247
-19800.3699,150557.9553
-19348.4088,150296.6121
-19872.2008,150676.8312
-19785.1136,150550.864
-19662.1943,150439.7587
-19397.2019,150389.767
-19794.4117,150189.8269
-19706.3341,150375.6168
-19594.8185,150492.006
-19859.6175,150622.0898
-19842.9871,150564.012
-19762.1908,150439.7559
-20076.5786,150371.0681
-19622.4979,150411.2867
-19855.5895,150653.1189
-19436.7826,150369.6889
-19403.0599,150403.9092
-19398.408,150396.6072
-19710.5356,150274.5546
-20139.7066,150752.4604
-19977.8776,150680.2391
-19756.3327,150425.6137
-19397.5057,150393.2398
-19576.5622,150451.9215
-19667.1924,150369.7599
-19762.2771,150489.3728
-19705.0479,150374.4383
-19452.2607,150395.8827
-20106.4212,150602.8218
-19347.2028,150289.7719
-20034.6911,150399.4701
-19855.9272,150582.3523
-19779.4079,150547.4406
-19893.0265,150363.4571
-19622.1942,150431.4748
-19762.1912,150485.6036
-20198.5708,150529.0891
-19692.1919,150369.7592
-19628.0518,150400.6178
-20206.8386,150412.4578
-19818.6144,150564.1285
-19583.3091,150493.9904
-19762.1913,150489.4244
-19528.1434,150489.6248
-19353.0608,150303.9141
-19758.3377,150520.0136
-19859.0972,150600.6584
-19859.4463,150630.6443
-19399.8813,150399.7668
-19859.336,150629.6279
-19598.0414,150378.6144
-19834.6758,150571.0849
-19762.1911,150467.4355
-20136.5838,150609.1718
-19689.2385,150314.8824
-19551.559,150489.6248
-19761.8871,150436.2831
-19776.0327,150543.1336
-19349.8823,150299.7717
-19654.3373,150374.439
-19860.2529,150613.6744
-19393.1263,150251.4199
-19641.9748,150343.5764
-19759.8194,150508.7952
-20247.7091,150555.1968
-19483.0609,150483.9072
-19757.5118,150426.9003
-19518.2215,150451.5246
-19905.2076,150205.7803
-19656.3368,150453.9007
-20190.5589,150599.6469
-19435.195,150322.0637
-19357.1334,150253.3085
-19499.4386,150443.7168
-19765.5345,150536.3119
-19365.7417,150252.2136
-19434.4013,150341.9076
-19736.1814,150405.463
-20367.9729,150652.8317
-19737.4651,150406.7467
-19793.0512,150555.6266
-19759.8894,150498.5088
-20170.0532,150376.3523
-19659.5149,150449.7588
-19722.1912,150483.3507
-19660.9882,150446.5992
-19911.8444,150296.6049
-20322.9488,150661.5726
-19857.6318,150641.218
-19821.2244,150565.0776
-19859.9451,150605.6829
-19611.38,150442.2894
-19624.8737,150404.7597
-20321.8607,150484.8322
-20371.5343,150579.0093
-19417.7325,150289.9169
-20398.002,150622.028
-19802.162,150558.5255
-19653.0507,150375.618
-19822.5798,150435.2783
-19857.1858,150592.3049
-19995.3952,150382.1714
-19347.2025,150261.6717
-19759.1845,150526.3636
-19857.7779,150595.1152
-19624.9803,150485.2583
-19657.1931,150372.4394
-19924.5097,150684.7102
-20349.6131,150542.891
-19590.2303,150447.4149
-20079.4337,150644.0969
-19499.9652,150489.2278
-20035.4607,150694.4676
-19958.5522,150343.9636
-19657.5152,150452.6146
-20181.9364,150700.6851
-19759.8682,150505.5625
-19761.3357,150493.088
-19401.8809,150402.6226
-19759.0021,150524.9958
-19758.8116,150516.426
-19843.8117,150565.6551
-19622.1942,150414.7598
-19662.1942,150423.0437
-19860.3716,150610.7229
-19434.4013,150304.6013
-20129.8199,150360.499
-19400.27,150270.47
-19858.1875,150596.6257
-19852.5826,150670.6411
-19811.4479,150509.9758
-19827.9762,150567.5328
-19378.8387,150248.6418
-19760.9847,150432.9157
-20266.3331,150681.5551
-19762.1958,150531.0814
-19347.5066,150293.2447
-19695.6651,150370.063
-19789.687,150553.608
-19663.72,150370.0637
-19467.9277,150412.207
-19859.407,150624.5458
-20291.1624,150495.0529
-19660.3527,150370.966
-19623.4002,150407.9193
-19626.8732,150401.9039
-19722.191,150448.0407
-19844.5549,150147.7678
-20210.6236,150477.1459
-19860.749,150394.0236
-19699.0325,150370.9653
-19810.5137,150561.1828
-20089.8856,150739.0027
-19759.5113,150429.7561
-19777.1761,150546.1015
-19661.8905,150443.2318
-19702.1922,150372.4387
