Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-19856.7454, 150586.7134)","(-19857.1858, 150592.3049)",5.609,23.0,27094.82,10535.6,40642.24,20321.12,10535.6
"(-19856.7454, 150586.7134)","(-19855.9272, 150582.3523)",4.437,23.0,21434.98,8334.82,32152.46,16076.23,8334.82
"(-19850.876, 150579.7317)","(-19855.9272, 150582.3523)",5.691,23.0,27489.58,10689.1,41234.36,20617.18,10689.1
"(-19850.876, 150579.7317)","(-19842.9871, 150564.012)",17.588,23.0,84964.16,33037.62,127446.23,63723.12,33037.62
"(-19850.876, 150579.7317)","(-19843.8117, 150565.6551)",3.486,14.5,16841.54,6548.69,25262.31,12631.15,6548.69
"(-19850.876, 150579.7317)","(-19834.6758, 150571.0849)",1.744,14.5,8426.42,3276.55,12639.63,6319.82,3276.55
"(-19675.4777, 150409.7597)","(-19683.9084, 150409.7594)",11.679,14.5,56419.45,21938.24,84629.18,42314.59,21938.24
"(-19675.4777, 150409.7597)","(-19662.1942, 150423.0437)",32.049,14.5,154820.06,60200.52,232230.1,116115.05,60200.52
"(-19397.2015, 150348.0531)","(-19397.2019, 150389.767)",8.628,14.5,41680.39,16207.08,62520.58,31260.29,16207.08
"(-19397.2015, 150348.0531)","(-19353.0608, 150303.9141)",13.575,14.5,65579.03,25499.87,98368.55,49184.27,25499.87
"(-19492.4245, 150486.8466)","(-19499.9652, 150489.2278)",1.745,14.5,8429.84,3277.87,12644.75,6322.38,3277.87
"(-19492.4245, 150486.8466)","(-19483.0609, 150483.9072)",3.486,14.5,16841.26,6548.59,25261.89,12630.95,6548.59
"(-19357.2024, 150253.4485)","(-19357.1334, 150253.3085)",30.425,14.5,146976.24,57150.51,220464.35,110232.18,57150.51
"(-19357.2024, 150253.4485)","(-19365.7417, 150252.2136)",22.626,14.5,109300.88,42500.75,163951.31,81975.66,42500.75
"(-19683.9084, 150409.7594)","(-19722.191, 150448.0407)",30.907,14.5,149305.97,58056.41,223958.96,111979.48,58056.41
"(-19726.884, 150230.5887)","(-19710.5356, 150274.5546)",1.838,15.1,8880.9,3453.26,13321.35,6660.67,3453.26
"(-19726.884, 150230.5887)","(-19794.4117, 150189.8269)",15.75,15.1,76083.26,29584.35,114124.89,57062.44,29584.35
"(-19351.8819, 150302.6275)","(-19353.0608, 150303.9141)",14.555,14.5,70312.54,27340.46,105468.81,52734.4,27340.46
"(-19351.8819, 150302.6275)","(-19349.8823, 150299.7717)",20.345,14.5,98284.07,38216.96,147426.11,73713.06,38216.96
"(-19544.8122, 150451.5247)","(-19518.2215, 150451.5246)",40.459,14.5,195445.6,75997.42,293168.39,146584.2,75997.42
"(-19800.3699, 150557.9553)","(-19802.162, 150558.5255)",3.181,15.1,15364.38,5974.31,23046.57,11523.29,5974.31
"(-19800.3699, 150557.9553)","(-19793.0512, 150555.6266)",12.52,15.1,60480.56,23517.37,90720.84,45360.42,23517.37
"(-19348.4088, 150296.6121)","(-19349.8823, 150299.7717)",26.137,14.5,126259.44,49094.95,189389.16,94694.58,49094.95
"(-19348.4088, 150296.6121)","(-19347.5066, 150293.2447)",22.214,14.5,107312.45,41727.57,160968.67,80484.34,41727.57
"(-19872.2008, 150676.8312)","(-19924.5097, 150684.7102)",52.899,23.0,255541.95,99365.4,383312.93,191656.47,99365.4
"(-19872.2008, 150676.8312)","(-19852.5826, 150670.6411)",20.572,23.0,99376.43,38641.71,149064.64,74532.32,38641.71
"(-19785.1136, 150550.864)","(-19789.687, 150553.608)",5.597,15.1,27037.38,10513.26,40556.07,20278.03,10513.26
"(-19785.1136, 150550.864)","(-19779.4079, 150547.4406)",1.38,15.1,6666.0,2592.02,9999.0,4999.5,2592.02
"(-19662.1943, 150439.7587)","(-19662.1942, 150423.0437)",23.416,14.5,113115.05,43983.86,169672.58,84836.29,43983.86
"(-19662.1943, 150439.7587)","(-19661.8905, 150443.2318)",28.181,14.5,136135.52,52935.18,204203.28,102101.64,52935.18
"(-19397.2019, 150389.767)","(-19397.5057, 150393.2398)",0.156,14.5,753.98,293.18,1130.98,565.49,293.18
"(-19794.4117, 150189.8269)","(-19844.5549, 150147.7678)",18.363,15.1,88709.0,34493.77,133063.49,66531.75,34493.77
"(-19706.3341, 150375.6168)","(-19737.4651, 150406.7467)",25.0,14.8,120766.48,46959.06,181149.73,90574.86,46959.06
"(-19706.3341, 150375.6168)","(-19705.0479, 150374.4383)",3.486,14.8,16838.39,6547.47,25257.59,12628.8,6547.47
"(-19594.8185, 150492.006)","(-19624.9803, 150485.2583)",3.486,14.5,16841.05,6548.5,25261.57,12630.79,6548.5
"(-19594.8185, 150492.006)","(-19583.3091, 150493.9904)",3.486,14.5,16840.94,6548.46,25261.41,12630.7,6548.46
"(-19859.6175, 150622.0898)","(-19859.407, 150624.5458)",2.465,23.0,11907.83,4630.26,17861.75,8930.88,4630.26
"(-19859.6175, 150622.0898)","(-19860.2529, 150613.6744)",8.439,23.0,40768.46,15852.48,61152.69,30576.34,15852.48
"(-19842.9871, 150564.012)","(-19811.4479, 150509.9758)",3.486,14.5,16840.94,6548.46,25261.41,12630.7,6548.46
"(-19842.9871, 150564.012)","(-19843.8117, 150565.6551)",3.486,14.5,16841.05,6548.5,25261.57,12630.79,6548.5
"(-19762.1908, 150439.7559)","(-19762.1911, 150467.4355)",26.682,15.1,128896.12,50120.2,193344.18,96672.09,50120.2
"(-19762.1908, 150439.7559)","(-19761.8871, 150436.2831)",44.025,15.1,212674.54,82696.76,319011.81,159505.9,82696.76
"(-20076.5786, 150371.0681)","(-20034.6911, 150399.4701)",50.609,23.0,244478.08,95063.3,366717.12,183358.56,95063.3
"(-20076.5786, 150371.0681)","(-20129.8199, 150360.499)",54.28,23.0,262214.48,101959.96,393321.72,196660.86,101959.96
"(-19622.4979, 150411.2867)","(-19623.4002, 150407.9193)",56.194,15.1,271461.2,105555.47,407191.8,203595.9,105555.47
"(-19622.4979, 150411.2867)","(-19622.1942, 150414.7598)",55.292,15.1,267102.06,103860.45,400653.09,200326.55,103860.45
"(-19855.5895, 150653.1189)","(-19852.5826, 150670.6411)",17.778,23.0,85882.76,33394.81,128824.15,64412.07,33394.81
"(-19855.5895, 150653.1189)","(-19857.6318, 150641.218)",12.075,23.0,58330.74,22681.43,87496.1,43748.05,22681.43
"(-19436.7826, 150369.6889)","(-19434.4013, 150341.9076)",1.745,14.5,8430.16,3278.0,12645.24,6322.62,3278.0
"(-19436.7826, 150369.6889)","(-19452.2607, 150395.8827)",3.486,14.5,16841.26,6548.59,25261.89,12630.95,6548.59
"(-19403.0599, 150403.9092)","(-19483.0609, 150483.9072)",3.486,14.5,16841.46,6548.66,25262.18,12631.09,6548.66
"(-19403.0599, 150403.9092)","(-19401.8809, 150402.6226)",3.486,14.5,16840.81,6548.41,25261.22,12630.61,6548.41
"(-19398.408, 150396.6072)","(-19399.8813, 150399.7668)",28.1,14.5,135745.21,52783.42,203617.81,101808.91,52783.42
"(-19398.408, 150396.6072)","(-19397.5057, 150393.2398)",12.983,14.5,62719.12,24387.82,94078.68,47039.34,24387.82
"(-19710.5356, 150274.5546)","(-19689.2385, 150314.8824)",69.45,15.1,335496.96,130455.25,503245.44,251622.72,130455.25
"(-20139.7066, 150752.4604)","(-20181.9364, 150700.6851)",66.813,23.0,322759.5,125502.39,484139.24,242069.62,125502.39
"(-20139.7066, 150752.4604)","(-20089.8856, 150739.0027)",51.607,23.0,249298.92,96937.85,373948.38,186974.19,96937.85
"(-19977.8776, 150680.2391)","(-20035.4607, 150694.4676)",8.764,15.1,42337.97,16462.77,63506.95,31753.48,16462.77
"(-19977.8776, 150680.2391)","(-19924.5097, 150684.7102)",1.881,15.1,9084.84,3532.57,13627.26,6813.63,3532.57
"(-19756.3327, 150425.6137)","(-19757.5118, 150426.9003)",3.486,14.8,16840.94,6548.46,25261.41,12630.7,6548.46
"(-19756.3327, 150425.6137)","(-19737.4651, 150406.7467)",3.486,14.8,16842.24,6548.97,25263.37,12631.68,6548.97
"(-19667.1924, 150369.7599)","(-19692.1919, 150369.7592)",5.221,15.1,25219.9,9806.55,37829.85,18914.93,9806.55
"(-19667.1924, 150369.7599)","(-19663.72, 150370.0637)",3.486,14.8,16841.46,6548.66,25262.18,12631.09,6548.66
"(-19762.2771, 150489.3728)","(-19761.3357, 150493.088)",3.486,14.8,16841.06,6548.51,25261.6,12630.8,6548.51
"(-19762.2771, 150489.3728)","(-19762.1913, 150489.4244)",3.486,14.8,16841.25,6548.58,25261.88,12630.94,6548.58
"(-19705.0479, 150374.4383)","(-19702.1922, 150372.4387)",3.486,14.8,16840.47,6548.28,25260.71,12630.35,6548.28
"(-19452.2607, 150395.8827)","(-19467.9277, 150412.207)",42.21,14.5,203904.66,79286.66,305856.99,152928.49,79286.66
"(-20106.4212, 150602.8218)","(-20079.4337, 150644.0969)",2.777,15.1,13416.02,5216.71,20124.03,10062.01,5216.71
"(-20106.4212, 150602.8218)","(-20136.5838, 150609.1718)",7.184,15.1,34705.82,13495.07,52058.73,26029.36,13495.07
"(-19347.2028, 150289.7719)","(-19347.5066, 150293.2447)",17.48,14.5,84443.68,32835.24,126665.53,63332.76,32835.24
"(-19347.2028, 150289.7719)","(-19347.2025, 150261.6717)",19.86,14.5,95937.69,37304.59,143906.53,71953.26,37304.59
"(-20034.6911, 150399.4701)","(-19995.3952, 150382.1714)",42.935,23.0,207408.43,80649.07,311112.64,155556.32,80649.07
"(-19779.4079, 150547.4406)","(-19777.1761, 150546.1015)",5.026,15.1,24280.85,9441.41,36421.28,18210.64,9441.41
"(-19893.0265, 150363.4571)","(-19860.749, 150394.0236)",18.786,14.5,90750.87,35287.73,136126.3,68063.15,35287.73
"(-19893.0265, 150363.4571)","(-19958.5522, 150343.9636)",68.364,23.0,330249.0,128414.63,495373.51,247686.75,128414.63
"(-19893.0265, 150363.4571)","(-19911.8444, 150296.6049)",8.431,14.5,40726.65,15836.23,61089.98,30544.99,15836.23
"(-19622.1942, 150431.4748)","(-19622.1942, 150414.7598)",45.606,15.1,220310.96,85666.12,330466.45,165233.22,85666.12
"(-19622.1942, 150431.4748)","(-19611.38, 150442.2894)",46.907,15.1,226596.47,88110.19,339894.71,169947.35,88110.19
"(-19762.1912, 150485.6036)","(-19762.1913, 150489.4244)",3.486,14.8,16840.98,6548.48,25261.48,12630.74,6548.48
"(-19762.1912, 150485.6036)","(-19762.1911, 150467.4355)",1.745,14.8,8430.49,3278.13,12645.73,6322.87,3278.13
"(-20198.5708, 150529.0891)","(-20210.6236, 150477.1459)",53.323,23.0,257591.48,100162.34,386387.21,193193.61,100162.34
"(-20198.5708, 150529.0891)","(-20291.1624, 150495.0529)",98.649,23.0,476550.28,185302.68,714825.42,357412.71,185302.68
"(-19692.1919, 150369.7592)","(-19695.6651, 150370.063)",35.354,14.8,170788.58,66409.74,256182.86,128091.43,66409.74
"(-19628.0518, 150400.6178)","(-19653.0507, 150375.618)",15.294,14.8,73880.96,28728.01,110821.44,55410.72,28728.01
"(-19628.0518, 150400.6178)","(-19624.8737, 150404.7597)",21.762,15.1,105126.46,40877.56,157689.69,78844.84,40877.56
"(-20206.8386, 150412.4578)","(-20170.0532, 150376.3523)",51.544,23.0,248995.96,96820.05,373493.95,186746.97,96820.05
"(-20206.8386, 150412.4578)","(-20210.6236, 150477.1459)",64.799,23.0,313026.89,121717.95,469540.34,234770.17,121717.95
