variable,coefficient,type,prefix,width,edge,period
C_node1node26_timber_t0,772.0,B,C,timber,,0
C_node1node26_timber_t1,650.0,B,C,timber,,1
C_node1node26_timber_t2,460.8,B,C,timber,,2
C_node1node26_timber_t3,326.67,B,C,timber,,3
C_node1node26_timber_t4,231.58,B,C,timber,,4
C_node1node26_timber_t5,164.17,B,C,timber,,5
C_node1node26_wide_t0,1158.0,B,C,wide,,0
C_node1node26_wide_t1,975.0,B,C,wide,,1
C_node1node26_wide_t2,691.2,B,C,wide,,2
C_node1node26_wide_t3,490.0,B,C,wide,,3
C_node1node26_wide_t4,347.37,B,C,wide,,4
C_node1node26_wide_t5,246.26,B,C,wide,,5
C_node1node17_timber_t0,1358.0,B,C,timber,,0
C_node1node17_timber_t1,1143.4,B,C,timber,,1
C_node1node17_timber_t2,810.58,B,C,timber,,2
C_node1node17_timber_t3,574.63,B,C,timber,,3
C_node1node17_timber_t4,407.37,B,C,timber,,4
C_node1node17_timber_t5,288.79,B,C,timber,,5
C_node1node17_wide_t0,2037.0,B,C,wide,,0
C_node1node17_wide_t1,1715.1,B,C,wide,,1
C_node1node17_wide_t2,1215.87,B,C,wide,,2
C_node1node17_wide_t3,861.95,B,C,wide,,3
C_node1node17_wide_t4,611.05,B,C,wide,,4
C_node1node17_wide_t5,433.19,B,C,wide,,5
C_node1node18_timber_t0,1732.0,B,C,timber,,0
C_node1node18_timber_t1,1458.3,B,C,timber,,1
C_node1node18_timber_t2,1033.81,B,C,timber,,2
C_node1node18_timber_t3,732.89,B,C,timber,,3
C_node1node18_timber_t4,519.56,B,C,timber,,4
C_node1node18_timber_t5,368.33,B,C,timber,,5
C_node1node18_wide_t0,2598.0,B,C,wide,,0
C_node1node18_wide_t1,2187.45,B,C,wide,,1
C_node1node18_wide_t2,1550.72,B,C,wide,,2
C_node1node18_wide_t3,1099.34,B,C,wide,,3
C_node1node18_wide_t4,779.34,B,C,wide,,4
C_node1node18_wide_t5,552.49,B,C,wide,,5
C_node1node31_timber_t0,0.0,B,C,timber,,0
C_node1node31_timber_t1,0.0,B,C,timber,,1
C_node1node31_timber_t2,0.0,B,C,timber,,2
C_node1node31_timber_t3,0.0,B,C,timber,,3
C_node1node31_timber_t4,0.0,B,C,timber,,4
C_node1node31_timber_t5,0.0,B,C,timber,,5
