arc,type
node23node28,source_in_transit_out
node6node28,source_in_transit_out
node12node28,source_in_transit_out
node4node28,source_in_transit_out
node11node29,source_in_transit_out
node20node29,source_in_transit_out
node22node29,source_in_transit_out
node11node30,source_in_transit_out
node1node30,source_in_transit_out
node10node30,source_in_transit_out
node21node30,source_in_transit_out
node3node30,source_in_transit_out
node22node30,source_in_transit_out
node6node30,source_in_transit_out
node4node30,source_in_transit_out
node20node31,source_in_transit_out
node7node31,source_in_transit_out
node22node31,source_in_transit_out
node3node31,source_in_transit_out
node16node32,source_in_transit_out
node14node32,source_in_transit_out
node5node32,source_in_transit_out
node13node32,source_in_transit_out
node9node32,source_in_transit_out
node9node33,source_in_transit_out
node7node33,source_in_transit_out
node13node33,source_in_transit_out
node15node33,source_in_transit_out
node5node34,source_in_transit_out
node14node34,source_in_transit_out
node18node34,source_in_transit_out
node18node35,source_in_transit_out
node5node35,source_in_transit_out
node16node35,source_in_transit_out
node28node4,source_out_transit_in
node28node6,source_out_transit_in
node28node23,source_out_transit_in
node28node12,source_out_transit_in
node29node20,source_out_transit_in
node29node11,source_out_transit_in
node29node22,source_out_transit_in
node30node1,source_out_transit_in
node30node21,source_out_transit_in
node30node11,source_out_transit_in
node30node10,source_out_transit_in
node30node22,source_out_transit_in
node30node3,source_out_transit_in
node30node6,source_out_transit_in
node30node4,source_out_transit_in
node31node20,source_out_transit_in
node31node7,source_out_transit_in
node31node3,source_out_transit_in
node31node22,source_out_transit_in
node32node16,source_out_transit_in
node32node9,source_out_transit_in
node32node5,source_out_transit_in
node32node13,source_out_transit_in
node32node14,source_out_transit_in
node33node7,source_out_transit_in
node33node13,source_out_transit_in
node33node15,source_out_transit_in
node33node9,source_out_transit_in
node34node18,source_out_transit_in
node34node5,source_out_transit_in
node34node14,source_out_transit_in
node35node18,source_out_transit_in
node35node16,source_out_transit_in
node35node5,source_out_transit_in
node10node2,exit_in_transit_out
node17node2,exit_in_transit_out
node17node8,exit_in_transit_out
node1node8,exit_in_transit_out
node25node8,exit_in_exit_out
node12node24,exit_in_transit_out
node19node24,exit_in_transit_out
node8node25,exit_in_exit_out
node21node25,exit_in_transit_out
node15node26,exit_in_transit_out
node27node26,exit_in_exit_out
node3node27,exit_in_transit_out
node26node27,exit_in_exit_out
node2node17,exit_out_transit_in
node2node10,exit_out_transit_in
node8node1,exit_out_transit_in
node8node17,exit_out_transit_in
node24node12,exit_out_transit_in
node24node19,exit_out_transit_in
node25node21,exit_out_transit_in
node26node15,exit_out_transit_in
node27node3,exit_out_transit_in
node23node12,transit_in_transit_out
node4node12,transit_in_transit_out
node1node21,transit_in_transit_out
node4node21,transit_in_transit_out
node21node4,transit_in_transit_out
node6node4,transit_in_transit_out
node12node4,transit_in_transit_out
node16node18,transit_in_transit_out
node14node18,transit_in_transit_out
node5node18,transit_in_transit_out
node22node3,transit_in_transit_out
node7node3,transit_in_transit_out
node10node3,transit_in_transit_out
node7node20,transit_in_transit_out
node22node20,transit_in_transit_out
node11node20,transit_in_transit_out
node13node7,transit_in_transit_out
node15node7,transit_in_transit_out
node3node7,transit_in_transit_out
node20node7,transit_in_transit_out
node11node6,transit_in_transit_out
node4node6,transit_in_transit_out
node23node6,transit_in_transit_out
node1node10,transit_in_transit_out
node3node10,transit_in_transit_out
node12node23,transit_in_transit_out
node19node23,transit_in_transit_out
node6node23,transit_in_transit_out
node11node22,transit_in_transit_out
node20node22,transit_in_transit_out
node3node22,transit_in_transit_out
node18node5,transit_in_transit_out
node16node5,transit_in_transit_out
node14node5,transit_in_transit_out
node7node13,transit_in_transit_out
node16node13,transit_in_transit_out
node9node13,transit_in_transit_out
node6node11,transit_in_transit_out
node20node11,transit_in_transit_out
node22node11,transit_in_transit_out
node21node1,transit_in_transit_out
node10node1,transit_in_transit_out
node9node15,transit_in_transit_out
node7node15,transit_in_transit_out
node19node17,transit_in_transit_out
node14node9,transit_in_transit_out
node15node9,transit_in_transit_out
node13node9,transit_in_transit_out
node13node16,transit_in_transit_out
node18node16,transit_in_transit_out
node5node16,transit_in_transit_out
node23node19,transit_in_transit_out
node17node19,transit_in_transit_out
node5node14,transit_in_transit_out
node9node14,transit_in_transit_out
node18node14,transit_in_transit_out
