variable,coefficient,type,prefix,width,edge,period
C_node1node21_timber_t0,1268.0,B,C,timber,,0
C_node1node21_timber_t1,1067.62,B,C,timber,,1
C_node1node21_timber_t2,756.86,B,C,timber,,2
C_node1node21_timber_t3,536.55,B,C,timber,,3
C_node1node21_timber_t4,380.37,B,C,timber,,4
C_node1node21_timber_t5,269.65,B,C,timber,,5
C_node1node21_wide_t0,1901.0,B,C,wide,,0
C_node1node21_wide_t1,1600.59,B,C,wide,,1
C_node1node21_wide_t2,1134.69,B,C,wide,,2
C_node1node21_wide_t3,804.4,B,C,wide,,3
C_node1node21_wide_t4,570.26,B,C,wide,,4
C_node1node21_wide_t5,404.27,B,C,wide,,5
C_node1node8_timber_t0,1538.0,B,C,timber,,0
C_node1node8_timber_t1,1294.95,B,C,timber,,1
C_node1node8_timber_t2,918.02,B,C,timber,,2
C_node1node8_timber_t3,650.8,B,C,timber,,3
C_node1node8_timber_t4,461.36,B,C,timber,,4
C_node1node8_timber_t5,327.07,B,C,timber,,5
C_node1node8_wide_t0,2307.0,B,C,wide,,0
C_node1node8_wide_t1,1942.43,B,C,wide,,1
C_node1node8_wide_t2,1377.03,B,C,wide,,2
C_node1node8_wide_t3,976.2,B,C,wide,,3
C_node1node8_wide_t4,692.05,B,C,wide,,4
C_node1node8_wide_t5,490.6,B,C,wide,,5
C_node1node10_timber_t0,4294.0,B,C,timber,,0
C_node1node10_timber_t1,3615.43,B,C,timber,,1
C_node1node10_timber_t2,2563.05,B,C,timber,,2
C_node1node10_timber_t3,1816.99,B,C,timber,,3
C_node1node10_timber_t4,1288.1,B,C,timber,,4
C_node1node10_timber_t5,913.16,B,C,timber,,5
C_node1node10_wide_t0,6442.0,B,C,wide,,0
C_node1node10_wide_t1,5423.99,B,C,wide,,1
C_node1node10_wide_t2,3845.17,B,C,wide,,2
C_node1node10_wide_t3,2725.91,B,C,wide,,3
C_node1node10_wide_t4,1932.45,B,C,wide,,4
C_node1node10_wide_t5,1369.95,B,C,wide,,5
C_node1node30_timber_t0,0.0,B,C,timber,,0
C_node1node30_timber_t1,0.0,B,C,timber,,1
C_node1node30_timber_t2,0.0,B,C,timber,,2
C_node1node30_timber_t3,0.0,B,C,timber,,3
C_node1node30_timber_t4,0.0,B,C,timber,,4
C_node1node30_timber_t5,0.0,B,C,timber,,5
C_node1node30_wide_t0,0.0,B,C,wide,,0
C_node1node30_wide_t1,0.0,B,C,wide,,1
C_node1node30_wide_t2,0.0,B,C,wide,,2
C_node1node30_wide_t3,0.0,B,C,wide,,3
C_node1node30_wide_t4,0.0,B,C,wide,,4
C_node1node30_wide_t5,0.0,B,C,wide,,5
C_node2node10_timber_t0,1946.0,B,C,timber,,0
C_node2node10_timber_t1,1638.48,B,C,timber,,1
C_node2node10_timber_t2,1161.55,B,C,timber,,2
C_node2node10_timber_t3,823.44,B,C,timber,,3
C_node2node10_timber_t4,583.75,B,C,timber,,4
C_node2node10_timber_t5,413.83,B,C,timber,,5
C_node2node10_wide_t0,2917.0,B,C,wide,,0
C_node2node10_wide_t1,2456.04,B,C,wide,,1
C_node2node10_wide_t2,1741.13,B,C,wide,,2
C_node2node10_wide_t3,1234.32,B,C,wide,,3
C_node2node10_wide_t4,875.03,B,C,wide,,4
C_node2node10_wide_t5,620.33,B,C,wide,,5
C_node2node17_timber_t0,3631.0,B,C,timber,,0
C_node2node17_timber_t1,3057.2,B,C,timber,,1
C_node2node17_timber_t2,2167.31,B,C,timber,,2
C_node2node17_timber_t3,1536.45,B,C,timber,,3
C_node2node17_timber_t4,1089.22,B,C,timber,,4
C_node2node17_timber_t5,772.17,B,C,timber,,5
C_node2node17_wide_t0,5446.0,B,C,wide,,0
C_node2node17_wide_t1,4585.39,B,C,wide,,1
C_node2node17_wide_t2,3250.67,B,C,wide,,2
C_node2node17_wide_t3,2304.46,B,C,wide,,3
C_node2node17_wide_t4,1633.67,B,C,wide,,4
C_node2node17_wide_t5,1158.14,B,C,wide,,5
C_node3node22_timber_t0,4234.0,B,C,timber,,0
C_node3node22_timber_t1,3564.91,B,C,timber,,1
C_node3node22_timber_t2,2527.23,B,C,timber,,2
C_node3node22_timber_t3,1791.6,B,C,timber,,3
C_node3node22_timber_t4,1270.1,B,C,timber,,4
C_node3node22_timber_t5,900.4,B,C,timber,,5
C_node3node22_wide_t0,6352.0,B,C,wide,,0
C_node3node22_wide_t1,5348.21,B,C,wide,,1
C_node3node22_wide_t2,3791.45,B,C,wide,,2
C_node3node22_wide_t3,2687.83,B,C,wide,,3
C_node3node22_wide_t4,1905.45,B,C,wide,,4
C_node3node22_wide_t5,1350.81,B,C,wide,,5
C_node3node7_timber_t0,3049.0,B,C,timber,,0
C_node3node7_timber_t1,2567.18,B,C,timber,,1
C_node3node7_timber_t2,1819.92,B,C,timber,,2
C_node3node7_timber_t3,1290.18,B,C,timber,,3
C_node3node7_timber_t4,914.63,B,C,timber,,4
C_node3node7_timber_t5,648.4,B,C,timber,,5
C_node3node7_wide_t0,4575.0,B,C,wide,,0
C_node3node7_wide_t1,3852.03,B,C,wide,,1
C_node3node7_wide_t2,2730.77,B,C,wide,,2
C_node3node7_wide_t3,1935.9,B,C,wide,,3
C_node3node7_wide_t4,1372.39,B,C,wide,,4
C_node3node7_wide_t5,972.92,B,C,wide,,5
C_node3node10_timber_t0,2778.0,B,C,timber,,0
C_node3node10_timber_t1,2339.0,B,C,timber,,1
C_node3node10_timber_t2,1658.16,B,C,timber,,2
C_node3node10_timber_t3,1175.5,B,C,timber,,3
C_node3node10_timber_t4,833.34,B,C,timber,,4
C_node3node10_timber_t5,590.77,B,C,timber,,5
C_node3node10_wide_t0,4165.0,B,C,wide,,0
C_node3node10_wide_t1,3506.82,B,C,wide,,1
C_node3node10_wide_t2,2486.05,B,C,wide,,2
C_node3node10_wide_t3,1762.41,B,C,wide,,3
C_node3node10_wide_t4,1249.4,B,C,wide,,4
C_node3node10_wide_t5,885.73,B,C,wide,,5
C_node3node27_timber_t0,3957.0,B,C,timber,,0
C_node3node27_timber_t1,3331.69,B,C,timber,,1
C_node3node27_timber_t2,2361.9,B,C,timber,,2
