variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node13_timber_t0,0.0,0.0,B,C,timber,node1node13,0,109.0
C_node1node13_timber_t1,0.0,1.0,B,C,timber,node1node13,1,91.78
C_node1node13_timber_t2,0.0,1.0,B,C,timber,node1node13,2,65.06
C_node1node13_timber_t3,0.0,1.0,B,C,timber,node1node13,3,46.12
C_node1node13_timber_t4,0.0,1.0,B,C,timber,node1node13,4,32.7
C_node1node13_timber_t5,0.0,1.0,B,C,timber,node1node13,5,23.18
C_node1node13_wide_t0,0.0,0.0,B,C,wide,node1node13,0,164.0
C_node1node13_wide_t1,0.0,1.0,B,C,wide,node1node13,1,138.08
C_node1node13_wide_t2,0.0,1.0,B,C,wide,node1node13,2,97.89
C_node1node13_wide_t3,0.0,1.0,B,C,wide,node1node13,3,69.4
C_node1node13_wide_t4,0.0,1.0,B,C,wide,node1node13,4,49.2
C_node1node13_wide_t5,0.0,1.0,B,C,wide,node1node13,5,34.88
C_node1node15_timber_t0,0.0,0.0,B,C,timber,node1node15,0,3553.0
C_node1node15_timber_t1,0.0,1.0,B,C,timber,node1node15,1,2991.53
C_node1node15_timber_t2,0.0,1.0,B,C,timber,node1node15,2,2120.75
C_node1node15_timber_t3,0.0,1.0,B,C,timber,node1node15,3,1503.44
C_node1node15_timber_t4,0.0,1.0,B,C,timber,node1node15,4,1065.82
C_node1node15_timber_t5,0.0,1.0,B,C,timber,node1node15,5,755.58
C_node1node15_wide_t0,0.0,0.0,B,C,wide,node1node15,0,5332.0
C_node1node15_wide_t1,0.0,1.0,B,C,wide,node1node15,1,4489.4
C_node1node15_wide_t2,0.0,1.0,B,C,wide,node1node15,2,3182.62
C_node1node15_wide_t3,0.0,1.0,B,C,wide,node1node15,3,2256.22
C_node1node15_wide_t4,0.0,1.0,B,C,wide,node1node15,4,1599.48
C_node1node15_wide_t5,0.0,1.0,B,C,wide,node1node15,5,1133.9
C_node1node14_timber_t0,0.0,0.0,B,C,timber,node1node14,0,845.0
C_node1node14_timber_t1,0.0,1.0,B,C,timber,node1node14,1,711.47
C_node1node14_timber_t2,0.0,1.0,B,C,timber,node1node14,2,504.37
C_node1node14_timber_t3,0.0,1.0,B,C,timber,node1node14,3,357.56
C_node1node14_timber_t4,0.0,1.0,B,C,timber,node1node14,4,253.48
C_node1node14_timber_t5,0.0,1.0,B,C,timber,node1node14,5,179.7
C_node1node14_wide_t0,0.0,0.0,B,C,wide,node1node14,0,1269.0
C_node1node14_wide_t1,0.0,1.0,B,C,wide,node1node14,1,1068.46
C_node1node14_wide_t2,0.0,1.0,B,C,wide,node1node14,2,757.45
C_node1node14_wide_t3,0.0,1.0,B,C,wide,node1node14,3,536.97
C_node1node14_wide_t4,0.0,1.0,B,C,wide,node1node14,4,380.67
C_node1node14_wide_t5,0.0,1.0,B,C,wide,node1node14,5,269.86
C_node2node5_timber_t0,0.0,0.0,B,C,timber,node2node5,0,737.0
C_node2node5_timber_t1,0.0,1.0,B,C,timber,node2node5,1,620.53
C_node2node5_timber_t2,0.0,1.0,B,C,timber,node2node5,2,439.91
C_node2node5_timber_t3,0.0,1.0,B,C,timber,node2node5,3,311.86
C_node2node5_timber_t4,0.0,1.0,B,C,timber,node2node5,4,221.08
C_node2node5_timber_t5,0.0,1.0,B,C,timber,node2node5,5,156.73
C_node2node5_wide_t0,0.0,0.0,B,C,wide,node2node5,0,1104.0
C_node2node5_wide_t1,0.0,1.0,B,C,wide,node2node5,1,929.54
C_node2node5_wide_t2,0.0,1.0,B,C,wide,node2node5,2,658.97
C_node2node5_wide_t3,0.0,1.0,B,C,wide,node2node5,3,467.15
C_node2node5_wide_t4,0.0,1.0,B,C,wide,node2node5,4,331.17
C_node2node5_wide_t5,0.0,1.0,B,C,wide,node2node5,5,234.78
C_node2node4_timber_t0,0.0,0.0,B,C,timber,node2node4,0,939.0
C_node2node4_timber_t1,0.0,1.0,B,C,timber,node2node4,1,790.61
C_node2node4_timber_t2,0.0,1.0,B,C,timber,node2node4,2,560.48
C_node2node4_timber_t3,0.0,1.0,B,C,timber,node2node4,3,397.34
C_node2node4_timber_t4,0.0,1.0,B,C,timber,node2node4,4,281.68
C_node2node4_timber_t5,0.0,1.0,B,C,timber,node2node4,5,199.69
C_node2node4_wide_t0,0.0,0.0,B,C,wide,node2node4,0,1408.0
C_node2node4_wide_t1,0.0,1.0,B,C,wide,node2node4,1,1185.5
C_node2node4_wide_t2,0.0,1.0,B,C,wide,node2node4,2,840.42
C_node2node4_wide_t3,0.0,1.0,B,C,wide,node2node4,3,595.79
C_node2node4_wide_t4,0.0,1.0,B,C,wide,node2node4,4,422.37
C_node2node4_wide_t5,0.0,1.0,B,C,wide,node2node4,5,299.42
C_node2node8_timber_t0,0.0,0.0,B,C,timber,node2node8,0,3996.0
C_node2node8_timber_t1,0.0,1.0,B,C,timber,node2node8,1,3364.52
C_node2node8_timber_t2,0.0,1.0,B,C,timber,node2node8,2,2385.17
C_node2node8_timber_t3,0.0,1.0,B,C,timber,node2node8,3,1690.9
C_node2node8_timber_t4,0.0,1.0,B,C,timber,node2node8,4,1198.71
C_node2node8_timber_t5,0.0,1.0,B,C,timber,node2node8,5,849.79
C_node2node8_wide_t0,0.0,0.0,B,C,wide,node2node8,0,5993.0
C_node2node8_wide_t1,0.0,1.0,B,C,wide,node2node8,1,5045.95
C_node2node8_wide_t2,0.0,1.0,B,C,wide,node2node8,2,3577.17
C_node2node8_wide_t3,0.0,1.0,B,C,wide,node2node8,3,2535.92
C_node2node8_wide_t4,0.0,1.0,B,C,wide,node2node8,4,1797.76
C_node2node8_wide_t5,0.0,1.0,B,C,wide,node2node8,5,1274.47
C_node2node16_timber_t0,0.0,0.0,B,C,timber,node2node16,0,0.0
C_node2node16_timber_t1,0.0,1.0,B,C,timber,node2node16,1,0.0
C_node2node16_timber_t2,0.0,1.0,B,C,timber,node2node16,2,0.0
C_node2node16_timber_t3,0.0,1.0,B,C,timber,node2node16,3,0.0
C_node2node16_timber_t4,0.0,1.0,B,C,timber,node2node16,4,0.0
C_node2node16_timber_t5,0.0,1.0,B,C,timber,node2node16,5,0.0
C_node2node16_wide_t0,0.0,0.0,B,C,wide,node2node16,0,0.0
C_node2node16_wide_t1,0.0,1.0,B,C,wide,node2node16,1,0.0
C_node2node16_wide_t2,0.0,1.0,B,C,wide,node2node16,2,0.0
C_node2node16_wide_t3,0.0,1.0,B,C,wide,node2node16,3,0.0
C_node2node16_wide_t4,0.0,1.0,B,C,wide,node2node16,4,0.0
C_node2node16_wide_t5,0.0,1.0,B,C,wide,node2node16,5,0.0
C_node3node7_timber_t0,0.0,0.0,B,C,timber,node3node7,0,1247.0
C_node3node7_timber_t1,0.0,1.0,B,C,timber,node3node7,1,1049.94
C_node3node7_timber_t2,0.0,1.0,B,C,timber,node3node7,2,744.32
C_node3node7_timber_t3,0.0,1.0,B,C,timber,node3node7,3,527.66
C_node3node7_timber_t4,0.0,1.0,B,C,timber,node3node7,4,374.07
C_node3node7_timber_t5,0.0,1.0,B,C,timber,node3node7,5,265.19
C_node3node7_wide_t0,0.0,0.0,B,C,wide,node3node7,0,1869.0
C_node3node7_wide_t1,0.0,1.0,B,C,wide,node3node7,1,1573.65
C_node3node7_wide_t2,0.0,1.0,B,C,wide,node3node7,2,1115.59
C_node3node7_wide_t3,0.0,1.0,B,C,wide,node3node7,3,790.86
C_node3node7_wide_t4,0.0,1.0,B,C,wide,node3node7,4,560.66
C_node3node7_wide_t5,0.0,1.0,B,C,wide,node3node7,5,397.46
C_node3node5_timber_t0,0.0,0.0,B,C,timber,node3node5,0,2610.0
C_node3node5_timber_t1,0.0,1.0,B,C,timber,node3node5,1,2197.55
C_node3node5_timber_t2,0.0,1.0,B,C,timber,node3node5,2,1557.88
C_node3node5_timber_t3,0.0,1.0,B,C,timber,node3node5,3,1104.41
C_node3node5_timber_t4,0.0,1.0,B,C,timber,node3node5,4,782.94
C_node3node5_timber_t5,0.0,1.0,B,C,timber,node3node5,5,555.04
C_node3node5_wide_t0,0.0,0.0,B,C,wide,node3node5,0,3916.0
C_node3node5_wide_t1,0.0,1.0,B,C,wide,node3node5,1,3297.17
C_node3node5_wide_t2,0.0,1.0,B,C,wide,node3node5,2,2337.42
C_node3node5_wide_t3,0.0,1.0,B,C,wide,node3node5,3,1657.04
C_node3node5_wide_t4,0.0,1.0,B,C,wide,node3node5,4,1174.71
C_node3node5_wide_t5,0.0,1.0,B,C,wide,node3node5,5,832.77
C_node3node6_timber_t0,0.0,0.0,B,C,timber,node3node6,0,1910.0
C_node3node6_timber_t1,0.0,1.0,B,C,timber,node3node6,1,1608.17
C_node3node6_timber_t2,0.0,1.0,B,C,timber,node3node6,2,1140.06
C_node3node6_timber_t3,0.0,1.0,B,C,timber,node3node6,3,808.21
C_node3node6_timber_t4,0.0,1.0,B,C,timber,node3node6,4,572.96
C_node3node6_timber_t5,0.0,1.0,B,C,timber,node3node6,5,406.18
C_node3node6_wide_t0,0.0,0.0,B,C,wide,node3node6,0,2866.0
C_node3node6_wide_t1,0.0,1.0,B,C,wide,node3node6,1,2413.1
C_node3node6_wide_t2,0.0,1.0,B,C,wide,node3node6,2,1710.69
C_node3node6_wide_t3,0.0,1.0,B,C,wide,node3node6,3,1212.74
C_node3node6_wide_t4,0.0,1.0,B,C,wide,node3node6,4,859.73
C_node3node6_wide_t5,0.0,1.0,B,C,wide,node3node6,5,609.48
C_node3node9_timber_t0,0.0,0.0,B,C,timber,node3node9,0,3334.0
C_node3node9_timber_t1,0.0,1.0,B,C,timber,node3node9,1,2807.14
C_node3node9_timber_t2,0.0,1.0,B,C,timber,node3node9,2,1990.03
C_node3node9_timber_t3,0.0,1.0,B,C,timber,node3node9,3,1410.77
C_node3node9_timber_t4,0.0,1.0,B,C,timber,node3node9,4,1000.12
C_node3node9_timber_t5,0.0,1.0,B,C,timber,node3node9,5,709.01
C_node3node9_wide_t0,0.0,0.0,B,C,wide,node3node9,0,4999.0
C_node3node9_wide_t1,0.0,1.0,B,C,wide,node3node9,1,4209.02
C_node3node9_wide_t2,0.0,1.0,B,C,wide,node3node9,2,2983.86
C_node3node9_wide_t3,0.0,1.0,B,C,wide,node3node9,3,2115.31
C_node3node9_wide_t4,0.0,1.0,B,C,wide,node3node9,4,1499.58
C_node3node9_wide_t5,0.0,1.0,B,C,wide,node3node9,5,1063.08
C_node3node17_timber_t0,0.0,0.0,B,C,timber,node3node17,0,0.0
C_node3node17_timber_t1,0.0,1.0,B,C,timber,node3node17,1,0.0
C_node3node17_timber_t2,0.0,1.0,B,C,timber,node3node17,2,0.0
C_node3node17_timber_t3,0.0,1.0,B,C,timber,node3node17,3,0.0
C_node3node17_timber_t4,0.0,1.0,B,C,timber,node3node17,4,0.0
C_node3node17_timber_t5,0.0,1.0,B,C,timber,node3node17,5,0.0
C_node3node17_wide_t0,0.0,0.0,B,C,wide,node3node17,0,0.0
C_node3node17_wide_t1,0.0,1.0,B,C,wide,node3node17,1,0.0
C_node3node17_wide_t2,0.0,1.0,B,C,wide,node3node17,2,0.0
C_node3node17_wide_t3,0.0,1.0,B,C,wide,node3node17,3,0.0
C_node3node17_wide_t4,0.0,1.0,B,C,wide,node3node17,4,0.0
C_node3node17_wide_t5,0.0,1.0,B,C,wide,node3node17,5,0.0
C_node3node18_timber_t0,0.0,0.0,B,C,timber,node3node18,0,0.0
