x,y
-16655.18808,151717.04081
-16358.76038,151937.50841
-17075.48728,152358.91511
-16960.78248,151825.78471
-16756.01788,151742.93331
-16622.74988,153187.90091
-16839.76608,151970.25821
-16714.77088,153771.90811
-16462.62528,152381.74381
-17073.27228,152007.69721
-15287.95248,152408.44331
-16620.54728,152242.35931
-15907.22118,153080.92671
-15409.51008,152244.57003
-16790.56244,151758.26289
-17019.68194,152006.34884
-16633.48113,151880.35089
-16358.79092,151923.82668
-16358.79857,151920.39891
-16761.84323,152452.60718
-17124.67922,152350.38854
-16309.70131,152580.36063
-16415.44108,152572.55802
-16096.70541,152682.36683
-16120.49752,152876.47555
-15897.00938,152935.73682
-15840.58755,153068.15761
-15629.10668,153023.06803
-16144.48283,153033.32127
-15612.92631,153045.89531
-16626.81713,153474.47344
-15955.22813,153027.70598
-16795.03704,153587.87639
