"Node1(x,y)","Node2(x,y)"
"(-16038.15528, 152952.45721)","(-16120.49752, 152876.47555)"
"(-16038.15528, 152952.45721)","(-16144.48283, 153033.32127)"
"(-16038.15528, 152952.45721)","(-15869.34628, 152722.89841)"
"(-15903.64098, 152607.73781)","(-15409.51008, 152244.57003)"
"(-15903.64098, 152607.73781)","(-16010.10678, 152678.39471)"
"(-15903.64098, 152607.73781)","(-16215.24778, 152418.35831)"
"(-16655.18808, 151717.04081)","(-16756.01788, 151742.93331)"
"(-16655.18808, 151717.04081)","(-16548.84028, 151754.86031)"
"(-17189.48068, 152766.05181)","(-16660.03048, 152548.65151)"
"(-17189.48068, 152766.05181)","(-17287.64548, 152561.15991)"
"(-17189.48068, 152766.05181)","(-16492.43778, 152797.65291)"
"(-16215.24778, 152418.35831)","(-16358.86138, 151892.25831)"
"(-16215.24778, 152418.35831)","(-16309.70131, 152580.36063)"
"(-16358.76038, 151937.50841)","(-16374.17248, 152194.81661)"
"(-16358.76038, 151937.50841)","(-16358.79092, 151923.82668)"
"(-16358.76038, 151937.50841)","(-17038.09238, 152233.35931)"
"(-17075.48728, 152358.91511)","(-17124.67922, 152350.38854)"
"(-17075.48728, 152358.91511)","(-16750.26188, 152458.55281)"
"(-16844.74508, 152346.92351)","(-16935.25928, 152275.25061)"
"(-16844.74508, 152346.92351)","(-16462.62528, 152381.74381)"
"(-16844.74508, 152346.92351)","(-16761.84323, 152452.60718)"
"(-16960.78248, 151825.78471)","(-16790.56244, 151758.26289)"
"(-16960.78248, 151825.78471)","(-17073.27228, 152007.69721)"
"(-16358.86138, 151892.25831)","(-16358.79857, 151920.39891)"
"(-16358.86138, 151892.25831)","(-16548.84028, 151754.86031)"
"(-16492.43778, 152797.65291)","(-16114.27338, 152684.53441)"
"(-16492.43778, 152797.65291)","(-16224.79708, 152800.02881)"
"(-16756.01788, 151742.93331)","(-16790.56244, 151758.26289)"
"(-16482.90968, 152606.75281)","(-16415.44108, 152572.55802)"
"(-16482.90968, 152606.75281)","(-16660.03048, 152548.65151)"
"(-16482.90968, 152606.75281)","(-16309.70131, 152580.36063)"
"(-16224.79708, 152800.02881)","(-16114.27338, 152684.53441)"
"(-16224.79708, 152800.02881)","(-16120.49752, 152876.47555)"
"(-16622.74988, 153187.90091)","(-16626.81713, 153474.47344)"
"(-16622.74988, 153187.90091)","(-16144.48283, 153033.32127)"
"(-17038.09238, 152233.35931)","(-17300.06458, 152209.53081)"
"(-17038.09238, 152233.35931)","(-16935.25928, 152275.25061)"
"(-16839.76608, 151970.25821)","(-16633.48113, 151880.35089)"
"(-16839.76608, 151970.25821)","(-17019.68194, 152006.34884)"
"(-16374.17248, 152194.81661)","(-16462.62528, 152381.74381)"
"(-16374.17248, 152194.81661)","(-16620.54728, 152242.35931)"
"(-17638.85677, 152355.33976)","(-17300.06458, 152209.53081)"
"(-17638.85677, 152355.33976)","(-17335.13778, 152586.82601)"
"(-17638.85677, 152355.33976)","(-17559.14268, 152374.38941)"
"(-17300.06458, 152209.53081)","(-17073.27228, 152007.69721)"
"(-16548.84028, 151754.86031)","(-16633.48113, 151880.35089)"
"(-17559.14268, 152374.38941)","(-17412.91948, 152414.78841)"
"(-17559.14268, 152374.38941)","(-17335.13778, 152586.82601)"
"(-16714.77088, 153771.90811)","(-16795.03704, 153587.87639)"
"(-16714.77088, 153771.90811)","(-15612.92631, 153045.89531)"
"(-17335.13778, 152586.82601)","(-17287.64548, 152561.15991)"
"(-16462.62528, 152381.74381)","(-16415.44108, 152572.55802)"
"(-16935.25928, 152275.25061)","(-16620.54728, 152242.35931)"
"(-15731.30798, 152800.08831)","(-15287.95248, 152408.44331)"
"(-15731.30798, 152800.08831)","(-15897.00938, 152935.73682)"
"(-15731.30798, 152800.08831)","(-15869.34628, 152722.89841)"
"(-16750.26188, 152458.55281)","(-16761.84323, 152452.60718)"
"(-16750.26188, 152458.55281)","(-16660.03048, 152548.65151)"
"(-16114.27338, 152684.53441)","(-16096.70541, 152682.36683)"
"(-17287.64548, 152561.15991)","(-17412.91948, 152414.78841)"
"(-15869.34628, 152722.89841)","(-16010.10678, 152678.39471)"
"(-17073.27228, 152007.69721)","(-17019.68194, 152006.34884)"
"(-15287.95248, 152408.44331)","(-15409.51008, 152244.57003)"
"(-16010.10678, 152678.39471)","(-16096.70541, 152682.36683)"
"(-15907.22118, 153080.92671)","(-15840.58755, 153068.15761)"
"(-15907.22118, 153080.92671)","(-15955.22813, 153027.70598)"
"(-17412.91948, 152414.78841)","(-17124.67922, 152350.38854)"
"(-16358.79092, 151923.82668)","(-16358.79857, 151920.39891)"
"(-15897.00938, 152935.73682)","(-15955.22813, 153027.70598)"
"(-15840.58755, 153068.15761)","(-15629.10668, 153023.06803)"
"(-15629.10668, 153023.06803)","(-15612.92631, 153045.89531)"
"(-16626.81713, 153474.47344)","(-16795.03704, 153587.87639)"
