"Node1(x,y)","Node2(x,y)",edgelength,slope
"(-13053.9921, 149142.2723)","(-13040.2338, 149133.8056)",16.154746292663003,22.2999
"(-13040.2338, 149133.8056)","(-13015.8921, 149106.2889)",36.73808837948496,22.2999
"(-13015.8921, 149106.2889)","(-13004.2504, 149088.2972)",21.42966280137036,22.2999
"(-13004.2504, 149088.2972)","(-12974.617, 149081.9472)",30.306119770767598,22.2999
"(-12974.617, 149081.9472)","(-12952.0625, 149069.4894)",25.76630068694578,22.2999
"(-12952.0625, 149069.4894)","(-12947.1003, 149044.9055)",25.079704305471623,22.2999
"(-12947.1003, 149044.9055)","(-12947.1003, 149014.2138)",30.691699999995762,22.2999
"(-12947.1003, 149014.2138)","(-12943.9252, 148988.8137)",25.597779982255258,22.2999
"(-12943.9252, 148988.8137)","(-12919.5835, 148939.0719)",55.37838049391519,22.2999
"(-12919.5835, 148939.0719)","(-12925.9335, 148930.6053)",10.583280000086155,21.74695
"(-12925.9335, 148930.6053)","(-12970.4952, 148918.4959)",46.1777292127893,21.74695
"(-12970.4952, 148918.4959)","(-13023.3004, 148904.1468)",54.72006778002641,21.74695
"(-13023.3004, 148904.1468)","(-13040.2338, 148869.2217)",38.81369147053028,21.74695
"(-13040.2338, 148869.2217)","(-13064.5755, 148848.0551)",32.25745362625369,21.74695
"(-13064.5755, 148848.0551)","(-13160.884, 148823.7134)",99.33703000965629,21.74695
"(-13160.884, 148823.7134)","(-13179.9341, 148832.18)",20.84681331930048,22.2999
"(-13179.9341, 148832.18)","(-13268.8342, 148932.7219)",134.20842535259118,22.2999
"(-13268.8342, 148932.7219)","(-13287.5452, 148966.3961)",38.52341192885983,22.2999
"(-13287.5452, 148966.3961)","(-13280.2963, 148983.9921)",19.030653357403978,22.2999
"(-13280.2963, 148983.9921)","(-13259.9096, 149033.4797)",53.522332634604794,22.2999
"(-13259.9096, 149033.4797)","(-13249.3247, 149056.0771)",24.953608852628474,22.2999
"(-13249.3247, 149056.0771)","(-13233.7524, 149089.3223)",36.711576516547424,22.2999
"(-13233.7524, 149089.3223)","(-13169.4529, 149111.7274)",68.0912197442523,22.2999
"(-13169.4529, 149111.7274)","(-13140.7756, 149144.3889)",43.46448110284008,22.2999
"(-13140.7756, 149144.3889)","(-13053.9921, 149142.2723)",86.80930749528042,22.2999
"(-12761.0627, 148769.2032)","(-12839.6584, 148754.6438)",79.9328479841043,21.194
"(-12839.6584, 148754.6438)","(-12886.099, 148789.6983)",58.18545607460576,21.194
"(-12886.099, 148789.6983)","(-12941.8035, 148805.4978)",57.901774761234236,21.194
"(-12941.8035, 148805.4978)","(-12996.533, 148762.2616)",69.74730934373845,21.194
"(-12996.533, 148762.2616)","(-13058.6218, 148756.2506)",62.37909270292533,21.194
"(-13058.6218, 148756.2506)","(-13100.651, 148750.4453)",42.42823541852764,21.194
"(-13100.651, 148750.4453)","(-13123.3131, 148775.8237)",34.024020382235705,21.194
"(-13123.3131, 148775.8237)","(-13143.1569, 148795.6674)",28.063300378428902,21.194
"(-13143.1569, 148795.6674)","(-13160.884, 148823.7134)",33.178730994571204,21.194
"(-13160.884, 148823.7134)","(-13064.5755, 148848.0551)",82.22938317251995,21.194
"(-13064.5755, 148848.0551)","(-13040.2338, 148869.2217)",51.45794605625064,21.194
"(-13040.2338, 148869.2217)","(-13023.3004, 148904.1468)",62.8491802839993,21.194
"(-13023.3004, 148904.1468)","(-12970.4952, 148918.4959)",36.44565175738907,21.194
