Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-12839.6584, 148754.6438)","(-12761.0627, 148769.2032)",79.933,21.2,386136.08,150145.86,579204.13,289602.06,150145.86
"(-12839.6584, 148754.6438)","(-12886.099, 148789.6983)",58.185,21.2,281079.74,109295.56,421619.61,210809.81,109295.56
"(-13249.3247, 149056.0771)","(-13259.9096, 149033.4797)",24.954,22.3,120544.8,46872.86,180817.19,90408.6,46872.86
"(-13249.3247, 149056.0771)","(-13233.7524, 149089.3223)",36.712,22.3,177344.67,68959.03,266017.0,133008.5,68959.03
"(-13058.6218, 148756.2506)","(-12996.533, 148762.2616)",62.379,21.2,301338.18,117172.89,452007.26,226003.63,117172.89
"(-13058.6218, 148756.2506)","(-13100.651, 148750.4453)",42.428,21.2,204960.45,79697.2,307440.68,153720.34,79697.2
"(-12947.1003, 149044.9055)","(-12952.0625, 149069.4894)",25.08,22.3,121153.93,47109.72,181730.9,90865.45,47109.72
"(-12947.1003, 149044.9055)","(-12947.1003, 149014.2138)",30.692,22.3,148264.11,57651.29,222396.17,111198.09,57651.29
"(-12886.099, 148789.6983)","(-12941.8035, 148805.4978)",57.902,21.2,279709.35,108762.69,419564.02,209782.01,108762.69
"(-12970.4952, 148918.4959)","(-12925.9335, 148930.6053)",46.178,21.7,223073.34,86740.25,334610.01,167305.01,86740.25
"(-12970.4952, 148918.4959)","(-13023.3004, 148904.1468)",36.446,21.2,176060.05,68459.51,264090.08,132045.04,68459.51
"(-13023.3004, 148904.1468)","(-13040.2338, 148869.2217)",62.849,21.2,303609.05,118055.9,455413.58,227706.79,118055.9
"(-12925.9335, 148930.6053)","(-12919.5835, 148939.0719)",10.583,21.7,51125.24,19879.63,76687.87,38343.93,19879.63
"(-13123.3131, 148775.8237)","(-13100.651, 148750.4453)",34.024,21.2,164361.74,63910.72,246542.61,123271.31,63910.72
"(-13123.3131, 148775.8237)","(-13143.1569, 148795.6674)",28.063,21.2,135566.96,52714.1,203350.44,101675.22,52714.1
"(-12947.1003, 149014.2138)","(-12943.9252, 148988.8137)",25.598,22.3,123656.63,48082.87,185484.94,92742.47,48082.87
"(-13169.4529, 149111.7274)","(-13233.7524, 149089.3223)",68.091,22.3,328932.07,127902.55,493398.1,246699.05,127902.55
"(-13169.4529, 149111.7274)","(-13140.7756, 149144.3889)",43.464,22.3,209966.3,81643.68,314949.45,157474.73,81643.68
"(-13268.8342, 148932.7219)","(-13179.9341, 148832.18)",134.208,22.3,648328.16,252097.11,972492.23,486246.12,252097.11
"(-13268.8342, 148932.7219)","(-13287.5452, 148966.3961)",38.523,22.3,186097.2,72362.38,279145.8,139572.9,72362.38
"(-13280.2963, 148983.9921)","(-13287.5452, 148966.3961)",19.031,22.3,91932.44,35747.18,137898.66,68949.33,35747.18
"(-13280.2963, 148983.9921)","(-13259.9096, 149033.4797)",53.522,22.3,258553.33,100536.35,387829.99,193915.0,100536.35
"(-13179.9341, 148832.18)","(-13160.884, 148823.7134)",20.847,22.3,100705.87,39158.65,151058.8,75529.4,39158.65
"(-13160.884, 148823.7134)","(-13064.5755, 148848.0551)",82.229,21.2,397230.09,154459.67,595845.13,297922.56,154459.67
"(-13160.884, 148823.7134)","(-13143.1569, 148795.6674)",33.179,21.2,160278.35,62322.93,240417.53,120208.77,62322.93
"(-12919.5835, 148939.0719)","(-12943.9252, 148988.8137)",55.378,22.3,267519.44,104022.75,401279.17,200639.58,104022.75
"(-13040.2338, 149133.8056)","(-13053.9921, 149142.2723)",16.155,22.3,78039.64,30345.08,117059.46,58529.73,30345.08
"(-13040.2338, 149133.8056)","(-13015.8921, 149106.2889)",36.738,22.3,177472.74,69008.83,266209.11,133104.56,69008.83
"(-12974.617, 149081.9472)","(-13004.2504, 149088.2972)",30.306,22.3,146401.47,56927.02,219602.2,109801.1,56927.02
"(-12974.617, 149081.9472)","(-12952.0625, 149069.4894)",25.766,22.3,124470.71,48399.42,186706.07,93353.03,48399.42
"(-13064.5755, 148848.0551)","(-13040.2338, 148869.2217)",51.458,21.2,248580.78,96658.61,372871.17,186435.59,96658.61
"(-12996.533, 148762.2616)","(-12941.8035, 148805.4978)",69.747,21.2,336932.23,131013.35,505398.35,252699.17,131013.35
"(-13140.7756, 149144.3889)","(-13053.9921, 149142.2723)",86.809,22.3,419354.58,163062.6,629031.87,314515.94,163062.6
"(-13015.8921, 149106.2889)","(-13004.2504, 149088.2972)",21.43,22.3,103521.47,40253.48,155282.21,77641.1,40253.48
