Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-11984.2279, 149570.5843)","(-11886.9022, 149591.3031)",61.874,28.9,464953.18,166054.71,697429.77,348714.89,166054.71
"(-11984.2279, 149570.5843)","(-11986.672, 149569.7169)",31.339,28.9,235498.51,84106.61,353247.77,176623.88,84106.61
"(-12955.4334, 149989.7248)","(-12973.3999, 149894.4975)",26.197,24.4,126552.28,49208.82,189828.42,94914.21,49208.82
"(-12955.4334, 149989.7248)","(-12894.0195, 149977.6316)",18.932,19.9,91456.22,35562.0,137184.33,68592.17,35562.0
"(-12955.4334, 149989.7248)","(-13002.2327, 149981.1669)",22.178,19.9,107138.78,41660.04,160708.17,80354.08,41660.04
"(-12959.4029, 150670.1884)","(-13033.4604, 150604.1114)",19.439,26.2,146070.87,52168.17,219106.31,109553.15,52168.17
"(-12959.4029, 150670.1884)","(-13216.0856, 150763.6528)",70.724,19.9,341649.59,132847.65,512474.39,256237.19,132847.65
"(-12959.4029, 150670.1884)","(-12883.9241, 150642.707)",50.593,26.2,380181.66,135779.17,570272.49,285136.25,135779.17
"(-13095.6376, 150202.6054)","(-13121.1765, 150262.9878)",20.347,28.9,152899.94,54607.12,229349.91,114674.96,54607.12
"(-13095.6376, 150202.6054)","(-13071.8251, 150151.0115)",29.131,23.9,140722.55,54718.81,211083.82,105541.91,54718.81
"(-13578.3268, 149723.7791)","(-13601.4949, 149705.5534)",65.555,19.9,316679.5,123138.24,475019.25,237509.63,123138.24
"(-13578.3268, 149723.7791)","(-13583.6185, 149759.4979)",26.455,19.9,127798.42,49693.37,191697.63,95848.81,49693.37
"(-12507.0641, 150353.8046)","(-12470.6111, 150385.9235)",120.034,19.9,579855.27,225471.98,869782.91,434891.45,225471.98
"(-12507.0641, 150353.8046)","(-12505.4312, 150296.2911)",70.997,19.9,342971.58,133361.7,514457.37,257228.68,133361.7
"(-13291.4297, 149989.6153)","(-13313.9193, 149993.5841)",13.993,26.2,105147.75,37552.77,157721.63,78860.81,37552.77
"(-13291.4297, 149989.6153)","(-13263.6484, 150005.4904)",49.48,26.2,371814.14,132790.76,557721.2,278860.6,132790.76
"(-13530.6804, 149980.976)","(-13527.9032, 149960.8191)",14.726,19.7,71139.18,27661.89,106708.76,53354.38,27661.89
"(-13530.6804, 149980.976)","(-13504.4197, 149993.5841)",2.945,26.2,22130.95,7903.91,33196.43,16598.22,7903.91
"(-13530.6804, 149980.976)","(-13534.2515, 150006.8954)",33.41,26.2,251059.03,89663.94,376588.55,188294.28,89663.94
"(-12570.588, 149950.5347)","(-12600.2304, 149909.9762)",21.208,19.9,102451.15,39837.29,153676.73,76838.37,39837.29
"(-12570.588, 149950.5347)","(-12557.6948, 150005.7279)",47.717,19.9,230508.29,89631.26,345762.43,172881.22,89631.26
"(-13549.7517, 149531.6119)","(-13489.4266, 149545.3702)",82.219,18.9,397180.15,154440.26,595770.22,297885.11,154440.26
"(-13549.7517, 149531.6119)","(-13580.8479, 149535.5071)",58.181,18.9,281056.14,109286.38,421584.21,210792.11,109286.38
"(-11864.6612, 149664.6931)","(-11904.04, 149663.2347)",41.813,28.9,314205.3,112216.18,471307.95,235653.97,112216.18
"(-11864.6612, 149664.6931)","(-11839.7989, 149656.81)",32.048,28.9,240825.5,86009.11,361238.25,180619.13,86009.11
"(-13199.8125, 150468.1636)","(-13161.7836, 150508.8612)",110.416,26.2,829717.35,296327.63,1244576.03,622288.01,296327.63
"(-13567.7434, 149881.2066)","(-13550.5455, 149874.5919)",18.601,19.9,89855.91,34939.74,134783.87,67391.93,34939.74
"(-13567.7434, 149881.2066)","(-13606.1081, 149862.6856)",120.156,19.9,580446.66,225701.94,870669.99,435334.99,225701.94
"(-12679.2904, 149897.0259)","(-12616.792, 149854.4654)",50.924,25.3,382669.44,136667.66,574004.16,287002.08,136667.66
"(-12679.2904, 149897.0259)","(-12753.3386, 149881.2855)",29.846,19.9,144180.19,56063.29,216270.28,108135.14,56063.29
"(-12679.2904, 149897.0259)","(-12600.2304, 149909.9762)",53.329,19.9,257617.71,100172.54,386426.56,193213.28,100172.54
"(-12236.7111, 149783.2646)","(-12307.7552, 149792.2812)",72.185,19.2,348708.72,135592.54,523063.08,261531.54,135592.54
"(-12236.7111, 149783.2646)","(-12191.8251, 149821.3123)",47.24,19.9,228202.88,88734.83,342304.32,171152.16,88734.83
"(-12236.7111, 149783.2646)","(-12194.878, 149750.8853)",31.18,19.2,150620.87,58567.69,225931.3,112965.65,58567.69
"(-12160.7984, 150175.5712)","(-12189.3461, 150214.0215)",63.796,25.3,479395.05,171212.52,719092.57,359546.28,171212.52
"(-12160.7984, 150175.5712)","(-12091.7517, 150174.3378)",85.948,25.3,645856.38,230662.99,968784.57,484392.29,230662.99
"(-12423.4047, 149370.9402)","(-12436.3575, 149418.0466)",29.478,28.9,221510.46,79110.88,332265.69,166132.84,79110.88
"(-12423.4047, 149370.9402)","(-12468.3304, 149325.9283)",36.109,28.9,271338.47,96906.6,407007.7,203503.85,96906.6
"(-13389.3258, 149997.5529)","(-13425.0446, 149960.5111)",37.761,26.2,283758.16,101342.2,425637.24,212818.62,101342.2
"(-13389.3258, 149997.5529)","(-13313.9193, 149993.5841)",20.661,26.2,155253.75,55447.77,232880.62,116440.31,55447.77
"(-12149.4336, 149746.8272)","(-12194.878, 149750.8853)",159.428,19.2,770158.81,299469.96,1155238.22,577619.11,299469.96
"(-12149.4336, 149746.8272)","(-12085.0528, 149753.3662)",71.042,19.2,343187.23,133445.55,514780.84,257390.42,133445.55
"(-12620.9591, 150577.9351)","(-12631.2133, 150587.7058)",2.593,19.2,12528.35,4871.55,18792.52,9396.26,4871.55
"(-12620.9591, 150577.9351)","(-12571.5914, 150578.2955)",77.884,22.7,376239.77,146297.76,564359.65,282179.82,146297.76
"(-13071.8251, 150151.0115)","(-13059.9188, 150121.9072)",38.456,23.9,185770.54,72235.36,278655.81,139327.91,72235.36
"(-12702.0257, 149712.7972)","(-12663.3524, 149779.1373)",50.236,22.6,242678.25,94363.45,364017.37,182008.69,94363.45
"(-12702.0257, 149712.7972)","(-12613.7668, 149701.1041)",80.114,22.6,387009.4,150485.44,580514.11,290257.05,150485.44
"(-12307.7552, 149792.2812)","(-12333.0546, 149746.4274)",71.789,19.2,346796.88,134849.13,520195.32,260097.66,134849.13
"(-12441.8256, 150079.7795)","(-12466.2576, 150067.7423)",54.458,25.3,409226.3,146152.25,613839.45,306919.73,146152.25
"(-12441.8256, 150079.7795)","(-12428.4106, 150086.5211)",86.58,25.3,650608.3,232360.11,975912.45,487956.23,232360.11
"(-12178.0483, 149443.4747)","(-12155.1148, 149499.7066)",68.769,28.9,516762.76,184558.13,775144.14,387572.07,184558.13
"(-12178.0483, 149443.4747)","(-12227.5591, 149433.2827)",0.017,28.9,128.38,45.85,192.57,96.29,45.85
"(-11975.111, 149834.2891)","(-11968.0211, 149888.0671)",65.561,28.9,492659.56,175949.84,738989.34,369494.67,175949.84
"(-11975.111, 149834.2891)","(-11976.9124, 149790.7564)",56.824,28.9,427003.86,152501.38,640505.79,320252.9,152501.38
"(-12030.5739, 149653.7974)","(-12044.7941, 149698.8468)",58.629,28.9,440565.19,157344.71,660847.79,330423.89,157344.71
"(-12030.5739, 149653.7974)","(-12012.3534, 149649.512)",72.289,28.9,543213.54,194004.84,814820.31,407410.16,194004.84
"(-12669.8017, 150680.3406)","(-12697.0667, 150720.7955)",45.626,22.7,220408.96,85704.22,330613.43,165306.72,85704.22
"(-12669.8017, 150680.3406)","(-12659.3723, 150631.8809)",41.042,22.7,198266.1,77094.15,297399.14,148699.57,77094.15
"(-12112.6243, 149491.2977)","(-12060.0719, 149543.6706)",22.882,28.9,171943.62,61408.44,257915.43,128957.72,61408.44
"(-12112.6243, 149491.2977)","(-12155.1148, 149499.7066)",73.446,28.9,551908.63,197110.23,827862.95,413931.47,197110.23
"(-11851.9612, 149612.8347)","(-11839.7989, 149656.81)",40.267,28.9,302588.83,108067.44,453883.25,226941.63,108067.44
"(-11851.9612, 149612.8347)","(-11886.9022, 149591.3031)",45.558,28.9,342342.37,122265.13,513513.56,256756.78,122265.13
"(-13287.4609, 150020.0425)","(-13263.6484, 150005.4904)",67.809,26.2,509549.76,181982.06,764324.64,382162.32,181982.06
"(-13287.4609, 150020.0425)","(-13312.5964, 150050.4697)",64.117,26.2,481809.44,172074.8,722714.16,361357.08,172074.8
"(-12050.9465, 150187.3993)","(-12091.7517, 150174.3378)",63.462,25.3,476887.64,170317.01,715331.46,357665.73,170317.01
"(-12050.9465, 150187.3993)","(-12077.3416, 150120.3347)",61.164,25.3,459618.27,164149.38,689427.41,344713.71,164149.38
"(-13311.6263, 149582.4119)","(-13241.7762, 149639.5621)",25.274,18.9,122093.74,47475.15,183140.61,91570.31,47475.15
"(-13311.6263, 149582.4119)","(-13346.5513, 149569.712)",22.606,18.9,109204.27,42463.19,163806.4,81903.2,42463.19
"(-13314.2324, 150076.8646)","(-13312.5964, 150050.4697)",29.529,26.2,221897.67,79249.17,332846.5,166423.25,79249.17
"(-13314.2324, 150076.8646)","(-13273.8707, 150116.9012)",5.853,26.2,43979.91,15707.11,65969.87,32984.93,15707.11
"(-13314.2324, 150076.8646)","(-13407.7743, 150084.8322)",40.852,26.2,306984.97,109637.49,460477.45,230238.73,109637.49
"(-12167.837, 149857.839)","(-12132.434, 149907.7157)",110.446,19.9,533537.1,207461.54,800305.64,400152.82,207461.54
"(-12167.837, 149857.839)","(-12191.8251, 149821.3123)",36.804,19.9,177791.05,69132.6,266686.57,133343.29,69132.6
"(-12894.0195, 149977.6316)","(-12836.8676, 149943.2089)",13.387,19.9,64669.16,25146.07,97003.74,48501.87,25146.07
"(-12333.0546, 149746.4274)","(-12373.9786, 149706.0468)",58.95,19.2,284772.06,110731.29,427158.1,213579.05,110731.29
"(-12663.3524, 149779.1373)","(-12654.1074, 149825.0589)",56.679,22.6,273803.05,106466.08,410704.58,205352.29,106466.08
"(-13553.1913, 149799.1855)","(-13546.5767, 149787.2792)",13.968,19.9,67476.94,26237.86,101215.41,50607.7,26237.86
"(-13553.1913, 149799.1855)","(-13596.8477, 149770.0813)",73.984,19.9,357396.6,138970.75,536094.9,268047.45,138970.75
"(-12511.3086, 150054.3514)","(-12510.1605, 150073.0815)",28.496,19.9,137659.59,53527.81,206489.39,103244.7,53527.81
"(-12511.3086, 150054.3514)","(-12511.8752, 150045.1082)",39.065,19.9,188715.18,73380.36,283072.77,141536.39,73380.36
"(-13557.3365, 150001.5216)","(-13534.2515, 150006.8954)",39.532,26.2,297061.91,106093.54,445592.86,222796.43,106093.54
"(-13557.3365, 150001.5216)","(-13574.5344, 149983.0008)",55.52,26.2,417204.94,149001.77,625807.42,312903.71,149001.77
"(-13262.9247, 150401.8524)","(-13237.19, 150428.1632)",67.819,19.9,327615.46,127390.6,491423.2,245711.6,127390.6
"(-13262.9247, 150401.8524)","(-13297.1365, 150369.2774)",68.85,19.9,332596.59,129327.47,498894.89,249447.44,129327.47
"(-13601.4949, 149705.5534)","(-13595.4938, 149693.9038)",21.969,19.9,106124.73,41265.73,159187.1,79593.55,41265.73
"(-13253.0532, 149721.6092)","(-13196.5257, 149695.9363)",26.164,18.9,126393.11,49146.93,189589.67,94794.84,49146.93
"(-13253.0532, 149721.6092)","(-13267.7466, 149751.8194)",6.226,28.9,46783.57,16708.42,70175.35,35087.68,16708.42
"(-13166.6631, 150224.897)","(-13162.8057, 150228.1273)",55.456,28.9,416726.59,148830.92,625089.88,312544.94,148830.92
"(-13166.6631, 150224.897)","(-13171.4363, 150220.8999)",23.825,26.2,179030.9,63939.61,268546.35,134273.18,63939.61
"(-13033.4604, 150604.1114)","(-13161.7836, 150508.8612)",102.078,26.2,767067.3,273952.61,1150600.95,575300.48,273952.61
"(-12794.012, 150655.7053)","(-12831.0538, 150617.3406)",66.119,26.2,496847.9,177445.68,745271.85,372635.92,177445.68
"(-12794.012, 150655.7053)","(-12787.3974, 150684.8094)",58.245,26.2,437679.06,156313.95,656518.59,328259.29,156313.95
"(-13590.9662, 150439.5445)","(-13297.1365, 150369.2774)",76.085,19.9,367548.45,142918.21,551322.67,275661.34,142918.21
"(-13590.9662, 150439.5445)","(-13521.4387, 150501.1779)",74.117,19.9,358039.35,139220.68,537059.03,268529.51,139220.68
"(-12729.571, 149354.0213)","(-12688.4936, 149311.7398)",18.426,28.9,138463.1,49451.11,207694.66,103847.33,49451.11
"(-12729.571, 149354.0213)","(-12782.0541, 149403.0033)",42.601,28.9,320128.08,114331.46,480192.11,240096.06,114331.46
"(-12189.3461, 150214.0215)","(-12234.1752, 150226.4066)",56.449,25.3,424183.77,151494.21,636275.66,318137.83,151494.21
"(-13264.5222, 150717.6602)","(-13333.3981, 150690.2853)",72.311,19.9,349315.42,135828.45,523973.13,261986.56,135828.45
"(-13264.5222, 150717.6602)","(-13216.0856, 150763.6528)",67.25,19.9,324870.1,126323.08,487305.15,243652.57,126323.08
"(-12421.3344, 150029.232)","(-12428.4106, 150086.5211)",61.527,25.3,462343.7,165122.75,693515.55,346757.78,165122.75
"(-12421.3344, 150029.232)","(-12444.1652, 149971.972)",43.521,25.3,327039.11,116799.68,490558.67,245279.33,116799.68
"(-13527.9032, 149960.8191)","(-13580.5561, 149895.6148)",9.573,19.7,46245.26,17982.09,69367.9,34683.95,17982.09
"(-13580.5561, 149895.6148)","(-13608.2112, 149943.6835)",53.295,19.7,257455.87,100109.61,386183.81,193091.9,100109.61
"(-13646.9228, 149897.3137)","(-13680.4348, 149869.1176)",99.39,19.7,480130.66,186694.88,720195.99,360097.99,186694.88
"(-13646.9228, 149897.3137)","(-13608.2112, 149943.6835)",53.29,19.7,257431.88,100100.28,386147.82,193073.91,100100.28
"(-12616.792, 149854.4654)","(-12654.1074, 149825.0589)",60.417,22.6,291860.98,113487.76,437791.47,218895.73,113487.76
"(-12718.2035, 150726.8819)","(-12735.1368, 150718.4151)",17.783,19.2,85907.68,33404.5,128861.51,64430.76,33404.5
"(-12718.2035, 150726.8819)","(-12701.6642, 150741.6581)",39.406,19.2,190359.79,74019.85,285539.68,142769.84,74019.85
"(-12880.2738, 149432.5013)","(-12849.252, 149429.3687)",44.198,28.9,332127.77,118617.06,498191.66,249095.83,118617.06
"(-12880.2738, 149432.5013)","(-13024.9315, 149365.4826)",23.554,28.9,176992.96,63211.77,265489.43,132744.72,63211.77
"(-11904.04, 149663.2347)","(-11921.8113, 149662.5765)",37.162,28.9,279256.76,99734.56,418885.15,209442.57,99734.56
"(-12701.9912, 149646.1998)","(-12644.1723, 149660.2385)",43.927,19.2,212203.01,82513.41,318304.52,159152.26,82513.41
"(-12701.9912, 149646.1998)","(-12753.1738, 149619.6595)",63.596,19.2,307214.42,119457.82,460821.63,230410.82,119457.82
"(-11921.8113, 149662.5765)","(-12012.3534, 149649.512)",90.251,28.9,678188.59,242210.21,1017282.89,508641.44,242210.21
"(-12939.1071, 150525.1867)","(-12998.1199, 150482.4754)",45.625,19.2,220404.36,85702.43,330606.53,165303.27,85702.43
"(-12939.1071, 150525.1867)","(-12907.7831, 150532.6737)",17.561,26.2,131962.39,47129.42,197943.58,98971.79,47129.42
"(-12571.5914, 150578.2955)","(-12529.1636, 150578.6055)",74.193,22.7,358410.69,139365.07,537616.04,268808.02,139365.07
"(-11968.0211, 149888.0671)","(-12010.9688, 149869.8886)",54.298,28.9,408020.38,145721.56,612030.57,306015.28,145721.56
"(-12604.2892, 149223.0854)","(-12541.824, 149187.4029)",24.855,28.9,186775.52,66705.54,280163.27,140081.64,66705.54
"(-12604.2892, 149223.0854)","(-12669.1614, 149265.4465)",68.601,28.9,515500.67,184107.38,773251.0,386625.5,184107.38
"(-12570.508, 150209.877)","(-12551.3602, 150233.4031)",59.458,19.9,287226.62,111685.73,430839.94,215419.97,111685.73
"(-12570.508, 150209.877)","(-12550.4213, 150159.4077)",27.947,19.9,135006.18,52496.05,202509.27,101254.63,52496.05
"(-13554.5142, 149836.2273)","(-13607.431, 149792.5709)",67.767,19.9,327363.56,127292.65,491045.34,245522.67,127292.65
"(-13554.5142, 149836.2273)","(-13550.5455, 149874.5919)",51.88,19.9,250619.55,97451.36,375929.33,187964.66,97451.36
