Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-15263.8982, 148931.9141)","(-15270.2809, 148924.0969)",56.031,23.6,270673.01,105248.99,406009.52,203004.76,105248.99
"(-15263.8982, 148931.9141)","(-15207.8484, 148937.8369)",55.401,23.6,267629.33,104065.48,401443.99,200722.0,104065.48
"(-14661.1219, 148178.1707)","(-14678.3198, 148242.9938)",67.066,28.9,503964.86,179987.45,755947.29,377973.65,179987.45
"(-14661.1219, 148178.1707)","(-14650.5385, 148117.3165)",61.768,28.9,464152.97,165768.92,696229.46,348114.73,165768.92
"(-14770.0989, 148418.4584)","(-14849.9768, 148401.8428)",41.919,23.6,202501.13,78740.91,303751.69,151875.85,78740.91
"(-14770.0989, 148418.4584)","(-14721.6097, 148453.5341)",46.355,23.6,223929.28,87073.07,335893.92,167946.96,87073.07
"(-14721.6097, 148453.5341)","(-14704.7782, 148389.8378)",65.883,28.9,495074.86,176812.45,742612.29,371306.14,176812.45
"(-14721.6097, 148453.5341)","(-14760.1932, 148496.496)",57.744,23.6,278948.92,108467.01,418423.38,209211.69,108467.01
"(-14650.5385, 148117.3165)","(-14641.9268, 148027.694)",90.035,28.9,676570.2,241632.22,1014855.31,507427.65,241632.22
"(-14713.8936, 148088.0191)","(-14665.2102, 148045.6857)",64.515,28.9,484798.26,173142.23,727197.39,363598.69,173142.23
"(-14713.8936, 148088.0191)","(-14732.3003, 148077.1355)",21.384,28.9,160687.24,57388.3,241030.86,120515.43,57388.3
"(-15210.5705, 148742.7054)","(-15196.2829, 148696.6678)",38.394,23.6,185470.84,72118.82,278206.26,139103.13,72118.82
"(-15210.5705, 148742.7054)","(-15235.9705, 148782.393)",45.319,23.6,218922.95,85126.4,328384.43,164192.22,85126.4
"(-14641.9268, 148027.694)","(-14665.2102, 148045.6857)",29.425,28.9,221112.55,78968.77,331668.82,165834.41,78968.77
"(-14967.9638, 148415.9268)","(-14951.1524, 148395.8568)",35.519,23.6,171584.57,66719.26,257376.86,128688.43,66719.26
"(-14967.9638, 148415.9268)","(-14939.425, 148441.0799)",44.448,23.6,214716.73,83490.85,322075.09,161037.55,83490.85
"(-14848.3022, 148272.1695)","(-14865.2356, 148231.9527)",43.636,28.9,327905.35,117109.05,491858.03,245929.01,117109.05
"(-14848.3022, 148272.1695)","(-14869.469, 148302.8612)",37.283,28.9,280162.28,100057.96,420243.41,210121.71,100057.96
"(-14851.5779, 148592.4116)","(-14894.4423, 148666.1308)",85.275,23.6,411944.18,160181.13,617916.27,308958.13,160181.13
"(-14851.5779, 148592.4116)","(-14804.7399, 148534.0574)",74.827,23.6,361468.75,140554.17,542203.13,271101.56,140554.17
"(-14849.9768, 148401.8428)","(-14889.7987, 148383.053)",26.181,23.6,126472.48,49177.79,189708.72,94854.36,49177.79
