variable,value
C_timber_node1node3_t1,1.0
C_timber_node1node3_t2,1.0
C_timber_node1node3_t3,1.0
C_timber_node1node3_t4,1.0
C_timber_node1node3_t5,1.0
C_wide_node1node3_t1,1.0
C_wide_node1node3_t2,1.0
C_wide_node1node3_t3,1.0
C_wide_node1node3_t4,1.0
C_wide_node1node3_t5,1.0
C_timber_node1node2_t1,1.0
C_timber_node1node2_t2,1.0
C_timber_node1node2_t3,1.0
C_timber_node1node2_t4,1.0
C_timber_node1node2_t5,1.0
C_wide_node1node2_t1,1.0
C_wide_node1node2_t2,1.0
C_wide_node1node2_t3,1.0
C_wide_node1node2_t4,1.0
C_wide_node1node2_t5,1.0
C_timber_node1node7_t1,1.0
C_timber_node1node7_t2,1.0
C_timber_node1node7_t3,1.0
C_timber_node1node7_t4,1.0
C_timber_node1node7_t5,1.0
C_wide_node1node7_t1,1.0
C_wide_node1node7_t2,1.0
C_wide_node1node7_t3,1.0
C_wide_node1node7_t4,1.0
C_wide_node1node7_t5,1.0
C_timber_node1node12_t1,1.0
C_timber_node1node12_t2,1.0
C_timber_node1node12_t3,1.0
C_timber_node1node12_t4,1.0
C_timber_node1node12_t5,1.0
C_wide_node1node12_t1,1.0
C_wide_node1node12_t2,1.0
C_wide_node1node12_t3,1.0
C_wide_node1node12_t4,1.0
C_wide_node1node12_t5,1.0
C_timber_node1node15_t1,1.0
C_timber_node1node15_t2,1.0
C_timber_node1node15_t3,1.0
C_timber_node1node15_t4,1.0
C_timber_node1node15_t5,1.0
C_wide_node1node15_t1,1.0
C_wide_node1node15_t2,1.0
C_wide_node1node15_t3,1.0
C_wide_node1node15_t4,1.0
C_wide_node1node15_t5,1.0
C_timber_node2node3_t1,1.0
C_timber_node2node3_t2,1.0
C_timber_node2node3_t3,1.0
C_timber_node2node3_t4,1.0
C_timber_node2node3_t5,1.0
C_wide_node2node3_t1,1.0
C_wide_node2node3_t2,1.0
C_wide_node2node3_t3,1.0
C_wide_node2node3_t4,1.0
C_wide_node2node3_t5,1.0
C_timber_node2node12_t1,1.0
C_timber_node2node12_t2,1.0
C_timber_node2node12_t3,1.0
C_timber_node2node12_t4,1.0
C_timber_node2node12_t5,1.0
C_wide_node2node12_t1,1.0
C_wide_node2node12_t2,1.0
C_wide_node2node12_t3,1.0
C_wide_node2node12_t4,1.0
C_wide_node2node12_t5,1.0
C_timber_node2node15_t1,1.0
C_timber_node2node15_t2,1.0
C_timber_node2node15_t3,1.0
C_timber_node2node15_t4,1.0
C_timber_node2node15_t5,1.0
C_wide_node2node15_t1,1.0
C_wide_node2node15_t2,1.0
C_wide_node2node15_t3,1.0
C_wide_node2node15_t4,1.0
C_wide_node2node15_t5,1.0
C_timber_node3node8_t1,1.0
C_timber_node3node8_t2,1.0
C_timber_node3node8_t3,1.0
C_timber_node3node8_t4,1.0
C_timber_node3node8_t5,1.0
C_wide_node3node8_t1,1.0
C_wide_node3node8_t2,1.0
C_wide_node3node8_t3,1.0
C_wide_node3node8_t4,1.0
C_wide_node3node8_t5,1.0
C_timber_node3node12_t1,1.0
C_timber_node3node12_t2,1.0
C_timber_node3node12_t3,1.0
C_timber_node3node12_t4,1.0
C_timber_node3node12_t5,1.0
C_wide_node3node12_t1,1.0
C_wide_node3node12_t2,1.0
C_wide_node3node12_t3,1.0
C_wide_node3node12_t4,1.0
C_wide_node3node12_t5,1.0
C_timber_node3node15_t1,1.0
C_timber_node3node15_t2,1.0
C_timber_node3node15_t3,1.0
C_timber_node3node15_t4,1.0
C_timber_node3node15_t5,1.0
C_wide_node3node15_t1,1.0
C_wide_node3node15_t2,1.0
C_wide_node3node15_t3,1.0
C_wide_node3node15_t4,1.0
C_wide_node3node15_t5,1.0
C_timber_node4node5_t1,1.0
C_timber_node4node5_t2,1.0
C_timber_node4node5_t3,1.0
C_timber_node4node5_t4,1.0
C_timber_node4node5_t5,1.0
C_wide_node4node5_t1,1.0
C_wide_node4node5_t2,1.0
C_wide_node4node5_t3,1.0
C_wide_node4node5_t4,1.0
C_wide_node4node5_t5,1.0
C_timber_node4node11_t1,1.0
C_timber_node4node11_t2,1.0
C_timber_node4node11_t3,1.0
C_timber_node4node11_t4,1.0
C_timber_node4node11_t5,1.0
C_wide_node4node11_t1,1.0
C_wide_node4node11_t2,1.0
C_wide_node4node11_t3,1.0
C_wide_node4node11_t4,1.0
C_wide_node4node11_t5,1.0
C_timber_node4node6_t1,1.0
C_timber_node4node6_t2,1.0
C_timber_node4node6_t3,1.0
C_timber_node4node6_t4,1.0
C_timber_node4node6_t5,1.0
C_wide_node4node6_t1,1.0
C_wide_node4node6_t2,1.0
C_wide_node4node6_t3,1.0
C_wide_node4node6_t4,1.0
C_wide_node4node6_t5,1.0
C_timber_node4node13_t1,1.0
C_timber_node4node13_t2,1.0
C_timber_node4node13_t3,1.0
C_timber_node4node13_t4,1.0
C_timber_node4node13_t5,1.0
C_wide_node4node13_t1,1.0
C_wide_node4node13_t2,1.0
C_wide_node4node13_t3,1.0
C_wide_node4node13_t4,1.0
C_wide_node4node13_t5,1.0
C_timber_node4node14_t1,1.0
C_timber_node4node14_t2,1.0
C_timber_node4node14_t3,1.0
C_timber_node4node14_t4,1.0
C_timber_node4node14_t5,1.0
C_wide_node4node14_t1,1.0
C_wide_node4node14_t2,1.0
C_wide_node4node14_t3,1.0
C_wide_node4node14_t4,1.0
C_wide_node4node14_t5,1.0
C_timber_node5node8_t1,1.0
C_timber_node5node8_t2,1.0
C_timber_node5node8_t3,1.0
C_timber_node5node8_t4,1.0
C_timber_node5node8_t5,1.0
C_wide_node5node8_t1,1.0
C_wide_node5node8_t2,1.0
C_wide_node5node8_t3,1.0
C_wide_node5node8_t4,1.0
C_wide_node5node8_t5,1.0
C_timber_node5node13_t1,1.0
C_timber_node5node13_t2,1.0
C_timber_node5node13_t3,1.0
C_timber_node5node13_t4,1.0
C_timber_node5node13_t5,1.0
C_wide_node5node13_t1,1.0
C_wide_node5node13_t2,1.0
C_wide_node5node13_t3,1.0
C_wide_node5node13_t4,1.0
C_wide_node5node13_t5,1.0
C_timber_node6node10_t1,1.0
C_timber_node6node10_t2,1.0
C_timber_node6node10_t3,1.0
C_timber_node6node10_t4,1.0
C_timber_node6node10_t5,1.0
C_wide_node6node10_t1,1.0
C_wide_node6node10_t2,1.0
C_wide_node6node10_t3,1.0
C_wide_node6node10_t4,1.0
C_wide_node6node10_t5,1.0
C_timber_node6node9_t1,1.0
C_timber_node6node9_t2,1.0
C_timber_node6node9_t3,1.0
C_timber_node6node9_t4,1.0
C_timber_node6node9_t5,1.0
C_wide_node6node9_t1,1.0
C_wide_node6node9_t2,1.0
C_wide_node6node9_t3,1.0
C_wide_node6node9_t4,1.0
C_wide_node6node9_t5,1.0
C_timber_node6node13_t1,1.0
C_timber_node6node13_t2,1.0
C_timber_node6node13_t3,1.0
C_timber_node6node13_t4,1.0
C_timber_node6node13_t5,1.0
C_wide_node6node13_t1,1.0
C_wide_node6node13_t2,1.0
C_wide_node6node13_t3,1.0
C_wide_node6node13_t4,1.0
C_wide_node6node13_t5,1.0
C_timber_node6node14_t1,1.0
C_timber_node6node14_t2,1.0
C_timber_node6node14_t3,1.0
C_timber_node6node14_t4,1.0
C_timber_node6node14_t5,1.0
C_wide_node6node14_t1,1.0
C_wide_node6node14_t2,1.0
C_wide_node6node14_t3,1.0
C_wide_node6node14_t4,1.0
C_wide_node6node14_t5,1.0
C_timber_node7node10_t1,1.0
C_timber_node7node10_t2,1.0
C_timber_node7node10_t3,1.0
C_timber_node7node10_t4,1.0
C_timber_node7node10_t5,1.0
C_wide_node7node10_t1,1.0
C_wide_node7node10_t2,1.0
C_wide_node7node10_t3,1.0
C_wide_node7node10_t4,1.0
C_wide_node7node10_t5,1.0
C_timber_node7node8_t1,1.0
C_timber_node7node8_t2,1.0
C_timber_node7node8_t3,1.0
C_timber_node7node8_t4,1.0
C_timber_node7node8_t5,1.0
C_wide_node7node8_t1,1.0
C_wide_node7node8_t2,1.0
C_wide_node7node8_t3,1.0
