arc,type
node6node8,source_in_transit_out
node4node8,source_in_transit_out
node3node8,source_in_transit_out
node2node8,source_in_transit_out
node5node8,source_in_transit_out
node4node9,source_in_transit_out
node5node9,source_in_transit_out
node3node9,source_in_transit_out
node8node2,source_out_transit_in
node8node4,source_out_transit_in
node8node5,source_out_transit_in
node8node6,source_out_transit_in
node8node3,source_out_transit_in
node9node5,source_out_transit_in
node9node4,source_out_transit_in
node9node3,source_out_transit_in
node2node1,exit_in_transit_out
node7node1,exit_in_exit_out
node6node7,exit_in_transit_out
node1node7,exit_in_exit_out
node1node2,exit_out_transit_in
node7node6,exit_out_transit_in
node3node2,transit_in_transit_out
node6node2,transit_in_transit_out
node3node4,transit_in_transit_out
node6node4,transit_in_transit_out
node5node4,transit_in_transit_out
node2node6,transit_in_transit_out
node4node6,transit_in_transit_out
node3node5,transit_in_transit_out
node4node5,transit_in_transit_out
node5node3,transit_in_transit_out
node4node3,transit_in_transit_out
node2node3,transit_in_transit_out
