variable,coefficient,type,prefix,width,edge,period
C_node1node3_timber_t0,5013.0,B,C,timber,,0
C_node1node3_timber_t1,4220.81,B,C,timber,,1
C_node1node3_timber_t2,2992.21,B,C,timber,,2
C_node1node3_timber_t3,2121.24,B,C,timber,,3
C_node1node3_timber_t4,1503.78,B,C,timber,,4
C_node1node3_timber_t5,1066.06,B,C,timber,,5
C_node1node3_wide_t0,7520.0,B,C,wide,,0
C_node1node3_wide_t1,6331.64,B,C,wide,,1
C_node1node3_wide_t2,4488.62,B,C,wide,,2
C_node1node3_wide_t3,3182.07,B,C,wide,,3
C_node1node3_wide_t4,2255.83,B,C,wide,,4
C_node1node3_wide_t5,1599.2,B,C,wide,,5
C_node1node2_timber_t0,3745.0,B,C,timber,,0
C_node1node2_timber_t1,3153.19,B,C,timber,,1
C_node1node2_timber_t2,2235.36,B,C,timber,,2
C_node1node2_timber_t3,1584.69,B,C,timber,,3
C_node1node2_timber_t4,1123.41,B,C,timber,,4
C_node1node2_timber_t5,796.41,B,C,timber,,5
C_node1node2_wide_t0,5620.0,B,C,wide,,0
C_node1node2_wide_t1,4731.89,B,C,wide,,1
C_node1node2_wide_t2,3354.53,B,C,wide,,2
C_node1node2_wide_t3,2378.09,B,C,wide,,3
C_node1node2_wide_t4,1685.87,B,C,wide,,4
C_node1node2_wide_t5,1195.14,B,C,wide,,5
C_node1node7_timber_t0,5996.0,B,C,timber,,0
C_node1node7_timber_t1,5048.47,B,C,timber,,1
C_node1node7_timber_t2,3578.96,B,C,timber,,2
C_node1node7_timber_t3,2537.19,B,C,timber,,3
C_node1node7_timber_t4,1798.66,B,C,timber,,4
C_node1node7_timber_t5,1275.1,B,C,timber,,5
C_node1node7_wide_t0,8991.0,B,C,wide,,0
C_node1node7_wide_t1,7570.18,B,C,wide,,1
C_node1node7_wide_t2,5366.64,B,C,wide,,2
C_node1node7_wide_t3,3804.51,B,C,wide,,3
C_node1node7_wide_t4,2697.09,B,C,wide,,4
C_node1node7_wide_t5,1912.02,B,C,wide,,5
C_node1node12_timber_t0,0.0,B,C,timber,,0
C_node1node12_timber_t1,0.0,B,C,timber,,1
C_node1node12_timber_t2,0.0,B,C,timber,,2
C_node1node12_timber_t3,0.0,B,C,timber,,3
C_node1node12_timber_t4,0.0,B,C,timber,,4
C_node1node12_timber_t5,0.0,B,C,timber,,5
C_node1node12_wide_t0,0.0,B,C,wide,,0
C_node1node12_wide_t1,0.0,B,C,wide,,1
C_node1node12_wide_t2,0.0,B,C,wide,,2
C_node1node12_wide_t3,0.0,B,C,wide,,3
C_node1node12_wide_t4,0.0,B,C,wide,,4
C_node1node12_wide_t5,0.0,B,C,wide,,5
C_node1node15_timber_t0,0.0,B,C,timber,,0
C_node1node15_timber_t1,0.0,B,C,timber,,1
C_node1node15_timber_t2,0.0,B,C,timber,,2
C_node1node15_timber_t3,0.0,B,C,timber,,3
C_node1node15_timber_t4,0.0,B,C,timber,,4
C_node1node15_timber_t5,0.0,B,C,timber,,5
C_node1node15_wide_t0,0.0,B,C,wide,,0
C_node1node15_wide_t1,0.0,B,C,wide,,1
C_node1node15_wide_t2,0.0,B,C,wide,,2
C_node1node15_wide_t3,0.0,B,C,wide,,3
C_node1node15_wide_t4,0.0,B,C,wide,,4
C_node1node15_wide_t5,0.0,B,C,wide,,5
C_node2node3_timber_t0,591.0,B,C,timber,,0
C_node2node3_timber_t1,497.61,B,C,timber,,1
C_node2node3_timber_t2,352.76,B,C,timber,,2
C_node2node3_timber_t3,250.08,B,C,timber,,3
C_node2node3_timber_t4,177.29,B,C,timber,,4
C_node2node3_timber_t5,125.68,B,C,timber,,5
C_node2node3_wide_t0,887.0,B,C,wide,,0
C_node2node3_wide_t1,746.83,B,C,wide,,1
C_node2node3_wide_t2,529.44,B,C,wide,,2
C_node2node3_wide_t3,375.33,B,C,wide,,3
C_node2node3_wide_t4,266.08,B,C,wide,,4
C_node2node3_wide_t5,188.63,B,C,wide,,5
C_node2node12_timber_t0,0.0,B,C,timber,,0
C_node2node12_timber_t1,0.0,B,C,timber,,1
C_node2node12_timber_t2,0.0,B,C,timber,,2
C_node2node12_timber_t3,0.0,B,C,timber,,3
C_node2node12_timber_t4,0.0,B,C,timber,,4
C_node2node12_timber_t5,0.0,B,C,timber,,5
C_node2node12_wide_t0,0.0,B,C,wide,,0
C_node2node12_wide_t1,0.0,B,C,wide,,1
C_node2node12_wide_t2,0.0,B,C,wide,,2
C_node2node12_wide_t3,0.0,B,C,wide,,3
C_node2node12_wide_t4,0.0,B,C,wide,,4
C_node2node12_wide_t5,0.0,B,C,wide,,5
C_node2node15_timber_t0,0.0,B,C,timber,,0
C_node2node15_timber_t1,0.0,B,C,timber,,1
C_node2node15_timber_t2,0.0,B,C,timber,,2
C_node2node15_timber_t3,0.0,B,C,timber,,3
C_node2node15_timber_t4,0.0,B,C,timber,,4
C_node2node15_timber_t5,0.0,B,C,timber,,5
C_node2node15_wide_t0,0.0,B,C,wide,,0
C_node2node15_wide_t1,0.0,B,C,wide,,1
C_node2node15_wide_t2,0.0,B,C,wide,,2
C_node2node15_wide_t3,0.0,B,C,wide,,3
C_node2node15_wide_t4,0.0,B,C,wide,,4
C_node2node15_wide_t5,0.0,B,C,wide,,5
C_node3node8_timber_t0,956.0,B,C,timber,,0
C_node3node8_timber_t1,804.93,B,C,timber,,1
C_node3node8_timber_t2,570.63,B,C,timber,,2
C_node3node8_timber_t3,404.53,B,C,timber,,3
