variable,coefficient,type,prefix,width,edge,period
C_node1node5_timber_t0,599.0,B,C,timber,,0
C_node1node5_timber_t1,504.34,B,C,timber,,1
C_node1node5_timber_t2,357.54,B,C,timber,,2
C_node1node5_timber_t3,253.47,B,C,timber,,3
C_node1node5_timber_t4,179.69,B,C,timber,,4
C_node1node5_timber_t5,127.38,B,C,timber,,5
C_node1node5_wide_t0,898.0,B,C,wide,,0
C_node1node5_wide_t1,756.09,B,C,wide,,1
C_node1node5_wide_t2,536.01,B,C,wide,,2
C_node1node5_wide_t3,379.99,B,C,wide,,3
C_node1node5_wide_t4,269.38,B,C,wide,,4
C_node1node5_wide_t5,190.97,B,C,wide,,5
C_node1node8_timber_t0,791.0,B,C,timber,,0
C_node1node8_timber_t1,666.0,B,C,timber,,1
C_node1node8_timber_t2,472.14,B,C,timber,,2
C_node1node8_timber_t3,334.71,B,C,timber,,3
C_node1node8_timber_t4,237.28,B,C,timber,,4
C_node1node8_timber_t5,168.21,B,C,timber,,5
C_node1node8_wide_t0,1186.0,B,C,wide,,0
C_node1node8_wide_t1,998.58,B,C,wide,,1
C_node1node8_wide_t2,707.91,B,C,wide,,2
C_node1node8_wide_t3,501.85,B,C,wide,,3
C_node1node8_wide_t4,355.77,B,C,wide,,4
C_node1node8_wide_t5,252.21,B,C,wide,,5
C_node1node4_timber_t0,2487.0,B,C,timber,,0
C_node1node4_timber_t1,2093.99,B,C,timber,,1
C_node1node4_timber_t2,1484.47,B,C,timber,,2
C_node1node4_timber_t3,1052.37,B,C,timber,,3
C_node1node4_timber_t4,746.04,B,C,timber,,4
C_node1node4_timber_t5,528.88,B,C,timber,,5
C_node1node4_wide_t0,3727.0,B,C,wide,,0
C_node1node4_wide_t1,3138.03,B,C,wide,,1
C_node1node4_wide_t2,2224.61,B,C,wide,,2
C_node1node4_wide_t3,1577.07,B,C,wide,,3
C_node1node4_wide_t4,1118.01,B,C,wide,,4
C_node1node4_wide_t5,792.58,B,C,wide,,5
C_node1node42_timber_t0,0.0,B,C,timber,,0
